block,pseudocolor,x,y,s,w
1,10,834.5203645,1073.183344,1.184028452,1248.810739
1,10,834.6384159,1369.954554,1.999824647,319.4065216
1,10,834.6619779,1362.751402,1.251668495,3678.175403
1,10,834.7023625,1095.699308,1.970967798,3076.042061
1,10,834.7480459,1088.773318,1.401444961,2391.591477
1,10,834.9355136,1271.6102,1.353955994,441.6897569
1,10,835.0369371,1222.361869,1.481013169,403.0667431
1,10,835.1637115,1123.552281,1.625921199,3717.548038
1,10,835.1649212,1259.644738,1.300878452,1109.297385
1,10,835.1951499,1243.107217,2,265.2370123
1,10,835.5272459,1211.511143,1.373562312,1887.72865
1,10,835.8409344,1166.399876,1.111133025,412.0005706
1,10,836.1034202,1008.254207,1.251832818,407.6012036
1,10,836.1991358,1293.41972,1.995717499,1785.380821
1,10,836.3859691,967.5633108,1.789150003,288.5391703
1,10,836.4014946,1155.70489,1.1,1491.679434
1,10,836.6344879,1044.153936,1.406206321,3590.547879
1,10,836.942497,1161.682527,1.870069471,1604.143946
1,10,836.9568617,972.8313648,1.388901852,2875.479316
1,10,837.1088884,1399.92653,1.756968153,307.3541137
1,10,837.1931644,1077.327625,1.663287323,2694.648656
1,10,837.2756404,1300.403925,1.2511236,1466.808742
1,10,837.2882669,1144.808676,1.104395902,507.261472
1,10,837.3031541,1148.226137,1.330624911,1563.120468
1,10,837.349948,1316.194171,1.948124049,1294.476837
1,10,837.4268182,1354.777694,1.521351705,5046.808588
1,10,837.6034173,1133.058522,1.193001607,785.2234859
1,10,837.8886289,1205.622655,1.445934037,798.0108599
1,10,837.9840082,1432.464181,1.834898379,302.2685037
1,10,838.0083583,1116.614568,1.967165621,2475.32761
1,10,838.0792697,1347.516729,1.970311362,2261.05519
1,10,838.189644,1095.215485,1.102282532,501.7519944
1,10,838.3716613,1226.804427,1.517681143,2572.427167
1,10,838.4051552,1100.210235,1.881358762,3509.53468
1,10,838.5674127,1029.897448,1.606540058,618.4654858
1,10,838.713251,1136.303965,1.198697233,346.9543386
1,10,838.7313655,1103.724506,1.1,1593.419427
1,10,838.7982595,1016.772425,1.567089723,3892.104507
1,10,838.918667,1288.452034,1.100195389,640.5600427
1,10,838.9285524,1326.372238,1.1,442.3477711
1,10,839.0058772,1092.380262,1.293066021,1336.320618
1,10,839.0130985,1293.609322,1.1,740.7825591
1,10,839.2525438,1372.124505,1.1,1598.505175
1,10,839.4193648,1310.583655,1.343387505,1839.100219
1,10,839.5155304,1304.932523,1.1,1542.015437
1,10,839.6804529,990.8110115,1.391533874,3286.146354
1,10,839.7673048,1286.351126,1.966377355,3079.373839
1,10,839.8790584,1328.342533,1.482646941,1198.929319
1,10,839.8909368,1167.613628,2,394.4303132
1,10,839.917808,1189.58996,1.31945629,321.8094662
1,10,840.4601607,1096.902031,1.1,3035.250037
1,10,840.7064459,1338.810034,1.326753979,2045.473232
1,10,840.8107236,1055.024532,1.745746158,256.2885618
1,10,841.1898096,1322.117348,1.963370302,2302.8658
1,10,841.2341962,1318.968877,1.1,688.2574509
1,10,841.3200558,1282.584187,1.60882918,522.8389958
1,10,841.399802,1111.414465,1.324441787,443.8594757
1,10,841.4711162,1369.1131,1.1,610.7334271
1,10,841.5635045,1062.488494,1.977464329,1803.621834
1,10,841.6434826,1249.891275,1.349197679,765.7887642
1,10,841.7953352,1261.929255,1.997057026,1718.899709
1,10,841.8160216,1372.68359,1.987128327,3906.726251
1,10,841.9741471,1152.341535,1.999653417,524.6499623
1,10,842.0539269,1357.329713,1.105885619,735.6608879
1,10,842.125597,1201.545027,1.999626248,1148.455812
1,10,842.2404625,1276.386787,1.999805833,389.3153769
1,10,842.3918714,1235.899389,1.999947755,307.7856556
1,10,842.4033883,1301.621116,1.992999047,3342.608827
1,10,842.4039733,1172.792605,1.55374706,1077.869305
1,10,842.6005725,1148.088488,1.450412252,846.0287575
1,10,842.8749409,1134.998045,2,786.0414375
1,10,842.914891,1040.029872,1.262526833,608.4330672
1,10,842.9280419,1230.256654,1.128354235,994.3552144
1,10,843.0998647,1334.760891,1.993166902,2576.661982
1,10,843.2672896,1330.304125,1.186208083,552.6333185
1,10,843.5287761,1367.00335,1.558701641,1964.964571
1,10,843.6969361,1292.768057,1.38139645,2225.243908
1,10,843.755765,983.6421538,1.689849023,1355.183239
1,10,843.8735701,1043.505504,1.382560796,4452.485151
1,10,843.92018,1226.77601,1.1,440.4532667
1,10,844.2902585,1353.246979,1.160633027,1565.711406
1,10,844.4506528,1302.295952,1.1,612.8247619
1,10,845.0383411,1309.281448,1.1,1708.764923
1,10,845.0443057,1373.46657,1.103749026,3357.694359
1,10,845.2033218,975.4024761,1.85641975,879.5921785
1,10,845.3294222,992.760732,1.201944916,648.2983576
1,10,845.4103899,1360.104065,1.985106289,1810.98051
1,10,845.9932734,1064.912827,1.20728933,1611.322328
1,10,846.0314946,1313.1296,1.992505188,1865.946333
1,10,846.3680481,1158.420763,1.608288262,2058.692077
1,10,846.4404841,1069.062959,1.477730785,841.9944309
1,10,846.5103138,1264.777494,1.261782046,1631.58705
1,10,846.5395026,1256.203705,1.77868012,362.053825
1,10,846.8470146,1057.159351,1.451850071,2990.78128
1,10,846.8707285,1071.621224,1.312413381,4796.948921
1,10,846.8814079,1078.469081,1.999673358,253.3638568
1,10,847.4776582,1138.310803,1.835894547,301.9294006
1,10,847.5468623,1103.264125,1.308054973,1988.365693
1,10,847.5781101,995.6176744,1.396994535,4082.151081
1,10,847.7150665,1323.164256,1.1,424.054553
1,10,847.7254551,1117.582448,1.309708366,763.4080873
1,10,847.8198777,1110.65251,1.357751533,456.5034505
1,10,847.8869727,1243.607033,2,256.5065509
1,10,847.9034267,1230.607907,1.995464238,2122.298264
1,10,847.9260396,1030.835106,1.493796649,4184.541824
1,10,848.122399,1334.730494,1.225502748,1879.16338
1,10,848.2430765,1311.800349,1.100006671,447.8654026
1,10,848.2746028,1133.381565,1.999983109,517.4387861
1,10,848.2856876,1142.828859,1.994960893,1632.072486
1,10,848.3931056,1026.435824,1.366073866,379.7274298
1,10,848.3950095,1348.948989,1.252344544,3470.353051
1,10,848.5447249,1341.984481,1.652741663,3218.523933
1,10,848.5650807,1008.936338,2,301.946972
1,10,848.796189,1000.246992,1.100532959,754.6237649
1,10,849.0627502,1225.107567,1.240960974,2237.000501
1,10,849.3753818,1090.338024,1.99442077,1031.512994
1,10,849.3759669,994.095276,2,408.2212494
1,10,849.7105335,1154.166185,1.764259381,804.7208642
1,10,850.3837073,1143.88403,2,768.5851989
1,10,850.3913443,1231.162725,2,881.2305333
1,10,850.4096182,1146.808966,1.454740596,360.0776709
1,10,850.8866835,1415.053875,2,263.3833642
1,10,850.8899788,1308.078872,1.417966105,2253.637466
1,10,850.9813415,1205.209563,1.299247889,439.2830365
1,10,851.3256536,1210.269222,1.689124754,1820.475157
1,10,851.3710687,1294.542895,1.998100286,2122.67466
1,10,851.3796353,1171.421305,2,519.6695908
1,10,851.6713404,1305.318875,1.636846587,308.8454023
1,10,852.1649421,1234.626555,1.301677889,322.8401375
1,10,852.2085955,1161.056098,1.347205683,1193.766524
1,10,852.209702,1098.73334,1.998460398,347.9319647
1,10,852.385035,1114.921714,1.995323332,2418.370334
1,10,852.4533882,1270.583001,1.377496847,671.9721078
1,10,852.6656435,1061.171717,1.934491228,790.4728088
1,10,852.773682,1287.331244,1.853861873,453.5580213
1,10,852.7798484,1077.25207,1.997565863,363.2356722
1,10,852.8572177,1348.918243,1.221781446,440.0346513
1,10,853.2048935,1334.064331,1.328012912,450.2874066
1,10,853.2315807,1355.499847,1.219532712,2297.754439
1,10,853.2340607,1103.127635,1.102885619,597.1661514
1,10,853.3664698,1089.112656,1.132734536,2326.643462
1,10,853.3777194,1127.7081,2,295.9640659
1,10,853.3838871,1314.995419,1.1,1572.605892
1,10,853.3843011,1336.255034,1.739838574,1503.208387
1,10,853.3859771,1339.845766,1.1,713.2629649
1,10,854.2067462,1053.920051,1.900666905,269.7666356
1,10,854.376304,1217.841109,1.337296367,2416.102673
1,10,854.3896997,1360.086745,1.492719692,301.0553258
1,10,854.4464342,1183.797806,1.947141858,558.0433008
1,10,854.5204408,1291.733622,1.557270037,860.0663034
1,10,854.5615917,1323.84574,1.313071619,1204.188586
1,10,854.6079028,1177.204967,1.418968468,377.151812
1,10,854.6910438,1311.017405,1.1,672.329905
1,10,854.7431205,1274.315395,1.465058801,2634.424712
1,10,854.7970452,1253.092435,1.606563939,1124.102624
1,10,854.8661587,1452.30815,1.390102673,268.368689
1,10,855.0642994,1128.897777,1.369623414,421.3733261
1,10,855.1730185,1328.031533,1.995613564,1111.946508
1,10,855.3548944,1316.017952,1.73746325,2256.34928
1,10,855.3927762,1336.67602,1.989370615,1672.838128
1,10,855.4318492,1124.684907,1.999996067,674.9856794
1,10,855.5270564,1265.679167,2,359.2909927
1,10,856.4125132,1079.877151,1.109662239,1188.611461
1,10,856.4994931,1305.427675,1.453378547,656.6320246
1,10,856.6954899,1154.499252,1.328302899,391.9222383
1,10,856.9098384,1172.1721,1.55860659,1147.964333
1,10,857.1184892,1081.867375,1.958702319,3186.016359
1,10,857.6295571,1132.736112,1.998415319,1099.837834
1,10,857.8600418,1074.02584,1.419553072,1728.330137
1,10,858.1053179,1303.555015,1.940849982,1240.294625
1,10,858.1182414,1318.211103,1.10033748,446.5166053
1,10,858.5289551,1084.11171,1.139061346,1754.170045
1,10,858.5301636,1306.096531,1.992677691,2161.71974
1,10,858.7990502,1117.899737,1.502366755,1793.0883
1,10,858.8713045,1135.810062,1.10361169,639.2025751
1,10,858.9211484,1227.87394,2,612.0583395
1,10,858.9495251,1191.684533,2,510.9935963
1,10,858.9706816,1344.68665,1.1,350.0319702
1,10,858.9899377,1335.181242,1.1,3095.434647
1,10,859.2466787,1114.534938,1.321140552,485.1062733
1,10,859.2911383,1287.876073,2,578.6681157
1,10,859.4239503,1312.608726,1.101355941,735.1111093
1,10,859.6087953,1348.842859,1.433238529,973.63836
1,10,859.7284369,1270.939567,1.645205438,278.2039785
1,10,859.9233932,1164.275214,1.95757609,260.766482
1,10,860.0930216,1239.666523,1.109372679,1179.717554
1,10,860.6322068,1157.560674,1.737030716,490.0678317
1,10,860.8161084,1221.008341,1.828416649,877.2165283
1,10,861.1285243,1259.591832,2,674.597957
1,10,861.3596886,1089.129854,1.341266514,331.1549768
1,10,861.555372,1308.618793,1.10572975,994.0903286
1,10,861.7699013,1151.427292,1.999873336,1442.665178
1,10,861.8217712,1313.835394,1.98873585,1794.1783
1,10,862.3133291,1146.481481,1.50447539,384.1252785
1,10,862.3826396,1329.188309,1.379754168,1802.540164
1,10,862.3872061,1297.043302,2,445.9296429
1,10,862.6045394,1357.806405,2,405.4822165
1,10,862.8110792,1136.279989,1.455440988,292.5812864
1,10,862.8414829,1390.987583,1.958619321,258.6266514
1,10,862.8724306,1206.317428,2,320.3796214
1,10,863.0160465,1266.081803,2,873.1294041
1,10,863.3718879,1103.224708,1.999991244,350.3869913
1,10,863.8128107,1212.339171,2,280.6375965
1,10,863.9213793,1240.118301,1.999982446,1297.570272
1,10,863.9261989,1214.762517,1.449469337,3049.75374
1,10,864.1841651,1274.371438,2,644.2219023
1,10,864.2224363,1346.495211,1.108156775,1568.446541
1,10,864.452375,1094.887481,1.435038708,392.4981246
1,10,864.6951991,1342.53144,1.995553263,1168.99601
1,10,865.4823669,1121.81681,1.2843669,333.9146814
1,10,865.7116406,1126.869286,2,830.2608563
1,10,866.4787872,1079.786765,1.666552993,316.8486499
1,10,867.078654,1310.818074,1.102018464,1259.755365
1,10,867.1314027,1113.719753,1.493060733,361.6836985
1,10,867.3644762,1086.236054,1.999949825,277.8514524
1,10,867.734279,1303.259094,1.401739634,673.977331
1,10,867.8264459,1224.158076,1.311752732,1931.177775
1,10,868.1785118,1324.288856,1.502403245,467.521325
1,10,868.3293485,1198.859284,2,404.4645529
1,10,868.3667461,1305.597289,1.820283137,1059.223436
1,10,868.616864,1246.023471,1.616861736,2664.835305
1,10,868.9702544,1087.942655,1.874169471,1492.981379
1,10,869.1508091,1286.592038,1.38357374,495.9712999
1,10,869.1679928,1260.590377,2,287.5854154
1,10,870.422067,1295.558356,1.185493609,1392.997601
1,10,870.5370934,1316.556458,1.236684276,1447.84845
1,10,870.589591,1292.839565,1.122885032,554.9154702
1,10,870.7309902,1271.936652,1.320858055,730.2610825
1,10,870.8275137,1321.160925,1.582932213,2541.917477
1,10,870.9111992,1171.201384,1.294339969,424.9808866
1,10,870.985736,1214.557026,1.451356803,1909.55945
1,10,871.0195166,1146.360692,1.698273627,1764.568507
1,10,871.0490058,1087.723053,1.1,843.750773
1,10,871.3860536,1326.128694,1.992096702,2818.481655
1,10,871.4113245,1307.866795,1.100043856,337.6459523
1,10,871.6341402,1332.621565,1.100992644,532.2448184
1,10,871.791311,1209.765841,1.136213384,1528.500012
1,10,871.8646456,1117.32226,1.489370237,1752.072511
1,10,872.0191868,1237.450262,1.559819916,2358.953644
1,10,872.1318645,1149.218221,1.100498548,589.2705417
1,10,872.2514372,1335.942993,1.424612201,4165.054204
1,10,872.3550343,1097.290924,1.933465345,414.6789088
1,10,872.3863693,1110.963605,1.754331794,1776.292689
1,10,872.6926112,1302.784497,1.996007427,1575.081366
1,10,872.7302229,1207.599436,1.98251233,2485.330125
1,10,872.845036,1339.461532,1.22077269,406.7198727
1,10,872.8609424,1128.60447,1.993587037,1390.082818
1,10,873.0111535,1080.640602,2,335.484215
1,10,873.0427045,1329.478705,1.104533167,2054.65977
1,10,873.1926758,1291.425252,1.87420701,2885.179353
1,10,873.6451842,1131.55713,1.1,493.2205884
1,10,873.8792807,1252.353376,2,475.4789475
1,10,874.014479,1204.858499,1.140594968,1548.489771
1,10,874.0294656,1250.092821,2,541.0161
1,10,874.7448248,1279.17582,1.970191622,288.9951971
1,10,875.0744276,1171.427718,1.481269332,884.1708573
1,10,875.2738482,1162.526488,1.104651334,465.472762
1,10,875.3665777,1311.878649,1.105897704,969.2929243
1,10,875.5373224,1135.233346,2,486.2888965
1,10,875.8975455,1159.784064,1.696897142,1388.409648
1,10,876.6129077,1309.837705,1.989399511,2105.109868
1,10,876.8755118,1318.020418,1.223294737,527.5979564
1,10,876.9720754,1192.97207,1.416762483,410.863556
1,10,876.9775648,1230.099987,1.18589453,2060.574757
1,10,877.2408315,1205.23906,1.141319302,416.8693675
1,10,877.2550042,1307.845607,1.103271055,952.1543131
1,10,877.2810283,1165.624612,1.699482059,2733.592965
1,10,877.3827934,1086.29906,1.10003799,379.3184562
1,10,877.4976383,1111.955415,1.553003803,1693.745034
1,10,877.9351191,1298.477136,1.164362432,1026.045611
1,10,878.0441527,1352.820785,1.319580966,324.0925665
1,10,878.0622587,1207.423002,1.113354479,1355.924405
1,10,878.1478802,1103.172033,1.789747197,1788.002699
1,10,878.6159323,1144.173807,1.49636895,1622.362811
1,10,878.7512689,1211.138595,1.661358614,3135.833884
1,10,878.9183021,1185.205627,2,379.6402225
1,10,879.3923303,1085.028875,1.695713351,5243.100417
1,10,879.5251953,1225.995849,1.984387372,1774.414888
1,10,879.6395812,1314.418692,1.268299426,1735.848618
1,10,879.7029726,1093.367362,1.590098032,2635.299055
1,10,879.7747017,1305.441797,1.225375067,301.7692327
1,10,880.1467894,1276.757734,1.913772019,1905.232685
1,10,880.1946975,1118.495618,1.397761921,1395.498265
1,10,880.2183496,1329.048902,1.23475381,1153.551893
1,10,880.2335582,1080.178649,1.542558645,450.0899274
1,10,880.2927639,1270.599138,2,379.3349352
1,10,880.3377618,1149.278474,1.935535949,412.4176011
1,10,880.6860017,1131.328011,1.615646747,332.3025609
1,10,881.2154733,1334.783725,1.377559957,1984.917454
1,10,881.3378372,1102.644131,1.102000712,481.9978334
1,10,881.4092913,1094.691955,1.100025662,413.1778248
1,10,881.4358963,1123.342204,1.313611408,493.2721581
1,10,881.9130548,1097.82661,1.945566266,3453.817198
1,10,882.0349127,1300.542047,1.160491735,1466.099694
1,10,882.1435329,1342.364255,1.950853486,305.0268496
1,10,882.3316035,1307.422786,1.256159082,1361.451236
1,10,882.4660657,1100.698569,1.118084091,815.0044833
1,10,882.9429729,1171.177524,1.936276709,272.7191332
1,10,883.1698026,1112.40248,1.112298897,1362.649961
1,10,884.0035711,1160.456448,1.910013789,1533.179432
1,10,884.3186556,1289.425762,2,795.1535332
1,10,884.3445601,1254.501088,2,629.5057454
1,10,884.9599917,1105.106088,1.396723384,1187.780003
1,10,885.2187897,1183.118846,1.90745664,1023.895717
1,10,885.2965486,1252.164387,2,505.7750951
1,10,885.4408153,1126.577148,1.358628904,1912.315863
1,10,886.1306519,1324.246211,1.786060422,1794.403321
1,10,886.1781675,1204.993471,2,443.9597299
1,10,886.1952977,1078.038954,1.233588448,619.1806079
1,10,886.3370914,1109.113316,1.991912295,2068.752169
1,10,886.3863799,1331.075951,1.466562361,312.9519588
1,10,886.5113302,1081.294663,1.232076732,2273.861925
1,10,886.5702719,1240.807426,2,666.5469818
1,10,886.7756711,1295.864057,1.815098465,865.5447719
1,10,886.7782571,1143.444807,1.727845263,2173.8353
1,10,887.0541984,1085.59417,1.13377035,659.3731237
1,10,887.061786,1161.960067,1.103967857,389.3487058
1,10,887.1991442,1116.454682,1.359627841,1893.830041
1,10,887.2769229,1111.344279,1.1,515.543308
1,10,887.3317909,1174.999655,2,458.5605112
1,10,887.39243,1302.902446,1.640526061,1510.194414
1,10,887.4918171,1292.100179,1.123840415,520.118015
1,10,887.4935898,1087.840182,1.426647223,1944.739168
1,10,887.8710165,1234.607803,2,592.4583747
1,10,887.9460501,1131.226474,1.991746203,1330.402315
1,10,887.9989238,1104.493275,1.999965393,303.1045936
1,10,888.1302494,1299.330231,1.152257573,768.8269188
1,10,888.2339404,1092.480522,1.344889483,544.6734043
1,10,888.2950135,1371.227213,1.584337703,297.1725979
1,10,888.3950009,1075.635988,1.100074535,349.0327471
1,10,888.4976465,1227.267954,1.347331713,710.2738885
1,10,888.5147363,1317.13521,1.808684736,501.2383483
1,10,888.8952503,1047.307906,1.774333687,279.0602588
1,10,889.3548608,1274.57149,2,573.1119514
1,10,889.6623632,1150.007973,1.100310444,472.4516053
1,10,890.2270842,1083.070924,1.113453968,1100.602213
1,10,890.2904292,1326.553031,1.235397411,765.3064265
1,10,890.4963079,1147.433089,1.410342113,912.539827
1,10,890.5004031,1152.115901,1.574789252,5470.931622
1,10,890.9464599,1080.786995,1.992743724,3874.313545
1,10,891.0716517,1127.509362,1.237873984,1904.411324
1,10,892.1603846,1140.403796,1.98414418,2195.01528
1,10,892.405298,1203.639341,1.366293802,1025.414146
1,10,892.6879621,1095.612446,1.391160655,779.1806367
1,10,892.7077323,1073.288292,1.975117072,1764.19727
1,10,892.8527693,1206.034879,1.381760614,3764.434539
1,10,892.8603266,1223.670131,1.9992197,995.6144525
1,10,892.9247687,1077.769515,1.169385535,3588.081419
1,10,892.9398474,1098.465117,1.1,416.7595221
1,10,893.2030775,1216.63458,2,489.6493497
1,10,893.8375455,1234.477342,1.649850888,427.1927196
1,10,894.0999103,1123.69155,1.878866953,380.8593638
1,10,894.1523985,1294.403602,1.635851634,2461.131751
1,10,894.4303163,1156.167302,1.697342781,769.9935997
1,10,894.6651473,1291.420652,1.179872946,1284.830338
1,10,894.7076011,1240.586285,2,685.5056948
1,10,895.1280018,1083.293679,1.102187556,676.6061476
1,10,895.2417412,1103.388444,1.106737646,682.6569674
1,10,895.4942035,1130.795969,1.434009968,904.1922939
1,10,895.8154974,1101.436656,1.875549065,699.4524267
1,10,895.8347794,1116.979305,1.1,487.9547073
1,10,896.1457804,1225.716356,1.150642576,741.764209
1,10,896.3556902,1170.259646,2,411.8574632
1,10,896.4258692,1303.491334,1.183350024,711.4053608
1,10,896.5210788,1138.706101,1.550194838,1972.423814
1,10,896.6391534,1084.615489,1.327362001,2567.877883
1,10,896.9142192,1307.106431,1.617672297,2041.149696
1,10,897.0127184,1316.976276,1.481320758,393.3403673
1,10,897.345026,1262.347583,2,259.0111076
1,10,897.5088063,1097.602444,1.982286506,2612.44968
1,10,897.8568215,1160.683364,2,368.131357
1,10,898.0266988,1287.131052,1.743685873,2210.060395
1,10,898.3831511,1112.609103,1.551349091,699.7158567
1,10,899.8577617,1082.583872,1.100500894,407.941167
1,10,899.8908483,1097.36825,1.101533432,1251.936327
1,10,899.9152575,1145.652355,1.25033697,1619.407723
1,10,900.0239744,1280.589246,2,519.0299172
1,10,900.3342945,1053.103107,2,436.7429999
1,10,900.3370283,1113.222159,1.225762817,577.4480949
1,10,900.3920813,1126.335845,1.274314542,2578.618155
1,10,900.477356,1310.080402,2,430.5313047
1,10,900.4830198,1117.846573,1.483931732,2356.633248
1,10,900.6275487,1056.383814,1.373250914,2771.258076
1,10,900.8236401,1223.03325,1.579626861,317.6155286
1,10,900.8572022,1150.768469,1.391983864,3298.943937
1,10,901.0600022,1272.462499,1.29739035,4016.601662
1,10,901.4644157,1092.924748,1.420326222,2888.363067
1,10,901.530178,1293.762753,1.990755011,4405.787243
1,10,901.6217304,1288.670853,1.586059862,1298.787422
1,10,902.2096987,1076.515802,1.372299002,2477.262505
1,10,902.2266412,1106.323381,1.740981218,4458.052603
1,10,902.3170516,1249.5539,2,330.0720358
1,10,902.3353802,1125.291691,1.99996128,254.0684002
1,10,902.4338698,1136.219176,1.999986643,1193.28284
1,10,902.4837574,1166.217085,2,308.7538965
1,10,902.4936378,1103.5168,1.61081925,2301.643316
1,10,902.8377209,1241.586314,2,477.4958737
1,10,902.8512015,1304.136966,1.622888365,1267.33672
1,10,902.930014,1408.399189,1.364794026,262.3615613
1,10,903.0981251,1224.901206,1.19699336,498.6763752
1,10,903.1039767,1258.427804,2,463.7898322
1,10,903.1440722,1300.221188,1.286380247,2618.691793
1,10,903.202123,1264.976305,1.246721472,2862.519902
1,10,903.2622734,1177.537695,1.341681043,2267.253395
1,10,903.3322164,1070.724213,1.558278184,1485.7662
1,10,903.4501228,1296.588932,1.1,420.2212282
1,10,903.6601889,1262.013038,1.395496034,501.1501998
1,10,903.6947381,1065.032557,1.1,393.9253972
1,10,904.0657977,1155.222959,1.560121639,1047.516613
1,10,904.0666383,1092.756412,1.1,583.0229547
1,10,904.5323822,1228.329038,1.334972712,3260.780295
1,10,904.6641557,1099.885051,1.1,455.3106859
1,10,905.2915316,1165.731135,1.52403779,1034.06702
1,10,905.3035049,1136.197056,1.997927456,1469.537941
1,10,905.6879616,1070.062468,1.693973362,3316.875504
1,10,905.8314762,1110.982056,1.705464366,308.4470775
1,10,905.9629309,1143.344854,1.154249001,769.4225165
1,10,905.9957469,1123.796691,1.734712293,2683.313395
1,10,906.2108761,1092.967461,1.973819642,1632.138673
1,10,906.3467433,1203.594618,1.101017929,490.3681144
1,10,906.7345114,1257.672064,1.666511418,2236.937777
1,10,906.8926922,1241.529163,1.39673089,2116.812366
1,10,906.9094538,1082.676614,1.143255257,561.6498152
1,10,907.0978243,1293.562441,1.336885696,1669.784108
1,10,907.1849155,1236.872471,1.244818409,440.0924571
1,10,907.3155194,1159.284111,1.980698775,1766.743944
1,10,907.3852741,1197.149537,2,278.1063622
1,10,907.5584354,1141.253068,1.995188468,2434.556178
1,10,907.5897746,1152.695017,1.367619175,583.9229671
1,10,907.5898664,1086.203728,1.72060138,2505.155782
1,10,907.6458338,1137.84581,1.1,560.4316067
1,10,907.7206224,1075.414163,1.223246352,1394.496984
1,10,907.7671464,1066.510911,1.101686255,867.7458398
1,10,907.9860447,1088.6674,1.100091304,593.8970134
1,10,908.0192669,1096.181551,1.129849516,1969.87963
1,10,908.2625489,1271.465918,1.290858408,1337.883836
1,10,908.3322504,1128.585511,1.338000148,475.3620706
1,10,908.3713175,1063.696925,1.818300609,3219.350176
1,10,908.587557,1058.643355,1.514333158,301.4409808
1,10,908.6189452,1101.343782,1.144574345,809.8011633
1,10,909.0118203,1115.957019,1.387715086,3571.506502
1,10,909.5854191,1218.549487,2,1405.154818
1,10,910.1191846,1354.692889,1.268262334,260.6156949
1,10,910.1988862,1284.5218,1.443245184,2002.353403
1,10,910.7775838,1251.088375,1.53370134,1955.484777
1,10,910.8720863,1202.188157,1.663659286,1444.500378
1,10,911.2322475,1265.604755,1.140468422,1607.23184
1,10,911.4430883,1143.49022,1.239071373,1054.74532
1,10,911.5431677,1105.6558,1.1,428.206355
1,10,911.8268717,1139.272908,2,362.9108481
1,10,912.0384255,1257.603915,1.148206218,1777.287127
1,10,912.4200904,1234.627832,1.99974703,460.6075645
1,10,912.5794063,1108.133037,1.419635187,4375.533452
1,10,912.707349,1172.35632,1.999949098,375.02517
1,10,912.8308207,1279.471031,2,618.0564124
1,10,912.842089,1188.283035,2,500.2985934
1,10,912.8877208,1117.166342,1.100114517,600.5515206
1,10,912.8945629,1248.366545,1.224121405,366.945411
1,10,913.2967321,1230.358052,1.149039101,344.0981885
1,10,913.3353314,1100.813071,1.641477636,3373.568884
1,10,913.4399048,1132.657484,1.999594566,645.8968809
1,10,913.8291556,1181.476931,2,312.0871857
1,10,914.3511765,1083.513967,1.204667,364.9766787
1,10,914.7582794,1207.829762,1.220617285,267.9694943
1,10,914.8948033,1068.843899,1.752030043,453.3093607
1,10,915.0625005,1086.881966,1.350614694,3062.631018
1,10,915.1388473,1264.75593,1.959228594,2024.525486
1,10,915.4770876,1284.065184,1.115006491,703.5142818
1,10,916.4046961,1072.218489,1.508380663,3794.302161
1,10,917.4242492,1273.582358,2,254.6463943
1,10,917.4983132,1143.69531,1.999942263,293.0933512
1,10,917.6857404,1105.048904,1.173409055,397.4399076
1,10,917.7964176,1076.485855,1.104099972,715.0616581
1,10,917.9131567,1226.623213,2,344.9163494
1,10,917.9605186,1264.695495,1.124802443,1151.949159
1,10,918.0861392,1163.595716,2,421.9515967
1,10,918.209214,1253.529243,1.263390263,2797.805708
1,10,918.2183824,1093.532568,1.997709022,1016.653335
1,10,918.2857242,1124.241389,1.1,417.8291503
1,10,918.4707248,1121.031119,1.816252595,2981.809248
1,10,918.7172503,1079.292977,1.851524274,1303.5195
1,10,918.8245329,1205.199343,1.66550772,2033.282696
1,10,918.9865073,1237.364847,1.813097614,2934.573532
1,10,919.0360323,1109.128936,1.99661947,2050.807662
1,10,919.1751428,1275.030088,1.221861926,2096.869813
1,10,919.3267491,1126.217605,1.684040163,1281.454743
1,10,919.6370795,1114.335169,1.525191908,1285.900458
1,10,919.6966494,1267.185073,1.102578598,464.6435768
1,10,920.0180006,1081.451645,1.106014339,735.9993645
1,10,920.0807348,1407.525758,1.658959814,277.2549834
1,10,920.1229974,1052.999616,1.446322705,4101.530552
1,10,920.3726705,1129.681045,1.1,568.7470556
1,10,920.536239,1270.398699,1.962389218,1679.950196
1,10,920.6752283,1244.259801,1.999598834,653.2692027
1,10,920.7912325,1284.035086,1.991158761,1603.590234
1,10,921.0266778,1258.008064,1.403098811,849.7577672
1,10,921.2336059,1289.070608,1.21154178,2140.592507
1,10,921.6401038,1217.379609,2,362.1208538
1,10,921.8984919,1196.66295,1.772851242,471.5638359
1,10,922.2784007,1223.947918,1.41437645,2084.936012
1,10,922.7098967,1072.165366,1.284524932,513.7205193
1,10,923.5815303,1138.998481,1.894959601,5473.901991
1,10,923.8034947,1081.149916,1.988180596,1812.711189
1,10,924.0343124,1074.702802,1.357381386,1689.647818
1,10,924.3124892,1095.381682,1.366159921,1496.071824
1,10,924.3205731,1173.209167,2,260.9307646
1,10,924.4504909,1112.146525,1.105403416,1878.56366
1,10,924.8191618,1231.069085,1.514358842,363.334056
1,10,924.8345005,1103.11656,1.76613257,636.3239031
1,10,924.8596591,1105.50785,1.280159828,2572.251097
1,10,924.8623436,1264.023076,1.126104276,1115.75627
1,10,925.1320897,1142.481351,1.1,1037.269502
1,10,925.1722772,1154.019965,1.999962235,918.6570088
