block,pseudocolor,x,y,s,w
1,1,753.4200436,1300.496279,1.341661974,1122.228952
1,1,753.5175561,1277.381651,1.631537716,327.7284864
1,1,753.5470514,1335.185078,1.468960781,983.4536527
1,1,753.906726,1320.6821,1.207946679,907.9865729
1,1,754.4394459,1269.207296,1.204488099,805.2414621
1,1,754.8960585,1368.022982,1.893578872,279.6713303
1,1,755.4740568,1295.832487,1.2,1266.572979
1,1,755.5471155,1285.938991,1.505205771,1748.04187
1,1,755.6805312,1355.968429,1.738092519,461.4515774
1,1,756.0086253,1386.554178,1.998112339,664.3502352
1,1,756.1112981,1005.717717,1.323178614,256.3564421
1,1,756.1592482,1246.224033,1.2,223.1682416
1,1,756.3135217,1381.305681,1.483106743,701.1180188
1,1,756.5703415,1301.126795,1.994824407,1978.55679
1,1,756.6080183,1242.821375,1.998597339,999.7939739
1,1,756.9794964,1167.370645,1.53240825,261.9120794
1,1,757.0542964,1326.55265,1.504154521,327.2774519
1,1,757.1123263,1346.959235,1.508585316,277.5076798
1,1,757.3591239,1274.085875,1.999004504,568.5135505
1,1,758.7898651,1264.330766,1.255510863,710.6667922
1,1,758.7972456,1268.778495,1.995594414,1308.932194
1,1,758.8538906,1183.163338,1.497383895,356.7866603
1,1,759.0450063,1048.374786,1.331619953,199.8131209
1,1,759.3687288,1347.49409,1.337293708,504.6612085
1,1,759.4547359,1233.514938,1.374656767,987.5517029
1,1,759.6864831,1315.941721,1.51989371,1016.661117
1,1,759.7591975,1292.835937,1.992468086,2596.700289
1,1,759.829454,960.9594924,1.48079059,1409.380255
1,1,759.965244,1333.89754,1.337972623,494.8077914
1,1,759.9968045,1256.38542,1.999113679,620.9948661
1,1,760.4865435,1299.827264,1.2,1196.435052
1,1,760.5941938,1286.687191,1.2,440.2633827
1,1,761.0032287,1350.631545,1.999434777,1205.767202
1,1,761.1118177,1370.626276,1.366486484,801.4614391
1,1,761.3412519,1324.311288,1.676032831,768.3462088
1,1,761.495514,1221.227696,1.202239153,382.8993751
