gene,gene_number,cpath,cost,x,y
Tubb5,246,"[13205, 63868, 78408, 101846]",1.177072006,801.3915955,1153.934443
Vim,261,"[44454, 67417, 73004, 98465]",1.177309096,839.7394532,1350.241019
Hspa8,62,"[22916, 56935, 94010, 110997]",1.178294455,961.2290033,1064.289671
Ptgs2,170,"[21976, 77891, 95845, 108942]",1.179007875,993.106989,1155.014314
Xdh,262,"[43074, 68452, 80138, 99487]",1.179411352,805.7463081,1211.651827
Sfpq,206,"[32725, 54951, 75332, 87116]",1.179739422,979.9282129,1095.323322
Vim,261,"[44625, 67604, 73167, 98639]",1.180678753,914.0077671,1086.078911
Vat1,259,"[20995, 38200, 89922, 104926]",1.180908034,982.6927351,1047.885898
Pkm,144,"[5419, 20847, 90862, 93113]",1.181169818,953.1232928,1070.386622
Csnk2b,23,"[49058, 75521, 84099, 91362]",1.182687401,783.1672596,1030.222961
Rps15a,191,"[28250, 54921, 81466, 106518]",1.183378484,958.0235928,1089.147376
H1f0,55,"[39418, 45791, 67721, 102412]",1.183549992,966.54851,1086.029369
Lrrc59,79,"[38273, 76920, 85498, 112283]",1.184192372,1003.441998,1107.421926
Mrpl15,93,"[22792, 66328, 89690, 102224]",1.184547526,899.703304,1074.919075
Ywhaz,268,"[4378, 67087, 84894, 101610]",1.185981104,759.9071515,1389.813661
Myh9,118,"[37425, 40850, 71023, 107260]",1.186638688,790.2841779,1352.339433
Csnk2b,23,"[49141, 75534, 84164, 91412]",1.187063149,796.4582599,1114.236368
Npc2,128,"[14381, 21071, 100287, 105893]",1.187377491,1000.541978,1205.609077
Rcc2,183,"[21184, 42709, 55967, 94628]",1.188083123,1034.207054,1094.423269
Eif3f,35,"[17594, 72176, 97663, 111091]",1.188138488,985.4460833,1100.195205
negative_control,1352,"[42998, 54690, 81066, 90411]",1.189696367,793.916251,1367.71471
Pcdhgc3,138,"[36542, 42329, 80339, 97080]",1.190019792,874.0402819,1140.680284
Rad21,176,"[17490, 52013, 74344, 103193]",1.190168511,967.6718071,1208.467208
Mrfap1,89,"[22804, 68880, 73150, 86975]",1.190455723,905.1236816,1091.356538
Prrc2a,158,"[10089, 45401, 60537, 89347]",1.190825823,806.4492979,1069.338399
Eif4g2,38,"[27370, 34090, 57230, 91098]",1.191348016,1054.638058,1156.581762
Mdh2,85,"[36406, 61748, 74944, 99698]",1.192561361,840.5460675,1360.430268
Zyx,271,"[24433, 41799, 84685, 94623]",1.192899746,1032.036359,1119.245982
Ctsb,25,"[2434, 70103, 83469, 95467]",1.193087645,889.3734511,1304.563211
negative_control,1321,"[4394, 46223, 72687, 100558]",1.193498962,762.9061191,1350.648401
Prmt1,153,"[35221, 62957, 99928, 110794]",1.193865802,904.2135766,1064.351045
negative_control,613,"[4381, 16342, 59080, 101612]",1.194267457,760.6783794,1293.213625
Ncl,121,"[15341, 29245, 99706, 107509]",1.194876088,841.3123476,1349.223373
St13,220,"[32854, 42715, 55059, 62109]",1.195594033,1036.178058,1101.890131
Tpm1,238,"[5141, 71666, 87985, 103761]",1.197140974,881.3788218,1091.880373
negative_control,1143,"[7656, 69805, 73919, 96661]",1.197803468,814.5561041,1313.004298
negative_control,847,"[25665, 45795, 79722, 95753]",1.198204886,968.1608686,1098.168761
Spp1,214,"[386, 49160, 53805, 64819]",1.198687319,801.2699728,1180.510411
Hnrnpul1,60,"[39726, 46165, 55177, 82964]",1.199195229,740.9865977,1389.188281
Psmd7,165,"[15327, 67413, 83306, 105462]",1.199424033,838.6813225,1362.646693
Myh9,118,"[38007, 41423, 71877, 107732]",1.199731647,930.3707411,1085.17942
Tcf25,226,"[8551, 25995, 53551, 74521]",1.199962994,1034.8673,1203.002191
Ncl,121,"[15609, 29595, 99941, 107683]",1.200074296,908.8176257,1088.319372
Ywhaz,268,"[5088, 67513, 85208, 102139]",1.202053346,866.2439898,1339.4843
Tmbim6,230,"[37009, 58791, 65364, 108963]",1.20205563,1001.332558,1154.114353
Tmbim6,230,"[36432, 58490, 64982, 108610]",1.202303082,845.1461678,1344.995429
Ctsb,25,"[1660, 69514, 82996, 94812]",1.202317069,757.4131648,1351.02851
negative_control,1380,"[34664, 48009, 74824, 92434]",1.202499516,810.1660108,1330.529228
Rbm3,182,"[56869, 78773, 87015, 91655]",1.203382528,935.7051033,1273.894501
Lmna,77,"[23378, 75806, 86516, 108311]",1.2047229,752.3750879,1390.002658
Vat1,259,"[20514, 37831, 89627, 104665]",1.206844719,874.4655926,1128.235995
Il1rl1,69,"[11969, 25480, 95504, 109624]",1.206996645,900.5113722,1100.650574
Pdia4,141,"[33329, 47401, 72900, 107366]",1.208498954,811.1638395,1352.292641
Actn4,3,"[11845, 23864, 58492, 61759]",1.209323444,845.3092072,1078.671193
Ncl,121,"[14646, 28534, 99085, 106807]",1.209773072,666.7936358,1424.090084
U2af2,249,"[7501, 30460, 59203, 69639]",1.21063983,787.3875631,1347.488668
Idh3g,66,"[24035, 42398, 54140, 111984]",1.211679459,902.5605532,1105.685742
Loxl1,78,"[35949, 48936, 55255, 69534]",1.212604682,764.0603704,1270.434927
Vat1,259,"[20575, 37889, 89669, 104699]",1.213008466,892.0075963,1109.945797
Sdhc,203,"[9530, 51006, 90103, 95993]",1.213344994,1043.928056,1125.292334
Tpm4,239,"[593, 15307, 88668, 96866]",1.213625481,836.5176157,1144.659415
Rpl18a,187,"[28179, 30968, 48379, 97387]",1.213812263,937.4491963,1220.841273
Got2,51,"[7757, 34834, 89470, 92579]",1.214329798,830.1840474,1090.997563
negative_control,1082,"[28023, 55623, 70077, 83451]",1.215616941,882.2297874,1131.664104
Fbln2,42,"[2098, 20242, 86806, 107423]",1.21564184,823.4005615,1142.013875
Tubb5,246,"[14550, 64411, 79090, 102749]",1.216089769,1042.015448,1156.37433
Tomm40,235,"[24708, 78182, 82985, 92094]",1.216406375,753.3997436,1279.207034
Rac1,175,"[9687, 31940, 70648, 78037]",1.216639371,700.084905,1390.81599
Ywhag,265,"[4119, 27362, 47132, 79102]",1.216877762,1047.003909,1106.993072
Pdha1,139,"[47431, 52557, 89450, 107433]",1.216928752,824.9975986,1118.675095
Trap1,240,"[16049, 49897, 79841, 106640]",1.217266167,1014.150834,1132.329874
Vim,261,"[44192, 67121, 72712, 98191]",1.218144927,768.3442846,1171.707895
Cox7a2l,18,"[4367, 47268, 51155, 88488]",1.218326562,757.0864631,1325.967986
Ncl,121,"[16160, 30223, 100447, 108196]",1.218331502,1063.03161,1107.29162
Zfp36l2,270,"[34774, 79486, 82179, 96737]",1.218445644,821.5624747,1345.418376
Tubb5,246,"[12728, 63607, 78100, 101482]",1.218554255,728.2357647,1406.643313
negative_control,891,"[48040, 53872, 71266, 75553]",1.218906728,818.1129759,1017.912293
negative_control,1207,"[9458, 55027, 67899, 106645]",1.219161542,1016.338703,1113.752993
Jun,70,"[23294, 64495, 83882, 106793]",1.219521447,651.0455161,1470.03825
Idh3g,66,"[23953, 42322, 54051, 111911]",1.221170114,871.3521613,1122.548086
Aebp1,4,"[2836, 29945, 43774, 83729]",1.221230379,978.6678218,1207.242188
Sdc4,202,"[28372, 33876, 47622, 54981]",1.222017251,996.1625207,1160.7724
Ptgs2,170,"[21859, 77768, 95673, 108835]",1.222568528,947.0696355,1147.745644
Hspa8,62,"[22179, 56215, 93540, 110084]",1.223099101,744.9441634,1385.778618
Trap1,240,"[15222, 49269, 79491, 106297]",1.223486637,823.0215421,1366.267261
Fbln2,42,"[2857, 20994, 87126, 107877]",1.22392165,982.8060804,1175.20099
negative_control,298,"[2994, 23117, 44896, 73448]",1.224027607,1014.940089,1190.295022
Rbbp7,181,"[56509, 77331, 99446, 106232]",1.225026341,798.9922896,1128.318704
Rab7,174,"[5694, 17727, 33963, 42673]",1.226245736,1014.441442,1143.362635
Gas1,50,"[7576, 31488, 61644, 79428]",1.227453983,800.4643647,1206.015152
Trps1,243,"[27772, 32265, 42176, 83225]",1.227503724,818.0836849,1018.636245
Rpl18a,187,"[28266, 31033, 48444, 97523]",1.228789543,962.4905247,1208.826631
Psap,160,"[26577, 64885, 74854, 109330]",1.228959028,817.8244824,1139.110196
negative_control,1130,"[31907, 48639, 57233, 78002]",1.229083283,1057.25502,1140.36329
negative_control,863,"[4307, 53615, 77157, 83956]",1.22962754,741.3383682,1316.249682
negative_control,2013,"[81346, 86036, 98597, 106427]",1.229922769,886.9841272,1096.816642
negative_control,2060,"[64093, 74172, 86058, 92884]",1.230099338,900.1763936,1304.764238
Aebp1,4,"[2453, 29530, 43469, 83487]",1.230359737,895.5629156,1148.529801
Pa2g4,135,"[4208, 37135, 52292, 93496]",1.230359766,692.1086548,1413.013368
Pkm,144,"[4765, 20193, 90502, 92475]",1.230614496,815.8058514,1373.252184
Tubb5,246,"[14393, 64303, 78963, 102567]",1.231371642,1002.708805,1058.606543
Ncl,121,"[14652, 28539, 99090, 106817]",1.231478253,684.4659133,1404.531859
Arpc5,8,"[203, 78268, 98205, 107141]",1.231965869,772.8865225,1041.890675
Lmna,77,"[23717, 76172, 86782, 108524]",1.232555143,817.2963702,1359.214133
Clta,15,"[47648, 55014, 69253, 109921]",1.23265546,1008.776614,1150.407597
St13,220,"[32327, 42234, 54770, 61729]",1.23330667,833.4155231,1093.277737
Mdh2,85,"[36461, 61769, 74983, 99747]",1.23331355,850.4004124,1359.531713
Vim,261,"[44302, 67240, 72835, 98292]",1.233434959,795.3181058,1123.58144
Mrfap1,89,"[22427, 68339, 72808, 86671]",1.234470826,790.6634984,1236.88665
Lmna,77,"[23557, 76023, 86694, 108432]",1.236151543,794.8281194,1124.246626
Eif3i,36,"[9397, 30042, 63212, 107946]",1.236708994,998.9090788,1116.164392
Ugdh,255,"[7098, 23169, 47684, 67934]",1.237032844,1025.756941,1097.983734
Eif4b,37,"[8675, 32895, 47744, 78020]",1.237251226,668.2146191,1437.563898
Mbd3,84,"[19517, 54444, 66778, 86299]",1.23725997,1008.743575,1096.252012
Ybx1,263,"[62700, 76187, 101933, 111725]",1.237315128,818.898683,1099.595971
Vim,261,"[44547, 67518, 73085, 98555]",1.237775776,870.7748953,1128.796071
negative_control,1125,"[10560, 47511, 54843, 77626]",1.237780705,891.2943119,1080.422954
Rpsa,197,"[2194, 18712, 96883, 104590]",1.237853695,839.8111803,1034.765864
Eif4g2,38,"[26816, 33534, 56747, 90678]",1.238415927,866.1357838,1090.319465
negative_control,365,"[27321, 54459, 63315, 73470]",1.238925608,1019.685837,1110.409687
Msn,112,"[25430, 33569, 87986, 107616]",1.240226026,881.8045495,1141.526596
negative_control,1557,"[19105, 30933, 75167, 83571]",1.240536442,925.3489557,1146.77575
Npc2,128,"[13396, 20250, 99605, 105409]",1.241446624,824.772782,1238.222097
Sfpq,206,"[31976, 54561, 74581, 86472]",1.242264398,738.1690625,1311.900285
negative_control,1452,"[15418, 46590, 75586, 85984]",1.242938534,855.0500231,1229.648632
Fxr1,48,"[15913, 32735, 75342, 98806]",1.24400308,983.3895938,1044.641459
Arf1,6,"[29415, 60836, 86920, 98559]",1.244862821,872.7663487,1328.925359
Tnfrsf1a,233,"[44275, 56451, 81044, 101792]",1.244943018,790.2027552,1259.403537
Hdgf,56,"[25616, 45761, 64180, 107796]",1.245077401,954.6270995,1070.021305
Spp1,214,"[193, 48981, 53688, 64695]",1.245340257,771.1247883,1339.140368
Uba1,250,"[60157, 70614, 102770, 103287]",1.245379306,1049.08642,1080.460827
Malat1,83,"[12403, 17794, 47106, 66848]",1.24581972,1031.888335,1035.924724
Clta,15,"[47571, 54916, 69027, 109752]",1.246662966,953.2208709,1075.560395
Hspa8,62,"[22148, 56183, 93525, 110058]",1.24706513,735.7180444,1302.888615
Rac1,175,"[10031, 32168, 71080, 78388]",1.247996458,797.002215,1124.080754
Pkm,144,"[5747, 21169, 91051, 93428]",1.249726844,1028.273805,1097.496285
Tubb5,246,"[14090, 64160, 78792, 102338]",1.24990476,946.6521624,1078.840041
negative_control,1521,"[11384, 61458, 89098, 96155]",1.249908494,748.5672665,1339.01901
negative_control,1350,"[43085, 62648, 72884, 83176]",1.25009769,807.2292744,1145.920358
Vim,261,"[44784, 67788, 73340, 98815]",1.250587476,986.2542863,1221.428408
Tpm1,238,"[5607, 72212, 88193, 103946]",1.251053151,992.8326778,1012.083912
Spp1,214,"[163, 48930, 53662, 64656]",1.251444681,763.2013997,1241.860993
Vim,261,"[44165, 67089, 72678, 98163]",1.251509323,760.5282538,1384.406949
Gsto1,54,"[39664, 82908, 96007, 106723]",1.251962894,1052.779649,1182.505034
Vat1,259,"[20083, 37498, 89323, 104406]",1.252562936,802.3730557,1104.1975
Lrrc59,79,"[38201, 76839, 85457, 112221]",1.252585167,983.4603335,1054.412389
Snrnp70,210,"[53516, 73415, 95895, 112297]",1.253243737,1006.884933,1119.015065
Rcc2,183,"[20189, 42162, 55465, 94364]",1.253446823,815.1164955,1367.925917
Hmgcs1,58,"[7657, 38847, 83209, 110444]",1.25367456,814.1488638,1380.863338
negative_control,1508,"[11414, 61482, 75502, 103399]",1.253910578,755.027696,1362.212856
Ncl,121,"[15255, 29171, 99625, 107449]",1.25488669,828.1208596,1339.823892
Ergic1,41,"[21610, 41205, 70007, 99787]",1.255765186,858.482193,1128.741588
Hnrnpk,59,"[11157, 30201, 47133, 79921]",1.256669732,1047.004364,1094.324195
Eef1g,28,"[5779, 27347, 39635, 63377]",1.25699864,1036.85064,1075.953452
negative_control,1624,"[20025, 65783, 88554, 106213]",1.25738774,793.2677093,1169.166426
Ugdh,255,"[6953, 23008, 47619, 67803]",1.257551699,992.6276873,1032.726422
Neat1,125,"[3900, 31025, 77808, 88844]",1.257574671,959.5009782,1098.603408
negative_control,1722,"[13316, 53858, 71236, 105370]",1.257892234,815.1791739,1263.823203
Rbbp7,181,"[57114, 77941, 100346, 106641]",1.257926208,1014.243465,1195.022915
Myh9,118,"[37835, 41246, 71643, 107602]",1.258077611,875.8418066,1339.259048
Vim,261,"[44763, 67765, 73322, 98796]",1.258079682,979.3503226,1076.550958
Hspa8,62,"[22645, 56667, 93810, 110585]",1.258191937,840.3890258,980.3363661
Fkbp9,46,"[37923, 54145, 60928, 109633]",1.258457662,904.013177,1294.321731
Lmna,77,"[23938, 76421, 86910, 108661]",1.258519551,866.6176724,1121.47003
Eif4b,37,"[8804, 33022, 47809, 78170]",1.258650486,751.4015519,958.7249457
Rpl18a,187,"[28430, 31165, 48588, 97835]",1.258872849,1018.976452,1203.077369
Gpi1,52,"[18423, 57517, 69733, 96571]",1.259205789,803.5431175,1321.943525
Pkm,144,"[4921, 20342, 90598, 92634]",1.259273601,839.1743545,1113.714546
Pa2g4,135,"[5777, 38359, 52943, 94138]",1.259732553,1035.640866,1178.445856
negative_control,1191,"[40618, 63646, 89081, 98096]",1.259792118,744.0232337,1374.580814
Rpl18a,187,"[27447, 30291, 47791, 96124]",1.26012475,737.9723338,1370.825621
negative_control,999,"[15320, 54777, 61740, 89514]",1.260379282,837.7047601,1347.128134
Lmna,77,"[24161, 76676, 87033, 108829]",1.260875405,945.0092618,1095.244717
negative_control,457,"[3355, 14921, 30424, 93625]",1.261477694,780.7268571,1121.995183
negative_control,664,"[26668, 44436, 62753, 102006]",1.261758429,833.2100122,1112.953496
Mrpl15,93,"[22315, 65682, 89178, 101676]",1.263113383,772.2923047,1185.964249
Psma7,161,"[45131, 59031, 85665, 96148]",1.263353688,746.0058115,1374.510002
negative_control,2097,"[53254, 67482, 73063, 87928]",1.26360752,854.0551729,1332.497872
Got2,51,"[7525, 34518, 89266, 92282]",1.264098741,790.163757,1306.915901
Ptbp1,167,"[16383, 34364, 53679, 81904]",1.264275845,767.9244035,1366.023378
Kars,72,"[46428, 81132, 83196, 99521]",1.26542853,811.9977692,1106.767732
negative_control,1099,"[11682, 22494, 69738, 77351]",1.266589017,804.0677062,1197.766229
Sfpq,206,"[32038, 54618, 74641, 86561]",1.267516858,764.0502077,1334.628023
Hdgf,56,"[25523, 45693, 64118, 107713]",1.267608757,921.0393769,1084.238881
Tomm40,235,"[25185, 78499, 83235, 92524]",1.268340114,821.7708236,1388.718293
Eef1g,28,"[5856, 27392, 39690, 63515]",1.268599429,1113.837139,1095.671249
Emp1,39,"[4755, 22534, 45428, 84220]",1.268630089,813.8088838,1241.161021
Rpl18a,187,"[28019, 30816, 48255, 97120]",1.268992082,881.38114,1312.726236
Vim,261,"[44956, 67970, 73515, 99005]",1.27105818,1035.282058,1120.740881
Hdgf,56,"[25825, 45916, 64306, 107968]",1.272032329,1003.432048,1055.073436
Cct5,10,"[35635, 72204, 74417, 88904]",1.272052288,991.0493434,1187.185234
Ncl,121,"[15414, 29334, 99764, 107560]",1.272139265,853.6988865,1101.570809
Myh9,118,"[37611, 41037, 71285, 107415]",1.272346589,821.1777147,1362.892235
Pdia3,140,"[14550, 26025, 70604, 101349]",1.272404143,1041.268675,1155.605607
Nap1l1,120,"[39591, 52921, 65422, 83823]",1.27281594,1018.945815,1036.95453
Maged1,82,"[58722, 74387, 86226, 103911]",1.273576827,978.487047,1095.583235
Pkm,144,"[4772, 20200, 90512, 92485]",1.273698639,816.7795043,1340.594089
Oxct1,134,"[14687, 34200, 68092, 109066]",1.274156026,719.2360503,1350.566221
Lrrc59,79,"[38397, 77081, 85593, 112396]",1.274200193,1067.500908,1167.849328
Gsto1,54,"[38496, 81806, 94741, 106044]",1.274443677,732.478223,1399.101865
negative_control,1480,"[28075, 31668, 61835, 91622]",1.275297347,900.3998657,1071.529453
Rpl18a,187,"[27860, 30666, 48109, 96862]",1.276007838,835.7115288,1480.975419
Stip1,221,"[14651, 31270, 73592, 103302]",1.276212953,684.2093871,1429.236622
negative_control,711,"[37039, 44874, 98905, 105009]",1.276337558,1009.891971,1121.152914
Tubb5,246,"[14562, 64425, 79103, 102764]",1.27653733,1047.02073,1084.815167
Ppp2r1a,151,"[34291, 40646, 77188, 85684]",1.276630423,753.6865716,1385.072341
Vim,261,"[45010, 68036, 73577, 99061]",1.277841795,1079.136605,1101.016727
Cnn2,16,"[11854, 50598, 69955, 102077]",1.278421128,847.6471515,1092.515968
Puf60,171,"[27941, 43332, 89580, 91561]",1.278433594,852.934232,1344.90682
Rpsa,197,"[1654, 18087, 96209, 104206]",1.279023611,756.3930047,1257.396795
Sfpq,206,"[32255, 54742, 74840, 86775]",1.281164566,815.0935808,1346.720404
Prrx1,159,"[1872, 44286, 62561, 85806]",1.281726513,791.5341752,1136.942919
Uqcrq,257,"[7433, 21318, 44209, 63762]",1.282444722,774.2979508,1135.067505
negative_control,1301,"[33081, 54612, 69527, 78224]",1.282583511,761.9472915,1251.713398
Csnk1a1,22,"[32166, 56490, 60472, 87718]",1.282760291,796.0422222,1369.265511
Vim,261,"[44367, 67316, 72905, 98362]",1.283283455,811.7196607,1356.908635
Psmd2,163,"[1590, 34237, 55170, 110071]",1.283396736,740.5216333,1392.03869
Oxct1,134,"[14908, 34425, 68280, 109168]",1.284167982,778.992448,1311.709227
Spp1,214,"[144, 48907, 53651, 64638]",1.284767988,759.3516162,1234.05734
Psmd8,166,"[3045, 55951, 69321, 94130]",1.285224119,1028.554882,1123.409009
Pgrmc1,143,"[21849, 64149, 80486, 103832]",1.285630918,942.0390454,1090.571977
Vim,261,"[44846, 67847, 73394, 98876]",1.285752787,1002.884892,1120.714624
Mmp14,87,"[12148, 48477, 76787, 91710]",1.286351334,972.8009015,1178.885205
Tbrg1,225,"[80542, 90876, 94008, 112144]",1.286384252,960.8802753,1095.228531
Nr2f2,129,"[25989, 44951, 81687, 88340]",1.286794427,1033.422346,1178.963665
Hdgf,56,"[24871, 45257, 63771, 107158]",1.287052748,775.6252464,1004.764343
Hspa8,62,"[22130, 56158, 93519, 110041]",1.287073531,728.8956715,1350.682032
Psmd8,166,"[1717, 55275, 68226, 93587]",1.287193146,768.6692596,993.9551541
negative_control,2084,"[65101, 79607, 89653, 99873]",1.287217361,888.4318669,1106.569212
Csnk1a1,22,"[32358, 56675, 60711, 87886]",1.288629808,841.1146813,1042.621233
Actn4,3,"[11453, 23411, 58242, 61510]",1.289054773,762.9591065,1375.615251
Trap1,240,"[15397, 49391, 79548, 106372]",1.289089144,850.434674,1143.573827
Sfpq,206,"[32822, 55032, 75431, 87239]",1.289551088,1019.295904,1117.807551
H1f0,55,"[39452, 45819, 67749, 102439]",1.289959694,974.1081298,1014.01034
Pa2g4,135,"[5610, 38246, 52874, 94068]",1.29006327,994.3121856,1110.367973
negative_control,401,"[2704, 49682, 55746, 85370]",1.290196446,953.068908,1090.964878
Emp1,39,"[4571, 22425, 45335, 84142]",1.290686994,791.4844573,1346.888099
Mdh2,85,"[35878, 61437, 74582, 99150]",1.291088681,738.7125646,1390.935091
negative_control,2048,"[72179, 73341, 86248, 111102]",1.291778122,986.5079882,1109.46502
negative_control,2019,"[63113, 79730, 88133, 107843]",1.291883804,970.7806942,1176.09778
Zyx,271,"[23491, 40789, 84093, 94292]",1.292076239,781.4072118,1167.794285
negative_control,1307,"[25101, 58411, 62656, 106259]",1.292429964,807.8262702,1119.44301
Tmbim6,230,"[36734, 58635, 65181, 108804]",1.292857063,933.6146007,1163.530777
negative_control,1969,"[54792, 62808, 74965, 103057]",1.293515575,844.1535239,1356.461999
Ncl,121,"[15827, 29863, 100149, 107821]",1.293548028,964.0806665,1236.680111
negative_control,863,"[4366, 53643, 77194, 84002]",1.295197736,756.5394188,1316.95826
Jun,70,"[24287, 65297, 84560, 107870]",1.295465309,980.7684316,1231.825666
Psmd2,163,"[1832, 34478, 55352, 110256]",1.295704597,785.5229167,1347.889031
Sae1,199,"[36387, 45511, 66058, 109420]",1.295812887,836.7560437,1107.908189
Hnrnpk,59,"[10285, 29231, 46540, 79526]",1.296047307,838.8097196,1039.517005
negative_control,1861,"[25564, 31698, 44662, 65187]",1.296296976,935.6439762,1093.348717
Hdgf,56,"[25812, 45900, 64296, 107957]",1.296306863,1001.302019,1196.740299
Sf3b2,205,"[40818, 58324, 78331, 87667]",1.296342999,786.2997509,1092.376507
Mrpl45,105,"[10272, 15308, 92619, 103045]",1.296387423,837.0459675,1094.172694
Rps15a,191,"[28450, 55047, 81678, 106675]",1.296961117,1028.437425,1124.73044
Hspa8,62,"[23113, 57113, 94108, 111203]",1.297013373,1013.978688,1187.127276
Vat1,259,"[21192, 38365, 90087, 105075]",1.297201925,1039.357764,1119.128238
Rps15a,191,"[28374, 54985, 81578, 106588]",1.297652082,996.9813212,1054.129781
