gene,gene_number,cpath,cost,x,y,z,cellid,cc,cc_size,pos,cell,lvf,zvf,wf,svf,dr
Tpm4,239,"[561, 15276, 88661, 96814]",3.3120404810400927,831.6053102321094,1385.3234656785264,0.0,1,90,2,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[568, 49310, 53921, 64936]",3.9646304872349525,832.1932300281321,1118.3246812954137,0.0,1,91,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1881,"[590, 32340, 92610, 110565]",3.498370082637443,836.0119512315836,1298.3752018579623,0.0,1,92,1,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[593, 15307, 88668, 96866]",1.2136254812951888,836.5176156786589,1144.6594148645827,0.0,1,93,1,0,1,7.0,1.0,0.0,0.0,0
Ppm1g,150,"[602, 25270, 60691, 79523]",2.1724910071940595,837.6747257940342,972.1390403539481,0.0,1,94,1,0,1,7.0,1.0,0.0,0.0,0
Rarg,179,"[626, 20366, 74959, 106347]",0.9225340465237867,842.5414872302623,1057.4305405099108,0.0,1,95,1,0,1,7.0,1.0,0.0,0.0,0
Rarg,179,"[627, 20370, 74962, 106350]",0.8708523060677157,843.0165090035143,1043.4518020849782,0.0,1,96,1,0,1,7.0,1.0,0.0,0.0,0
Khdrbs1,73,"[637, 68672, 90611, 107518]",3.3047351277763637,843.7877438132973,1369.3430109249318,0.0,1,97,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[642, 16913, 51593, 71478]",2.370180129323912,845.0008391920737,1111.4463592001687,0.0,1,98,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[661, 49393, 53976, 65001]",2.0180766229015186,849.8387233204068,1118.4503068305999,0.0,1,99,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1807,"[49391, 53980, 79548, 88708]",1.0867967840267823,850.2283682529959,1143.5624855071214,0.0,1,100,11,0,1,7.0,1.0,0.0,0.0,0
negative_control,1921,"[39062, 50613, 53248, 71523]",2.9210592136306612,851.4068328824947,1144.6191462127708,0.0,1,100,11,0,1,7.0,1.0,0.0,0.0,0
negative_control,732,"[46578, 65000, 78613, 95314]",3.3902047495845937,850.0957822334988,1143.504714508058,0.0,1,100,11,0,1,7.0,1.0,0.0,0.0,0
negative_control,1944,"[15397, 34967, 44503, 55565]",3.6056274439335043,850.9220009741194,1143.9591390364935,0.0,1,100,11,0,1,7.0,1.0,0.0,0.0,0
Ncl,121,"[15390, 29307, 99750, 107546]",3.810024674434356,850.2088864431112,1092.2392604848949,0.0,1,101,2,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[682, 15410, 88716, 96981]",0.9257751985733031,854.0035300077624,1124.1482268623922,0.0,1,102,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[699, 49416, 54001, 65016]",3.7315246020845447,856.0298730547581,1128.6267665326093,0.0,1,103,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[705, 16994, 76393, 100937]",3.0564015280560706,858.0402176781885,1140.2389345865768,0.0,1,104,2,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[708, 49424, 54013, 65027]",3.983740094978935,859.1391900385267,1343.638566075889,0.0,1,105,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[717, 49433, 54023, 65034]",3.7664441212430244,861.0796748497972,1339.332534166065,0.0,1,106,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22713, 56745, 93854, 110664]",0.4583549527908128,862.4275184846747,1345.20819199846,0.0,1,107,4,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[724, 17008, 76409, 100944]",1.7295065748244645,862.5551888712068,1345.1749047899286,0.0,1,107,4,0,1,7.0,1.0,0.0,0.0,0
Cops7a,17,"[725, 39113, 68759, 95379]",1.441508502788967,863.2942538965831,1212.3714447535522,0.0,1,108,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[734, 49446, 54034, 65046]",3.6842991066764528,865.1055486577905,1110.878970166824,0.0,1,109,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[751, 17034, 51679, 71606]",3.0351587679587957,868.9063662458933,1241.7962495280924,0.0,1,110,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[764, 17050, 51698, 71620]",2.875817702193991,871.9163655865345,1098.6224076872065,0.0,1,111,1,0,1,7.0,1.0,0.0,0.0,0
Lamp1,74,"[33555, 48243, 58548, 68792]",1.5130600754539625,876.7338203198202,1097.494980861314,0.0,1,112,4,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[782, 49482, 54068, 65069]",1.1212222892941122,876.1025077413462,1118.0455315054223,0.0,1,113,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[787, 17079, 51708, 71648]",3.640292237189976,876.4152977352759,1296.5353513886016,0.0,1,114,1,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[791, 15500, 88745, 97104]",1.6113347689074562,878.2611891718308,1269.6811931267189,0.0,1,115,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[794, 49488, 54075, 65072]",1.6561243740064364,878.767073739998,1329.6900725759172,0.0,1,116,2,0,1,7.0,1.0,0.0,0.0,0
Nap1l1,120,"[39148, 52675, 65073, 83439]",2.4228993435783237,879.1399827324028,1094.7875579060196,0.0,1,117,2,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[800, 49497, 54080, 65081]",2.296504983830272,880.9524954678457,1121.284346533218,0.0,1,118,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[803, 17101, 51723, 71663]",2.905499486443017,881.0237459433421,1218.6589348161456,0.0,1,119,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[807, 17108, 51731, 71676]",0.9824096625348886,883.0471079881012,1247.6639517563667,0.0,1,120,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[812, 17113, 76476, 100989]",3.2573117088313674,883.9778789178123,1107.179256616263,0.0,1,121,1,0,1,7.0,1.0,0.0,0.0,0
Ywhag,265,"[3739, 26896, 46696, 78701]",3.3968213873932784,894.0475960078791,1075.980375993634,0.0,1,122,3,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[861, 17151, 51754, 71719]",3.882499199254025,893.5630233424451,1076.4022444089458,0.0,1,122,3,0,1,7.0,1.0,0.0,0.0,0
Stip1,221,"[15563, 31659, 74166, 103781]",1.5329724967152074,895.1733149945071,1083.1103442970843,0.0,1,123,8,0,1,7.0,1.0,0.0,0.0,0
Lmna,77,"[24020, 76512, 86961, 108732]",2.03325510840374,897.056388394373,1083.7268690467524,0.0,1,123,8,0,1,7.0,1.0,0.0,0.0,0
Tubb5,246,"[13833, 64086, 78704, 102208]",3.20902533576121,894.5033546860967,1082.802919196655,0.0,1,123,8,0,1,7.0,1.0,0.0,0.0,0
Cops7a,17,"[863, 39186, 68842, 95489]",3.93883416479215,894.6030715272896,1083.3211760759523,0.0,1,123,8,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[864, 49542, 54122, 65116]",3.7513158481317563,895.3864865204246,1141.2581654208557,0.0,1,124,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[878, 49556, 54129, 65124]",2.140170915239477,898.7436942089804,1130.756300562068,0.0,1,125,3,0,1,7.0,1.0,0.0,0.0,0
Zfp36l2,270,"[35203, 79629, 82464, 97202]",0.7840489237071822,900.3887964367108,1072.7808875089775,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
Mrpl15,93,"[22792, 66328, 89690, 102224]",1.1845475259868818,899.7033039943025,1074.9190751102687,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
negative_control,1480,"[28075, 31668, 61835, 91622]",1.275297347035975,900.3998657227926,1071.5294530349354,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
negative_control,347,"[11967, 40183, 62947, 73141]",1.6111351531863767,900.073328278268,1071.9910782173215,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
negative_control,1271,"[8026, 20610, 46715, 95508]",2.1630230185071504,900.3205929390506,1071.8660753423778,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[885, 17181, 51776, 71756]",2.35596322259428,900.0318792348071,1073.3378660901076,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
negative_control,398,"[25483, 30858, 76525, 106445]",2.876875824029722,901.1557590940226,1073.8397185175056,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
Ywhaz,268,"[5195, 67578, 85261, 102220]",3.770452916518382,899.1212508900996,1070.3530902856355,0.0,1,126,25,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[886, 17182, 51779, 71751]",2.815337531026742,900.3373661266525,1258.713020713297,0.0,1,127,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,2060,"[64093, 74172, 86058, 92884]",1.2300993384945622,900.1763936048449,1304.7642381336939,0.0,1,128,10,0,1,7.0,1.0,0.0,0.0,0
Hspa9,63,"[17177, 75112, 88772, 103785]",2.1642962013786073,899.9873725445372,1305.0877098515741,0.0,1,128,10,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[888, 49562, 54133, 65129]",2.294909782195769,900.2329859899983,1304.0864472282492,0.0,1,128,10,0,1,7.0,1.0,0.0,0.0,0
Timp2,229,"[31667, 62949, 88016, 102229]",3.224422076060238,900.5290474141611,1303.4303582743798,0.0,1,128,10,0,1,7.0,1.0,0.0,0.0,0
negative_control,1139,"[8034, 59697, 76532, 108741]",3.237099671844278,902.2103211505048,1100.982055696966,0.0,1,129,2,0,1,7.0,1.0,0.0,0.0,0
Arpc5,8,"[911, 78732, 98627, 107679]",2.284959825814065,906.5013108055914,1050.3031554606691,0.0,1,130,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[918, 17204, 76538, 101031]",1.8277740473992419,906.7992646990209,1303.1789274914267,0.0,1,131,3,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[912, 49575, 54151, 65139]",3.103834602530208,906.4469090394948,1301.268097451135,0.0,1,131,3,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[919, 17205, 51798, 71775]",0.7363948956044188,906.9965735400964,1166.5528610059034,0.0,1,132,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[920, 49578, 54156, 65140]",1.666375290475667,907.8874690573076,1085.7531334586974,0.0,1,133,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[921, 17213, 76547, 101036]",2.847938245967185,908.1449632946633,1293.465932707079,0.0,1,134,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[925, 17214, 51803, 71783]",1.5543566871737522,908.5442408669252,1273.0841195962507,0.0,1,135,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44620, 67601, 73162, 98637]",0.1928115238339717,911.8655402196518,1299.4497391897771,0.0,1,136,6,0,1,7.0,1.0,0.0,0.0,0
Eef1g,28,"[5246, 26948, 39229, 62969]",0.9796640034578427,910.555051607851,1298.5033625494257,0.0,1,136,6,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[931, 49581, 54158, 65142]",3.724382227895384,909.0378298071632,1298.663849621705,0.0,1,136,6,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[948, 49593, 54179, 65149]",0.43363892735349296,914.0125388328042,1089.344500478014,0.0,1,137,3,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[951, 49594, 54177, 65151]",2.081390336780405,914.3515361450699,1104.2496689991333,0.0,1,138,3,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[955, 15633, 88793, 97274]",3.53859228712833,915.6625541148968,1129.4254877844205,0.0,1,139,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[956, 17246, 51824, 71811]",0.4114434548835927,915.0447452785475,1197.674469260121,0.0,1,140,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[957, 17244, 76570, 101053]",2.112012786676051,914.8508189538677,1120.5141472756459,0.0,1,141,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[960, 17259, 51827, 71818]",2.4963438201315995,916.6726072469671,1238.7019154513305,0.0,1,142,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[964, 17268, 51829, 71830]",0.38090735234734185,918.4141856600713,1261.0701973052048,0.0,1,143,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1307,"[25520, 58617, 62982, 106466]",0.53198339778046,919.0559448133646,1116.4451858669408,0.0,1,144,7,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[969, 49602, 54190, 65155]",2.20428267407862,918.3419638107781,1116.201068003773,0.0,1,144,7,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[971, 49600, 54192, 65156]",3.120359520187454,918.5183012078605,1290.2514306789917,0.0,1,145,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[38014, 88051, 93017, 103816]",0.6894978047889959,931.8292628323252,1279.2954967502315,0.0,1,146,5,0,1,7.0,1.0,0.0,0.0,0
negative_control,1318,"[25549, 56859, 65172, 87009]",2.0230242189347947,930.6986459629861,1278.1622605165521,0.0,1,146,5,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1027, 17325, 51880, 71899]",3.496933387472627,933.1470969892922,1240.704382223381,0.0,1,147,1,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[1031, 15700, 88814, 97368]",2.417887470860528,933.4605864437414,1073.2299418117032,0.0,1,148,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,339,"[1051, 71932, 82605, 100056]",2.1079993434953117,940.2234854800239,1203.596997027697,0.0,1,149,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1053, 49640, 54255, 65196]",1.995506100498566,940.1069648803133,1066.0161642018925,0.0,1,150,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1056, 49641, 54258, 65195]",0.3606193066124125,940.3400202947604,1134.2793036348448,0.0,1,151,4,0,1,7.0,1.0,0.0,0.0,0
Emp1,39,"[5356, 22858, 45726, 84483]",1.7490498678696695,940.8485424141096,1133.2560676750886,0.0,1,151,4,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1059, 49643, 54262, 65198]",3.236784495563054,941.3097282682077,1261.3811426592868,0.0,1,152,1,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22873, 68995, 73220, 87035]",1.3120162065284022,945.053873527031,1079.5056617347639,0.0,1,153,12,0,1,7.0,1.0,0.0,0.0,0
Tbrg1,225,"[80490, 90836, 93974, 112092]",1.4606358711526746,943.2299293688906,1078.7270617344454,0.0,1,153,12,0,1,7.0,1.0,0.0,0.0,0
Ddx17,26,"[33687, 56887, 102325, 107759]",2.637310384014181,942.5267665071433,1079.6327929145482,0.0,1,153,12,0,1,7.0,1.0,0.0,0.0,0
Mbd3,84,"[19202, 54270, 66524, 86153]",3.138860558566832,945.9895550177285,1080.381925621799,0.0,1,153,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1889,"[1061, 28197, 48388, 68981]",3.295544855760458,941.4830853454082,1079.425899009254,0.0,1,153,12,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1066, 17373, 51920, 71952]",2.4111615717355384,943.6607193894397,1273.3947365931494,0.0,1,154,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1387,"[22874, 69000, 98697, 106491]",0.7961320315526896,945.0904523150398,1137.4045081262666,0.0,1,155,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1312,"[25583, 54267, 88071, 91664]",1.0014485186653475,944.2844496110429,1137.1091687088776,0.0,1,155,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1984,"[65208, 73216, 93064, 103836]",1.6454550200415066,944.2122525959328,1136.8714620378237,0.0,1,155,18,0,1,7.0,1.0,0.0,0.0,0
Tnfrsf1a,233,"[44682, 56895, 81434, 102332]",2.0105773575774304,945.609073449649,1137.9660786772386,0.0,1,155,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1609,"[9307, 31708, 67663, 84485]",3.4179039475408066,945.1493404119207,1137.3563575955836,0.0,1,155,18,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2683, 70313, 83631, 95675]",2.990522437625313,948.3847217567593,1169.6079184415923,0.0,1,156,3,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1077, 17394, 51934, 71977]",3.272687524626416,947.9569479880957,1168.9823527256183,0.0,1,156,3,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1092, 49676, 54286, 65223]",2.876849227126497,951.0431481241919,1117.3087685245684,0.0,1,157,1,0,1,7.0,1.0,0.0,0.0,0
Ctbp1,24,"[27069, 61074, 78799, 89820]",0.9486144169866537,949.9400761744635,1087.0415381420758,0.0,1,158,6,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1093, 49668, 54284, 65218]",2.221532317578325,950.4313742705756,1088.002089856289,0.0,1,158,6,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44692, 67677, 73232, 98716]",2.4094007123769474,950.6996592330878,1087.054424308021,0.0,1,158,6,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1097, 49681, 54296, 65225]",1.0317393632951795,952.4387731612612,1126.0863229830666,0.0,1,159,2,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1108, 49680, 54295, 65227]",1.1352764438207128,952.8093038200554,1257.5434513132375,0.0,1,160,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1137, 17465, 51984, 72047]",1.5551577795925107,962.5996575039441,1202.8247226697877,0.0,1,161,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1150, 17483, 52005, 72069]",1.4967656607243416,966.1060854335249,1029.23443443226,0.0,1,162,2,0,1,7.0,1.0,0.0,0.0,0
Khdrbs1,73,"[1159, 69089, 90890, 107830]",2.151506833517864,968.0881175979912,1088.4733719830667,0.0,1,163,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,1945,"[1166, 27149, 47590, 56951]",2.955839583138996,969.3927801236204,1094.8517654969917,0.0,1,164,1,0,1,7.0,1.0,0.0,0.0,0
Rarg,179,"[1168, 20942, 75302, 106535]",3.3639792962141986,970.498880752994,1023.7714036353625,0.0,1,165,1,0,1,7.0,1.0,0.0,0.0,0
Ltbp3,80,"[1174, 17503, 76769, 101182]",2.499482146577491,970.2742178366791,1074.819627653713,0.0,1,166,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,813,"[1179, 46927, 61153, 97585]",2.5666459091634044,971.3589508773522,1145.5092971310867,0.0,1,167,1,0,1,7.0,1.0,0.0,0.0,0
Khdrbs1,73,"[1197, 69124, 90909, 107857]",0.2914278298587282,975.7949089098113,1051.5881586179435,0.0,1,168,1,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[1211, 15899, 88889, 97647]",2.0761581177424144,981.1048930408083,1057.936930099709,0.0,1,169,1,0,1,7.0,1.0,0.0,0.0,0
Spon2,213,"[32734, 53477, 76831, 103924]",1.5496995468964383,982.6840697010609,1068.5832818080034,0.0,1,170,9,0,1,7.0,1.0,0.0,0.0,0
Rcn3,184,"[19403, 39484, 55819, 88166]",1.593009798734528,982.7815720316171,1068.9436658134316,0.0,1,170,9,0,1,7.0,1.0,0.0,0.0,0
Ran,178,"[33822, 43789, 79750, 101206]",2.6632169136750057,980.7787874156871,1068.3947356344559,0.0,1,170,9,0,1,7.0,1.0,0.0,0.0,0
Sdc4,202,"[28336, 33833, 47611, 54959]",0.9666917902924618,983.3658374659651,1109.509616388628,0.0,1,171,7,0,1,7.0,1.0,0.0,0.0,0
Hdgf,56,"[25727, 45848, 64246, 107878]",1.3622436998300973,982.987783960901,1109.250849091911,0.0,1,171,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,1889,"[1221, 28326, 48500, 69149]",3.9620681253331393,981.4725236586071,1109.2513869612412,0.0,1,171,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,1058,"[1223, 15916, 54383, 111082]",3.995551568326027,982.946151750198,1142.5427712798735,0.0,1,172,1,0,1,7.0,1.0,0.0,0.0,0
Arpc5,8,"[1238, 78897, 98814, 107896]",0.9334834130958249,986.4861970820846,1166.0587834591138,0.0,1,173,19,0,1,7.0,1.0,0.0,0.0,0
negative_control,1896,"[12195, 31784, 54390, 69169]",1.356710329368469,986.2536390976882,1165.9491073424806,0.0,1,173,19,0,1,7.0,1.0,0.0,0.0,0
negative_control,964,"[40380, 44786, 67787, 103929]",1.4556579698683196,986.0481134902018,1166.1224392327545,0.0,1,173,19,0,1,7.0,1.0,0.0,0.0,0
negative_control,2072,"[72181, 76848, 88177, 95822]",2.1030356497328286,986.1105098169431,1165.9283650611515,0.0,1,173,19,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[1239, 15931, 88901, 97673]",3.6828070182256747,987.6726443087508,1113.6289918684452,0.0,1,174,1,0,1,7.0,1.0,0.0,0.0,0
Ssr3,218,"[49795, 80613, 102491, 109864]",1.5127134386742496,986.901451620561,1108.8625087238465,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
negative_control,1713,"[17599, 64257, 73341, 100241]",2.1591633094710914,986.8032446014694,1109.4608734012422,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
Psma7,161,"[45853, 59985, 86248, 97668]",2.253513498244888,986.5838012492553,1109.3407532364688,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
negative_control,2085,"[55827, 72179, 89929, 101216]",2.642517799071946,985.456405677782,1109.1040954658984,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
negative_control,326,"[15930, 33845, 66688, 85465]",2.921496600588876,986.7919434999883,1109.6362854886,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
negative_control,1457,"[14306, 19419, 50846, 91737]",3.183211543188377,986.564797901641,1109.405916497571,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
Khdrbs1,73,"[1242, 69170, 90935, 107895]",3.52253144814133,986.9287510395924,1108.7971336942592,0.0,1,175,23,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44788, 67789, 73345, 98819]",0.8372296812032902,987.6408898347487,1085.8851699156835,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2876, 19425, 97677, 104940]",0.8637261859364592,987.965868588782,1083.6599819256248,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
St13,220,"[32744, 42613, 54970, 61976]",1.3164051573522304,987.8575697780803,1085.0153158892633,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
Trp53,242,"[69161, 88895, 102489, 111098]",3.3729451475289025,985.3995158964564,1087.2723771839105,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
Ptbp1,167,"[17602, 35622, 54393, 82781]",3.613224968359719,988.3297226741631,1087.2938954294052,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
Tpm1,238,"[5581, 72186, 88180, 103934]",3.8056397313191335,987.6731660823402,1086.1233224869588,0.0,1,176,10,0,1,7.0,1.0,0.0,0.0,0
Ppm1g,150,"[1247, 25748, 61215, 79769]",1.0367898511879776,988.8585825606151,1051.2606597584745,0.0,1,177,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1250, 17619, 52093, 72206]",3.4283505085124353,990.6427278198461,1232.8233318464631,0.0,1,178,1,0,1,7.0,1.0,0.0,0.0,0
Arpc5,8,"[1252, 78910, 98825, 107908]",1.3351792378384904,990.2806756348914,1072.5673301511367,0.0,1,179,1,0,1,7.0,1.0,0.0,0.0,0
Spp1,214,"[1258, 49813, 54402, 65332]",3.034801451890658,992.4251575574465,1220.053469735787,0.0,1,180,1,0,1,7.0,1.0,0.0,0.0,0
Rpl18a,187,"[28364, 31104, 48532, 97708]",2.1812254436523646,992.9076654484909,1114.048021378461,0.0,1,181,2,0,1,7.0,1.0,0.0,0.0,0
Rarg,179,"[1264, 21038, 75366, 106577]",1.823324139035988,992.5486545196949,1229.2222153183886,0.0,1,182,1,0,1,7.0,1.0,0.0,0.0,0
Tmbim6,230,"[36992, 58765, 65339, 108947]",1.5371697340462238,994.2444054929648,1158.5450307643675,0.0,1,183,3,0,1,7.0,1.0,0.0,0.0,0
Ptbp1,167,"[17652, 35655, 54419, 82801]",1.335461006829787,998.1201439923896,1173.5765119574785,0.0,1,184,7,0,1,7.0,1.0,0.0,0.0,0
Uqcrq,257,"[8428, 21983, 44823, 64287]",3.204669511790812,998.4057158575847,1174.2832673060361,0.0,1,184,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,852,"[5621, 60023, 90959, 106587]",3.348283635282272,996.3834743085113,1173.7700036448305,0.0,1,184,7,0,1,7.0,1.0,0.0,0.0,0
Khdrbs1,73,"[1274, 69207, 90960, 107937]",2.439258345749219,996.8070174525861,1223.0880847745125,0.0,1,185,1,0,1,7.0,1.0,0.0,0.0,0
Rab7,174,"[5610, 17634, 33871, 42623]",0.8961380270163343,994.1281216419623,1109.7635993120766,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1987,"[52874, 79781, 98835, 104960]",1.1204197684652903,993.9849814202739,1110.8663997624076,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
Polr2e,148,"[19461, 41659, 65342, 81574]",2.285437722016782,995.258504873203,1110.8499014676545,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
Tpm4,239,"[1275, 15968, 88915, 97719]",2.802474657413299,996.2310275270252,1112.171100055661,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1496,"[45884, 57036, 95848, 108951]",3.17605102100309,995.1268098205979,1110.5491329236647,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,409,"[27241, 38246, 44806, 85478]",3.9863390840385744,993.854219927891,1109.8532591293786,0.0,1,186,16,0,1,7.0,1.0,0.0,0.0,0
Mvd,116,"[1290, 48553, 60045, 93318]",2.871515233977473,1000.8552852127762,1098.9367516427892,0.0,1,187,1,0,1,7.0,1.0,0.0,0.0,0
Csnk1a1,22,"[32774, 57048, 61243, 88219]",2.7048180590442676,999.3571855489804,1124.433892986635,0.0,1,188,4,0,1,7.0,1.0,0.0,0.0,0
Tsc22d1,244,"[14382, 23041, 35661, 62009]",2.761476361549392,1000.3320999572516,1122.6021352740931,0.0,1,188,4,0,1,7.0,1.0,0.0,0.0,0
Zfp36l1,269,"[1296, 17673, 52134, 72255]",0.05131369436045575,1001.970899515456,1082.3801063897777,0.0,1,189,11,0,1,7.0,1.0,0.0,0.0,0
Hdgf,56,"[25806, 45903, 64297, 107958]",0.7113077719008599,1001.3917155568203,1082.9618521822235,0.0,1,189,11,0,1,7.0,1.0,0.0,0.0,0
Sdhc,203,"[9407, 50885, 89975, 95872]",1.7985048959638088,1000.5396189266063,1082.5462161297407,0.0,1,189,11,0,1,7.0,1.0,0.0,0.0,0
negative_control,603,"[14384, 24345, 31804, 102556]",2.258844402051081,1000.9039083690017,1082.6298578387677,0.0,1,189,11,0,1,7.0,1.0,0.0,0.0,0
Actn4,3,"[12249, 24347, 58784, 62008]",0.4527722872790152,1000.5708841608279,1173.2718273062658,0.0,1,190,11,0,1,7.0,1.0,0.0,0.0,0
Ptges3,168,"[6993, 19486, 41685, 107962]",0.4956644830597062,1001.7194109653009,1172.7356814761847,0.0,1,190,11,0,1,7.0,1.0,0.0,0.0,0
Rab7,174,"[5645, 17666, 33895, 42642]",1.712533893777647,1000.8483721805518,1173.460469265864,0.0,1,190,11,0,1,7.0,1.0,0.0,0.0,0
