,gene,gene_number,x,y
0,Ppm1g,150,545.4335875031657,927.7215625531549
1,Mbd3,84,564.4819725055935,924.2361280074474
2,Tpm1,238,564.0582546882233,925.3833004253104
3,Arpc5,8,564.0306847618554,924.7222469802148
4,Nap1l1,120,564.1516595768577,926.1055075777832
5,negative_control,693,597.1454139233372,934.3834615932968
6,Tpm4,239,613.6144191707704,964.5318312911268
7,Sae1,199,628.7853579376284,931.8097080186722
8,Eif4g2,38,629.8587296478876,931.5062470951632
9,negative_control,604,630.0691182778821,930.5178734890752
10,negative_control,903,629.3917704681724,931.0051915878844
11,Vim,261,628.5353370958596,931.0989015570132
12,Spp1,214,638.0783060229193,962.1554900529064
13,Tpi1,237,640.6583089194571,940.8882526555064
14,Rpl18a,187,641.4064208103425,941.1687176279344
15,Pafah1b3,136,640.6468141917481,938.352138356414
16,Rarg,179,653.2853425352353,978.03406621568
17,Top2a,236,655.7172255123518,948.320154910337
18,Oaf,133,656.3535238184631,946.233061703664
19,Maged1,82,656.613386105676,945.50616885925
20,Psmc2,162,656.3112242152858,945.926539739675
21,negative_control,609,656.4780265638163,946.2213174367312
22,Snrnp70,210,660.4750158912163,965.5064150105188
23,Vim,261,663.9197849477456,953.1154242717728
24,negative_control,1675,665.3230186728111,954.8691670890832
25,negative_control,1250,665.3019537791687,953.0152249181403
26,Vat1,259,665.9608733348279,952.5019163934694
27,Eef1g,28,663.4236416400084,953.0649337286484
28,negative_control,1906,664.7377125661184,954.593646037405
29,Lmna,77,663.3167923622318,952.4838783710982
30,negative_control,1901,664.8804072506058,953.3995327648092
31,negative_control,1635,664.1479365918601,952.4260552701836
32,Mvd,116,668.1125746045212,968.1374549375072
33,G3bp1,49,678.1022785959342,934.4546316186356
34,Ssrp1,219,676.7018681794123,933.8087902998913
35,Tubb5,246,677.0184156507489,934.4889533319864
36,Rab7,174,678.5012861958041,933.3679107312588
37,Khdrbs1,73,680.39877519175,966.6872965704588
38,Khdrbs1,73,680.8372005204232,974.2846430622134
39,Khdrbs1,73,692.2054169762969,987.5421528081828
40,negative_control,709,691.2204134117496,953.338155519902
41,negative_control,1889,691.9477385646876,953.0245951097768
42,Tpm4,239,694.3903967584042,995.7521371118448
43,Ywhag,265,695.1949991843052,959.5841918170954
44,Igfbp6,68,695.167559751441,959.8688843349132
45,negative_control,1889,695.3630604487626,961.1709894446392
46,U2af2,249,696.2357588382902,959.2882927329974
47,Mrpl4,101,694.9520282062784,961.6423272031406
48,negative_control,2092,694.2880570868492,959.0621497936212
49,negative_control,1006,694.2476555360157,959.735094965338
50,negative_control,972,696.0958900168595,979.9027394993478
51,Sfpq,206,695.0245760672532,979.2541266962248
52,negative_control,1803,694.5241054400957,980.2389037582352
53,Ube2m,252,693.4577941404772,977.0753944968452
54,negative_control,367,694.0222195154302,978.5612064407152
55,Mtap,114,692.246149451108,976.2624890661226
56,negative_control,1854,693.8394921795139,979.9893151927392
57,Pkm,144,695.757505012585,981.2697612837712
58,Snrnp70,210,693.6781638499133,977.1579772264178
59,Spp1,214,696.14169417274,988.4687766810052
60,Khdrbs1,73,697.813664666706,928.1054339118454
61,Spp1,214,698.0991491107429,954.4603486667804
62,Msn,112,699.9029116858637,1002.4494698525908
63,Tubb5,246,700.6366128771344,1001.8019356278317
64,Mvd,116,698.3255233778336,1002.4063681268472
65,Kars,72,699.9671190662173,972.4516126702624
66,Srebf2,215,700.4560847629765,973.525419770085
67,Vim,261,703.2880404858906,944.1062335050996
68,Spp1,214,702.2763881607016,943.9725548832824
69,Eef1g,28,702.2987710961044,943.884869247949
70,Ppm1g,150,708.6595183965711,923.585059740792
71,Spp1,214,708.5855086063093,944.3521330044504
72,Tpm4,239,709.864824425598,917.9499607163556
