,gene,gene_number,x,y
0,Tpm4,239,1657.5456369406616,92.63317356836478
1,Spp1,214,1662.7265128947536,803.6025916405092
2,Mdh2,85,1669.0251056996,64.76819239434892
3,Tpm4,239,1667.9969877316212,139.09346024202776
4,Spp1,214,1668.995460234747,653.7978802896711
5,Tpm4,239,1675.9463059201405,186.77763348562263
6,Tpm4,239,1679.4111659009695,232.455895556704
7,Rarg,179,1682.4907475705058,140.58696467070635
8,Tpm4,239,1683.2315748896217,188.19661983706743
9,Cops7a,17,1687.0524710351162,157.8601890024896
10,Arpc5,8,1690.2517361732562,768.3518278117394
11,Nedd4,126,1691.8065147854682,227.02105359005392
12,Cops7a,17,1696.0852479747105,295.99452266456734
13,Rarg,179,1699.926518745534,352.13188952356586
14,Khdrbs1,73,1700.5715311899528,242.7921510523403
15,Tpm4,239,1702.288599844366,264.2766376336175
16,Rarg,179,1702.9760710026103,762.4990275717463
17,Spp1,214,1704.2650331667285,369.3622846290029
18,Arpc5,8,1705.919969215278,526.0115848709753
19,Rarg,179,1706.420667672784,398.0526029085899
20,Ppm1g,150,1707.7410367723242,430.3979004573147
21,Khdrbs1,73,1707.6520892344292,618.5294268597612
22,Khdrbs1,73,1708.4454890421562,722.2751805287954
23,Arf1,6,1708.2706125162445,763.4663987298817
24,Uck2,254,1707.9375543240185,764.8746949878046
25,Tpm4,239,1708.8983955130532,465.2084445793755
26,Tpm4,239,1708.9646303449535,339.1030683584879
27,Tpm4,239,1709.2742730159814,424.5871733014611
28,Hdgf,56,1709.3099939953386,206.98485550788692
29,Pkm,144,1710.006651674015,206.65251452688275
30,Fkbp4,44,1709.9888928365672,599.7471850024637
31,Spp1,214,1711.1894728946168,700.7108185666056
32,Zfp36l1,269,1710.7359132465922,606.7410628262004
33,Spp1,214,1712.06580134203,733.300266885901
34,Ltbp3,80,1711.6214728312948,674.4527499863428
35,Cops7a,17,1712.4634174998648,167.18874325949372
36,Tpm4,239,1712.116316519085,562.7271049861452
37,Prrx1,159,1711.7381361319362,561.316479073836
38,Arpc5,8,1712.4389430796043,718.6764086280434
39,Spp1,214,1713.2122111529957,592.453256109252
40,Spp1,214,1712.7044207391273,695.0338367934971
41,Spp1,214,1713.3767552274016,641.7562231257339
42,Cops7a,17,1713.088810318828,324.3187978368166
43,Arpc5,8,1714.3855173039096,553.3901267182533
44,Spp1,214,1713.359913771988,706.000417675615
45,Arpc5,8,1715.280213438651,253.36160908009165
46,Hspa9,63,1716.3862914338483,213.79181019916
47,Ppp2r1a,151,1716.3485696108842,160.5415959966811
48,Rrp1,198,1717.110836925431,161.18488633675992
49,Arpc5,8,1716.1414426207016,160.8608259773262
50,Rpsa,197,1717.4880211230793,161.5044130089638
51,Gsto1,54,1716.6615326519316,160.87844936770674
52,Rpl15,186,1714.6880796518856,160.10893018426864
53,Rarg,179,1716.477285255807,405.4178342999038
54,Spp1,214,1717.4011722390917,608.0158079264769
55,Zfp36l1,269,1717.4311659725258,646.9707944556823
56,Spp1,214,1718.1503042326444,697.0971930884757
57,Tpm4,239,1718.115352029309,553.2521932598244
58,Ppm1g,150,1718.594605648311,412.43332650177456
59,Rarg,179,1718.4678650672818,230.7986435830513
60,Zfp36l1,269,1719.1148251268796,472.4274463568931
61,Spp1,214,1718.3638309167825,685.9740660455931
