,gene,gene_number,x,y
0,Tpm4,239,981.8983722805584,1524.7085874844142
1,Ppm1g,150,995.7612473606696,1545.6326691244717
2,Khdrbs1,73,1000.5981010514118,1505.641227794584
3,Ppm1g,150,1011.2601124838128,1542.8541986288146
4,Khdrbs1,73,1035.4835528496897,1573.059873260816
5,Cops7a,17,1065.8750137534444,1582.4140904151373
6,Arpc5,8,1065.999448115607,1542.731888891112
7,Trp53,242,1075.5068684399575,1581.3094819810997
8,Cops7a,17,1083.2782488171545,1511.4701329596817
9,Mrpl10,91,1082.8600427401152,1593.233523923418
10,Tpm4,239,1091.7623005161684,1579.386669198474
11,Tpm4,239,1094.2609787813308,1620.1490092409908
12,Tpm4,239,1094.2447979328226,1486.540761597778
13,Ppm1g,150,1097.4229886008732,1602.9902106496015
14,Ppm1g,150,1104.3686418782606,1546.6392855238007
15,Twist2,247,1106.4154847138088,1614.454125484349
16,Vim,261,1107.978742618194,1614.7929665960078
17,Tpm4,239,1107.417674698119,1546.4061935399218
18,Tpm4,239,1117.1725061025431,1612.6641936494243
19,Tpm4,239,1123.7387504406847,1564.4006599511897
20,Khdrbs1,73,1123.498744624053,1588.4424216463617
21,Twist2,247,1125.0215991629434,1582.9130156790277
22,Xdh,262,1125.686557936326,1578.4365340412096
23,Cops7a,17,1128.9695389542535,1570.695601849812
24,Mvd,116,1136.3030496502108,1528.0810113428458
25,Cops7a,17,1137.5584182790965,1510.254872544593
26,Vim,261,1145.5115429156515,1558.5580639901257
27,Rarg,179,1148.1081537059565,1601.9468492604385
28,Tpm4,239,1148.1425078538664,1593.6058672783442
29,Cops7a,17,1152.0469195105984,1562.014122968211
30,Rarg,179,1164.5620236503578,1575.6138981733711
31,Ppm1g,150,1172.2142974979963,1550.721022980808
32,Tpm4,239,1175.1064687303322,1542.3099672344597
33,Ywhaq,267,1175.3605737348505,1468.6941762924537
34,Arpc5,8,1176.1413299286123,1469.3074021742634
35,negative_control,1872,1176.4867356396824,1468.725687546462
36,Ran,178,1176.0077075054458,1469.8406992028113
37,Vim,261,1176.2806205643176,1569.6688397607315
38,negative_control,1520,1178.7262967599988,1522.9656894911493
39,Ppm1g,150,1177.3918748573485,1523.744172820711
40,Rpsa,197,1179.226361043252,1522.7218025078987
41,Emp1,39,1179.7713558424994,1514.8175137726262
42,Ctsb,25,1179.7004048883427,1513.7204339038767
43,negative_control,1977,1178.0518694029852,1514.503842158548
44,negative_control,1407,1178.5367766817883,1513.9910791649495
45,Myh9,118,1178.8089452127651,1515.3279483288416
46,negative_control,1405,1178.795008880699,1514.9771875256756
47,Psmc2,162,1179.2950965118373,1443.8495413114977
48,Vim,261,1180.316932691681,1442.8606398896309
49,Gpi1,52,1180.0478139926554,1441.367266527755
50,Actn4,3,1179.847323865842,1442.958252841201
51,Eif3i,36,1179.0041149730334,1442.2426576363046
52,Hspa8,62,1180.881551074565,1442.3371748936722
53,negative_control,1533,1179.8677824155027,1442.3457964944826
54,negative_control,869,1178.8208881899802,1444.3118340545418
55,Hspd1,64,1181.7688157921243,1442.2604200250703
56,Cops7a,17,1178.4894037020354,1562.3557691419364
57,Cops7a,17,1179.6971723911845,1534.9497148378566
58,negative_control,1170,1181.177178376108,1791.40674058227
59,negative_control,2025,1181.0792912064026,1791.5939340734644
60,Ppm1g,150,1181.232604636028,1830.9884435742028
61,negative_control,979,1182.4557391027472,1471.8986043714565
62,Tpm4,239,1183.013838121307,1825.113857117702
63,Rpl18a,187,1183.9203223922775,1490.656311945976
64,Actn4,3,1186.2466687877927,1445.1484142884583
65,Rps6ka2,192,1183.4143564211452,1444.0723949430487
66,Vim,261,1185.7149429233127,1445.626658266084
67,Hspd1,64,1185.508355923167,1444.8828418447315
68,negative_control,1349,1187.276019228699,1443.6319669607483
69,Ncl,121,1183.2294771147435,1444.0873227435927
70,Psmd2,163,1182.5664446783187,1444.825545498168
71,negative_control,805,1187.3349331484571,1444.7516550457865
72,Ywhag,265,1184.1661399467446,1443.6429354945392
73,Hdgf,56,1184.8216131133408,1496.0292132590023
74,negative_control,570,1185.867908184623,1496.483877342274
75,Eif4b,37,1186.093530411083,1496.709267415108
76,Mrps2,107,1184.200431478385,1496.741713283389
77,negative_control,1909,1185.731139306636,1495.8502532019302
78,Eif4g2,38,1190.4150298637594,1428.491033240457
79,Hspd1,64,1186.798406176984,1426.981414789395
80,negative_control,1516,1187.8148823024635,1427.882699368633
81,Gpi1,52,1186.1137927177433,1426.161705142877
82,Vim,261,1189.8863473247789,1428.224073772793
83,Ube2m,252,1191.0908078238238,1429.1636684931009
84,negative_control,714,1189.8289036908127,1429.7623007045318
85,negative_control,284,1187.9710258666887,1426.6756286031705
86,Trim28,241,1190.805903208593,1429.063138007143
87,Vim,261,1183.8398448273024,1626.5391647523732
88,negative_control,1626,1183.7758979282617,1627.251878549056
89,Psmc2,162,1184.718135563831,1593.4400272431617
90,negative_control,824,1186.1794145525903,1539.8342578734955
91,negative_control,284,1186.263592035792,1539.912398566691
92,Fgf7,43,1186.0858862548737,1540.0705056684787
93,negative_control,1366,1187.492921861206,1541.809864742675
94,Mrfap1,89,1185.9260597737243,1539.7993968316637
95,negative_control,1431,1184.953323987752,1538.5514181058295
96,negative_control,2014,1185.0707533521866,1539.987458486387
97,negative_control,1408,1184.590014494226,1538.603413075436
98,Mvd,116,1186.2913976011946,1805.1422822034176
99,Tpm4,239,1188.24231584196,1811.4076908208224
100,negative_control,1292,1190.5035131324669,1622.5022026751392
101,Vim,261,1190.7767912070492,1623.0727158252505
102,Fkbp4,44,1191.0926092048976,1602.9378103378067
103,negative_control,2091,1190.660813632625,1604.5259638172913
104,negative_control,1944,1191.465727460526,1605.0621687281373
105,Vim,261,1190.8728813765988,1602.9058675701217
106,negative_control,1717,1191.714248851062,1662.8087602561354
107,Sf3b2,205,1192.555099150563,1664.5970794829746
108,Rcc2,183,1192.4491767492543,1664.0521995232818
109,Eef1g,28,1192.3037019220635,1663.5796088828422
110,Malat1,83,1193.4454060740998,1665.040765902797
111,Eif3d,33,1194.653654820801,1664.6326655738171
112,negative_control,1256,1193.0281768217224,1665.975672061448
113,Rpl15,186,1193.4196657487057,1666.3541015180026
114,negative_control,1920,1191.4709688327143,1456.154603444561
115,negative_control,416,1190.9054013088298,1511.062599497534
116,Khdrbs1,73,1191.1810844196748,1508.484315703006
117,negative_control,821,1192.3896333145858,1510.7151870337982
118,Sfpq,206,1193.3483319396134,1447.5976481268185
119,Vat1,259,1192.2538960952493,1447.341818906018
120,Nedd4,126,1191.817051368878,1447.4268932362795
121,negative_control,1186,1193.52838085288,1448.3605983704604
122,Vim,261,1192.5147949416348,1799.3653445153775
123,negative_control,1708,1193.146719639508,1798.1279892716411
124,negative_control,866,1192.1738735988672,1799.42773669959
125,Rpl15,186,1193.1524478708272,1800.882340354209
126,Pa2g4,135,1193.137107107055,1438.3765589713876
127,Cnn2,16,1194.593426491345,1437.424526412005
128,Lmna,77,1193.0745497450755,1439.413872906542
129,Lmna,77,1193.6379012103716,1747.2547829959572
130,negative_control,1901,1193.7650006762483,1746.4479983568865
131,negative_control,328,1194.3987058043458,1429.140579763737
132,Efemp2,30,1193.639450558036,1679.7869514714405
133,Lrrc59,79,1194.602745965221,1679.4285558582828
134,negative_control,785,1194.154903941463,1678.9757886759348
135,Hmgcs1,58,1196.2115593661265,1679.9503784940598
136,negative_control,1158,1194.3429047759237,1679.0348051460046
137,negative_control,803,1197.4041125400938,1682.9937441801335
138,negative_control,700,1193.7004755442315,1678.2371712704744
139,Rps15a,191,1195.418109838017,1680.9311861703177
140,Vim,261,1196.8236277649237,1681.8218008091987
141,negative_control,978,1195.0103222099228,1679.134297804863
142,Ddx17,26,1196.0116843948924,1680.1462676371525
143,negative_control,1926,1194.4193369280574,1733.5955785442834
144,Eif4b,37,1194.5409387678635,1467.909932595713
145,Pkm,144,1194.6381136143998,1466.644668860583
146,negative_control,1581,1194.9097237662418,1467.1945192600697
