,gene,gene_number,x,y
0,Tpm4,239,561.101966480396,252.74501715444111
1,Tubb5,246,575.3049073702498,333.5747808491776
2,Mrps5,110,589.6982222533763,318.7275631278275
3,Khdrbs1,73,591.039233732536,191.058895967996
4,Tpm4,239,592.7224156881927,184.31795695783325
5,Rpsa,197,594.2888288113088,168.2044340544573
6,Tpm4,239,594.318375531714,268.5280263199352
7,Cs,20,593.8712068622721,251.02270049063296
8,Arpc5,8,596.500951865795,234.2065633381877
9,Zfp36l1,269,596.7067082532558,165.66403397077724
10,Arpc5,8,600.1205189456697,318.0951923672615
11,negative_control,343,603.99624160224,259.38136023881333
12,Rarg,179,605.1591966676117,301.06096688725324
13,negative_control,1581,607.7093083691537,194.78812192990563
14,Zfp36l2,270,606.0818336097032,195.35696007864948
15,Malat1,83,606.1060423111946,195.0208796427328
16,Mvd,116,607.4554720003132,215.54914681685847
17,Zyx,271,607.9089064685253,216.78923184581697
18,Vat1,259,607.5179918762493,137.90323077515598
19,Mvd,116,608.3971553127217,175.3214315706804
20,Rac1,175,611.8881812926888,282.5651183837939
21,Mrfap1,89,610.3775622019859,282.7291981196242
22,Rpl18a,187,608.5399709417085,283.1194158411167
23,Cops7a,17,612.2807761680244,243.94088920974045
24,negative_control,1185,611.7080473689798,242.7460909773833
25,Zfp36l1,269,612.7902389338542,289.81046088836194
26,Snx5,212,611.280897510177,213.958535307845
27,Fus,47,613.6860160106621,262.906807205057
28,Sfpq,206,613.7220764466185,262.4477104671498
29,Rpl18a,187,615.925473770591,261.2666623256874
30,Khdrbs1,73,614.9819491635253,262.72967791197823
31,Mvd,116,615.7091976206227,329.07452363370504
32,Actn4,3,617.972753879691,242.2810137024368
33,Prpsap1,156,619.9452119472219,242.05246503004983
34,negative_control,1260,620.5764817698716,244.1035695967402
35,negative_control,1732,619.1286983161714,244.13679545457225
36,Pa2g4,135,618.2370704904943,242.5252486197786
37,negative_control,1787,618.2379035575859,243.17953103381564
38,negative_control,1641,620.0008212483054,243.07953184209777
39,Tpm4,239,618.8749422734338,242.18433144346253
40,Zfp36l1,269,619.5428897873019,213.67229731865447
41,Twist2,247,619.6894530776867,327.4444233419197
42,Cs,20,619.2040000150703,329.79824728539126
43,Psmd7,165,621.0439895370534,329.0195766525044
44,Idh2,65,621.5382422776999,328.4250210750729
45,Mdh2,85,621.6562132373425,326.8091398953617
46,Zfp36l2,270,620.4018514264861,230.77725895989872
47,Spp1,214,620.9484199333731,131.62037927072112
48,Tpm4,239,621.4519558605875,172.24866497933382
49,Pkm,144,623.0236218429844,316.3369838669871
50,Ppm1g,150,621.8415486852258,315.0672604935216
51,Vim,261,622.46453585981,270.3582045438977
52,negative_control,900,622.3497513260548,272.07407885632665
53,Mrps25,108,621.4392877714421,272.2045001314921
54,negative_control,1232,622.1855067797048,272.73384641257246
55,negative_control,335,622.587104374712,272.3781484938849
56,negative_control,1289,622.3508818762757,273.67385476913705
57,Gsto1,54,619.8971198994525,272.12868241729586
58,Ppm1g,150,623.500524699699,163.2576679047968
59,Tpm4,239,625.449516256758,325.2307987432395
60,Oaf,133,624.1785329407713,204.5282891736538
61,Tcp1,227,624.7379679618005,204.6130014982123
62,Srebf2,215,623.8179467593493,204.23548148316576
63,Csnk1a1,22,626.0859509814666,204.77688120926456
64,Lrrc59,79,623.1525597255577,204.035247039764
65,Ppm1g,150,627.3542228540992,196.7355120712684
66,Cops7a,17,627.4443795587664,291.47747347608976
67,Arpc5,8,629.1024811171499,147.3574346527074
68,Tpm4,239,634.3480744875469,321.49578939036417
69,Nedd4,126,633.6860364718508,156.7421536675879
70,Mvd,116,634.2152419485226,145.93480296332652
71,Malat1,83,635.2575180522942,215.55482620220155
72,negative_control,1390,635.2520253360963,216.051321727767
73,negative_control,1330,635.2871256405983,214.5200389047373
74,Vim,261,637.4525763709926,216.81393180253568
75,Sfpq,206,636.9682351637218,215.2250045248067
76,negative_control,346,636.3479691160358,214.89765370942396
77,Ywhaq,267,634.8632569147965,215.66147946171012
78,Vim,261,634.0687659435639,214.1805114292776
79,Cops7a,17,636.2582255180209,166.21034224300058
80,negative_control,1317,635.7475071170544,314.81102434436923
81,Actn4,3,635.9279866315952,314.30175409689286
82,Nfe2l1,127,636.1121960377706,315.948770576505
83,negative_control,1611,634.2567270785248,315.89033749356884
84,negative_control,1964,636.597653282383,315.28555192589204
85,negative_control,1538,635.8008720867268,315.36586287841345
86,Tpm4,239,637.9911667838462,299.99196159120936
87,Cops7a,17,638.9375525160275,321.4062763012305
88,Srebf2,215,636.1000731787734,323.2171503678894
89,Malat1,83,638.3258028824265,319.33314227571424
90,negative_control,834,637.7369122992633,322.9944159011413
91,negative_control,553,636.7369184805386,324.04428054461755
92,Pa2g4,135,638.2853063890843,321.71076438779875
93,negative_control,927,639.3619427191095,321.931657114296
94,negative_control,1645,639.227183357199,248.76480102834208
95,Rab7,174,639.7949902089124,249.4087588480466
96,Tcf25,226,639.028044497807,249.72912999316864
97,Malat1,83,639.6447340586819,268.3994796370744
98,Rpsa,197,640.2473755858824,267.5646503319041
99,Zyx,271,639.8919448770143,266.9571711447475
100,St13,220,641.2916340892252,208.5613606981599
101,Hdgf,56,641.3536429671963,209.93270394385223
102,Vat1,259,640.8252270581701,208.42035154065732
103,negative_control,898,641.137501167857,209.20356039043355
104,negative_control,551,640.5491158026837,295.03538124780613
105,Zyx,271,640.8763381371557,296.4035619760177
106,Rpl18a,187,639.8108533553249,294.860582691632
107,St13,220,638.1068228591764,293.5268349095379
108,Hspa8,62,638.2478192103698,295.3410937777746
109,Ywhag,265,637.5263296994236,294.1293348759861
110,Maged1,82,639.2041437478916,295.78487948937953
111,Ncl,121,638.639908151522,293.15707429641026
112,Plin2,146,641.6192934085959,284.10290960448424
113,negative_control,1306,642.2489314288943,283.11728976238624
114,negative_control,1517,641.5594930172551,282.7173153282009
115,Khdrbs1,73,641.200826199328,284.38889279283705
116,negative_control,1055,641.7385500075627,283.0697922370338
117,negative_control,787,640.3844628372331,284.37776142256166
118,negative_control,1881,643.4183929819745,148.45018663955472
119,Khdrbs1,73,644.0050774361061,153.9787101336166
120,Stip1,221,645.3413222274218,154.05263956488596
121,negative_control,1172,644.6432469469839,197.567355711855
122,Zfp36l1,269,646.1818345671454,293.84646068399127
123,negative_control,812,646.7437980454231,223.36598022615357
124,Eif3a,32,647.0120760255018,225.534218258978
125,Hspa8,62,647.7878796730373,224.22511211564145
126,Eif3d,33,648.2092628215771,225.10153904426588
127,Uba1,250,648.346125325191,223.22942806383543
128,Prrx1,159,647.9852990861436,226.7387763076798
129,Hspa9,63,647.4735297177077,222.18220428211592
130,Tpm4,239,646.664425677601,139.4381381712611
131,Tpm4,239,647.0822719564103,120.0822636052108
132,Khdrbs1,73,647.9781909983858,336.656727656494
133,negative_control,445,650.4390726393915,280.3359152803369
134,negative_control,1607,649.1600685637163,281.7659227923218
135,Trim28,241,649.2797479621732,280.8319347475331
136,negative_control,810,649.2098089639587,280.0381223889141
137,Hnrnpul1,60,650.3961174300483,277.9032649923592
138,negative_control,344,649.0475747492349,278.6898121393088
139,negative_control,858,649.5587709354335,279.742455435274
140,Msn,112,647.805683448868,284.8730484896072
141,negative_control,1881,648.376055368965,283.085335560505
142,Tubb5,246,648.2686964543689,284.7181731055408
143,Psmd2,163,645.5001794272902,286.0242248243335
