,gene,gene_number,x,y
0,Ppm1g,150,594.6416832448147,314.01334803842246
1,Tpm4,239,598.1176332165676,186.91741144895377
2,Rarg,179,599.5887950796525,289.0033720616297
3,Mvd,116,601.8919790272776,314.1713062483258
4,Cops7a,17,613.0775755383333,332.90590286554084
5,Zfp36l1,269,613.6404010867215,255.88342517071715
6,Khdrbs1,73,615.6229332708986,281.08729715595206
7,Spp1,214,618.8706245963867,330.2385713582865
8,Sdc4,202,621.1625221690018,335.3800540206329
9,Zfp36l1,269,622.9207910064089,336.5650835836599
10,Rpl15,186,622.4121303713081,334.91896724107914
11,Spp1,214,630.5521980003311,328.9771433676143
12,Spp1,214,631.6595650477425,314.7650974891963
13,Aars,1,631.5237140346374,300.48696898740394
14,Rps15a,191,633.6852778378047,302.4921547586167
15,Vim,261,633.5217847740927,303.5359341058464
16,Zfp36l2,270,631.0174945886026,302.2770320073983
17,negative_control,1717,632.6534941994427,302.8035964990154
18,Zfp36l1,269,638.886330938951,365.1179609990703
19,Tpm4,239,639.2583214282027,329.31650760337783
20,negative_control,447,640.6754521767244,328.9179766686567
21,negative_control,1732,639.758558413077,328.6639417083844
22,Vim,261,640.2467578960579,358.1594771169978
23,Vat1,259,639.0134253372961,358.4021389445252
24,Spp1,214,644.1759708784252,318.77598518142014
25,Arpc5,8,644.5207557055569,355.64108103072886
26,Vim,261,646.0860935481177,354.39311645789974
27,Khdrbs1,73,645.1721461343676,374.2145963683666
28,Spp1,214,647.3683330349813,187.2853490208551
29,Timp2,229,648.1629498967325,332.18279779252896
30,Vdac1,260,648.6100953237437,330.9120899863308
31,Psmd2,163,648.5527194150843,330.8615929291423
32,Uqcrc1,256,647.2721040454622,331.43189000492134
33,Maged1,82,648.9260471382831,313.8124576138389
34,Spp1,214,649.4308387376846,314.1184259553314
35,Rarg,179,652.4536923520033,310.0984333477155
36,Khdrbs1,73,652.859942144814,321.08239509891825
37,Tnk2,234,654.2695856468156,331.35672634055106
38,negative_control,762,656.0169322375928,331.36249638372624
39,negative_control,1111,654.7539005086281,331.3324225504099
40,Tpm1,238,654.7113403542957,336.3747994276364
41,Spp1,214,654.5067709664452,336.61524176774606
42,Vim,261,655.1889513162835,337.54765823256923
43,negative_control,2063,655.5525140500055,338.1291303188855
44,Ppp2r1a,151,654.4872343469403,353.07832210081165
45,Spp1,214,655.0552468599881,351.89690469601715
46,Rpl18a,187,653.7093121991595,352.83712722360457
47,Rpsa,197,655.9891765591196,352.0160119848441
48,Rarg,179,661.3735693106652,296.53008365802714
49,Eif3e,34,661.8299918023698,296.3163727382024
50,Vim,261,661.2139245819244,294.604410036588
51,negative_control,967,660.8277346694567,296.4550933222256
52,Vim,261,660.6011894503768,297.5595890298813
53,Rarg,179,662.3789472395638,257.6177773127734
54,Ergic1,41,664.8162085479396,253.6116301009638
55,Fbln2,42,664.0702019349765,253.7452443686364
56,Tpm1,238,664.554815140603,255.20518053822295
57,negative_control,765,665.3635620281594,253.37924597608009
58,Hdgf,56,666.1193023874785,253.44186402311576
59,Actn4,3,663.0106168704059,255.2850165226096
60,Prrx1,159,664.0592455113489,265.67710741961463
61,Vdac1,260,663.2439510823774,266.4466731467454
62,negative_control,885,662.8384521246098,267.5092769181849
63,Spp1,214,662.8374795471922,266.2118269340118
64,Igfbp6,68,663.322631464151,267.91805790051546
65,negative_control,824,662.5869148943605,267.0656082321284
66,negative_control,1250,663.2539698186499,280.5182741178368
67,Zfp36l1,269,666.2117574814104,398.9898389569794
68,Mdh2,85,666.44651645212,243.6027130004015
69,negative_control,801,666.759544248103,243.7763779053397
70,Thy1,228,666.9106923710527,243.21628824230092
71,Spp1,214,668.2364748676857,197.3345533512748
72,Spp1,214,668.7527948264158,278.93112695337857
73,Spp1,214,670.4632490388124,297.40400807450874
74,Ppm1g,150,672.163959489902,253.686859716498
75,Laptm4a,76,672.7372033821632,254.24031551013175
76,Cops7a,17,671.7660377563311,235.0095697939155
77,Spp1,214,672.0619105893492,292.4698770595519
78,Vim,261,674.9531922955549,363.07932638545776
79,Rbbp7,181,675.0364516866222,363.96843128573335
80,Tpi1,237,674.8880201920645,362.2624850918608
81,negative_control,412,673.6376084968933,363.2278713086674
82,Khdrbs1,73,674.2189249959505,270.2120899610004
83,Psap,160,676.0382536901759,243.97498696154008
84,negative_control,1098,675.1080998496386,242.78958404229013
