method,code,nbarcodes,rstdv,rep,sensitivity,fdr,n_true,n_decoded,n_fd,not_decoded_true,param_l1,param_peak,param_Q,param_tau,best_lambda,param_k1
Untangle: CS l0,seqFISHp2019,15,0.0,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.25,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.5,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.0,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,120,0.0666666666666666,,15,1,,,,,,,0.0585756,
Untangle: CS l0,seqFISHp2019,15,1.75,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,120,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,120,0.2,,20,4,,,,,,,0.0295556,
Untangle: CS l0,seqFISHp2019,20,0.25,120,0.05,,20,1,,,,,,,0.0459429,
Untangle: CS l0,seqFISHp2019,20,0.5,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.0,120,0.05,,20,1,,,,,,,0.0726582,
Untangle: CS l0,seqFISHp2019,20,1.25,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.5,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,120,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,121,1.0,,5,5,,,,,,,0.0873581,
Untangle: CS l0,seqFISHp2019,5,0.25,121,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.5,121,0.2,,5,1,,,,,,,0.09605,
Untangle: CS l0,seqFISHp2019,5,0.75,121,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.0,121,1.0,,5,5,,,,,,,0.0479811,
Untangle: CS l0,seqFISHp2019,5,1.25,121,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.5,121,0.2,,5,1,,,,,,,0.12157,
Untangle: CS l0,seqFISHp2019,5,1.75,121,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,2.0,121,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.0,121,0.1,,10,1,,,,,,,0.0907185,
Untangle: CS l0,seqFISHp2019,10,0.25,121,1.0,,10,10,,,,,,,0.0196965,
Untangle: CS l0,seqFISHp2019,10,0.5,121,0.2,,10,2,,,,,,,0.0433789,
Untangle: CS l0,seqFISHp2019,10,0.75,121,1.0,,10,10,,,,,,,0.0306161,
Untangle: CS l0,seqFISHp2019,10,1.0,121,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.25,121,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,121,0.1,,10,1,,,,,,,0.11255,
Untangle: CS l0,seqFISHp2019,10,1.75,121,0.1,,10,1,,,,,,,0.0917343,
Untangle: CS l0,seqFISHp2019,10,2.0,121,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,121,1.0,,15,15,,,,,,,0.00353917,
Untangle: CS l0,seqFISHp2019,15,0.25,121,1.0,,15,15,,,,,,,0.0180511,
Untangle: CS l0,seqFISHp2019,15,0.5,121,1.0,,15,15,,,,,,,0.00850443,
Untangle: CS l0,seqFISHp2019,15,0.75,121,0.2,,15,3,,,,,,,0.0404036,
Untangle: CS l0,seqFISHp2019,15,1.0,121,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,121,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,121,0.0666666666666666,,15,1,,,,,,,0.0763875,
Untangle: CS l0,seqFISHp2019,15,1.75,121,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,121,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.25,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.5,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.0,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.5,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,121,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,121,0.05,,20,1,,,,,,,0.0547722,
Untangle: CS l0,seqFISHp2019,5,0.0,122,1.0,,5,5,,,,,,,0.00807051,
Untangle: CS l0,seqFISHp2019,5,0.25,122,1.0,,5,5,,,,,,,0.0676373,
Untangle: CS l0,seqFISHp2019,5,0.5,122,1.0,,5,5,,,,,,,0.0314837,
Untangle: CS l0,seqFISHp2019,5,0.75,122,1.0,,5,5,,,,,,,0.0799999,
Untangle: CS l0,seqFISHp2019,5,1.0,122,0.2,,5,1,,,,,,,0.0895461,
Untangle: CS l0,seqFISHp2019,5,1.25,122,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.5,122,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.75,122,0.8,,5,4,,,,,,,0.0767417,
Untangle: CS l0,seqFISHp2019,5,2.0,122,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.0,122,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.25,122,1.0,,10,10,,,,,,,0.0174356,
Untangle: CS l0,seqFISHp2019,10,0.5,122,1.0,,10,10,,,,,,,0.0306219,
Untangle: CS l0,seqFISHp2019,10,0.75,122,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.0,122,0.1,,10,1,,,,,,,0.080681,
Untangle: CS l0,seqFISHp2019,10,1.25,122,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,122,0.1,,10,1,,,,,,,0.122414,
Untangle: CS l0,seqFISHp2019,10,1.75,122,0.1,,10,1,,,,,,,0.0978776,
Untangle: CS l0,seqFISHp2019,10,2.0,122,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.25,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.5,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,122,0.0666666666666666,,15,1,,,,,,,0.071777,
Untangle: CS l0,seqFISHp2019,15,1.0,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.75,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,122,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.25,122,0.05,,20,1,,,,,,,0.0537953,
Untangle: CS l0,seqFISHp2019,20,0.5,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,122,0.05,,20,1,,,,,,,0.0493692,
Untangle: CS l0,seqFISHp2019,20,1.0,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.5,122,0.05,,20,1,,,,,,,0.0561238,
Untangle: CS l0,seqFISHp2019,20,1.75,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,122,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,123,1.0,,5,5,,,,,,,0.0619116,
Untangle: CS l0,seqFISHp2019,5,0.25,123,1.0,,5,5,,,,,,,0.0462486,
Untangle: CS l0,seqFISHp2019,5,0.5,123,1.0,,5,5,,,,,,,0.0848817,
Untangle: CS l0,seqFISHp2019,5,0.75,123,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.0,123,1.0,,5,5,,,,,,,0.00945789,
Untangle: CS l0,seqFISHp2019,5,1.25,123,1.0,,5,5,,,,,,,0.00538816,
Untangle: CS l0,seqFISHp2019,5,1.5,123,1.0,,5,5,,,,,,,0.0598353,
Untangle: CS l0,seqFISHp2019,5,1.75,123,0.8,,5,4,,,,,,,0.0174992,
Untangle: CS l0,seqFISHp2019,5,2.0,123,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.0,123,1.0,,10,10,,,,,,,0.00560497,
Untangle: CS l0,seqFISHp2019,10,0.25,123,1.0,,10,10,,,,,,,0.0175233,
Untangle: CS l0,seqFISHp2019,10,0.5,123,0.3,,10,3,,,,,,,0.04691,
Untangle: CS l0,seqFISHp2019,10,0.75,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.0,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.25,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.75,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,2.0,123,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,123,0.3333333333333333,,15,5,,,,,,,0.0273524,
Untangle: CS l0,seqFISHp2019,15,0.25,123,1.0,,15,15,,,,,,,0.00920752,
Untangle: CS l0,seqFISHp2019,15,0.5,123,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,123,0.0666666666666666,,15,1,,,,,,,0.0819813,
Untangle: CS l0,seqFISHp2019,15,1.0,123,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,123,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,123,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.75,123,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,123,0.0666666666666666,,15,1,,,,,,,0.059285,
Untangle: CS l0,seqFISHp2019,20,0.0,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.25,123,0.1,,20,2,,,,,,,0.0463521,
Untangle: CS l0,seqFISHp2019,20,0.5,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.0,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.5,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,123,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,124,1.0,,5,5,,,,,,,0.068712,
Untangle: CS l0,seqFISHp2019,5,0.25,124,1.0,,5,5,,,,,,,0.0557362,
Untangle: CS l0,seqFISHp2019,5,0.5,124,1.0,,5,5,,,,,,,0.00678103,
Untangle: CS l0,seqFISHp2019,5,0.75,124,0.8,,5,4,,,,,,,0.0830796,
Untangle: CS l0,seqFISHp2019,5,1.0,124,0.2,,5,1,,,,,,,0.122986,
Untangle: CS l0,seqFISHp2019,5,1.25,124,0.8,,5,4,,,,,,,0.0858365,
Untangle: CS l0,seqFISHp2019,5,1.5,124,0.2,,5,1,,,,,,,0.112527,
Untangle: CS l0,seqFISHp2019,5,1.75,124,0.4,,5,2,,,,,,,0.0891879,
Untangle: CS l0,seqFISHp2019,5,2.0,124,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.0,124,1.0,,10,10,,,,,,,0.0374776,
Untangle: CS l0,seqFISHp2019,10,0.25,124,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.5,124,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.75,124,0.9,,10,9,,,,,,,0.017766,
Untangle: CS l0,seqFISHp2019,10,1.0,124,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.25,124,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,124,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.75,124,0.1,,10,1,,,,,,,0.122524,
Untangle: CS l0,seqFISHp2019,10,2.0,124,0.1,,10,1,,,,,,,0.103267,
Untangle: CS l0,seqFISHp2019,15,0.0,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.25,124,0.1333333333333333,,15,2,,,,,,,0.0385081,
Untangle: CS l0,seqFISHp2019,15,0.5,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.0,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.75,124,0.0666666666666666,,15,1,,,,,,,0.0851594,
Untangle: CS l0,seqFISHp2019,15,2.0,124,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.25,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.5,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.0,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,124,0.1,,20,2,,,,,,,0.0423349,
Untangle: CS l0,seqFISHp2019,20,1.5,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,124,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,125,1.0,,5,5,,,,,,,0.0125593,
Untangle: CS l0,seqFISHp2019,5,0.25,125,1.0,,5,5,,,,,,,0.0538169,
Untangle: CS l0,seqFISHp2019,5,0.5,125,1.0,,5,5,,,,,,,0.00518781,
Untangle: CS l0,seqFISHp2019,5,0.75,125,1.0,,5,5,,,,,,,0.0761026,
Untangle: CS l0,seqFISHp2019,5,1.0,125,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.25,125,1.0,,5,5,,,,,,,0.0541954,
Untangle: CS l0,seqFISHp2019,5,1.5,125,1.0,,5,5,,,,,,,0.0478494,
Untangle: CS l0,seqFISHp2019,5,1.75,125,0.2,,5,1,,,,,,,0.11332,
Untangle: CS l0,seqFISHp2019,5,2.0,125,0.8,,5,4,,,,,,,0.0657174,
Untangle: CS l0,seqFISHp2019,10,0.0,125,0.6,,10,6,,,,,,,0.0410147,
Untangle: CS l0,seqFISHp2019,10,0.25,125,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.5,125,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.75,125,0.2,,10,2,,,,,,,0.0652099,
Untangle: CS l0,seqFISHp2019,10,1.0,125,1.0,,10,10,,,,,,,0.0221808,
Untangle: CS l0,seqFISHp2019,10,1.25,125,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,125,0.1,,10,1,,,,,,,0.056943,
Untangle: CS l0,seqFISHp2019,10,1.75,125,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,2.0,125,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,125,0.2,,15,3,,,,,,,0.0396703,
Untangle: CS l0,seqFISHp2019,15,0.25,125,0.0666666666666666,,15,1,,,,,,,0.0651832,
Untangle: CS l0,seqFISHp2019,15,0.5,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.0,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.25,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,125,0.0666666666666666,,15,1,,,,,,,0.0780394,
Untangle: CS l0,seqFISHp2019,15,1.75,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,125,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,125,0.05,,20,1,,,,,,,0.0416241,
Untangle: CS l0,seqFISHp2019,20,0.25,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.5,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.0,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,125,0.05,,20,1,,,,,,,0.0582942,
Untangle: CS l0,seqFISHp2019,20,1.5,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,125,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,125,0.1,,20,2,,,,,,,0.0511376,
Untangle: CS l0,seqFISHp2019,5,0.0,126,1.0,,5,5,,,,,,,0.0490255,
Untangle: CS l0,seqFISHp2019,5,0.25,126,1.0,,5,5,,,,,,,0.0635206,
Untangle: CS l0,seqFISHp2019,5,0.5,126,1.0,,5,5,,,,,,,0.0453559,
Untangle: CS l0,seqFISHp2019,5,0.75,126,1.0,,5,5,,,,,,,0.0184771,
Untangle: CS l0,seqFISHp2019,5,1.0,126,1.0,,5,5,,,,,,,0.0505731,
Untangle: CS l0,seqFISHp2019,5,1.25,126,0.4,,5,2,,,,,,,0.116697,
Untangle: CS l0,seqFISHp2019,5,1.5,126,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.75,126,0.8,,5,4,,,,,,,0.0847713,
Untangle: CS l0,seqFISHp2019,5,2.0,126,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.0,126,1.0,,10,10,,,,,,,0.0121646,
Untangle: CS l0,seqFISHp2019,10,0.25,126,1.0,,10,10,,,,,,,0.0156939,
Untangle: CS l0,seqFISHp2019,10,0.5,126,0.1,,10,1,,,,,,,0.123175,
Untangle: CS l0,seqFISHp2019,10,0.75,126,0.3,,10,3,,,,,,,0.0525682,
Untangle: CS l0,seqFISHp2019,10,1.0,126,1.0,,10,10,,,,,,,0.0278824,
Untangle: CS l0,seqFISHp2019,10,1.25,126,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,126,0.1,,10,1,,,,,,,0.0876814,
Untangle: CS l0,seqFISHp2019,10,1.75,126,0.2,,10,2,,,,,,,0.0567102,
Untangle: CS l0,seqFISHp2019,10,2.0,126,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.25,126,0.2,,15,3,,,,,,,0.0356666,
Untangle: CS l0,seqFISHp2019,15,0.5,126,0.0666666666666666,,15,1,,,,,,,0.0786582,
Untangle: CS l0,seqFISHp2019,15,0.75,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.0,126,0.0666666666666666,,15,1,,,,,,,0.065601,
Untangle: CS l0,seqFISHp2019,15,1.25,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.75,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,126,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.25,126,0.1,,20,2,,,,,,,0.0468166,
Untangle: CS l0,seqFISHp2019,20,0.5,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,126,0.2,,20,4,,,,,,,0.0237219,
Untangle: CS l0,seqFISHp2019,20,1.0,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.5,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,126,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,127,1.0,,5,5,,,,,,,0.00949864,
Untangle: CS l0,seqFISHp2019,5,0.25,127,1.0,,5,5,,,,,,,0.0630333,
Untangle: CS l0,seqFISHp2019,5,0.5,127,1.0,,5,5,,,,,,,0.0762255,
Untangle: CS l0,seqFISHp2019,5,0.75,127,1.0,,5,5,,,,,,,0.0803995,
Untangle: CS l0,seqFISHp2019,5,1.0,127,1.0,,5,5,,,,,,,0.0744733,
Untangle: CS l0,seqFISHp2019,5,1.25,127,1.0,,5,5,,,,,,,0.0792484,
Untangle: CS l0,seqFISHp2019,5,1.5,127,1.0,,5,5,,,,,,,0.00459635,
Untangle: CS l0,seqFISHp2019,5,1.75,127,1.0,,5,5,,,,,,,0.00392777,
Untangle: CS l0,seqFISHp2019,5,2.0,127,0.8,,5,4,,,,,,,0.0375903,
Untangle: CS l0,seqFISHp2019,10,0.0,127,1.0,,10,10,,,,,,,0.0330924,
Untangle: CS l0,seqFISHp2019,10,0.25,127,0.2,,10,2,,,,,,,0.0629503,
Untangle: CS l0,seqFISHp2019,10,0.5,127,0.6,,10,6,,,,,,,0.0394165,
Untangle: CS l0,seqFISHp2019,10,0.75,127,1.0,,10,10,,,,,,,0.0304517,
Untangle: CS l0,seqFISHp2019,10,1.0,127,0.1,,10,1,,,,,,,0.0709954,
Untangle: CS l0,seqFISHp2019,10,1.25,127,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,127,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.75,127,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,2.0,127,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,127,0.1333333333333333,,15,2,,,,,,,0.0390213,
Untangle: CS l0,seqFISHp2019,15,0.25,127,0.0666666666666666,,15,1,,,,,,,0.0734494,
Untangle: CS l0,seqFISHp2019,15,0.5,127,0.0666666666666666,,15,1,,,,,,,0.0579659,
Untangle: CS l0,seqFISHp2019,15,0.75,127,0.0666666666666666,,15,1,,,,,,,0.0626784,
Untangle: CS l0,seqFISHp2019,15,1.0,127,0.1333333333333333,,15,2,,,,,,,0.0486512,
Untangle: CS l0,seqFISHp2019,15,1.25,127,0.0666666666666666,,15,1,,,,,,,0.0513665,
Untangle: CS l0,seqFISHp2019,15,1.5,127,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.75,127,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,127,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,127,0.1,,20,2,,,,,,,0.0553645,
Untangle: CS l0,seqFISHp2019,20,0.25,127,0.05,,20,1,,,,,,,0.0489056,
Untangle: CS l0,seqFISHp2019,20,0.5,127,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.75,127,0.05,,20,1,,,,,,,0.0913305,
Untangle: CS l0,seqFISHp2019,20,1.0,127,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.25,127,0.05,,20,1,,,,,,,0.0720937,
Untangle: CS l0,seqFISHp2019,20,1.5,127,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,1.75,127,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,2.0,127,0.0,,20,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,0.0,128,1.0,,5,5,,,,,,,0.0824131,
Untangle: CS l0,seqFISHp2019,5,0.25,128,0.2,,5,1,,,,,,,0.109874,
Untangle: CS l0,seqFISHp2019,5,0.5,128,1.0,,5,5,,,,,,,0.0769648,
Untangle: CS l0,seqFISHp2019,5,0.75,128,0.0,,5,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,5,1.0,128,1.0,,5,5,,,,,,,0.0505337,
Untangle: CS l0,seqFISHp2019,5,1.25,128,0.2,,5,1,,,,,,,0.123461,
Untangle: CS l0,seqFISHp2019,5,1.5,128,0.8,,5,4,,,,,,,0.072014,
Untangle: CS l0,seqFISHp2019,5,1.75,128,0.8,,5,4,,,,,,,0.0663278,
Untangle: CS l0,seqFISHp2019,5,2.0,128,0.8,,5,4,,,,,,,0.0839421,
Untangle: CS l0,seqFISHp2019,10,0.0,128,1.0,,10,10,,,,,,,0.00176071,
Untangle: CS l0,seqFISHp2019,10,0.25,128,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,0.5,128,0.4,,10,4,,,,,,,0.0388158,
Untangle: CS l0,seqFISHp2019,10,0.75,128,0.1,,10,1,,,,,,,0.0955207,
Untangle: CS l0,seqFISHp2019,10,1.0,128,0.1,,10,1,,,,,,,0.107635,
Untangle: CS l0,seqFISHp2019,10,1.25,128,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.5,128,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,10,1.75,128,0.1,,10,1,,,,,,,0.0932878,
Untangle: CS l0,seqFISHp2019,10,2.0,128,0.0,,10,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.0,128,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.25,128,0.0666666666666666,,15,1,,,,,,,0.0677508,
Untangle: CS l0,seqFISHp2019,15,0.5,128,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,0.75,128,0.2,,15,3,,,,,,,0.0468414,
Untangle: CS l0,seqFISHp2019,15,1.0,128,0.0666666666666666,,15,1,,,,,,,0.0673218,
Untangle: CS l0,seqFISHp2019,15,1.25,128,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,1.5,128,0.0666666666666666,,15,1,,,,,,,0.0733857,
Untangle: CS l0,seqFISHp2019,15,1.75,128,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,15,2.0,128,0.0,,15,0,,,,,,,,
Untangle: CS l0,seqFISHp2019,20,0.0,128,0.05,,20,1,,,,,,,0.0748497,
