method,code,nbarcodes,rstdv,rep,sensitivity,fdr,n_true,n_decoded,n_fd,not_decoded_true,param_l1,param_peak,param_Q,param_tau,best_lambda,param_k1
bardensr,seqFISHp2019,5,0.75,67,0.0,0.0,5,0,0.0,5.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.0,67,0.8,0.0,5,4,0.0,1.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,1.25,67,0.2,0.0,5,1,0.0,4.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,1.5,67,0.0,0.0,5,0,0.0,5.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.75,67,0.2,0.0,5,1,0.0,4.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,2.0,67,0.0,0.0,5,0,0.0,5.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,0.0,67,0.9,0.0,10,9,0.0,1.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,0.25,67,0.9,0.0,10,9,0.0,1.0,0.01,0.08,,,,
bardensr,seqFISHp2019,10,0.5,67,0.5,0.0,10,5,0.0,5.0,0.03,0.06,,,,
bardensr,seqFISHp2019,10,0.75,67,0.3,0.0,10,3,0.0,7.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,1.0,67,0.3,0.0,10,3,0.0,7.0,0.01,0.06,,,,
bardensr,seqFISHp2019,10,1.25,67,0.2,0.0,10,2,0.0,8.0,0.03,0.08,,,,
bardensr,seqFISHp2019,10,1.5,67,0.2,0.0,10,2,0.0,8.0,0.01,0.08,,,,
bardensr,seqFISHp2019,10,1.75,67,0.2,0.0,10,2,0.0,8.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,2.0,67,0.0,0.0,10,0,0.0,10.0,0.0,0.12,,,,
bardensr,seqFISHp2019,15,0.0,67,0.1333333333333333,0.0,15,2,0.0,13.0,0.01,0.08,,,,
bardensr,seqFISHp2019,15,0.25,67,0.6,0.0,15,9,0.0,6.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,0.5,67,0.1333333333333333,0.0,15,2,0.0,13.0,0.01,0.06,,,,
bardensr,seqFISHp2019,15,0.75,67,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.0,67,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.25,67,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.5,67,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.75,67,0.0,0.0,15,0,0.0,15.0,0.0,0.1,,,,
bardensr,seqFISHp2019,15,2.0,67,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.0,67,0.15,0.0,20,3,0.0,17.0,0.01,0.12,,,,
bardensr,seqFISHp2019,20,0.25,67,0.2,0.0,20,4,0.0,16.0,0.03,0.15,,,,
bardensr,seqFISHp2019,20,0.5,67,0.1,0.0,20,2,0.0,18.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.75,67,0.05,0.0,20,1,0.0,19.0,0.03,0.15,,,,
bardensr,seqFISHp2019,20,1.0,67,0.05,0.0,20,1,0.0,19.0,0.03,0.1,,,,
bardensr,seqFISHp2019,20,1.25,67,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,67,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,1.75,67,0.0,0.0,20,0,0.0,20.0,0.0,0.06,,,,
bardensr,seqFISHp2019,20,2.0,67,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,0.0,68,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.25,68,1.0,0.0,5,5,0.0,0.0,0.01,0.05,,,,
bardensr,seqFISHp2019,5,0.5,68,1.0,0.0,5,5,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,0.75,68,0.8,0.0,5,4,0.0,1.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,1.0,68,0.4,0.0,5,2,0.0,3.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.25,68,0.2,0.0,5,1,0.0,4.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.5,68,0.4,0.0,5,2,0.0,3.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.75,68,0.0,0.0,5,0,0.0,5.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,2.0,68,0.0,0.0,5,0,0.0,5.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,0.0,68,0.6,0.0,10,6,0.0,4.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.25,68,1.0,0.0,10,10,0.0,0.0,0.03,0.08,,,,
bardensr,seqFISHp2019,10,0.5,68,0.2,0.0,10,2,0.0,8.0,0.01,0.06,,,,
bardensr,seqFISHp2019,10,0.75,68,0.1,0.0,10,1,0.0,9.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,1.0,68,0.2,0.0,10,2,0.0,8.0,0.1,0.3,,,,
bardensr,seqFISHp2019,10,1.25,68,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,1.5,68,0.1,0.0,10,1,0.0,9.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,1.75,68,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,2.0,68,0.0,0.0,10,0,0.0,10.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,0.0,68,0.4666666666666667,0.0,15,7,0.0,8.0,0.001,0.05,,,,
bardensr,seqFISHp2019,15,0.25,68,0.0666666666666666,0.0,15,1,0.0,14.0,0.03,0.15,,,,
bardensr,seqFISHp2019,15,0.5,68,0.4,0.0,15,6,0.0,9.0,0.03,0.1,,,,
bardensr,seqFISHp2019,15,0.75,68,0.0666666666666666,0.0,15,1,0.0,14.0,0.001,0.06,,,,
bardensr,seqFISHp2019,15,1.0,68,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.25,68,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.5,68,0.0,0.0,15,0,0.0,15.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.75,68,0.0666666666666666,0.0,15,1,0.0,14.0,0.01,0.08,,,,
bardensr,seqFISHp2019,15,2.0,68,0.0,0.0,15,0,0.0,15.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,0.0,68,0.5,0.0,20,10,0.0,10.0,0.03,0.12,,,,
bardensr,seqFISHp2019,20,0.25,68,0.0,0.0,20,0,0.0,20.0,0.0,0.06,,,,
bardensr,seqFISHp2019,20,0.5,68,0.05,0.0,20,1,0.0,19.0,0.001,0.12,,,,
bardensr,seqFISHp2019,20,0.75,68,0.1,0.0,20,2,0.0,18.0,0.01,0.12,,,,
bardensr,seqFISHp2019,20,1.0,68,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.25,68,0.1,0.0,20,2,0.0,18.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,68,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,1.75,68,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,2.0,68,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,0.0,69,1.0,0.0,5,5,0.0,0.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.25,69,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.5,69,1.0,0.0,5,5,0.0,0.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.75,69,1.0,0.0,5,5,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.0,69,0.2,0.0,5,1,0.0,4.0,0.01,0.06,,,,
bardensr,seqFISHp2019,5,1.25,69,0.4,0.0,5,2,0.0,3.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.5,69,0.4,0.0,5,2,0.0,3.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.75,69,0.4,0.0,5,2,0.0,3.0,0.01,0.08,,,,
bardensr,seqFISHp2019,5,2.0,69,0.0,0.0,5,0,0.0,5.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.0,69,0.5,0.0,10,5,0.0,5.0,0.03,0.1,,,,
bardensr,seqFISHp2019,10,0.25,69,0.6,0.0,10,6,0.0,4.0,0.03,0.1,,,,
bardensr,seqFISHp2019,10,0.5,69,0.7,0.0,10,7,0.0,3.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,0.75,69,0.5,0.0,10,5,0.0,5.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,1.0,69,0.1,0.0,10,1,0.0,9.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,1.25,69,0.1,0.0,10,1,0.0,9.0,0.001,0.08,,,,
bardensr,seqFISHp2019,10,1.5,69,0.1,0.0,10,1,0.0,9.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,1.75,69,0.0,0.0,10,0,0.0,10.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,2.0,69,0.1,0.0,10,1,0.0,9.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,0.0,69,0.9333333333333332,0.0,15,14,0.0,1.0,0.03,0.1,,,,
bardensr,seqFISHp2019,15,0.25,69,0.2666666666666666,0.0,15,4,0.0,11.0,0.01,0.06,,,,
bardensr,seqFISHp2019,15,0.5,69,0.2,0.0,15,3,0.0,12.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,0.75,69,0.4666666666666667,0.0,15,7,0.0,8.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.0,69,0.0,0.0,15,0,0.0,15.0,0.0,0.1,,,,
bardensr,seqFISHp2019,15,1.25,69,0.0,0.0,15,0,0.0,15.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,1.5,69,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,1.75,69,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,2.0,69,0.0,0.0,15,0,0.0,15.0,0.0,0.06,,,,
bardensr,seqFISHp2019,20,0.0,69,0.15,0.0,20,3,0.0,17.0,0.01,0.06,,,,
bardensr,seqFISHp2019,20,0.25,69,0.2,0.0,20,4,0.0,16.0,0.001,0.08,,,,
bardensr,seqFISHp2019,20,0.5,69,0.1,0.0,20,2,0.0,18.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,0.75,69,0.1,0.0,20,2,0.0,18.0,0.001,0.05,,,,
bardensr,seqFISHp2019,20,1.0,69,0.1,0.0,20,2,0.0,18.0,0.0,0.06,,,,
bardensr,seqFISHp2019,20,1.25,69,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,1.5,69,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,1.75,69,0.05,0.0,20,1,0.0,19.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,2.0,69,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,5,0.0,70,1.0,0.0,5,5,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,0.25,70,1.0,0.0,5,5,0.0,0.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.5,70,0.2,0.0,5,1,0.0,4.0,0.0,0.1,,,,
bardensr,seqFISHp2019,5,0.75,70,0.8,0.0,5,4,0.0,1.0,0.03,0.08,,,,
bardensr,seqFISHp2019,5,1.0,70,0.2,0.0,5,1,0.0,4.0,0.01,0.06,,,,
bardensr,seqFISHp2019,5,1.25,70,0.4,0.0,5,2,0.0,3.0,0.01,0.06,,,,
bardensr,seqFISHp2019,5,1.5,70,0.2,0.0,5,1,0.0,4.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,1.75,70,0.0,0.0,5,0,0.0,5.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,2.0,70,0.2,0.0,5,1,0.0,4.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,0.0,70,0.9,0.0,10,9,0.0,1.0,0.001,0.04,,,,
bardensr,seqFISHp2019,10,0.25,70,0.3,0.0,10,3,0.0,7.0,0.03,0.1,,,,
bardensr,seqFISHp2019,10,0.5,70,0.9,0.0,10,9,0.0,1.0,0.0,0.04,,,,
bardensr,seqFISHp2019,10,0.75,70,0.4,0.0,10,4,0.0,6.0,0.01,0.1,,,,
bardensr,seqFISHp2019,10,1.0,70,0.0,0.0,10,0,0.0,10.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,1.25,70,0.3,0.0,10,3,0.0,7.0,0.001,0.06,,,,
bardensr,seqFISHp2019,10,1.5,70,0.1,0.0,10,1,0.0,9.0,0.001,0.05,,,,
bardensr,seqFISHp2019,10,1.75,70,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,2.0,70,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,0.0,70,0.6,0.0,15,9,0.0,6.0,0.03,0.08,,,,
bardensr,seqFISHp2019,15,0.25,70,0.3333333333333333,0.0,15,5,0.0,10.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,0.5,70,0.2666666666666666,0.0,15,4,0.0,11.0,0.01,0.08,,,,
bardensr,seqFISHp2019,15,0.75,70,0.0666666666666666,0.0,15,1,0.0,14.0,0.01,0.08,,,,
bardensr,seqFISHp2019,15,1.0,70,0.0666666666666666,0.0,15,1,0.0,14.0,0.03,0.08,,,,
bardensr,seqFISHp2019,15,1.25,70,0.2666666666666666,0.0,15,4,0.0,11.0,0.01,0.1,,,,
bardensr,seqFISHp2019,15,1.5,70,0.0666666666666666,0.0,15,1,0.0,14.0,0.001,0.05,,,,
bardensr,seqFISHp2019,15,1.75,70,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,2.0,70,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.0,70,0.35,0.0,20,7,0.0,13.0,0.001,0.06,,,,
bardensr,seqFISHp2019,20,0.25,70,0.45,0.0,20,9,0.0,11.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.5,70,0.35,0.0,20,7,0.0,13.0,0.01,0.1,,,,
bardensr,seqFISHp2019,20,0.75,70,0.1,0.0,20,2,0.0,18.0,0.001,0.06,,,,
bardensr,seqFISHp2019,20,1.0,70,0.05,0.0,20,1,0.0,19.0,0.01,0.08,,,,
bardensr,seqFISHp2019,20,1.25,70,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,70,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.75,70,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,2.0,70,0.05,0.0,20,1,0.0,19.0,0.1,0.08,,,,
bardensr,seqFISHp2019,5,0.0,71,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.25,71,1.0,0.0,5,5,0.0,0.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.5,71,0.4,0.0,5,2,0.0,3.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.75,71,0.8,0.0,5,4,0.0,1.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.0,71,0.4,0.0,5,2,0.0,3.0,0.03,0.06,,,,
bardensr,seqFISHp2019,5,1.25,71,0.6,0.0,5,3,0.0,2.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.5,71,0.2,0.0,5,1,0.0,4.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.75,71,0.0,0.0,5,0,0.0,5.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,2.0,71,0.2,0.0,5,1,0.0,4.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.0,71,0.1,0.0,10,1,0.0,9.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.25,71,0.6,0.0,10,6,0.0,4.0,0.03,0.08,,,,
bardensr,seqFISHp2019,10,0.5,71,0.5,0.0,10,5,0.0,5.0,0.01,0.06,,,,
bardensr,seqFISHp2019,10,0.75,71,0.4,0.0,10,4,0.0,6.0,0.001,0.05,,,,
bardensr,seqFISHp2019,10,1.0,71,0.3,0.0,10,3,0.0,7.0,0.01,0.08,,,,
bardensr,seqFISHp2019,10,1.25,71,0.1,0.0,10,1,0.0,9.0,0.03,0.1,,,,
bardensr,seqFISHp2019,10,1.5,71,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,1.75,71,0.0,0.0,10,0,0.0,10.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,2.0,71,0.0,0.0,10,0,0.0,10.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,0.0,71,0.2666666666666666,0.0,15,4,0.0,11.0,0.01,0.08,,,,
bardensr,seqFISHp2019,15,0.25,71,0.6666666666666666,0.0,15,10,0.0,5.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,0.5,71,0.2,0.0,15,3,0.0,12.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,0.75,71,0.0,0.0,15,0,0.0,15.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,1.0,71,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.25,71,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.5,71,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.75,71,0.0,0.0,15,0,0.0,15.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,2.0,71,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.06,,,,
bardensr,seqFISHp2019,20,0.0,71,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,0.25,71,0.5,0.0,20,10,0.0,10.0,0.01,0.1,,,,
bardensr,seqFISHp2019,20,0.5,71,0.05,0.0,20,1,0.0,19.0,0.03,0.2,,,,
bardensr,seqFISHp2019,20,0.75,71,0.1,0.0,20,2,0.0,18.0,0.03,0.12,,,,
bardensr,seqFISHp2019,20,1.0,71,0.05,0.0,20,1,0.0,19.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.25,71,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,71,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.75,71,0.05,0.0,20,1,0.0,19.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,2.0,71,0.0,0.0,20,0,0.0,20.0,0.0,0.15,,,,
bardensr,seqFISHp2019,5,0.0,72,1.0,0.0,5,5,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,0.25,72,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.5,72,1.0,0.0,5,5,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,0.75,72,0.8,0.0,5,4,0.0,1.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.0,72,0.2,0.0,5,1,0.0,4.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,1.25,72,0.2,0.0,5,1,0.0,4.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,1.5,72,0.4,0.0,5,2,0.0,3.0,0.001,0.08,,,,
bardensr,seqFISHp2019,5,1.75,72,0.2,0.0,5,1,0.0,4.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,2.0,72,0.4,0.0,5,2,0.0,3.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.0,72,0.6,0.0,10,6,0.0,4.0,0.001,0.06,,,,
bardensr,seqFISHp2019,10,0.25,72,0.4,0.0,10,4,0.0,6.0,0.0,0.04,,,,
bardensr,seqFISHp2019,10,0.5,72,0.3,0.0,10,3,0.0,7.0,0.001,0.05,,,,
bardensr,seqFISHp2019,10,0.75,72,0.7,0.0,10,7,0.0,3.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,1.0,72,0.0,0.0,10,0,0.0,10.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,1.25,72,0.2,0.0,10,2,0.0,8.0,0.01,0.1,,,,
bardensr,seqFISHp2019,10,1.5,72,0.2,0.0,10,2,0.0,8.0,0.001,0.06,,,,
bardensr,seqFISHp2019,10,1.75,72,0.1,0.0,10,1,0.0,9.0,0.01,0.08,,,,
bardensr,seqFISHp2019,10,2.0,72,0.0,0.0,10,0,0.0,10.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,0.0,72,0.2,0.0,15,3,0.0,12.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,0.25,72,0.0666666666666666,0.0,15,1,0.0,14.0,0.1,0.3,,,,
bardensr,seqFISHp2019,15,0.5,72,0.1333333333333333,0.0,15,2,0.0,13.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,0.75,72,0.1333333333333333,0.0,15,2,0.0,13.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.0,72,0.0666666666666666,0.0,15,1,0.0,14.0,0.1,0.15,,,,
bardensr,seqFISHp2019,15,1.25,72,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,1.5,72,0.0666666666666666,0.0,15,1,0.0,14.0,0.03,0.06,,,,
bardensr,seqFISHp2019,15,1.75,72,0.0,0.0,15,0,0.0,15.0,0.0,0.1,,,,
bardensr,seqFISHp2019,15,2.0,72,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.0,72,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.25,72,0.15,0.0,20,3,0.0,17.0,0.01,0.15,,,,
bardensr,seqFISHp2019,20,0.5,72,0.1,0.0,20,2,0.0,18.0,0.001,0.1,,,,
bardensr,seqFISHp2019,20,0.75,72,0.1,0.0,20,2,0.0,18.0,0.001,0.05,,,,
bardensr,seqFISHp2019,20,1.0,72,0.15,0.0,20,3,0.0,17.0,0.001,0.06,,,,
bardensr,seqFISHp2019,20,1.25,72,0.1,0.0,20,2,0.0,18.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,72,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.75,72,0.1,0.0,20,2,0.0,18.0,0.03,0.15,,,,
bardensr,seqFISHp2019,20,2.0,72,0.1,0.0,20,2,0.0,18.0,0.01,0.08,,,,
bardensr,seqFISHp2019,5,0.0,73,0.8,0.0,5,4,0.0,1.0,0.01,0.08,,,,
bardensr,seqFISHp2019,5,0.25,73,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.5,73,1.0,0.0,5,5,0.0,0.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.75,73,1.0,0.0,5,5,0.0,0.0,0.001,0.05,,,,
bardensr,seqFISHp2019,5,1.0,73,0.6,0.0,5,3,0.0,2.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,1.25,73,0.6,0.0,5,3,0.0,2.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,1.5,73,0.0,0.0,5,0,0.0,5.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,1.75,73,0.2,0.0,5,1,0.0,4.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,2.0,73,0.2,0.0,5,1,0.0,4.0,0.0,0.08,,,,
bardensr,seqFISHp2019,10,0.0,73,1.0,0.0,10,10,0.0,0.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,0.25,73,0.6,0.0,10,6,0.0,4.0,0.001,0.06,,,,
bardensr,seqFISHp2019,10,0.5,73,0.8,0.0,10,8,0.0,2.0,0.01,0.06,,,,
bardensr,seqFISHp2019,10,0.75,73,0.4,0.0,10,4,0.0,6.0,0.001,0.05,,,,
bardensr,seqFISHp2019,10,1.0,73,0.3,0.0,10,3,0.0,7.0,0.03,0.1,,,,
bardensr,seqFISHp2019,10,1.25,73,0.2,0.0,10,2,0.0,8.0,0.0,0.06,,,,
bardensr,seqFISHp2019,10,1.5,73,0.1,0.0,10,1,0.0,9.0,0.0,0.05,,,,
bardensr,seqFISHp2019,10,1.75,73,0.2,0.0,10,2,0.0,8.0,0.0,0.1,,,,
bardensr,seqFISHp2019,10,2.0,73,0.3,0.0,10,3,0.0,7.0,0.0,0.05,,,,
bardensr,seqFISHp2019,15,0.0,73,0.2666666666666666,0.0,15,4,0.0,11.0,0.001,0.06,,,,
bardensr,seqFISHp2019,15,0.25,73,0.8,0.0,15,12,0.0,3.0,0.03,0.1,,,,
bardensr,seqFISHp2019,15,0.5,73,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,0.75,73,0.2,0.0,15,3,0.0,12.0,0.03,0.1,,,,
bardensr,seqFISHp2019,15,1.0,73,0.0666666666666666,0.0,15,1,0.0,14.0,0.03,0.12,,,,
bardensr,seqFISHp2019,15,1.25,73,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.5,73,0.0666666666666666,0.0,15,1,0.0,14.0,0.0,0.06,,,,
bardensr,seqFISHp2019,15,1.75,73,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,15,2.0,73,0.0,0.0,15,0,0.0,15.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,0.0,73,0.15,0.0,20,3,0.0,17.0,0.01,0.12,,,,
bardensr,seqFISHp2019,20,0.25,73,0.0,0.0,20,0,0.0,20.0,0.0,0.1,,,,
bardensr,seqFISHp2019,20,0.5,73,0.15,0.0,20,3,0.0,17.0,0.01,0.1,,,,
bardensr,seqFISHp2019,20,0.75,73,0.1,0.0,20,2,0.0,18.0,0.01,0.1,,,,
bardensr,seqFISHp2019,20,1.0,73,0.05,0.0,20,1,0.0,19.0,0.03,0.15,,,,
bardensr,seqFISHp2019,20,1.25,73,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.5,73,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,1.75,73,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,20,2.0,73,0.0,0.0,20,0,0.0,20.0,0.0,0.08,,,,
bardensr,seqFISHp2019,5,0.0,74,1.0,0.0,5,5,0.0,0.0,0.0,0.05,,,,
bardensr,seqFISHp2019,5,0.25,74,0.2,0.0,5,1,0.0,4.0,0.0,0.06,,,,
bardensr,seqFISHp2019,5,0.5,74,0.6,0.0,5,3,0.0,2.0,0.0,0.04,,,,
bardensr,seqFISHp2019,5,0.75,74,0.2,0.0,5,1,0.0,4.0,0.03,0.08,,,,
bardensr,seqFISHp2019,5,1.0,74,0.2,0.0,5,1,0.0,4.0,0.0,0.04,,,,
