gene,x,y
Khdrbs1,452.0868161574525,1862.9964708496136
negative_control,472.6171724133167,1855.922126350887
Tpi1,472.5911136713211,1856.4481167635204
negative_control,471.25166844708,1856.771656839469
St13,473.68900093998735,1856.123813550368
Pkm,472.90288327554777,1854.3541782996465
Tpm4,520.6663515002426,1864.77782275952
Nr2f2,539.1091564706799,1862.3836681772664
Mrpl35,546.636410873651,1847.3669521194747
Spp1,548.6669519513055,1850.855958042482
Spp1,556.826175523613,1865.6331650583584
Spp1,579.6564313970928,1862.484410200016
Khdrbs1,589.4873612407023,1870.2273379476185
Ltbp3,592.3114435692744,1854.2955229909976
Timp2,620.028900300219,1861.4713130153807
negative_control,621.2557159598289,1863.271822506612
negative_control,620.9529692627481,1862.3916412158196
negative_control,620.2525566795794,1861.668998380529
Spp1,629.5859372478926,1872.7927168157091
Spp1,635.9288233115481,1875.646401264441
Cops7a,639.1621660940918,1848.7014514922896
Srebf2,640.5062950844056,1847.7462528408412
Tpm4,639.4676564865711,1867.427335047635
Vim,644.7991865749561,1881.4573604688023
negative_control,644.8585664839384,1884.6395923219395
negative_control,644.4299957108485,1883.0868533698167
Cops7a,645.5493689886805,1888.38630241706
Tpm4,665.6576153693945,1888.6776190767869
Tpm4,665.9854367053924,1869.370297785347
Lrrc59,665.0688754803425,1834.4793396320288
Tpm4,665.7435298796365,1833.431496929751
Spp1,678.6372282646703,1883.3353180078889
Aqp1,678.3111891994383,1883.3060559629432
Rcc2,679.1907243055186,1898.937718523736
Pla2g4a,679.6711269789287,1897.4689713613163
Lamp1,678.5400196362898,1900.907182430307
Ncl,680.1960096016536,1898.4503820260395
Prrx1,679.0304136544967,1899.9970336689964
negative_control,681.3461685928779,1844.3134904846916
negative_control,685.6344496922068,1851.0322474059176
Spp1,686.5859532666784,1897.115353032216
negative_control,686.3945839292602,1897.215516374659
Rps15a,686.1232974827537,1896.637003217468
negative_control,689.0173858142299,1858.649017204887
Ncl,689.5336085369173,1858.1157283672972
negative_control,689.0139939291448,1858.583833327898
Rpl15,688.0473798657581,1858.8464029166012
Rarg,689.9065248868412,1880.7789270837511
Vim,691.4116402017811,1874.2430730583123
Zfp36l1,690.2886199616476,1875.8587308270744
negative_control,691.6036146501963,1873.9915657219835
negative_control,691.9094794715214,1874.3706405548523
Mrpl38,692.9408878955878,1886.257212386414
negative_control,695.4365763137826,1874.9507754576923
negative_control,695.4331467048437,1876.253840983868
Prpsap1,700.4226426682108,1829.2181412280445
Jun,701.2622024230755,1884.4447741468891
Ubxn1,700.6123341880623,1885.1633030563612
