gene,x,y
Prpsap1,870.9937181758928,312.0586887837342
Tpm4,871.3061858786311,312.33981615417247
Ptbp1,870.8108765848134,394.2421723572775
G3bp1,871.3573844074058,393.4000894632779
Nudt9,871.9994404755226,394.58099939931
Cops7a,874.5051200668108,372.428434762209
Cops7a,877.1989345493324,314.4234298876382
Khdrbs1,878.1323232847167,367.9742952181578
Tpm4,879.1380364686504,317.8825298663493
Eef1g,881.9574702811803,388.1356894254445
Maged1,880.0721572383209,387.95768154097584
Pkm,882.7078080162524,389.2818523679547
negative_control,880.9284725111114,387.2061919046111
Psma7,880.1446921927152,385.8075614410516
negative_control,881.8432073026202,326.1286291885138
negative_control,886.2813614089935,402.2146136497486
negative_control,885.3258257879108,400.6970312910817
negative_control,884.6035956607288,399.6129928517241
negative_control,886.7575906172312,403.3147284747735
negative_control,883.3309458893757,397.01301344394335
negative_control,886.1909453305054,398.4428884631542
negative_control,885.8724964347412,401.0263644636574
negative_control,884.3974260534907,397.2297925385968
negative_control,882.5218115506309,398.0585713010905
negative_control,885.0921683516005,315.83188506536544
negative_control,885.0336467300102,316.82486591886016
Pkm,884.3412059495281,379.5728192420284
negative_control,885.3638452471538,378.8168451955952
Ercc1,883.4216325686584,378.29252729723135
Ywhaz,882.5537704058315,378.61782041197256
Actn4,883.2706562738858,380.57234961771553
Malat1,883.7069687506827,379.5877439335913
Fkbp8,886.293091020775,378.5102512144185
Tpm4,886.0621971280048,440.8822708259481
Khdrbs1,886.9003959577775,407.5896399575249
Eif3f,886.9748113591307,423.3104572359151
Mrpl38,887.3177024157452,436.0149585455273
Polr2e,891.5038142442129,393.86838196822345
Tpm4,890.449747868597,392.4721881641733
Ppm1g,890.3427988439643,338.893788327437
Rpl18a,889.8051083013488,310.7051674415528
Myh9,891.5323114295427,348.16890913439306
Psmc2,891.7994014562421,348.98013694345326
Vim,892.6898490343833,348.1996616383219
negative_control,891.6002367508845,397.4882129815031
negative_control,893.3040696367591,411.728209048244
G3bp1,894.6501024253243,449.5827638715047
Spp1,894.8327776361714,480.4694448776714
St13,900.9789324151232,348.9480376189197
Polr2m,899.3458548300121,345.2275766184255
Vim,900.6975424047374,348.30384090106185
Maged1,898.9617455502297,348.43698867252846
Eif4g2,905.0418986464408,347.303646517382
Rps6kb2,901.2073345086252,347.6287238278807
negative_control,900.9607302215296,346.5226963196438
Oxct1,898.7002495168622,345.3741333985984
Uqcrq,903.7880746622072,347.2002205599712
negative_control,900.2045933618869,364.606537779852
negative_control,901.2429120227469,423.17476719207554
negative_control,900.7088245812952,424.6510288052264
Psmd7,901.7017572847676,308.2156684947761
Arpc5,902.0453096278708,477.0796009060267
Fus,901.4874892290576,406.9145757768167
Aebp1,902.803280997837,406.6788005931815
negative_control,903.05876432211,305.4371267089407
Spp1,903.5154751371044,434.1209779170224
Tpm4,903.5438064778418,400.0517696945512
Ugdh,905.426071681548,350.59545982545444
Hspd1,904.7794272621736,351.14359104178214
Ran,903.8531145013336,352.05534248059763
negative_control,906.058927735544,351.0090509766423
Rarg,903.6514195677602,352.9713938885096
Eef1g,904.3345133577504,350.9927765063633
Rpl18a,906.7003398060674,351.86152403185133
negative_control,905.7385532780844,310.5990433172332
Nedd4,903.9865687101524,309.6286895786576
negative_control,905.0168543376432,337.77177115798673
negative_control,904.4278507103058,339.5324883523934
Arpc5,905.7594799382013,450.5527661923396
negative_control,905.915768166337,339.53400891527497
Jun,906.7338916940694,410.2123671597242
Mrfap1,907.0044380319904,410.344906716287
Gas1,907.5382756550664,408.6608830382688
negative_control,906.9757197701354,409.4629336685933
Eif4b,907.453786612034,409.2233368586351
negative_control,908.183437470192,409.9607695641863
negative_control,908.1536115672892,307.27498743403135
Spp1,908.4337900196222,458.9301856041901
Pkm,910.8847016915186,450.0740161331983
Spp1,909.8009182409046,449.8564995799336
Mrfap1,911.2309455778122,289.43766769956915
Snx5,909.9653606620468,289.11270381462737
negative_control,910.3102911058112,288.9486501650802
Malat1,910.2821442669806,289.8781964520569
Spp1,910.0036479395934,337.1998129227761
Spp1,910.1268854895336,350.3498512905166
Rpsa,910.1057271903684,329.6494749180441
negative_control,910.592892194404,329.5846471125416
Khdrbs1,911.7907931516002,330.3526701710316
Spp1,912.8278036435024,308.4201857510095
Spp1,913.3310455219834,466.8037160999208
Mvd,914.1674793473776,408.6380707719781
Rbbp7,912.1883594057952,364.772621749718
negative_control,912.2546146152462,365.3148655002256
negative_control,913.7111179272472,364.0611268023106
Tubb5,917.6893927186056,341.24535681976835
Spp1,917.1169655779796,340.73182141765045
Spp1,918.6178541424038,349.9780989425598
Mdh2,917.4988675344888,350.2953899273068
Spp1,918.0618825918834,464.1605166822295
Arpc2,917.7476911794488,310.14740846719667
Rars,918.2462383662888,309.32224381048303
Spp1,918.6243663260836,299.4075482180026
Zfp36l2,915.712224202626,324.6995191634554
negative_control,914.5952040095448,324.8480984531337
negative_control,916.0487729746268,325.3794885239604
Mbd3,918.6459815281314,325.3292381053753
negative_control,916.8263576158416,325.3107246508809
negative_control,918.0836161665096,326.64843975846566
Pla2g4a,918.063760436421,326.16310128617386
negative_control,917.7656804537633,325.55975826132385
Spp1,918.904156081768,356.7316647714046
Ppm1g,920.5566124906588,449.9956759942216
Spp1,921.2116743347494,470.5170649355356
Sfpq,919.0959612813236,484.25785081893343
Lrrc59,921.1965900962908,483.66659981228776
Nfe2l1,918.075934966404,482.8088865950542
Tubb5,919.2549728725512,481.86538308053866
Rpsa,919.2825637090798,483.8234284026174
Spp1,921.6751743256448,482.54304204287087
Arpc5,922.2935816914896,339.93408237537466
Spp1,922.6795699193052,324.76911250506583
Jun,923.9055166837892,325.87138491411133
negative_control,923.3896832249312,326.43758419308347
negative_control,922.1425304133336,324.58371707099127
Spp1,923.5396551391524,307.71692720223393
Puf60,924.7049321694716,465.0998657508469
Mrfap1,924.397374538545,465.2065425564454
Spp1,923.6553843107288,465.33440724541606
Gpi1,924.1502025465132,345.39697366115433
Fkbp4,923.5254683832488,344.90237798022906
Il1rl1,924.2971103263023,346.7996454699454
negative_control,925.2944254410804,345.9850933850737
negative_control,924.5442776587466,344.42195580270266
negative_control,926.0264034791702,319.4028847655758
negative_control,924.949953446636,318.6761519073753
Cops7a,925.0577634231696,320.40881200948775
Hspa8,923.6689902943872,319.63586316311284
Mtch1,925.2774733129412,490.29081618047854
Fus,925.1609445381656,488.963217112276
Gsto1,925.4674726564664,489.0951624289934
negative_control,926.0993210615736,423.0949125541919
Tpm4,928.2096122687652,311.0489233225611
Nr4a1,929.0839181166272,479.9865685088389
Polr2m,930.3224888694403,480.2089980388415
Hspa8,929.5230003784668,479.926492896248
negative_control,928.9354115870192,479.7198326851544
