gene,x,y
Cops7a,781.4922926954371,1419.991120537984
Mvd,839.2041369587132,1469.639335351541
Arpc5,838.8647253704053,1443.7436545568778
Tpm4,850.2800512295578,1476.2891615939216
Arpc5,856.3390617306032,1458.1105528844846
Rarg,858.0814220295789,1470.6876367716538
Vim,856.5834014358497,1487.0878621225152
Ptges3,859.5782050639333,1441.1944866827346
Tubb5,859.0442762355509,1440.9185989851735
Cs,860.1565497062925,1442.05162338864
Ywhaz,858.4029628518352,1441.6253087834364
Zfp36l1,862.7053397363827,1456.7094848741297
Khdrbs1,862.9844650299157,1511.850707792751
Vim,862.6181791086037,1512.2353385109268
Mvd,863.6561252570591,1553.847411572264
Khdrbs1,864.7657410485856,1553.1955422749418
Ncl,866.2945430391292,1549.3172240582287
Tpm4,867.496538049924,1477.9518935259962
Tpm4,869.1859919586939,1463.3869260679105
Ppm1g,870.5214913936886,1554.9107129969275
Hspa9,871.5802646690229,1511.593166459128
Ppm1g,875.6386753106352,1539.6895808533752
Ppm1g,875.2571645412827,1471.450015290029
Sec13,874.9060586195369,1470.0876845030557
Tubb5,874.7749538780015,1472.441282344604
Efemp1,875.6815544695864,1472.0148883020524
Ppm1g,875.442445457581,1531.1630391291203
Tpm4,877.1055220163049,1454.2488762440155
Ppm1g,877.8548473022458,1463.13642678108
Rarg,878.8182880870975,1491.3578175360249
Pdha1,879.0690206392424,1542.7525272109638
Arpc5,880.9987332782332,1554.9931199541495
Ltbp3,880.7796400773112,1497.775840408734
Ppm1g,881.2175788001051,1463.774251541384
Rac1,881.8518470888689,1495.1077188092422
Mrps18b,884.3116054098459,1558.1031232559692
Eif3f,885.1741766956601,1558.109387884314
Khdrbs1,893.9070482026482,1512.1816108512849
Emp1,898.0600555208152,1527.2028554412689
Khdrbs1,896.7462653383027,1527.4393902122576
Nedd4,899.6153967398791,1468.4430884701362
Zfp36l2,899.6575947180389,1467.0121873747817
Ppm1g,900.60319802454,1508.740002957525
Rarg,905.2964080219318,1466.7055886720864
Rarg,908.393291419867,1517.364492232074
Ppm1g,912.911463729019,1540.23940479322
Khdrbs1,918.2119125618128,1480.5883453708848
Khdrbs1,918.0414377861993,1496.1459669580747
Cops7a,919.357310760797,1470.3289020442533
Khdrbs1,921.8816915079234,1565.9571341192086
Tpm4,923.3816008552398,1555.4338992366193
Ppm1g,926.4680325592674,1531.5510646920427
Spp1,929.811145076348,1513.0228730561255
Pkm,934.020330930859,1445.7726205552997
Jun,934.251915187246,1444.890470467081
Gsto1,934.3987678266012,1447.092848710237
Trp53,938.7086038994776,1499.8676721717122
Mvd,939.3079628501924,1473.7436558972615
Rbbp7,939.5877054466872,1492.903590621361
Tpm4,939.5097109716772,1493.5224902467417
Cops7a,940.089877200079,1536.545947958894
Tpm4,939.5388017691836,1490.1625275754998
Arpc5,939.9030369964636,1569.7424557867137
H1f0,945.152859402348,1455.693646805552
Fkbp8,945.0191982687244,1455.3036124136197
Ppm1g,945.0139871068478,1454.847337576326
Spp1,946.5197241680402,1504.311775991483
Arpc5,948.5509117782927,1446.7996317024483
Ppm1g,949.5650656976292,1512.251206860966
Spp1,950.682518208941,1524.310538426193
Ptbp1,951.6357077181314,1454.5712267478134
Ptbp1,954.7873788023248,1482.7425579254038
Ckap4,954.7937351015032,1479.0687557857457
Nfe2l1,954.2603174979524,1480.892768171813
Ddx17,952.9645811602256,1453.7005195872118
Cox7a2l,954.1291458356412,1523.6923502953084
Zfp36l1,956.341814177904,1556.207407151191
Cops7a,957.9103105212092,1516.0422885004773
Ppm1g,958.0745496469142,1535.7170846082886
Tpm4,958.785789065364,1563.433897636919
Ppm1g,960.442077647124,1460.6359636500224
Ltbp3,964.4046731347426,1502.5852019476229
Tpm4,967.4845918725576,1454.804940014879
Zfp36l1,970.3802027088548,1511.5042428235083
Zfp36l1,971.3113280063088,1527.5105713670964
Spp1,973.151128309858,1481.5442671257676
Ltbp3,979.9170179998924,1518.4495778382886
Cops7a,979.5051649123944,1549.6982480066745
Tomm40,980.1945063692076,1492.6038168466423
G3bp1,980.6814829200956,1495.2369952756535
Khdrbs1,982.3673782364964,1548.2701458804638
Lamp2,988.5480071690164,1449.8880578252565
Hspa9,987.4525482885572,1488.235511499116
Cops7a,987.8557969941214,1487.7851765255343
Tomm40,987.343603948023,1487.9580379227414
Pdia4,987.7976868196232,1488.1186243846278
Rarg,991.4485281784872,1496.3362508351474
Spp1,992.04456320597,1507.9226064790755
Mvd,1006.852517873346,1571.506198134431
Zfp36l1,1011.6063444330058,1560.8374507990202
