method,code,nbarcodes,rstdv,rep,sensitivity,fdr,n_true,n_decoded,n_fd,not_decoded_true,param_l1,param_peak,param_Q,param_tau,best_lambda
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,6,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,6,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,6,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,6,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,6,0.1,,10,1,,,,,,,0.129898
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,6,0.1,,10,1,,,,,,,0.164316
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,6,0.2,,10,2,,,,,,,0.0737549
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,6,0.1,,10,1,,,,,,,0.132673
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,7,1.0,,5,5,,,,,,,0.00617134
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,7,1.0,,5,5,,,,,,,0.0111479
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,7,1.0,,5,5,,,,,,,0.0254198
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,7,0.4,,5,2,,,,,,,0.094096
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,7,0.4,,5,2,,,,,,,0.113839
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,7,1.0,,5,5,,,,,,,0.00515469
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,7,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,7,1.0,,10,10,,,,,,,0.00441913
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,7,0.4,,10,4,,,,,,,0.0369012
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,7,0.1,,10,1,,,,,,,0.178108
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,7,0.7,,10,7,,,,,,,0.0253843
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,7,0.1,,10,1,,,,,,,0.125223
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,7,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,7,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,8,1.0,,5,5,,,,,,,0.00825163
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,8,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,8,0.4,,5,2,,,,,,,0.0649054
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,8,1.0,,5,5,,,,,,,0.00693983
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,8,1.0,,5,5,,,,,,,0.0370266
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,8,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,8,0.2,,5,1,,,,,,,0.141085
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,8,0.4,,10,4,,,,,,,0.0341183
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,8,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,8,0.1,,10,1,,,,,,,0.118861
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,8,0.8,,10,8,,,,,,,0.0128698
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,8,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,8,0.1,,10,1,,,,,,,0.168449
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,8,0.2,,10,2,,,,,,,0.0621384
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,9,1.0,,5,5,,,,,,,0.0136735
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,9,1.0,,5,5,,,,,,,0.0247743
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,9,1.0,,5,5,,,,,,,0.00746819
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,9,1.0,,5,5,,,,,,,0.00858272
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,9,0.6,,5,3,,,,,,,0.0620888
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,9,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,9,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,9,0.3,,10,3,,,,,,,0.0551119
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,9,0.1,,10,1,,,,,,,0.13598
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,9,0.2,,10,2,,,,,,,0.0730452
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,9,0.2,,10,2,,,,,,,0.126417
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,9,0.1,,10,1,,,,,,,0.194724
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,9,0.1,,10,1,,,,,,,0.110278
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,9,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,10,1.0,,5,5,,,,,,,0.061113
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,10,1.0,,5,5,,,,,,,0.0435372
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,10,1.0,,5,5,,,,,,,0.00912584
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,10,1.0,,5,5,,,,,,,0.0500731
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,10,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,10,0.4,,5,2,,,,,,,0.0839424
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,10,1.0,,5,5,,,,,,,0.0295455
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,10,0.1,,10,1,,,,,,,0.187058
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,10,0.4,,10,4,,,,,,,0.0450519
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,10,0.5,,10,5,,,,,,,0.0380284
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,10,0.1,,10,1,,,,,,,0.194639
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,10,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,10,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,10,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,11,0.6,,5,3,,,,,,,0.0571262
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,11,0.4,,5,2,,,,,,,0.0915076
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,11,1.0,,5,5,,,,,,,0.0282924
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,11,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,11,1.0,,5,5,,,,,,,0.0366179
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,11,0.4,,5,2,,,,,,,0.0827846
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,11,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,11,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,11,0.2,,10,2,,,,,,,0.0794831
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,11,0.2,,10,2,,,,,,,0.0829399
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,11,0.3,,10,3,,,,,,,0.0500872
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,11,0.2,,10,2,,,,,,,0.0937466
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,11,0.2,,10,2,,,,,,,0.055171
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,11,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,12,1.0,,5,5,,,,,,,0.0495724
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,12,1.0,,5,5,,,,,,,0.0292976
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,12,1.0,,5,5,,,,,,,0.0307402
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,12,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,12,0.2,,5,1,,,,,,,0.206764
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,12,0.2,,5,1,,,,,,,0.172914
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,12,1.0,,5,5,,,,,,,0.0411396
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,12,0.8,,10,8,,,,,,,0.0187827
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,12,0.2,,10,2,,,,,,,0.078785
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,12,0.2,,10,2,,,,,,,0.0836969
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,12,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,12,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,12,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,12,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,13,1.0,,5,5,,,,,,,0.00555591
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,13,1.0,,5,5,,,,,,,0.0481727
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,13,1.0,,5,5,,,,,,,0.00889438
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,13,1.0,,5,5,,,,,,,0.0476046
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,13,1.0,,5,5,,,,,,,0.037604
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,13,1.0,,5,5,,,,,,,0.0102059
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,13,1.0,,5,5,,,,,,,0.00948617
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,13,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,13,0.2,,10,2,,,,,,,0.0623674
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,13,0.5,,10,5,,,,,,,0.0293475
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,13,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,13,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,13,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,13,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,14,1.0,,5,5,,,,,,,0.0363015
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,14,1.0,,5,5,,,,,,,0.0151378
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,14,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,14,0.4,,5,2,,,,,,,0.0828186
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,14,1.0,,5,5,,,,,,,0.053408
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,14,0.4,,5,2,,,,,,,0.0774062
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,14,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,14,0.3,,10,3,,,,,,,0.0432174
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,14,0.1,,10,1,,,,,,,0.155177
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,14,0.1,,10,1,,,,,,,0.145782
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,14,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,14,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,14,0.2,,10,2,,,,,,,0.0854282
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,14,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,15,1.0,,5,5,,,,,,,0.0402959
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,15,1.0,,5,5,,,,,,,0.00864013
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,15,0.4,,5,2,,,,,,,0.0939071
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,15,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,15,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,15,0.2,,5,1,,,,,,,0.187359
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,15,1.0,,5,5,,,,,,,0.0195996
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,15,0.2,,10,2,,,,,,,0.088454
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,15,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,15,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,15,0.2,,10,2,,,,,,,0.10633
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,15,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,15,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,15,0.1,,10,1,,,,,,,0.148392
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,16,1.0,,5,5,,,,,,,0.0400236
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,16,1.0,,5,5,,,,,,,0.0245619
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,16,0.2,,5,1,,,,,,,0.199031
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,16,1.0,,5,5,,,,,,,0.00593748
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,16,1.0,,5,5,,,,,,,0.0040106
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,16,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,16,1.0,,5,5,,,,,,,0.00693834
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,16,0.9,,10,9,,,,,,,0.00803755
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,16,0.5,,10,5,,,,,,,0.024472
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,16,0.3,,10,3,,,,,,,0.0404612
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,16,0.2,,10,2,,,,,,,0.0901063
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,16,0.1,,10,1,,,,,,,0.200217
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,16,0.1,,10,1,,,,,,,0.122773
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,16,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,17,1.0,,5,5,,,,,,,0.0135959
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,17,0.8,,5,4,,,,,,,0.00923381
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,17,0.4,,5,2,,,,,,,0.0880366
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,17,1.0,,5,5,,,,,,,0.00574113
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,17,0.2,,5,1,,,,,,,0.212929
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,17,0.4,,5,2,,,,,,,0.108477
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,17,1.0,,5,5,,,,,,,0.00907152
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,17,0.3,,10,3,,,,,,,0.0523304
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,17,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,17,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,17,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,17,0.2,,10,2,,,,,,,0.0698775
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,17,0.1,,10,1,,,,,,,0.154562
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,17,0.1,,10,1,,,,,,,0.128044
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,18,1.0,,5,5,,,,,,,0.00800548
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,18,1.0,,5,5,,,,,,,0.0118924
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,18,1.0,,5,5,,,,,,,0.053485
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,18,0.8,,5,4,,,,,,,0.0688866
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,18,0.2,,5,1,,,,,,,0.128748
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,18,0.2,,5,1,,,,,,,0.128477
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,18,0.2,,5,1,,,,,,,0.153844
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,18,1.0,,10,10,,,,,,,0.0135793
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,18,0.1,,10,1,,,,,,,0.142537
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,18,0.2,,10,2,,,,,,,0.0714314
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,18,0.1,,10,1,,,,,,,0.119131
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,18,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,18,0.1,,10,1,,,,,,,0.137356
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,18,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,19,0.2,,5,1,,,,,,,0.119671
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,19,1.0,,5,5,,,,,,,0.0463617
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,19,1.0,,5,5,,,,,,,0.0239636
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,19,1.0,,5,5,,,,,,,0.00545208
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,19,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,19,0.6,,5,3,,,,,,,0.0664315
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,19,0.2,,5,1,,,,,,,0.112521
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,19,0.6,,10,6,,,,,,,0.0301178
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,19,0.2,,10,2,,,,,,,0.0652849
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,19,0.4,,10,4,,,,,,,0.0404479
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,19,0.3,,10,3,,,,,,,0.0544741
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,19,0.1,,10,1,,,,,,,0.110367
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,19,0.2,,10,2,,,,,,,0.0968966
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,19,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,20,0.2,,5,1,,,,,,,0.203281
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,20,1.0,,5,5,,,,,,,0.00413581
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,20,1.0,,5,5,,,,,,,0.00732249
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,20,0.4,,5,2,,,,,,,0.125256
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,20,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,20,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,20,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,20,0.1,,10,1,,,,,,,0.126155
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,20,0.3,,10,3,,,,,,,0.0728507
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,20,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,20,0.6,,10,6,,,,,,,0.0263291
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,20,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,20,0.1,,10,1,,,,,,,0.165196
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,20,0.0,,10,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,21,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,21,0.4,,5,2,,,,,,,0.0928321
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,21,1.0,,5,5,,,,,,,0.0588486
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,21,1.0,,5,5,,,,,,,0.0487967
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,21,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,21,0.0,,5,0,,,,,,,
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,21,0.2,,5,1,,,,,,,0.182188
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,21,0.4,,10,4,,,,,,,0.0390096
Untangle: CS l0,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,21,0.0,,10,0,,,,,,,
