method,code,nbarcodes,rstdv,rep,sensitivity,fdr,n_true,n_decoded,n_fd,not_decoded_true,param_l1,param_peak,param_Q,param_tau,best_lambda
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,1,1.0,0.0,5,5,0.0,0.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,1,0.4,0.0,5,2,0.0,3.0,0.001,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,1,0.8,0.0,5,4,0.0,1.0,0.0,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,1,0.2,0.0,5,1,0.0,4.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,1,0.6,0.0,5,3,0.0,2.0,0.01,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,1,0.8,0.0,5,4,0.0,1.0,0.01,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,1,0.8,0.0,5,4,0.0,1.0,0.03,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,1,0.2,0.0,10,2,0.0,8.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,1,0.3,0.0,10,3,0.0,7.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,1,0.1,0.0,10,1,0.0,9.0,0.0,0.8,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,1,0.0,0.0,10,0,0.0,10.0,0.03,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,1,0.4,0.0,10,4,0.0,6.0,0.03,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,1,0.2,0.0,10,2,0.0,8.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,1,0.2,0.0,10,2,0.0,8.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,2,0.8,0.0,5,4,0.0,1.0,0.01,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,2,1.0,0.0,5,5,0.0,0.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,2,0.2,0.0,5,1,0.0,4.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,2,0.6,0.0,5,3,0.0,2.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,2,0.2,0.0,5,1,0.0,4.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,2,0.0,0.0,5,0,0.0,5.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,2,0.0,,5,0,,,,,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,2,0.7,0.0,10,7,0.0,3.0,0.01,0.8,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,2,0.3,0.0,10,3,0.0,7.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,2,0.2,0.0,10,2,0.0,8.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,2,0.1,0.0,10,1,0.0,9.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,2,0.3,0.0,10,3,0.0,7.0,0.03,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,2,0.2,0.0,10,2,0.0,8.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,2,0.1,0.0,10,1,0.0,9.0,0.03,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,3,1.0,0.0,5,5,0.0,0.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,3,1.0,0.0,5,5,0.0,0.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,3,0.8,0.0,5,4,0.0,1.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,3,0.8,0.0,5,4,0.0,1.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,3,0.4,0.0,5,2,0.0,3.0,0.001,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,3,0.2,0.0,5,1,0.0,4.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,3,0.2,0.0,5,1,0.0,4.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,3,0.4,0.0,10,4,0.0,6.0,0.01,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,3,0.0,0.0,10,0,0.0,10.0,0.03,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,3,0.4,0.0,10,4,0.0,6.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,3,0.1,0.0,10,1,0.0,9.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,3,0.2,0.0,10,2,0.0,8.0,0.03,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,3,0.1,0.0,10,1,0.0,9.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,3,0.0,0.0,10,0,0.0,10.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,4,0.8,0.0,5,4,0.0,1.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,4,0.8,0.0,5,4,0.0,1.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,4,0.6,0.0,5,3,0.0,2.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,4,0.4,0.0,5,2,0.0,3.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,4,0.0,0.0,5,0,0.0,5.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,4,0.0,0.0,5,0,0.0,5.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,4,0.2,0.0,5,1,0.0,4.0,0.03,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,4,0.0,0.0,10,0,0.0,10.0,0.03,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,4,0.7,0.0,10,7,0.0,3.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,4,0.1,0.0,10,1,0.0,9.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,4,0.3,0.0,10,3,0.0,7.0,0.01,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,4,0.0,0.0,10,0,0.0,10.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,4,0.0,0.0,10,0,0.0,10.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,4,0.1,0.0,10,1,0.0,9.0,0.0,0.8,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,5,0.8,0.0,5,4,0.0,1.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,5,1.0,0.0,5,5,0.0,0.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,5,0.6,0.0,5,3,0.0,2.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,5,0.6,0.0,5,3,0.0,2.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,5,0.4,0.0,5,2,0.0,3.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,5,0.6,0.0,5,3,0.0,2.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,5,0.4,0.0,5,2,0.0,3.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,5,0.4,0.0,10,4,0.0,6.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,5,0.4,0.0,10,4,0.0,6.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,5,0.3,0.0,10,3,0.0,7.0,0.03,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,5,0.2,0.0,10,2,0.0,8.0,0.03,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,5,0.4,0.0,10,4,0.0,6.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,5,0.2,0.0,10,2,0.0,8.0,0.03,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,5,0.3,0.0,10,3,0.0,7.0,0.03,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,6,0.6,0.0,5,3,0.0,2.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,6,0.8,0.0,5,4,0.0,1.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,6,1.0,0.0,5,5,0.0,0.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,6,0.8,0.0,5,4,0.0,1.0,0.001,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,6,0.4,0.0,5,2,0.0,3.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,6,0.2,0.0,5,1,0.0,4.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,6,0.0,0.0,5,0,0.0,5.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,6,0.3,0.0,10,3,0.0,7.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,6,0.2,0.0,10,2,0.0,8.0,0.001,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,6,0.0,0.0,10,0,0.0,10.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,6,0.4,0.0,10,4,0.0,6.0,0.01,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,6,0.2,0.0,10,2,0.0,8.0,0.001,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,6,0.1,0.0,10,1,0.0,9.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,6,0.1,0.0,10,1,0.0,9.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,7,0.8,0.0,5,4,0.0,1.0,0.01,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,7,0.6,0.0,5,3,0.0,2.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,7,0.6,0.0,5,3,0.0,2.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,7,0.2,0.0,5,1,0.0,4.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,7,0.4,0.0,5,2,0.0,3.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,7,0.4,0.0,5,2,0.0,3.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,7,0.6,0.0,5,3,0.0,2.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,7,0.3,0.0,10,3,0.0,7.0,0.01,0.8,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,7,0.1,0.0,10,1,0.0,9.0,0.01,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,7,0.3,0.0,10,3,0.0,7.0,0.01,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,7,0.2,0.0,10,2,0.0,8.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,7,0.1,0.0,10,1,0.0,9.0,0.0,1.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,7,0.1,0.0,10,1,0.0,9.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,7,0.0,0.0,10,0,0.0,10.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,8,0.8,0.0,5,4,0.0,1.0,0.0,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,8,1.0,0.0,5,5,0.0,0.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,8,0.8,0.0,5,4,0.0,1.0,0.01,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,8,0.8,0.0,5,4,0.0,1.0,0.01,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,8,0.6,0.0,5,3,0.0,2.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,8,0.4,0.0,5,2,0.0,3.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,8,0.0,0.0,5,0,0.0,5.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,8,0.3,0.0,10,3,0.0,7.0,0.03,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,8,0.1,0.0,10,1,0.0,9.0,0.01,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,8,0.0,0.0,10,0,0.0,10.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,8,0.1,0.0,10,1,0.0,9.0,0.0,0.8,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,8,0.3,0.0,10,3,0.0,7.0,0.01,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,8,0.1,0.0,10,1,0.0,9.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,8,0.1,0.0,10,1,0.0,9.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,9,0.8,0.0,5,4,0.0,1.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,9,0.6,0.0,5,3,0.0,2.0,0.0,0.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,9,0.0,,5,0,,,,,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,9,1.0,0.0,5,5,0.0,0.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,9,0.4,0.0,5,2,0.0,3.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,9,0.0,0.0,5,0,0.0,5.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,9,0.0,0.0,5,0,0.0,5.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,9,0.2,0.0,10,2,0.0,8.0,0.03,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,9,0.3,0.0,10,3,0.0,7.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,9,0.0,0.0,10,0,0.0,10.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,9,0.0,0.0,10,0,0.0,10.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,9,0.0,0.0,10,0,0.0,10.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,9,0.2,0.0,10,2,0.0,8.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,9,0.1,0.0,10,1,0.0,9.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,10,0.8,0.0,5,4,0.0,1.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,10,0.8,0.0,5,4,0.0,1.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,10,0.4,0.0,5,2,0.0,3.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,10,0.8,0.0,5,4,0.0,1.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,10,0.4,0.0,5,2,0.0,3.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,10,0.0,0.0,5,0,0.0,5.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,10,0.2,0.0,5,1,0.0,4.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,10,0.3,0.0,10,3,0.0,7.0,0.03,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,10,0.4,0.0,10,4,0.0,6.0,0.001,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,10,0.4,0.0,10,4,0.0,6.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,10,0.1,0.0,10,1,0.0,9.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,10,0.1,0.0,10,1,0.0,9.0,0.01,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,10,0.3,0.0,10,3,0.0,7.0,0.0,1.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,10,0.1,0.0,10,1,0.0,9.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,11,0.4,0.0,5,2,0.0,3.0,0.01,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,11,0.2,0.0,5,1,0.0,4.0,0.01,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,11,0.6,0.0,5,3,0.0,2.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,11,0.6,0.0,5,3,0.0,2.0,0.001,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,11,0.4,0.0,5,2,0.0,3.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,11,0.0,0.0,5,0,0.0,5.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,11,0.0,0.0,5,0,0.0,5.0,0.0,1.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,11,0.3,0.0,10,3,0.0,7.0,0.001,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,11,0.5,0.0,10,5,0.0,5.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,11,0.2,0.0,10,2,0.0,8.0,0.03,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,11,0.1,0.0,10,1,0.0,9.0,0.03,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,11,0.3,0.0,10,3,0.0,7.0,0.01,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,11,0.1,0.0,10,1,0.0,9.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,11,0.1,0.0,10,1,0.0,9.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,12,1.0,0.0,5,5,0.0,0.0,0.03,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,12,0.6,0.0,5,3,0.0,2.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,12,0.8,0.0,5,4,0.0,1.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,12,0.6,0.0,5,3,0.0,2.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,12,0.2,0.0,5,1,0.0,4.0,0.0,0.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,12,0.6,0.0,5,3,0.0,2.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,12,0.2,0.0,5,1,0.0,4.0,0.0,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,12,0.7,0.0,10,7,0.0,3.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,12,0.4,0.0,10,4,0.0,6.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,12,0.3,0.0,10,3,0.0,7.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,12,0.3,0.0,10,3,0.0,7.0,0.03,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,12,0.0,,10,0,,,,,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,12,0.0,0.0,10,0,0.0,10.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,12,0.1,0.0,10,1,0.0,9.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,13,0.8,0.0,5,4,0.0,1.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,13,0.6,0.0,5,3,0.0,2.0,0.0,0.35,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,13,0.6,0.0,5,3,0.0,2.0,0.0,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,13,0.6,0.0,5,3,0.0,2.0,0.0,0.4,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,13,0.6,0.0,5,3,0.0,2.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,13,0.2,0.0,5,1,0.0,4.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,13,0.2,0.0,5,1,0.0,4.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,13,0.1,0.0,10,1,0.0,9.0,0.03,1.2,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,13,0.4,0.0,10,4,0.0,6.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,13,0.1,0.0,10,1,0.0,9.0,0.01,0.7,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,13,0.2,0.0,10,2,0.0,8.0,0.03,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.0,13,0.0,0.0,10,0,0.0,10.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.25,13,0.2,0.0,10,2,0.0,8.0,0.03,0.6,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,1.5,13,0.1,0.0,10,1,0.0,9.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.0,14,1.0,0.0,5,5,0.0,0.0,0.0,0.45,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.25,14,1.0,0.0,5,5,0.0,0.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.5,14,0.6,0.0,5,3,0.0,2.0,0.0,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,0.75,14,0.6,0.0,5,3,0.0,2.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.0,14,0.0,0.0,5,0,0.0,5.0,0.0,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.25,14,0.4,0.0,5,2,0.0,3.0,0.0,1.0,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,5,1.5,14,0.4,0.0,5,2,0.0,3.0,0.01,0.25,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.0,14,0.5,0.0,10,5,0.0,5.0,0.0,0.55,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.25,14,0.3,0.0,10,3,0.0,7.0,0.0,0.3,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.5,14,0.4,0.0,10,4,0.0,6.0,0.01,1.5,,,
bardensr,Hamming_q2_n16_k11_w4cb_MERFISH_2015,10,0.75,14,0.2,0.0,10,2,0.0,8.0,0.0,0.4,,,
