Unnamed: 0,lvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,eff_truth,fdr_truth,fp,not_decoded_true,total_true_cnts,nbarcodes,nnonspec,ims,rep
0,6.0,0.0,0.0,0,21,6,15,0.2858122588941277,0.4333333333333333,0.0952380952380952,2.0,17.0,30,30,40,_ims,5
0,8.0,0.0,0.0,0,19,4,15,0.1905415059294185,0.4333333333333333,0.1052631578947368,2.0,17.0,30,30,40,_ims,5
0,6.0,0.0,0.0,0,18,4,14,0.2041516134958055,0.3666666666666666,0.1666666666666666,3.0,19.0,30,30,50,_ims,5
0,8.0,0.0,0.0,0,18,4,14,0.2041516134958055,0.3666666666666666,0.1666666666666666,3.0,19.0,30,30,50,_ims,5
0,6.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,0,_ims,6
0,8.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,0,_ims,6
0,6.0,0.0,0.0,0,7,0,7,0.0,0.7,0.0,0.0,3.0,10,10,10,_ims,6
0,8.0,0.0,0.0,0,7,0,7,0.0,0.7,0.0,0.0,3.0,10,10,10,_ims,6
0,6.0,0.0,0.0,0,8,0,8,0.0,0.8,0.0,0.0,2.0,10,10,20,_ims,6
0,8.0,0.0,0.0,0,7,0,7,0.0,0.6,0.1428571428571428,1.0,4.0,10,10,20,_ims,6
0,6.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,30,_ims,6
0,8.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,30,_ims,6
0,6.0,0.0,0.0,0,6,0,6,0.0,0.6,0.0,0.0,4.0,10,10,40,_ims,6
0,8.0,0.0,0.0,0,6,0,6,0.0,0.6,0.0,0.0,4.0,10,10,40,_ims,6
0,6.0,0.0,0.0,0,8,0,8,0.0,0.8,0.0,0.0,2.0,10,10,50,_ims,6
0,8.0,0.0,0.0,0,8,0,8,0.0,0.8,0.0,0.0,2.0,10,10,50,_ims,6
0,6.0,0.0,0.0,0,14,5,9,0.3969614706862885,0.25,0.2857142857142857,4.0,15.0,20,20,0,_ims,6
0,8.0,0.0,0.0,0,12,4,8,0.3572653236176596,0.35,0.0833333333333333,1.0,13.0,20,20,0,_ims,6
0,6.0,0.0,0.0,0,13,0,13,0.0,0.65,0.0,0.0,7.0,20,20,10,_ims,6
0,8.0,0.0,0.0,0,13,0,13,0.0,0.65,0.0,0.0,7.0,20,20,10,_ims,6
0,6.0,0.0,0.0,0,15,3,12,0.1786326618088298,0.55,0.0666666666666666,1.0,9.0,20,20,20,_ims,6
0,8.0,0.0,0.0,0,13,3,10,0.2143591941705958,0.5,0.0,0.0,10.0,20,20,20,_ims,6
0,6.0,0.0,0.0,0,15,1,14,0.0510379033739513,0.65,0.0666666666666666,1.0,7.0,20,20,30,_ims,6
0,8.0,0.0,0.0,0,13,0,13,0.0,0.65,0.0,0.0,7.0,20,20,30,_ims,6
0,6.0,0.0,0.0,0,15,1,14,0.0510379033739513,0.65,0.0666666666666666,1.0,7.0,20,20,40,_ims,6
0,8.0,0.0,0.0,0,15,1,14,0.0510379033739513,0.65,0.0666666666666666,1.0,7.0,20,20,40,_ims,6
0,6.0,0.0,0.0,0,15,2,13,0.1099277918823568,0.55,0.1333333333333333,2.0,9.0,20,20,50,_ims,6
0,8.0,0.0,0.0,0,13,1,12,0.0595442206029432,0.5,0.1538461538461538,2.0,10.0,20,20,50,_ims,6
0,6.0,0.0,0.0,0,23,8,15,0.381083011858837,0.4,0.1304347826086956,3.0,18.0,30,30,0,_ims,6
0,8.0,0.0,0.0,0,21,7,14,0.3572653236176596,0.3,0.238095238095238,5.0,21.0,30,30,0,_ims,6
0,6.0,0.0,0.0,0,19,4,15,0.1905415059294185,0.3666666666666666,0.2105263157894736,4.0,19.0,30,30,10,_ims,6
0,8.0,0.0,0.0,0,17,3,14,0.1531137101218541,0.4333333333333333,0.0588235294117647,1.0,17.0,30,30,10,_ims,6
0,6.0,0.0,0.0,0,23,10,13,0.5496389594117841,0.3,0.1739130434782608,4.0,21.0,30,30,20,_ims,6
0,8.0,0.0,0.0,0,21,8,13,0.4397111675294273,0.2333333333333333,0.2857142857142857,6.0,23.0,30,30,20,_ims,6
0,6.0,0.0,0.0,0,21,5,16,0.2232908272610373,0.4666666666666667,0.0952380952380952,2.0,16.0,30,30,30,_ims,6
0,8.0,0.0,0.0,0,19,4,15,0.1905415059294185,0.4333333333333333,0.1052631578947368,2.0,17.0,30,30,30,_ims,6
0,6.0,0.0,0.0,0,22,10,12,0.5954422060294328,0.2,0.2727272727272727,6.0,24.0,30,30,40,_ims,6
0,8.0,0.0,0.0,0,21,2,19,0.0752137523405599,0.4666666666666667,0.238095238095238,5.0,16.0,30,30,40,_ims,6
0,6.0,0.0,0.0,0,19,4,15,0.1905415059294185,0.4333333333333333,0.1052631578947368,2.0,17.0,30,30,50,_ims,6
0,8.0,0.0,0.0,0,18,4,14,0.2041516134958055,0.4,0.1111111111111111,2.0,18.0,30,30,50,_ims,6
0,6.0,0.0,0.0,0,6,0,6,0.0,0.6,0.0,0.0,4.0,10,10,0,_ims,7
0,8.0,0.0,0.0,0,6,0,6,0.0,0.6,0.0,0.0,4.0,10,10,0,_ims,7
0,6.0,0.0,0.0,0,8,0,8,0.0,0.8,0.0,0.0,2.0,10,10,10,_ims,7
0,8.0,0.0,0.0,0,8,0,8,0.0,0.8,0.0,0.0,2.0,10,10,10,_ims,7
0,6.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,20,_ims,7
0,8.0,0.0,0.0,0,9,0,9,0.0,0.9,0.0,0.0,1.0,10,10,20,_ims,7
