gene,block1,block2,block3,block4
Flcn,14,16,5,5
Chst8,17,12,11,18
Mcl1,8,9,3,14
Ehd1,7,9,18,18
Dtnb,13,15,16,12
Rab35,12,4,1,15
Rnf19b,13,8,17,4
Sephs2,20,15,10,5
Arl4a,15,5,3,17
Ptpdc1,19,9,10,18
Tspyl3,13,6,14,5
Mbd5,7,1,8,20
Phf12,19,5,4,20
Fam135a,18,14,11,1
Dpysl4,12,10,20,2
Wdr70,17,1,17,1
Crcp,9,6,9,6
Sec16a,13,15,3,5
Csmd2,12,12,9,15
Ptpro,7,9,8,8
Cdkn2aipnl,4,11,16,19
Mtpap,18,11,19,10
Slc9a2,20,15,3,12
Fam114a2,20,10,5,5
Ubxn2b,17,2,15,4
Myo6,19,16,8,7
Cdc42bpb,14,13,2,5
Mars,8,7,5,10
Lmbrd2,1,5,16,10
Klhl29,20,19,15,4
Scube1,6,6,11,1
Med23,11,12,9,14
Tarsl2,13,2,12,3
Med16,6,13,13,6
Cog1,13,12,3,2
Uspl1,4,15,16,3
Paip2b,10,16,14,12
Desi2,10,11,4,17
Sdad1,14,20,17,17
Dus1l,11,1,14,18
Dnpep,19,19,9,9
Txnrd1,20,1,15,6
Hltf,20,18,12,6
Neurl1b,8,5,16,17
Lman2l,9,3,16,16
Sema4a,16,1,7,10
Per2,20,5,15,10
Ash2l,12,7,12,7
Parg,15,20,18,17
Osbpl11,11,12,5,18
Sbk1,8,14,11,11
Nup85,9,9,14,4
Lyst,2,5,2,5
Hdac6,20,14,18,16
Ece1,20,9,14,15
Utp14a,14,7,6,15
Slc25a39,1,7,15,13
Lrig2,6,18,14,10
Fam174b,8,19,7,20
Synj2,5,12,6,11
Fam110b,1,1,3,19
Zzz3,19,6,18,7
Amer2,6,9,8,7
Ets2,7,7,10,4
Erlin2,11,8,14,5
Rgl1,14,6,3,17
Ercc3,14,20,9,5
Vprbp,9,1,20,10
Ptprk,10,18,7,1
Dennd4a,13,20,11,2
Kctd10,14,9,1,2
Etfdh,3,9,5,7
Wnt4,14,12,12,14
Rgs8,16,9,12,13
Flnb,11,7,5,13
Zmpste24,12,14,12,14
Proser1,5,19,15,9
Nhsl1,16,9,10,15
Grm3,7,19,20,6
Fkbp5,13,12,8,17
Isyna1,16,2,16,2
Ankle2,15,2,14,3
Hibadh,9,5,12,2
Dgkh,7,7,1,13
Fam135b,1,13,19,15
Galnt7,15,5,8,12
Carm1,20,8,20,8
Kcnc1,8,7,2,13
Zfp770,11,7,1,17
Slc4a1ap,18,13,20,11
Olfml2b,7,9,15,1
Rbbp5,3,3,6,20
Csnk1g2,17,3,18,2
Itgb1,20,3,5,18
Zcchc8,4,10,2,12
Cacul1,16,9,19,6
Fam43b,15,7,9,13
Gosr1,3,12,19,16
Naa30,11,10,12,9
Tubgcp2,13,6,15,4
Atmin,9,10,2,17
Inpp5a,20,13,1,12
Thnsl1,9,13,8,14
Tcof1,11,7,10,8
Lhpp,18,11,13,16
Kdm2b,12,11,7,16
Tbcd,8,8,15,1
Tmem169,20,4,3,1
Ino80,5,6,11,20
Trmt1l,15,7,14,8
Bcl2l13,3,18,12,9
Fcho1,1,5,3,3
Cdc25b,12,14,9,17
Scrn3,7,14,20,1
Irs2,19,19,5,13
Hs3st1,16,8,3,1
Slc1a4,8,8,16,20
Ints8,19,15,17,17
Srprb,15,13,7,1
Dlc1,18,20,4,14
Ascc3,18,13,2,9
Rufy1,9,15,18,6
Tmem109,1,9,1,9
Zdhhc5,2,11,13,20
Mib2,1,2,10,13
Taz,1,20,20,1
Cep120,4,13,15,2
Mcu,19,10,18,11
Ero1l,10,9,6,13
Pck2,6,2,7,1
Fbxl6,5,6,13,18
Fam172a,3,5,12,16
Nvl,14,15,11,18
Elovl5,6,15,8,13
Cacna1i,3,1,15,9
Anapc7,12,2,1,13
Ddx49,16,15,18,13
Thbs3,12,16,6,2
Dnajb2,15,19,11,3
Gpalpp1,1,10,15,16
Gatsl2,20,3,8,15
Reep3,2,14,13,3
Atg4b,12,12,1,3
Vtn,10,11,9,12
Bbs1,3,8,5,6
Ppargc1b,9,15,5,19
Dcp2,9,12,14,7
Rap1gap2,18,3,16,5
Zfp346,2,13,3,12
Sntg1,20,19,17,2
Usp42,11,2,1,12
Cachd1,3,14,13,4
Fam102a,4,16,14,6
Prkar2a,10,18,20,8
Tpst1,18,2,2,18
Slc6a1,20,16,6,10
Cog3,2,10,7,5
Nfx1,4,15,1,18
Rundc1,12,13,20,5
Jdp2,5,1,17,9
Dgkq,6,2,16,12
Spg21,10,2,5,7
Slc20a2,12,5,18,19
Lonrf2,17,20,15,2
Srrm3,1,4,5,20
Irf2bp1,18,9,4,3
Kat6a,14,3,19,18
Nup214,8,5,10,3
Tbcc,10,16,16,10
Smyd5,16,13,9,20
Zdhhc6,9,12,20,1
Usp37,15,18,1,12
Sertad2,14,11,5,20
Gnal,3,6,7,2
Lrrc10b,7,3,14,16
Ntsr2,18,11,1,8
Phf23,4,18,4,18
Dennd6b,1,2,16,7
Slc7a1,5,5,8,2
Sergef,17,15,18,14
Gpbp1l1,6,18,1,3
Col4a2,6,8,19,15
Pcbp3,19,11,10,20
Glcci1,15,9,6,18
Ppwd1,13,6,5,14
Mtmr12,6,18,10,14
Riok1,10,3,8,5
Ogfod2,11,14,2,3
Usp39,12,9,3,18
Ache,10,15,7,18
Usp38,5,5,6,4
Fads1,2,14,9,7
Paxip1,16,6,5,17
Ano4,13,15,15,13
Chpf2,10,6,12,4
Bckdk,18,7,5,20
Lrrc45,5,17,4,18
Polr3h,2,13,9,6
Ncam2,7,4,13,18
Flad1,7,8,14,1
Tada3,19,7,3,3
Blzf1,5,9,20,14
Pgr,4,4,7,1
Pitpnc1,10,3,19,14
Kdm6a,2,20,19,3
Mtss1,13,3,1,15
Slc38a9,17,18,5,10
Jakmip3,5,18,3,20
Mios,4,20,14,10
Slc25a28,10,9,9,10
Inpp1,5,1,5,1
Max,1,4,18,7
Ahdc1,12,3,7,8
Naa40,12,7,19,20
Mfap3,17,7,10,14
Icmt,17,4,1,20
Man1b1,10,11,5,16
Rabgef1,11,2,9,4
Eif2ak1,17,12,6,3
Slc30a1,16,6,13,9
Map6d1,4,12,14,2
Wwp1,20,3,19,4
Dgat1,20,20,1,19
Lats1,6,2,18,10
Fbxw9,12,1,12,1
Srgap1,1,19,6,14
Mkrn2,3,19,17,5
Kif21b,15,5,7,13
Rspo2,9,15,14,10
Abt1,2,19,3,18
Scyl1,19,3,1,1
Jak2,19,16,12,3
Kirrel3,5,10,19,16
Hs6st1,12,19,14,17
Ccdc71l,15,3,14,4
Utp15,10,19,1,8
Gcdh,7,9,16,20
Abcc8,6,18,6,18
Gpr19,12,1,10,3
Zfp609,3,9,14,18
Chtf8,1,8,16,13
Zc4h2,2,15,11,6
Slc38a10,9,19,8,20
Sirt7,15,16,20,11
Megf11,15,8,2,1
Nsdhl,12,2,2,12
Ctps2,15,12,17,10
Mus81,14,17,17,14
Mboat2,13,18,20,11
Map3k4,7,10,18,19
Taf9b,14,5,1,18
Mmaa,9,17,5,1
Pwp2,13,4,10,7
Tcaim,20,10,17,13
Ptges2,18,16,5,9
Uba6,15,9,19,5
Cldn12,17,8,13,12
Ngly1,3,5,13,15
Stam2,19,11,5,5
Dgcr14,5,15,16,4
Nif3l1,7,19,12,14
Tox3,2,17,14,5
Arfgap3,9,14,12,11
Rprd1b,14,19,6,7
Smad7,19,2,10,11
Ints6,4,1,18,7
E330033b04rik,4,16,12,8
Hbp1,19,16,4,11
Fam13a,17,3,19,1
Mccc2,10,5,9,6
Tbc1d32,13,14,11,16
Ttc27,16,13,14,15
Islr2,13,11,14,10
Alkbh8,16,13,8,1
Brpf1,17,8,9,16
Zfp46,7,13,3,17
Tbc1d9,13,7,17,3
Drd5,11,15,8,18
Exog,12,3,13,2
Xk,12,5,2,15
Trim23,14,16,18,12
Ppp3cc,5,10,17,18
Usp35,17,19,8,8
Tor1aip1,11,10,9,12
Dlk2,5,14,8,11
Armc6,5,18,17,6
Fads3,16,17,13,20
Papolg,9,13,18,4
Nr1d1,15,10,11,14
Lrrc40,8,20,18,10
Aldh6a1,11,12,18,5
Pms2,7,5,16,16
Ddit4,16,5,6,15
Etv3,14,3,9,8
Mtf1,17,13,9,1
Aqr,2,3,18,7
Dars2,13,9,1,1
Pibf1,11,5,16,20
Atp7a,15,16,10,1
Prep,15,12,12,15
Gtpbp1,12,14,8,18
Usp12,20,9,9,20
Panx1,18,3,3,18
Rpap1,13,11,6,18
Ext2,4,17,15,6
Pcca,15,7,3,19
Stk11,4,13,16,1
Gal3st3,3,3,17,9
Emb,13,10,7,16
Zbtb17,1,10,4,7
Ddit4l,15,14,17,12
Cyb561d2,3,9,6,6
Cstf1,1,20,9,12
Cpne2,4,18,2,20
Nbeal1,2,7,9,20
Bloc1s6,20,10,19,11
Tarbp2,15,20,16,19
Rwdd4a,20,13,12,1
Aco1,17,12,2,7
Sema6c,16,12,15,13
Maoa,19,6,6,19
Rgl2,11,7,16,2
Ip6k2,15,7,18,4
Brf1,4,1,17,8
Pus7,19,9,19,9
Slc25a26,19,16,7,8
Gabpb2,9,15,15,9
Rfx1,9,19,19,9
Serac1,1,6,20,7
Slc39a9,3,13,3,13
Phka2,7,19,8,18
Arhgap17,18,17,2,13
Edc3,15,15,19,11
Zfp12,14,19,1,12
Pex1,11,9,8,12
Tmem150a,18,18,17,19
Klf4,14,7,9,12
Baiap2l1,10,14,18,6
Npy2r,19,20,12,7
Mn1,7,4,8,3
Ttll11,17,14,7,4
Pim3,13,7,13,7
Nop2,2,17,18,1
Usp40,11,14,19,6
Lin54,16,16,19,13
Mbd4,14,12,20,6
Tmem198,7,8,15,20
Zfp9,12,10,9,13
Fbxw8,8,3,4,7
Klhl28,4,2,2,4
Fbxo42,18,10,20,8
Tbrg4,15,12,7,20
Fam207a,18,11,15,14
Ptbp1,5,9,12,2
Ttc9c,2,17,10,9
Tapbp,8,2,18,12
Grid1,5,13,12,6
Ago4,11,13,10,14
Fmnl2,14,5,19,20
Traf3,3,4,16,11
Trib2,3,10,9,4
Tmem43,18,19,20,17
Gorab,3,17,17,3
Zdhhc7,13,6,1,18
Rnf219,7,17,3,1
Aaas,3,10,6,7
Tpra1,18,10,10,18
Lrba,13,7,6,14
Rrp12,15,6,16,5
Cyb561d1,8,16,17,7
Bcar1,3,9,12,20
Dpp8,14,7,15,6
Slc15a4,14,11,20,5
Fbn1,20,12,19,13
Tsen2,6,4,8,2
Heatr1,13,6,13,6
Ttc17,6,12,14,4
Fam217b,3,1,11,13
Recql,4,16,3,17
Spty2d1,16,11,4,3
Pcyox1l,11,1,9,3
Ell2,5,19,18,6
Zfp236,5,15,1,19
Chrnb2,10,5,20,15
Pak6,19,14,3,10
Kdm6b,1,9,2,8
Urm1,12,15,3,4
Wdr44,16,5,12,9
Sike1,14,5,5,14
Zfp317,17,19,19,17
Ap5m1,16,16,11,1
Nanos1,5,20,12,13
Gsr,16,15,16,15
Arsa,16,6,14,8
Zswim1,13,10,2,1
Tmem74,9,7,11,5
Pcif1,2,14,14,2
Phkb,16,5,17,4
Csgalnact1,14,10,6,18
Ciz1,11,9,18,2
Ntn3,3,16,14,5
Zc3h4,14,5,4,15
Ltbp4,1,7,8,20
Spice1,13,6,8,11
Sh3pxd2a,11,2,11,2
Slc39a13,11,18,3,6
Lig3,16,17,17,16
Slc7a3,16,5,1,20
Nufip1,6,15,3,18
P4ha2,5,2,3,4
Lmf1,20,4,15,9
Man2a1,3,2,19,6
Trmt10b,11,5,9,7
Pacrg,2,20,17,5
Sec24a,1,4,1,4
Ltk,15,1,7,9
St3gal3,1,18,12,7
Nab2,19,10,15,14
Mccc1,10,10,6,14
Prmt3,14,17,10,1
Mid1ip1,13,10,14,9
Rasl10b,1,4,2,3
Slc9a9,2,1,15,8
Ubap1,9,2,3,8
Abca8b,16,13,6,3
Cnnm3,1,1,10,12
Rbpj,6,7,7,6
Tspyl2,19,19,1,17
Rnpepl1,7,16,18,5
Abca1,1,18,17,2
Scaf4,20,3,1,2
Pde1b,10,18,3,5
Fbrs,16,8,4,20
Scrt1,2,6,20,8
Usp3,12,15,2,5
Unkl,20,11,5,6
Tnks1bp1,18,11,3,6
Pds5a,17,6,10,13
Crtc2,20,16,13,3
Cog2,5,11,1,15
Zfp142,16,3,13,6
Pltp,15,18,5,8
Ss18,18,5,13,10
Nup205,8,11,1,18
Zfyve16,13,18,16,15
Ubash3b,11,10,2,19
Smg9,15,6,9,12
Slain2,2,8,5,5
Fchsd2,5,11,6,10
Pgd,14,8,18,4
Npr2,1,14,1,14
Cbx7,8,1,19,10
Cln8,10,7,18,19
Ttf1,5,9,17,17
Dhcr7,20,8,7,1
Zfp36,1,1,7,15
Ick,5,19,14,10
Tsc22d4,2,9,7,4
Plekha8,1,19,15,5
Ap4e1,5,19,13,11
Apaf1,17,1,15,3
Dennd1b,12,13,5,20
Smcr8,6,13,16,3
Trub2,5,2,15,12
Fam76b,7,13,12,8
Mto1,10,17,10,17
Adamts3,18,14,10,2
Axin1,7,12,19,20
Zfp629,17,11,7,1
Slc35e4,1,5,14,12
Aldh1b1,4,18,6,16
Mgat4b,20,17,9,8
Cdc7,4,13,20,17
Slc39a14,4,6,13,17
Mmp24,5,9,11,3
Ncoa3,16,13,2,7
Myh7,12,7,17,2
Mdm4,19,15,3,11
Ctns,18,17,20,15
Cnot11,5,10,6,9
Rab33b,8,11,15,4
Mon1a,19,7,9,17
Htr4,9,17,11,15
Lrrk2,17,6,17,6
Tmem115,17,7,5,19
Zfp444,6,16,16,6
Pcgf3,19,16,11,4
Mllt1,13,1,3,11
Pacs2,3,13,6,10
Pmm2,7,12,14,5
Zfp84,14,13,1,6
Rreb1,9,2,14,17
Crtc3,15,9,17,7
Pik3ip1,9,13,2,20
Stk11ip,2,18,11,9
Itgbl1,18,1,11,8
Wnt7b,15,20,10,5
Nt5dc2,15,3,9,9
Golim4,3,2,4,1
Utp23,10,7,19,18
Tmem44,4,5,1,8
Sgpl1,10,10,5,15
Lnpep,6,6,7,5
Llgl1,12,16,10,18
Gtf2e1,16,6,2,20
Wwc1,20,1,9,12
Cpne3,18,2,19,1
Pik3c2b,11,16,9,18
Man1c1,18,4,4,18
Trit1,13,17,1,9
Tmem185b,17,15,7,5
Zmym1,18,2,12,8
Zdhhc24,11,9,17,3
Tsga10,12,2,18,16
Scarb2,19,5,11,13
Nars2,17,14,15,16
Cc2d1b,13,14,4,3
Nol9,2,2,14,10
Dusp28,2,7,15,14
Donson,18,19,7,10
Nhlrc1,11,13,1,3
Lrfn2,3,18,7,14
Fmnl1,4,13,17,20
Eefsec,13,18,14,17
Xrcc1,13,15,18,10
Rab36,13,10,17,6
Trmu,8,12,8,12
Slc9a4,17,2,19,20
Uvrag,7,1,19,9
Adcy5,16,7,9,14
Pogk,6,5,9,2
Zfp592,17,7,16,8
Dck,19,20,9,10
Cars2,12,15,16,11
Coro1a,11,19,16,14
Aph1a,6,10,7,9
Wdr78,10,12,14,8
Gpatch2,16,1,2,15
Cuedc1,16,17,19,14
Kdm4a,15,12,19,8
Lrwd1,5,7,17,15
Ptcd1,16,19,2,13
Cald1,19,5,17,7
Klhl21,11,1,5,7
Wdr92,20,17,13,4
Ppp1r15a,7,4,2,9
Cebpd,6,1,18,9
Zik1,9,5,10,4
Hmgcll1,5,11,11,5
Dgki,5,12,3,14
Pcdh1,5,8,13,20
Pik3cd,2,8,16,14
Alg3,3,16,19,20
Furin,13,1,9,5
Zfp830,6,14,7,13
Pxk,10,4,13,1
Xpo5,15,14,11,18
Taf5l,4,3,18,9
Gxylt1,14,10,10,14
Tceanc2,11,8,7,12
Hsf1,6,5,17,14
Acp6,19,5,3,1
Ehbp1l1,13,1,6,8
Tab1,12,10,13,9
Golph3l,11,10,1,20
Kif22,19,3,14,8
Abcb10,11,19,10,20
Rbmx2,4,8,6,6
Trim11,7,10,19,18
Abcd2,1,9,5,5
Iqce,6,15,19,2
Med12,18,4,14,8
Rpa2,1,6,15,12
Zfp954,6,8,13,1
Rfc5,18,18,6,10
Usp13,2,20,20,2
Dennd2a,11,6,3,14
Mapk7,10,19,17,12
Slc19a2,13,19,15,17
Tmod1,4,6,12,18
Zfp780b,14,16,17,13
Tmem97,9,12,8,13
Casp9,3,16,16,3
Slc5a5,9,18,13,14
Asxl3,8,11,3,16
Pgpep1,3,9,16,16
Fkbp15,3,6,19,10
Timp3,7,12,18,1
Sft2d3,17,18,19,16
Zfp692,5,20,1,4
Ppif,3,6,1,8
Htr1f,11,20,1,10
Sdc4,6,1,2,5
Kcnq3,6,16,1,1
Smad5,20,10,7,3
Mthfd1l,3,19,7,15
Sorcs1,19,5,6,18
Senp1,4,19,4,19
Igfbp5,14,1,14,1
Slc7a5,20,4,17,7
Adra2a,17,6,9,14
Far2,18,20,16,2
Cyb5d2,10,7,7,10
Kcnab3,12,17,2,7
Hemk1,3,20,2,1
Unc119b,20,4,9,15
Qser1,3,3,5,1
L2hgdh,6,16,19,3
Ankrd49,3,17,4,16
Pde7a,5,16,18,3
Ift140,10,3,12,1
Csgalnact2,3,2,17,8
Krba1,16,16,5,7
Amer3,2,5,10,17
Gss,16,4,8,12
Kcnc4,20,13,15,18
Mpzl1,19,18,20,17
Pus10,8,7,3,12
Pard3,8,6,10,4
Tmem88b,7,3,1,9
Tdp1,1,18,16,3
Bcorl1,11,9,3,17
Ccdc86,14,20,18,16
Ulk3,7,4,3,8
Tubgcp4,3,6,2,7
Smg8,6,9,16,19
Tmem231,14,7,11,10
Zfp235,16,1,11,6
Qpctl,7,14,4,17
Arhgef1,19,14,8,5
Doc2a,20,19,14,5
Kdm5d,8,17,6,19
Zgpat,18,2,5,15
Rasd2,14,20,2,12
Crocc,7,7,3,11
Pla2g6,9,19,11,17
Amacr,4,19,20,3
Pde3b,14,7,18,3
Cep78,13,3,17,19
Nckap5,9,14,17,6
Abcd4,11,5,2,14
Zw10,15,9,7,17
Sox8,17,20,14,3
Igsf3,20,6,1,5
Slc25a42,4,9,1,12
Ddx51,11,2,5,8
Gabrg1,20,11,4,7
Dnajc28,3,9,11,1
St5,19,13,16,16
Sema4g,2,14,15,1
Zfp574,17,18,6,9
Tmem63c,7,18,6,19
Soat1,12,7,16,3
Ano8,3,7,3,7
Ell,5,6,2,9
Chic2,13,10,20,3
Mdm1,1,1,17,5
Hirip3,12,20,8,4
Slc22a15,10,20,16,14
Hrasls,3,11,14,20
Trp53i11,13,2,15,20
Gpsm2,17,12,14,15
Atf3,11,17,3,5
Idh2,17,4,13,8
Arvcf,10,13,16,7
Tstd2,4,11,3,12
Cers6,16,3,8,11
Elmsan1,20,16,1,15
C2cd3,12,11,18,5
Hdac7,2,11,6,7
Tmem181b-ps,9,14,5,18
Smc4,9,6,19,16
Slc16a7,13,4,1,16
Zbtb6,12,17,15,14
Gfra2,10,12,18,4
Trim36,17,9,20,6
Ap4b1,16,14,7,3
Lrrtm3,1,16,4,13
Map2k3,6,15,15,6
Csf2ra,14,14,13,15
Eepd1,10,3,10,3
Lysmd3,10,4,9,5
Fdxr,4,7,17,14
Rftn1,12,1,18,15
Ankrd13a,16,11,12,15
Fkbp9,5,1,11,15
Osbpl3,4,18,7,15
Cep63,11,11,14,8
Kctd12b,2,15,7,10
Rhobtb3,15,7,15,7
Pacsin2,3,7,6,4
Nlrx1,5,10,4,11
Lrriq1,16,17,5,8
Tbc1d30,8,13,8,13
Bag2,12,20,1,11
Cenpt,13,7,9,11
Lrfn3,10,20,8,2
Eaf1,14,7,1,20
Gtf3c5,7,18,11,14
Snip1,17,7,4,20
Ssfa2,15,8,13,10
Rab31,14,15,16,13
Zfp777,16,12,19,9
Ccdc88c,7,14,6,15
Ccnt1,8,10,8,10
Gprin3,7,7,8,6
Zbtb1,7,1,2,6
Dact2,16,18,11,3
Hdac10,6,8,18,16
Ddah1,17,8,19,6
Pla2g16,20,2,1,1
Zfp553,13,18,8,3
R3hcc1,20,11,16,15
Grm2,10,20,10,20
Setd6,19,1,11,9
Plk3,17,16,5,8
Bbs2,8,19,19,8
Gm9899,15,3,6,12
Cygb,17,4,14,7
Lbr,19,10,5,4
Adra1d,9,15,13,11
Mtmr14,8,4,14,18
Pde12,3,4,10,17
Dcp1a,11,13,16,8
Srl,6,11,18,19
Zfp668,16,12,20,8
Alg9,7,2,15,14
Sh3bgrl2,11,6,9,8
Qsox1,11,10,4,17
Iglon5,18,11,4,5
Cdan1,20,9,17,12
Zfp518b,16,4,17,3
Cebpa,6,3,10,19
Dbr1,3,4,14,13
Ankrd9,2,19,13,8
Dfna5,5,11,8,8
Elmod3,8,4,3,9
Atad2,13,20,3,10
Slc35c1,15,10,9,16
Aars2,8,3,5,6
Tbc1d8,3,11,16,18
Trp53,2,15,18,19
Axin2,9,11,1,19
Trhde,14,7,16,5
Zcchc3,9,12,7,14
Dcun1d3,11,17,13,15
E2f6,19,9,1,7
Zswim3,8,15,14,9
Plxna3,15,18,9,4
Fance,6,15,20,1
G6pdx,7,13,18,2
Garnl3,13,17,6,4
Grik4,5,9,9,5
Fam198b,17,19,10,6
P2rx4,19,12,20,11
Ikzf2,9,1,8,2
Simc1,1,3,17,7
Gdpgp1,10,7,12,5
Eps8,16,11,2,5
Irf3,10,7,11,6
Rfx5,14,14,11,17
Foxred2,6,18,15,9
Top3b,5,10,13,2
Ptprt,2,11,3,10
Ttll12,18,19,4,13
Adamtsl1,6,7,14,19
Fgf9,17,16,3,10
Tbccd1,16,10,13,13
Clp1,3,20,17,6
Sirt1,20,14,15,19
Map3k5,15,9,15,9
Lix1l,13,10,15,8
Egfl6,12,2,7,7
Chadl,11,15,2,4
Polr3c,1,11,9,3
Lss,13,20,2,11
Actn2,12,10,6,16
Dpyd,4,10,9,5
Dctd,13,13,15,11
Slc29a3,14,15,15,14
Polk,2,5,3,4
Samd14,3,8,2,9
Galnt14,7,8,1,14
Dph1,2,2,18,6
Spry3,15,6,8,13
Rrp8,8,7,9,6
Zfp212,6,15,9,12
Itga6,2,4,11,15
Paqr9,15,4,11,8
Slc25a37,11,19,11,19
Ilvbl,13,10,9,14
Slc29a2,6,6,3,9
Pola1,20,12,6,6
Slc6a9,6,7,8,5
Dclre1a,8,20,12,16
Cep192,5,5,17,13
Gpatch2l,9,10,15,4
Kitl,3,11,5,9
Ccdc77,14,14,8,20
Med26,14,14,17,11
Lrrc61,8,7,8,7
Nol3,9,4,14,19
Tbc1d20,20,4,13,11
Tbl2,8,10,14,4
Txnl4b,4,19,7,16
Bag3,2,20,12,10
Zfp280b,18,20,15,3
Chrna4,14,2,19,17
Syngap1,13,6,18,1
Gltp,19,8,6,1
Kcnn1,7,17,7,17
Wars2,5,3,4,4
Setd4,3,8,1,10
Pitpnm3,7,9,20,16
Cdc42ep3,18,4,19,3
Zfp316,16,1,12,5
Ephb1,8,6,2,12
Pcsk5,14,14,6,2
Pllp,17,20,13,4
Mad2l1bp,2,4,10,16
Serinc2,9,14,7,16
Shb,5,2,17,10
Tmem120b,1,3,3,1
Pfkfb4,12,17,5,4
Serpinh1,1,13,5,9
Clec11a,18,5,19,4
Ttc38,17,6,7,16
Gfra1,10,8,6,12
Rxrg,5,3,15,13
Zfp784,1,14,2,13
Hcrtr2,18,18,12,4
Harbi1,16,13,4,5
Csf1r,3,12,7,8
Tmem144,7,15,1,1
Tmbim1,19,5,10,14
Zmynd10,12,6,19,19
Ppp2r1b,5,2,20,7
Gab2,4,11,20,15
Necab3,17,20,6,11
Cln6,13,11,9,15
Casp3,10,8,7,11
Ccdc134,8,18,19,7
Sars2,7,4,9,2
Wdr91,6,4,6,4
Tti2,20,7,16,11
Abhd5,18,18,1,15
Tnfaip3,6,19,13,12
Eif4ebp2,20,11,18,13
Polr3g,17,11,20,8
Slc24a4,5,20,17,8
Zfp248,3,11,12,2
Ring1,13,17,20,10
Armc5,19,8,3,4
Dph2,11,8,13,6
Itpr2,12,10,5,17
Plekhm1,13,19,13,19
Fam84b,17,18,4,11
Fem1c,11,15,1,5
Spef1,11,9,13,7
Metrnl,19,8,13,14
Arhgef6,16,8,10,14
Pigm,10,1,18,13
Btbd19,20,14,7,7
Rab27a,17,1,6,12
Rbak,8,17,18,7
Sema5a,14,12,11,15
Ccdc166,1,12,12,1
Rad51ap2,12,20,16,16
Slc25a20,4,8,5,7
Mtss1l,19,4,19,4
Prom1,18,4,11,11
Myo1c,8,3,7,4
Dock6,12,18,2,8
Klhdc9,6,10,6,10
Cnnm4,9,16,6,19
Xkr6,7,9,1,15
Vcam1,3,20,16,7
Ikzf4,17,5,20,2
Trib1,12,20,10,2
Nxpe4,6,8,4,10
Abcg2,17,18,10,5
Fat1,18,3,13,8
Bud13,10,7,4,13
Emp2,13,15,19,9
Abhd4,5,14,2,17
Slc35d1,13,11,20,4
Szrd1,1,16,13,4
Nupl2,5,6,4,7
Utrn,13,17,19,11
Scrib,2,7,5,4
Fstl4,9,14,4,19
Itih5,7,15,6,16
Naga,8,13,13,8
Plekhh3,14,11,6,19
Srebf1,13,9,20,2
Aff1,11,6,20,17
Tbck,2,17,1,18
Ipp,8,8,14,2
Sema4c,9,3,14,18
Klc4,2,18,1,19
Clip2,20,2,6,16
Hcn2,1,6,7,20
Ttyh2,6,13,8,11
Zfp11,7,10,13,4
Homez,17,7,1,3
Ercc8,20,11,17,14
Bcas1,16,8,5,19
Zc3h12c,13,15,20,8
Cd36,8,14,15,7
Gjb6,2,7,14,15
Mzf1,17,1,1,17
B3gntl1,1,15,9,7
Gpn2,15,14,12,17
Thg1l,15,11,4,2
Ccm2,7,1,14,14
Zfp787,16,18,14,20
Tbc1d12,3,3,4,2
Nup98,2,9,16,15
Rtel1,16,7,7,16
Bmp2,6,10,19,17
Prr18,11,13,17,7
Carhsp1,10,7,3,14
Efcab2,19,11,15,15
Dhx34,16,7,4,19
Pafah2,12,20,20,12
Ddx59,10,5,5,10
Slc7a10,5,16,20,1
Sfxn2,4,8,1,11
Zhx3,18,17,15,20
Tmem177,15,4,1,18
Prkab1,13,8,12,9
Pqlc2,18,5,6,17
Scly,1,19,17,3
Plagl2,10,3,18,15
Maob,4,20,6,18
Tspan15,7,15,11,11
Nfya,4,4,6,2
Sp2,4,17,20,1
Atp11c,2,16,10,8
Tmem104,20,17,16,1
Rhpn1,4,6,16,14
Nfxl1,1,20,12,9
Ints7,10,2,6,6
Zdhhc15,14,17,20,11
Cecr2,15,19,7,7
Caprin2,8,15,6,17
Rabep2,18,18,14,2
Slc35a3,15,13,19,9
Tatdn2,18,2,4,16
Engase,9,8,20,17
Dennd4c,8,10,17,1
Rxra,1,19,12,8
Kcnn3,20,20,17,3
Enpp6,11,15,7,19
Fam219a,10,9,1,18
Tmem163,9,15,2,2
Bean1,5,17,13,9
Bak1,15,20,8,7
Pamr1,13,17,8,2
Alg8,9,17,1,5
Mtap,4,13,12,5
Gpr75,2,14,16,20
Vav3,3,10,8,5
Samhd1,15,13,15,13
Nipal2,3,16,3,16
Morn1,6,5,16,15
Zfp551,17,2,13,6
Sema4b,14,16,13,17
Kctd9,17,10,14,13
Btbd7,2,18,17,3
Fdxacb1,18,12,12,18
Ksr2,6,18,17,7
Traf6,18,1,14,5
Pms1,15,14,5,4
Slc1a6,4,20,13,11
Gpr17,19,2,18,3
Invs,18,18,5,11
Rhbdf1,19,19,4,14
Kctd21,4,6,5,5
Ube2j2,18,20,2,16
Ranbp17,3,6,11,18
Grik1,11,1,12,20
Maf,19,9,13,15
Jag2,2,10,1,11
Lhfpl2,10,12,17,5
Pdzrn3,19,8,15,12
Cdca4,9,2,10,1
Cdc25a,2,12,9,5
Zfp13,11,5,4,12
Dlk1,17,20,7,10
Brinp3,2,3,7,18
Zbed3,8,8,2,14
Cbln1,14,16,1,9
