5.0,15.0,11.0,16.0,14.0,8.0,7.0,4.0,12.0,2.0,6.0,1.0
8.0,4.0,2.0,1.0,9.0,13.0,15.0,16.0,8.0,4.0,2.0,1.0
6.0,9.0,5.0,16.0,7.0,2.0,3.0,13.0,11.0,8.0,12.0,1.0
13.0,16.0,4.0,1.0,13.0,16.0,4.0,1.0,13.0,16.0,4.0,1.0
