"","lambda","gamma","suppSize"
"1",0.0358387,0,0
"2",0.0354803,0,1
"3",0.0333318,0,2
"4",0.0271691,0,4
"5",0.0251146,0,5
"6",0.0237433,0,6
"7",0.0233855,0,7
"8",0.0210444,0,8
"9",0.0198298,0,9
"10",0.0183082,0,10
"11",0.0171424,0,11
"12",0.0168191,0,12
"13",0.0157802,0,14
"14",0.0141468,0,18
"15",0.0130566,0,20
"16",0.0125936,0,23
"17",0.0114929,0,24
"18",0.00962909,0,25
"19",0.00264112,0,26
"20",0.000736836,0,26
"21",0.000366231,0,27
"22",0.000185361,0,27
"23",8.36021e-05,0,29
"24",7.00747e-05,0,30
"25",6.2864e-05,0,31
"26",4.90586e-05,0,33
"27",3.17259e-05,0,34
"28",2.45877e-05,0,34
"29",1.92029e-05,0,35
"30",1.72361e-05,0,37
"31",1.61694e-05,0,37
"32",1.29355e-05,0,39
"33",1.14958e-05,0,41
"34",9.83036e-06,0,44
"35",9.53545e-06,0,44
"36",7.62836e-06,0,46
"37",6.12095e-06,0,48
"38",5.90615e-06,0,49
"39",5.37176e-06,0,50
"40",5.28941e-06,0,50
"41",3.76074e-06,0,52
"42",3.64792e-06,0,52
"43",2.91834e-06,0,57
"44",2.74595e-06,0,58
"45",2.56876e-06,0,58
"46",2.05501e-06,0,60
"47",1.99336e-06,0,60
"48",1.59468e-06,0,61
"49",1.54684e-06,0,63
"50",1.50044e-06,0,63
"51",1.20035e-06,0,64
"52",1.16434e-06,0,64
"53",9.31472e-07,0,68
"54",9.03528e-07,0,70
"55",8.76422e-07,0,70
"56",7.01138e-07,0,73
"57",6.80104e-07,0,75
"58",6.59701e-07,0,75
"59",5.2776e-07,0,79
"60",5.11928e-07,0,79
"61",4.9657e-07,0,79
"62",3.97256e-07,0,81
"63",3.85338e-07,0,82
"64",3.73778e-07,0,83
"65",3.62565e-07,0,85
"66",3.51688e-07,0,85
"67",2.8135e-07,0,88
"68",2.7291e-07,0,91
"69",2.64722e-07,0,93
"70",2.56781e-07,0,94
"71",2.49077e-07,0,95
"72",2.41605e-07,0,96
"73",2.34357e-07,0,96
"74",2.27326e-07,0,100
"75",2.20506e-07,0,101
"76",2.13891e-07,0,101
"77",1.71113e-07,0,102
"78",1.6598e-07,0,103
"79",1.61e-07,0,105
"80",1.5617e-07,0,106
"81",1.51485e-07,0,107
"82",1.4694e-07,0,107
"83",1.17552e-07,0,107
"84",9.40419e-08,0,112
"85",9.12207e-08,0,112
"86",8.8484e-08,0,112
"87",8.58295e-08,0,116
"88",8.32546e-08,0,117
"89",8.0757e-08,0,117
"90",6.46056e-08,0,120
"91",6.26674e-08,0,122
"92",6.07874e-08,0,128
"93",5.89638e-08,0,129
"94",5.71949e-08,0,129
"95",5.5479e-08,0,132
"96",5.38147e-08,0,135
"97",5.22002e-08,0,133
"98",5.06342e-08,0,134
"99",4.91152e-08,0,133
"100",4.76417e-08,0,134
