"","lambda","gamma","suppSize"
"1",0.0402138,0,1
"2",0.0396816,0,2
"3",0.0314322,0,3
"4",0.0271302,0,4
"5",0.0267922,0,4
"6",0.0259429,0,5
"7",0.0224781,0,7
"8",0.0179295,0,8
"9",0.0172782,0,10
"10",0.0169982,0,11
"11",0.0156944,0,12
"12",0.0155121,0,14
"13",0.0132902,0,15
"14",0.0130783,0,17
"15",0.01235,0,19
"16",0.011545,0,20
"17",0.011265,0,21
"18",0.010239,0,24
"19",0.0100917,0,25
"20",0.00083328,0,26
"21",0.000460609,0,26
"22",0.000244124,0,27
"23",0.000232989,0,28
"24",0.000151426,0,29
"25",0.000139016,0,30
"26",0.000117066,0,30
"27",9.3653e-05,0,32
"28",9.09214e-05,0,33
"29",5.27463e-05,0,36
"30",4.14717e-05,0,37
"31",2.74303e-05,0,37
"32",2.19442e-05,0,40
"33",2.13935e-05,0,42
"34",2.11665e-05,0,44
"35",1.70264e-05,0,45
"36",1.31894e-05,0,47
"37",1.03995e-05,0,49
"38",8.92009e-06,0,50
"39",8.60103e-06,0,51
"40",7.85028e-06,0,52
"41",7.44161e-06,0,52
"42",5.95329e-06,0,56
"43",5.77469e-06,0,56
"44",4.61975e-06,0,57
"45",4.48116e-06,0,57
"46",3.58493e-06,0,63
"47",3.47738e-06,0,63
"48",2.7819e-06,0,65
"49",2.69845e-06,0,67
"50",2.61749e-06,0,69
"51",2.53897e-06,0,70
"52",2.4628e-06,0,70
"53",1.97024e-06,0,73
"54",1.91113e-06,0,74
"55",1.8538e-06,0,75
"56",1.79818e-06,0,77
"57",1.74424e-06,0,77
"58",1.39539e-06,0,81
"59",1.35353e-06,0,81
"60",1.08282e-06,0,81
"61",8.66259e-07,0,85
"62",8.40271e-07,0,88
"63",8.15063e-07,0,89
"64",7.90611e-07,0,90
"65",7.66892e-07,0,91
"66",7.43886e-07,0,90
"67",7.21569e-07,0,90
"68",5.77255e-07,0,93
"69",5.59938e-07,0,94
"70",5.4314e-07,0,97
"71",5.26845e-07,0,98
"72",5.1104e-07,0,99
"73",4.95709e-07,0,101
"74",4.80838e-07,0,101
"75",3.8467e-07,0,103
"76",3.7313e-07,0,105
"77",3.61936e-07,0,108
"78",3.51078e-07,0,109
"79",3.40546e-07,0,109
"80",3.30329e-07,0,109
"81",2.64263e-07,0,111
"82",2.56335e-07,0,111
"83",2.05068e-07,0,113
"84",1.98916e-07,0,117
"85",1.92949e-07,0,120
"86",1.8716e-07,0,121
"87",1.81546e-07,0,121
"88",1.45236e-07,0,123
"89",1.40879e-07,0,123
"90",1.12703e-07,0,123
"91",9.01628e-08,0,127
"92",8.74579e-08,0,129
"93",8.48342e-08,0,132
"94",8.22891e-08,0,134
"95",7.98205e-08,0,137
"96",7.74259e-08,0,136
"97",7.51031e-08,0,138
"98",7.285e-08,0,138
"99",7.06645e-08,0,141
"100",6.85446e-08,0,142
