"","lambda","gamma","suppSize"
"1",0.0579702,0,0
"2",0.0573905,0,1
"3",0.0415827,0,2
"4",0.0314477,0,3
"5",0.0302821,0,4
"6",0.0272582,0,5
"7",0.0249442,0,6
"8",0.0216265,0,7
"9",0.0200125,0,8
"10",0.0189677,0,9
"11",0.0179589,0,10
"12",0.0160238,0,11
"13",0.0143659,0,12
"14",0.0122889,0,13
"15",0.0110067,0,15
"16",0.0105962,0,17
"17",0.0104585,0,20
"18",0.0101357,0,21
"19",0.00993792,0,22
"20",0.000417802,0,22
"21",0.000334242,0,23
"22",0.000183456,0,23
"23",0.000146765,0,24
"24",0.000116206,0,25
"25",7.67509e-05,0,27
"26",7.46933e-05,0,28
"27",6.65067e-05,0,29
"28",5.5363e-05,0,30
"29",4.46445e-05,0,30
"30",3.57156e-05,0,31
"31",3.41196e-05,0,32
"32",2.82516e-05,0,32
"33",2.26013e-05,0,33
"34",2.19232e-05,0,33
"35",1.75386e-05,0,36
"36",1.70124e-05,0,36
"37",1.36099e-05,0,36
"38",1.0888e-05,0,37
"39",1.05613e-05,0,37
"40",8.44905e-06,0,37
"41",6.75924e-06,0,38
"42",6.55646e-06,0,38
"43",5.24517e-06,0,41
"44",5.08782e-06,0,41
"45",4.07025e-06,0,41
"46",3.2562e-06,0,44
"47",3.15852e-06,0,44
"48",2.52681e-06,0,45
"49",2.45101e-06,0,47
"50",2.37748e-06,0,47
"51",1.90198e-06,0,47
"52",1.52159e-06,0,49
"53",1.47594e-06,0,50
"54",1.43166e-06,0,50
"55",1.14533e-06,0,54
"56",1.11097e-06,0,55
"57",1.07764e-06,0,56
"58",1.04531e-06,0,56
"59",8.36248e-07,0,60
"60",8.11161e-07,0,60
"61",7.86826e-07,0,61
"62",7.63221e-07,0,61
"63",6.10577e-07,0,63
"64",5.9226e-07,0,65
"65",5.74492e-07,0,66
"66",5.57257e-07,0,67
"67",5.40539e-07,0,67
"68",4.32432e-07,0,68
"69",4.19459e-07,0,69
"70",4.06875e-07,0,69
"71",3.255e-07,0,72
"72",3.15735e-07,0,76
"73",3.06263e-07,0,79
"74",2.97075e-07,0,80
"75",2.88163e-07,0,82
"76",2.79518e-07,0,82
"77",2.23614e-07,0,83
"78",2.16906e-07,0,84
"79",2.10399e-07,0,86
"80",2.04087e-07,0,89
"81",1.97964e-07,0,87
"82",1.92025e-07,0,88
"83",1.86264e-07,0,90
"84",1.80676e-07,0,91
"85",1.75256e-07,0,90
"86",1.69998e-07,0,91
"87",1.64899e-07,0,90
"88",1.59952e-07,0,91
"89",1.55153e-07,0,93
"90",1.50498e-07,0,95
"91",1.45983e-07,0,96
"92",1.41604e-07,0,96
"93",1.37356e-07,0,96
"94",1.33235e-07,0,99
"95",1.29238e-07,0,100
"96",1.25361e-07,0,101
"97",1.216e-07,0,103
"98",1.17952e-07,0,102
"99",1.14414e-07,0,104
"100",1.10981e-07,0,104
