"","lambda","gamma","suppSize"
"1",0.051275,0,1
"2",0.0476847,0,2
"3",0.0288054,0,4
"4",0.0280553,0,5
"5",0.0262853,0,7
"6",0.0185378,0,9
"7",0.0137365,0,12
"8",0.0135607,0,14
"9",0.0130399,0,15
"10",0.0123529,0,16
"11",0.0121606,0,18
"12",0.0119918,0,19
"13",0.0109127,0,20
"14",0.0104047,0,22
"15",0.0100942,0,25
"16",0.000217228,0,26
"17",0.000129979,0,27
"18",9.54274e-05,0,28
"19",7.42937e-05,0,30
"20",5.29011e-05,0,30
"21",4.23209e-05,0,32
"22",3.73503e-05,0,33
"23",3.30921e-05,0,34
"24",2.7521e-05,0,35
"25",2.10846e-05,0,35
"26",1.64168e-05,0,36
"27",1.59243e-05,0,36
"28",1.27394e-05,0,39
"29",9.65317e-06,0,40
"30",7.5129e-06,0,42
"31",7.14787e-06,0,42
"32",5.7183e-06,0,47
"33",5.42529e-06,0,49
"34",5.26253e-06,0,49
"35",4.11002e-06,0,53
"36",3.98672e-06,0,54
"37",3.86712e-06,0,54
"38",3.75111e-06,0,55
"39",3.63857e-06,0,55
"40",3.62445e-06,0,55
"41",2.89956e-06,0,58
"42",2.72237e-06,0,59
"43",2.57039e-06,0,59
"44",2.05631e-06,0,62
"45",1.99462e-06,0,62
"46",1.5957e-06,0,62
"47",1.27656e-06,0,68
"48",1.23826e-06,0,68
"49",9.90608e-07,0,73
"50",9.60889e-07,0,75
"51",9.32063e-07,0,76
"52",9.04101e-07,0,77
"53",8.76978e-07,0,77
"54",7.01582e-07,0,79
"55",6.80535e-07,0,79
"56",6.60119e-07,0,80
"57",6.40315e-07,0,82
"58",6.21106e-07,0,85
"59",6.02472e-07,0,85
"60",4.81978e-07,0,89
"61",4.67519e-07,0,90
"62",4.53493e-07,0,91
"63",4.39888e-07,0,92
"64",4.26692e-07,0,93
"65",4.13891e-07,0,93
"66",3.31113e-07,0,93
"67",2.6489e-07,0,96
"68",2.56943e-07,0,98
"69",2.49235e-07,0,100
"70",2.41758e-07,0,101
"71",2.34505e-07,0,101
"72",1.87604e-07,0,104
"73",1.81976e-07,0,104
"74",1.45581e-07,0,105
"75",1.41214e-07,0,107
"76",1.36977e-07,0,108
"77",1.32868e-07,0,109
"78",1.28882e-07,0,109
"79",1.25015e-07,0,111
"80",1.21265e-07,0,112
"81",1.17627e-07,0,114
"82",1.14098e-07,0,114
"83",9.12785e-08,0,118
"84",8.85401e-08,0,118
"85",8.58839e-08,0,120
"86",8.33074e-08,0,121
"87",8.08082e-08,0,124
"88",7.83839e-08,0,124
"89",7.60324e-08,0,124
"90",6.08259e-08,0,129
"91",5.90011e-08,0,130
"92",5.72311e-08,0,130
"93",4.57849e-08,0,132
"94",4.44113e-08,0,133
"95",4.3079e-08,0,134
"96",4.17866e-08,0,136
"97",4.0533e-08,0,136
"98",3.24264e-08,0,140
"99",3.14536e-08,0,142
"100",3.051e-08,0,143
