"","lambda","gamma","suppSize"
"1",0.0553313,0,1
"2",0.0391147,0,2
"3",0.0360515,0,3
"4",0.0326614,0,4
"5",0.0238724,0,5
"6",0.021636,0,6
"7",0.0195935,0,7
"8",0.0189621,0,8
"9",0.018307,0,9
"10",0.0155433,0,11
"11",0.0153209,0,12
"12",0.0139522,0,14
"13",0.0136727,0,15
"14",0.0126733,0,19
"15",0.0123043,0,22
"16",0.01173,0,23
"17",0.00836995,0,25
"18",0.000193867,0,27
"19",0.0001187,0,28
"20",8.15931e-05,0,28
"21",5.4352e-05,0,28
"22",4.34816e-05,0,28
"23",3.47853e-05,0,29
"24",3.12052e-05,0,30
"25",2.02614e-05,0,30
"26",1.62091e-05,0,31
"27",1.52697e-05,0,32
"28",1.49691e-05,0,33
"29",1.40317e-05,0,33
"30",1.12253e-05,0,34
"31",9.02437e-06,0,36
"32",8.89288e-06,0,37
"33",8.79553e-06,0,38
"34",7.87604e-06,0,39
"35",6.93589e-06,0,40
"36",6.42712e-06,0,40
"37",5.00632e-06,0,41
"38",4.5677e-06,0,42
"39",4.23152e-06,0,43
"40",4.05444e-06,0,44
"41",3.75945e-06,0,47
"42",3.7057e-06,0,48
"43",3.66487e-06,0,49
"44",3.55493e-06,0,52
"45",3.20548e-06,0,53
"46",3.05122e-06,0,53
"47",2.44097e-06,0,56
"48",2.36774e-06,0,56
"49",1.89419e-06,0,59
"50",1.83737e-06,0,60
"51",1.78225e-06,0,61
"52",1.72878e-06,0,60
"53",1.67692e-06,0,60
"54",1.34153e-06,0,66
"55",1.30129e-06,0,66
"56",1.04103e-06,0,70
"57",1.0098e-06,0,72
"58",9.79505e-07,0,72
"59",9.5012e-07,0,74
"60",9.21616e-07,0,76
"61",8.93968e-07,0,76
"62",7.15174e-07,0,79
"63",6.93719e-07,0,81
"64",6.72907e-07,0,81
"65",5.38326e-07,0,82
"66",5.22176e-07,0,82
"67",4.17741e-07,0,82
"68",4.05209e-07,0,83
"69",3.93052e-07,0,82
"70",3.81261e-07,0,85
"71",3.69823e-07,0,87
"72",3.58728e-07,0,87
"73",2.86983e-07,0,89
"74",2.78373e-07,0,88
"75",2.70022e-07,0,89
"76",2.61921e-07,0,90
"77",2.54064e-07,0,91
"78",2.46442e-07,0,90
"79",2.39049e-07,0,90
"80",1.91239e-07,0,96
"81",1.85502e-07,0,98
"82",1.79937e-07,0,98
"83",1.43949e-07,0,102
"84",1.39631e-07,0,104
"85",1.35442e-07,0,107
"86",1.31379e-07,0,107
"87",1.05103e-07,0,108
"88",1.0195e-07,0,111
"89",9.88913e-08,0,112
"90",9.59246e-08,0,112
"91",9.30468e-08,0,114
"92",9.02554e-08,0,117
"93",8.75478e-08,0,118
"94",8.49213e-08,0,120
"95",8.23737e-08,0,119
"96",7.99025e-08,0,121
"97",7.75054e-08,0,123
"98",7.51803e-08,0,124
"99",7.29248e-08,0,124
"100",5.83399e-08,0,126
