"","lambda","gamma","suppSize"
"1",0.0516147,0,0
"2",0.0510985,0,1
"3",0.0320038,0,2
"4",0.0267044,0,4
"5",0.0259018,0,5
"6",0.0229234,0,6
"7",0.0201555,0,8
"8",0.019832,0,9
"9",0.0185828,0,10
"10",0.0179934,0,11
"11",0.0151388,0,13
"12",0.0148116,0,14
"13",0.0144353,0,17
"14",0.0140465,0,19
"15",0.0127312,0,20
"16",0.0124626,0,21
"17",0.0108827,0,22
"18",0.00820966,0,23
"19",0.000360716,0,24
"20",0.000120739,0,25
"21",9.87052e-05,0,26
"22",6.14806e-05,0,26
"23",4.91845e-05,0,27
"24",4.77826e-05,0,28
"25",4.44852e-05,0,28
"26",3.55882e-05,0,31
"27",3.36785e-05,0,31
"28",2.1604e-05,0,36
"29",1.71339e-05,0,38
"30",1.56287e-05,0,39
"31",1.41429e-05,0,40
"32",1.06947e-05,0,40
"33",8.06827e-06,0,43
"34",7.28429e-06,0,44
"35",7.08304e-06,0,46
"36",6.30303e-06,0,46
"37",5.04243e-06,0,48
"38",4.89115e-06,0,50
"39",4.82468e-06,0,50
"40",3.85975e-06,0,55
"41",3.74396e-06,0,58
"42",3.63164e-06,0,58
"43",2.90531e-06,0,59
"44",2.81815e-06,0,59
"45",2.25452e-06,0,61
"46",2.18688e-06,0,63
"47",2.12128e-06,0,62
"48",2.05764e-06,0,62
"49",1.64611e-06,0,65
"50",1.59673e-06,0,66
"51",1.54883e-06,0,66
"52",1.50236e-06,0,69
"53",1.45729e-06,0,69
"54",1.16583e-06,0,71
"55",1.13086e-06,0,74
"56",1.09693e-06,0,75
"57",1.06402e-06,0,75
"58",8.51219e-07,0,79
"59",8.25683e-07,0,80
"60",8.00912e-07,0,81
"61",7.76885e-07,0,80
"62",7.53578e-07,0,80
"63",6.02863e-07,0,82
"64",5.84777e-07,0,82
"65",4.67821e-07,0,88
"66",4.53787e-07,0,91
"67",4.40173e-07,0,94
"68",4.26968e-07,0,96
"69",4.14159e-07,0,97
"70",4.01734e-07,0,97
"71",3.21387e-07,0,97
"72",2.5711e-07,0,101
"73",2.49397e-07,0,103
"74",2.41915e-07,0,108
"75",2.34657e-07,0,111
"76",2.27617e-07,0,112
"77",2.20789e-07,0,113
"78",2.14165e-07,0,113
"79",2.0774e-07,0,113
"80",1.66192e-07,0,119
"81",1.61206e-07,0,119
"82",1.5637e-07,0,120
"83",1.51679e-07,0,121
"84",1.47129e-07,0,122
"85",1.42715e-07,0,123
"86",1.38434e-07,0,124
"87",1.34281e-07,0,124
"88",1.30252e-07,0,124
"89",1.04202e-07,0,124
"90",1.01076e-07,0,125
"91",9.80433e-08,0,128
"92",9.5102e-08,0,127
"93",9.2249e-08,0,130
"94",8.94815e-08,0,132
"95",8.67971e-08,0,133
"96",8.41932e-08,0,133
"97",8.16674e-08,0,133
"98",6.53339e-08,0,134
"99",6.33739e-08,0,137
"100",6.14727e-08,0,139
