"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"12",887,887,"[209, 449, 698, 1093]",0,2.05,3.65,1,52,6.54027e-07
"15",887,887,"[213, 449, 698, 1093]",0,2.1,3.7,1,77,1.16541e-07
"27",887,887,"[209, 449, 698, 1094]",0,2.05,3.7,1,86,4.97028e-08
"194",887,887,"[213, 450, 699, 1095]",0,2.1,3.9,1,10,0.0146476
"558",2065,2065,"[565, 601, 851, 1019]",0,1.85,4.55,1,12,0.0120025
"1001",369,369,"[263, 430, 483, 1180]",0,1.9,4.9,1,88,4.67653e-08
"1022",369,369,"[263, 427, 483, 1179]",0,1.85,4.85,1,36,4.74762e-06
"1058",1458,1458,"[48, 449, 715, 796]",0,2.2,3.8,1,25,3.52786e-05
"1069",1458,1458,"[47, 454, 718, 796]",0,2.35,3.75,1,89,4.53624e-08
"1076",887,887,"[215, 449, 701, 1093]",0,2.2,3.6,1,48,1.08611e-06
"1116",1458,1458,"[48, 450, 715, 796]",0,2.2,3.85,1,36,4.74762e-06
"1218",1458,1458,"[47, 454, 718, 798]",0,2.4,3.8,1,4,0.026421
"1468",2065,2065,"[568, 605, 857, 1024]",0,2.3,4.1,1,30,1.12882e-05
"1912",369,369,"[269, 432, 490, 1184]",0,2.25,4.65,1,10,0.0146476
"1998",369,369,"[273, 436, 491, 1187]",0,2.4,4.85,1,93,3.31208e-08
"2005",369,369,"[270, 436, 491, 1185]",0,2.3,4.85,1,53,6.34406e-07
"2071",776,776,"[119, 334, 671, 911]",0,3.25,3.7,1,96,2.49307e-08
"2101",776,776,"[122, 334, 671, 907]",0,3.25,3.7,1,61,4.10071e-07
"2113",776,776,"[122, 334, 673, 907]",0,3.3,3.75,1,7,0.0199575
"2126",776,776,"[122, 334, 671, 903]",0,3.2,3.7,1,59,5.28442e-07
"2143",776,776,"[120, 332, 671, 911]",0,3.2,3.8,1,33,7.92465e-06
"2144",776,776,"[120, 334, 671, 911]",0,3.25,3.75,1,42,2.09965e-06
"2241",776,776,"[123, 336, 672, 912]",0,3.3,4.05,1,72,1.64552e-07
"2242",776,776,"[124, 336, 672, 912]",0,3.3,4.1,1,71,1.69641e-07
"2412",1986,1986,"[589, 766, 1008, 1111]",0,3.75,4.35,1,33,7.92465e-06
"2413",1986,1986,"[590, 766, 1008, 1111]",0,3.8,4.3,1,29,1.46223e-05
"2419",340,340,"[385, 632, 1032, 1163]",0,4.05,3.1,1,33,7.92465e-06
"2425",340,340,"[385, 632, 1036, 1163]",0,4.1,3.1,1,92,3.41452e-08
"2451",340,340,"[385, 629, 1032, 1159]",0,3.95,3.05,1,55,5.96913e-07
"2471",340,340,"[384, 632, 1030, 1161]",0,4.05,2.75,1,22,6.82583e-05
"2494",340,340,"[392, 632, 1035, 1162]",0,4.15,2.95,1,9,0.0162156
"2495",340,340,"[385, 632, 1036, 1162]",0,4.1,3.05,1,56,5.79005e-07
"2524",1054,1054,"[349, 525, 769, 881]",0,4.05,3.9,1,25,3.52786e-05
"2646",1986,1986,"[588, 766, 1011, 1110]",0,3.8,4.25,1,3,0.0312509
"2735",326,326,"[18, 687, 748, 875]",0,3.85,5.1,1,14,0.00835066
"2783",326,326,"[18, 690, 747, 877]",0,3.85,5.3,1,21,9.30132e-05
"2831",326,326,"[26, 690, 752, 880]",0,4.1,5.3,1,21,9.30132e-05
"2988",1977,1977,"[521, 731, 804, 1102]",0,3.95,6.45,1,82,8.25386e-08
"3014",1977,1977,"[518, 730, 801, 1101]",0,3.85,6.35,1,88,4.67653e-08
"3021",1977,1977,"[518, 730, 803, 1101]",0,3.9,6.3,1,92,3.41452e-08
"3029",1977,1977,"[518, 730, 804, 1101]",0,3.9,6.35,1,87,4.82117e-08
"3031",1977,1977,"[521, 731, 804, 1101]",0,3.95,6.4,1,10,0.0146476
"3150",1054,1054,"[357, 529, 776, 891]",0,4.45,4.15,1,12,0.0120025
"3228",1054,1054,"[357, 529, 776, 886]",0,4.35,4.15,1,68,2.25371e-07
"3250",1054,1054,"[357, 529, 776, 889]",0,4.4,4.15,1,57,5.61635e-07
"3272",413,413,"[185, 366, 754, 919]",0,4.55,5.15,1,94,3.21272e-08
"3331",445,445,"[236, 416, 756, 1082]",0,4.4,5.75,1,99,2.27536e-08
"3340",413,413,"[187, 366, 757, 919]",0,4.65,5.25,1,64,2.54572e-07
"3341",413,413,"[184, 371, 757, 919]",0,4.6,5.25,1,26,3.10012e-05
"3726",445,445,"[235, 415, 758, 1081]",0,4.45,5.6,1,30,1.12882e-05
"3738",689,689,"[468, 642, 1049, 1150]",0,4.35,5.55,1,66,2.39527e-07
"3740",689,689,"[468, 644, 1049, 1150]",0,4.35,5.65,1,58,5.44786e-07
"3795",445,445,"[234, 423, 755, 1080]",0,4.45,5.4,1,68,2.25371e-07
"3799",445,445,"[230, 414, 756, 1080]",0,4.3,5.5,1,89,4.53624e-08
"3807",445,445,"[231, 423, 756, 1080]",0,4.4,5.45,1,75,1.50182e-07
"3809",445,445,"[234, 423, 756, 1080]",0,4.45,5.45,1,47,1.1197e-06
"3816",445,445,"[231, 415, 757, 1080]",0,4.4,5.45,1,65,2.46935e-07
"3820",445,445,"[232, 423, 757, 1080]",0,4.45,5.45,1,93,3.31208e-08
"3933",445,445,"[236, 424, 756, 1085]",0,4.5,5.65,1,99,2.27536e-08
"3945",445,445,"[235, 415, 757, 1085]",0,4.5,5.55,1,39,2.94732e-06
"3991",445,445,"[235, 424, 758, 1085]",0,4.55,5.6,1,46,1.15433e-06
"4087",413,413,"[186, 367, 755, 920]",0,4.55,5.35,1,1,0.0609495
"4096",413,413,"[186, 373, 757, 920]",0,4.65,5.4,1,98,2.34573e-08
"4100",413,413,"[186, 373, 758, 920]",0,4.65,5.45,1,77,1.16541e-07
"4247",445,445,"[235, 424, 755, 1084]",0,4.5,5.5,1,11,0.0125816
"4344",689,689,"[468, 642, 1049, 1152]",0,4.4,5.5,1,13,0.0103653
"4351",689,689,"[468, 644, 1051, 1152]",0,4.45,5.55,1,98,2.34573e-08
"4403",1977,1977,"[523, 736, 808, 1106]",0,4.35,6.1,1,23,5.30684e-05
"4442",1977,1977,"[524, 737, 807, 1105]",0,4.25,6.35,1,54,6.15374e-07
"4451",1977,1977,"[524, 737, 809, 1107]",0,4.35,6.3,1,55,5.96913e-07
"4493",1061,1061,"[97, 130, 653, 1042]",0,4.75,6.5,1,12,0.0120025
"4628",905,905,"[302, 377, 472, 1170]",0,4.75,6.7,1,73,1.59615e-07
"4857",387,387,"[69, 442, 499, 1057]",0,5.05,4.35,1,8,0.0180079
"4858",47,47,"[41, 143, 867, 935]",0,5.1,5.6,1,5,0.0238323
"4866",47,47,"[39, 144, 866, 934]",0,5.05,5.55,1,17,0.00025881
"4867",47,47,"[39, 142, 867, 934]",0,5.05,5.5,1,43,1.85942e-06
"5617",905,905,"[302, 381, 476, 1173]",0,4.9,6.7,1,64,2.54572e-07
"5645",905,905,"[301, 378, 472, 1176]",0,4.85,6.65,1,10,0.0146476
"5734",905,905,"[302, 377, 476, 1177]",0,4.9,6.7,1,98,2.34573e-08
"5783",1061,1061,"[99, 150, 656, 1044]",0,4.85,7,1,71,1.69641e-07
"5833",1061,1061,"[99, 150, 656, 1047]",0,4.9,7,1,91,3.52012e-08
"5874",1061,1061,"[99, 150, 656, 1043]",0,4.85,6.95,1,70,1.74888e-07
"5899",1061,1061,"[102, 150, 655, 1046]",0,4.95,6.85,1,19,0.000168057
"5956",905,905,"[303, 383, 477, 1173]",0,4.9,6.9,1,46,1.15433e-06
"6031",1332,1332,"[114, 703, 961, 1132]",0,5.55,3.05,1,12,0.0120025
