"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"36",1803,1803,"[62, 196, 478, 661]",0,2.45,3.7,1,42,3.24073e-06
"96",2081,2081,"[628, 660, 853, 947]",0,2.65,3.25,1,49,1.6871e-06
"164",2081,2081,"[627, 660, 854, 948]",0,2.6,3.45,1,70,2.46083e-07
"166",2081,2081,"[623, 661, 854, 948]",0,2.55,3.45,1,98,4.00204e-08
"329",2081,2081,"[626, 660, 857, 949]",0,2.7,3.45,1,12,0.0118641
"388",2081,2081,"[626, 664, 856, 951]",0,2.75,3.4,1,73,1.85231e-07
"407",2081,2081,"[631, 664, 857, 951]",0,2.9,3.4,1,74,1.79674e-07
"452",1803,1803,"[58, 197, 477, 659]",0,2.25,4.05,1,79,1.54293e-07
"454",1803,1803,"[61, 197, 477, 659]",0,2.3,4.1,1,93,5.65072e-08
"457",1803,1803,"[61, 199, 477, 659]",0,2.35,4.15,1,95,5.31677e-08
"522",1803,1803,"[60, 196, 476, 663]",0,2.35,3.95,1,89,6.38289e-08
"525",1803,1803,"[67, 196, 476, 663]",0,2.45,3.95,1,30,2.46866e-05
"529",1803,1803,"[65, 197, 476, 663]",0,2.4,4.05,1,82,1.40819e-07
"568",1803,1803,"[64, 199, 479, 663]",0,2.5,4.05,1,3,0.0270031
"583",1803,1803,"[57, 196, 476, 655]",0,2.2,3.8,1,35,9.71332e-06
"734",256,256,"[306, 591, 730, 1028]",0,2.95,5.4,1,52,1.38959e-06
"743",256,256,"[306, 591, 731, 1028]",0,3,5.35,1,57,7.9027e-07
"861",256,256,"[312, 589, 734, 1030]",0,3.2,5.1,1,45,2.30848e-06
"1094",256,256,"[310, 590, 735, 1031]",0,3.15,5.35,1,69,2.53694e-07
"1095",256,256,"[306, 593, 735, 1031]",0,3.15,5.25,1,13,0.00969497
"1174",256,256,"[309, 590, 739, 1031]",0,3.2,5.35,1,36,9.42192e-06
"1410",256,256,"[308, 594, 731, 1035]",0,3.2,5.25,1,75,1.74284e-07
"1411",256,256,"[309, 594, 731, 1035]",0,3.2,5.3,1,71,2.387e-07
"1589",1944,1944,"[77, 187, 408, 502]",0,3.9,2.05,1,32,1.68301e-05
"1683",1944,1944,"[78, 189, 410, 504]",0,3.9,2.4,1,40,4.79267e-06
"1739",554,554,"[157, 704, 756, 1172]",0,3.55,2.7,1,53,1.31236e-06
"1791",554,554,"[160, 704, 755, 1185]",0,3.75,2.6,1,6,0.0177401
"1841",554,554,"[160, 704, 760, 1185]",0,3.8,2.65,1,75,1.74284e-07
"1932",554,554,"[157, 705, 753, 1172]",0,3.5,2.8,1,19,0.000258496
"1962",256,256,"[314, 592, 734, 1033]",0,3.35,4.95,1,33,1.27502e-05
"2015",354,354,"[1, 221, 538, 1213]",0,3.8,5.75,1,14,0.00894886
"2035",354,354,"[1, 220, 543, 1213]",0,3.85,5.75,1,75,1.74284e-07
"2038",354,354,"[1, 221, 543, 1213]",0,3.85,5.8,1,92,5.82549e-08
"2334",1944,1944,"[82, 194, 417, 509]",0,4.25,2.4,1,11,0.0128673
"2472",1867,1867,"[128, 324, 940, 1039]",0,4.35,4.1,1,88,6.5803e-08
"2523",1867,1867,"[134, 325, 941, 1039]",0,4.4,4.3,1,62,4.61605e-07
"2555",1867,1867,"[134, 319, 943, 1039]",0,4.35,4.45,1,93,5.65072e-08
"2726",2022,2022,"[563, 796, 888, 1108]",0,4.9,3.75,1,9,0.0137439
"2730",2022,2022,"[563, 797, 888, 1108]",0,4.9,3.8,1,90,6.1914e-08
"2789",2022,2022,"[563, 797, 887, 1117]",0,4.95,3.75,1,48,1.73928e-06
"2797",2022,2022,"[563, 797, 888, 1117]",0,4.95,3.8,1,73,1.85231e-07
"2855",1867,1867,"[128, 324, 937, 1041]",0,4.35,4.15,1,47,1.79307e-06
"2867",1867,1867,"[128, 324, 940, 1041]",0,4.4,4.1,1,48,1.73928e-06
"2920",1867,1867,"[132, 324, 940, 1040]",0,4.45,4.05,1,20,0.000249963
"2966",956,956,"[138, 437, 788, 1042]",0,4.9,4.1,1,13,0.00969497
"3042",2022,2022,"[563, 797, 888, 1118]",0,4.95,3.85,1,82,1.40819e-07
"3134",1867,1867,"[134, 325, 946, 1039]",0,4.45,4.35,1,70,2.46083e-07
"3224",2033,2033,"[694, 880, 976, 1140]",0,4.35,4.65,1,7,0.0171075
"3232",2033,2033,"[692, 882, 976, 1140]",0,4.4,4.6,1,69,2.53694e-07
"3235",2033,2033,"[696, 882, 976, 1140]",0,4.45,4.65,1,50,1.43706e-06
"3253",2033,2033,"[696, 882, 977, 1140]",0,4.5,4.65,1,78,1.59065e-07
"3276",2033,2033,"[695, 881, 982, 1140]",0,4.6,4.55,1,75,1.74284e-07
"3301",1867,1867,"[133, 325, 942, 1041]",0,4.45,4.3,1,7,0.0171075
"3460",956,956,"[140, 438, 789, 1044]",0,5,4.35,1,95,5.31677e-08
"3470",956,956,"[142, 439, 790, 1044]",0,5,4.55,1,90,6.1914e-08
"3497",1537,1537,"[371, 521, 670, 1103]",0,4.7,5.1,1,47,1.79307e-06
"3502",1537,1537,"[371, 521, 670, 1113]",0,4.75,5.1,1,22,8.74855e-05
"3532",770,770,"[397, 442, 969, 1081]",0,4.95,5.6,1,22,8.74855e-05
"3572",1537,1537,"[368, 514, 668, 1104]",0,4.45,5.25,1,55,1.01839e-06
"3594",1537,1537,"[368, 519, 672, 1104]",0,4.55,5.35,1,15,0.00812272
"3633",1537,1537,"[368, 519, 672, 1105]",0,4.55,5.4,1,89,6.38289e-08
"3659",1537,1537,"[368, 519, 672, 1106]",0,4.55,5.45,1,73,1.85231e-07
"3668",1537,1537,"[368, 523, 672, 1106]",0,4.6,5.5,1,88,6.5803e-08
"3735",2022,2022,"[564, 796, 890, 1121]",0,5.1,3.6,1,49,1.6871e-06
"3791",2022,2022,"[563, 799, 891, 1121]",0,5.1,3.8,1,91,6.00566e-08
"3792",2022,2022,"[564, 799, 891, 1121]",0,5.15,3.75,1,59,6.1325e-07
"4087",956,956,"[142, 447, 791, 1048]",0,5.1,4.55,1,38,6.17613e-06
"4105",956,956,"[146, 447, 793, 1048]",0,5.2,4.45,1,81,1.45174e-07
"4162",956,956,"[144, 447, 789, 1044]",0,5.1,4.3,1,69,2.53694e-07
"4191",956,956,"[142, 447, 791, 1044]",0,5.05,4.5,1,34,1.00137e-05
"4207",956,956,"[140, 447, 793, 1044]",0,5.1,4.3,1,98,4.00204e-08
"4246",956,956,"[140, 447, 789, 1043]",0,5.05,4.25,1,99,3.88197e-08
"4248",956,956,"[142, 447, 789, 1043]",0,5.05,4.35,1,90,6.1914e-08
"4273",956,956,"[140, 447, 793, 1043]",0,5.1,4.25,1,74,1.79674e-07
"4727",770,770,"[401, 452, 971, 1085]",0,5.15,5.6,1,5,0.0195134
"4767",770,770,"[401, 442, 971, 1081]",0,5.05,5.6,1,77,1.63984e-07
"4768",770,770,"[402, 442, 971, 1081]",0,5.05,5.65,1,40,4.79267e-06
"4793",770,770,"[405, 454, 972, 1089]",0,5.25,5.85,1,43,2.97484e-06
"4794",770,770,"[406, 454, 972, 1089]",0,5.25,5.9,1,89,6.38289e-08
"4808",770,770,"[403, 444, 972, 1086]",0,5.1,5.9,1,80,1.49664e-07
"4873",1570,1570,"[525, 820, 915, 1093]",0,5.25,6.7,1,69,2.53694e-07
"4875",1570,1570,"[528, 820, 915, 1093]",0,5.3,6.7,1,91,6.00566e-08
"4938",1570,1570,"[528, 820, 916, 1096]",0,5.35,6.75,1,90,6.1914e-08
"5142",1951,1951,"[633, 727, 1004, 1017]",0,5.6,2.4,1,13,0.00969497
"5174",1951,1951,"[633, 727, 1004, 1019]",0,5.65,2.35,1,80,1.49664e-07
"5287",1951,1951,"[640, 729, 1013, 1020]",0,5.85,2.6,1,71,2.387e-07
"5298",1951,1951,"[640, 729, 1005, 1021]",0,5.8,2.65,1,74,1.79674e-07
"5306",1951,1951,"[639, 729, 1013, 1021]",0,5.85,2.6,1,25,5.73606e-05
"5307",1951,1951,"[640, 729, 1013, 1021]",0,5.85,2.65,1,76,1.69056e-07
"5351",718,718,"[292, 576, 680, 907]",0,5.9,3.1,1,17,0.0042942
"5384",718,718,"[290, 572, 679, 905]",0,5.85,2.8,1,53,1.31236e-06
"5458",1459,1459,"[186, 292, 576, 1133]",0,5.9,3.15,1,2,0.0508334
"5499",1459,1459,"[186, 290, 572, 1134]",0,5.9,2.95,1,47,1.79307e-06
"5513",1459,1459,"[186, 297, 572, 1134]",0,5.95,3,1,94,5.4812e-08
"5540",1459,1459,"[182, 292, 565, 1132]",0,5.6,3.2,1,23,7.81314e-05
"5606",1459,1459,"[186, 299, 573, 1134]",0,5.95,3.15,1,65,4.21295e-07
"5716",377,377,"[152, 242, 353, 1009]",0,5.65,4.6,1,78,1.59065e-07
"5717",377,377,"[153, 242, 353, 1009]",0,5.65,4.65,1,99,3.88197e-08
"5832",377,377,"[152, 242, 353, 1003]",0,5.6,4.65,1,74,1.79674e-07
"5877",377,377,"[146, 241, 351, 996]",0,5.4,4.5,1,64,4.34324e-07
"5891",377,377,"[153, 241, 352, 996]",0,5.5,4.55,1,45,2.30848e-06
"5967",377,377,"[153, 247, 352, 1002]",0,5.6,4.6,1,20,0.000249963
"6008",377,377,"[149, 241, 351, 1001]",0,5.5,4.45,1,2,0.0508334
"6092",956,956,"[149, 447, 794, 1054]",0,5.35,4.4,1,22,8.74855e-05
"6119",956,956,"[152, 447, 795, 1054]",0,5.45,4.35,1,88,6.5803e-08
"6227",377,377,"[154, 242, 354, 1011]",0,5.7,4.85,1,28,3.26803e-05
"6326",1570,1570,"[530, 820, 920, 1096]",0,5.5,6.65,1,50,1.43706e-06
"6780",1570,1570,"[528, 825, 921, 1097]",0,5.5,6.85,1,9,0.0137439
"7196",718,718,"[296, 579, 683, 909]",0,6.1,2.9,1,85,1.05997e-07
"7295",718,718,"[298, 576, 683, 913]",0,6.1,3.1,1,96,5.15726e-08
"7298",718,718,"[296, 579, 683, 913]",0,6.15,2.95,1,53,1.31236e-06
"7347",718,718,"[304, 580, 687, 913]",0,6.25,3.1,1,42,3.24073e-06
"7353",1281,1281,"[223, 648, 762, 913]",0,6.3,3.05,1,27,4.31647e-05
"7374",1459,1459,"[186, 296, 579, 1134]",0,6.05,2.95,1,53,1.31236e-06
"7486",1288,1288,"[224, 604, 648, 896]",0,6.3,3.2,1,18,0.00139228
"7513",718,718,"[304, 581, 684, 913]",0,6.2,3.15,1,24,6.82372e-05
"7579",1930,1930,"[26, 280, 513, 602]",0,6.1,4.6,1,4,0.0238479
"7582",1930,1930,"[26, 282, 513, 602]",0,6.1,4.7,1,89,6.38289e-08
"7821",1195,1195,"[381, 424, 814, 1060]",0,6.25,4.4,1,1,0.0561358
"7899",1195,1195,"[385, 426, 816, 1062]",0,6.3,4.85,1,59,6.1325e-07
"7954",642,642,"[119, 472, 550, 844]",0,6.95,2.55,1,8,0.0140735
"8001",642,642,"[121, 470, 550, 845]",0,6.95,2.6,1,96,5.15726e-08
"8004",642,642,"[122, 471, 550, 845]",0,6.95,2.7,1,60,5.94852e-07
"8096",642,642,"[122, 471, 550, 837]",0,6.9,2.65,1,31,1.936e-05
"8192",642,642,"[120, 470, 547, 832]",0,6.75,2.65,1,90,6.1914e-08
"8227",488,488,"[73, 262, 433, 769]",0,6.75,3.15,1,62,4.61605e-07
"8250",488,488,"[73, 262, 427, 764]",0,6.65,3.1,1,37,7.48565e-06
"8281",488,488,"[73, 262, 433, 765]",0,6.7,3.15,1,65,4.21295e-07
"8329",1288,1288,"[223, 617, 648, 896]",0,6.4,3.05,1,57,7.9027e-07
"8331",1288,1288,"[226, 617, 648, 896]",0,6.45,3.05,1,89,6.38289e-08
"8400",1281,1281,"[226, 648, 762, 913]",0,6.35,3.05,1,9,0.0137439
"8459",1288,1288,"[223, 618, 649, 900]",0,6.45,3.15,1,63,4.47757e-07
"8490",1288,1288,"[234, 618, 653, 900]",0,6.6,3.2,1,99,3.88197e-08
"8511",883,883,"[47, 395, 746, 1170]",0,6.95,3.75,1,96,5.15726e-08
"8599",488,488,"[72, 263, 433, 770]",0,6.7,3.35,1,16,0.00682206
"8685",488,488,"[72, 263, 420, 763]",0,6.5,3.45,1,85,1.05997e-07
"8795",488,488,"[68, 263, 420, 766]",0,6.5,3.4,1,63,4.47757e-07
