"","lambda","gamma","suppSize"
"1",0.0496985,0,1
"2",0.0345422,0,3
"3",0.0336806,0,4
"4",0.0249976,0,5
"5",0.0245152,0,7
"6",0.0206806,0,8
"7",0.0184538,0,9
"8",0.0162933,0,11
"9",0.0160831,0,13
"10",0.0146442,0,15
"11",0.0137716,0,17
"12",0.0128578,0,18
"13",0.01047,0,19
"14",0.00860566,0,20
"15",0.00840135,0,21
"16",0.00822594,0,22
"17",0.000822,0,23
"18",0.000468022,0,24
"19",0.000327604,0,25
"20",0.000175192,0,25
"21",0.000140153,0,26
"22",0.000137891,0,26
"23",0.000110313,0,28
"24",0.000103355,0,29
"25",6.79225e-05,0,30
"26",5.48351e-05,0,31
"27",5.31191e-05,0,31
"28",4.24953e-05,0,33
"29",4.12204e-05,0,33
"30",3.29763e-05,0,34
"31",2.71861e-05,0,34
"32",2.17488e-05,0,37
"33",2.11787e-05,0,38
"34",2.05434e-05,0,40
"35",1.90765e-05,0,42
"36",1.85042e-05,0,42
"37",1.48034e-05,0,44
"38",1.43593e-05,0,45
"39",1.39285e-05,0,45
"40",1.11428e-05,0,48
"41",1.08085e-05,0,48
"42",8.6468e-06,0,49
"43",8.3874e-06,0,49
"44",8.13577e-06,0,49
"45",6.50862e-06,0,50
"46",6.31336e-06,0,52
"47",5.28371e-06,0,53
"48",5.1252e-06,0,54
"49",4.98996e-06,0,54
"50",3.99196e-06,0,55
"51",3.87221e-06,0,56
"52",3.75604e-06,0,57
"53",3.64336e-06,0,56
"54",3.53406e-06,0,56
"55",2.82725e-06,0,57
"56",2.74243e-06,0,57
"57",2.19394e-06,0,59
"58",2.12812e-06,0,59
"59",1.7025e-06,0,61
"60",1.65142e-06,0,62
"61",1.60188e-06,0,64
"62",1.55383e-06,0,64
"63",1.24306e-06,0,65
"64",1.20577e-06,0,66
"65",1.1696e-06,0,67
"66",1.00571e-06,0,68
"67",9.75536e-07,0,69
"68",9.4627e-07,0,69
"69",7.57016e-07,0,70
"70",7.34305e-07,0,70
"71",5.87444e-07,0,76
"72",5.69821e-07,0,76
"73",4.55857e-07,0,78
"74",4.42181e-07,0,81
"75",4.28916e-07,0,83
"76",4.16048e-07,0,83
"77",3.32839e-07,0,88
"78",3.22853e-07,0,89
"79",3.13168e-07,0,91
"80",3.03773e-07,0,91
"81",2.43018e-07,0,93
"82",2.35728e-07,0,93
"83",1.88582e-07,0,93
"84",1.50866e-07,0,94
"85",1.4634e-07,0,95
"86",1.4195e-07,0,97
"87",1.37691e-07,0,98
"88",1.3356e-07,0,101
"89",1.29554e-07,0,101
"90",1.25667e-07,0,102
"91",1.21897e-07,0,103
"92",1.1824e-07,0,103
"93",1.14693e-07,0,105
"94",1.11252e-07,0,107
"95",1.07914e-07,0,107
"96",8.63316e-08,0,110
"97",8.37416e-08,0,114
"98",8.12294e-08,0,117
"99",7.87925e-08,0,119
"100",7.64287e-08,0,120
