"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"17",265,265,"[275, 782, 918, 1006]",0,1.85,6.7,1,52,2.31123e-06
"18",265,265,"[278, 782, 918, 1006]",0,1.9,6.7,1,90,5.93344e-08
"25",265,265,"[278, 782, 918, 1009]",0,1.95,6.65,1,77,1.57152e-07
"41",80,80,"[83, 437, 846, 1042]",0,1.9,6.55,1,4,0.021064
"177",80,80,"[90, 443, 851, 1052]",0,2.3,6.4,1,34,2.27627e-05
"281",265,265,"[281, 788, 921, 1013]",0,2.2,6.75,1,80,1.43428e-07
"282",265,265,"[284, 788, 921, 1013]",0,2.25,6.75,1,53,2.2419e-06
"285",265,265,"[281, 785, 920, 1010]",0,2.1,6.7,1,8,0.0153032
"299",80,80,"[89, 436, 848, 1043]",0,2.1,6.4,1,55,2.1094e-06
"332",80,80,"[89, 436, 851, 1043]",0,2.15,6.4,1,60,1.01618e-06
"459",342,342,"[444, 728, 947, 1200]",0,2.55,4.2,1,44,4.85371e-06
"546",342,342,"[455, 728, 952, 1203]",0,2.8,4.4,1,25,9.50062e-05
"646",342,342,"[454, 729, 948, 1200]",0,2.65,4.35,1,62,7.88558e-07
"652",342,342,"[454, 728, 951, 1200]",0,2.7,4.25,1,64,6.11921e-07
"681",342,342,"[454, 729, 953, 1200]",0,2.7,4.4,1,11,0.0106253
"902",342,342,"[454, 729, 951, 1202]",0,2.75,4.35,1,85,8.3778e-08
"1199",1734,1734,"[224, 340, 617, 1014]",0,2.85,5.85,1,18,0.000548909
"1210",1734,1734,"[231, 340, 618, 1014]",0,2.9,5.95,1,33,2.40458e-05
"1271",1734,1734,"[231, 340, 622, 1015]",0,2.95,6,1,33,2.40458e-05
"1330",677,677,"[16, 232, 722, 1070]",0,2.9,6.1,1,92,5.58278e-08
"1339",677,677,"[18, 232, 719, 1071]",0,2.85,6.25,1,1,0.0472143
"1363",677,677,"[14, 232, 723, 1071]",0,2.85,6.25,1,88,7.64619e-08
"1364",677,677,"[17, 232, 723, 1071]",0,2.9,6.25,1,62,7.88558e-07
"1373",677,677,"[21, 234, 723, 1071]",0,2.95,6.35,1,47,4.33106e-06
"1930",1076,1076,"[75, 627, 761, 1081]",0,3.35,4.4,1,25,9.50062e-05
"1931",1076,1076,"[78, 627, 761, 1081]",0,3.4,4.35,1,28,4.59472e-05
"1957",1076,1076,"[71, 627, 762, 1075]",0,3.25,4.55,1,81,1.39125e-07
"1962",1076,1076,"[75, 628, 762, 1075]",0,3.3,4.65,1,14,0.00812305
"2279",400,400,"[27, 706, 973, 1173]",0,3.55,5.7,1,10,0.0117205
"2303",1734,1734,"[243, 342, 622, 1015]",0,3.1,6,1,34,2.27627e-05
"2322",1734,1734,"[243, 346, 622, 1015]",0,3.2,6,1,10,0.0117205
"2453",221,221,"[2, 300, 902, 1161]",0,3.65,2.15,1,25,9.50062e-05
"2455",221,221,"[6, 300, 902, 1161]",0,3.7,2.2,1,86,8.12646e-08
"2471",221,221,"[6, 304, 904, 1168]",0,3.95,2.15,1,9,0.0124071
"2473",221,221,"[9, 304, 904, 1168]",0,4,2.15,1,73,2.60973e-07
"2582",496,496,"[36, 571, 675, 778]",0,3.8,3.2,1,50,2.97839e-06
"2593",496,496,"[36, 571, 678, 778]",0,3.85,3.2,1,29,3.58297e-05
"2594",496,496,"[39, 571, 678, 778]",0,3.9,3.2,1,25,9.50062e-05
"2644",496,496,"[40, 572, 675, 771]",0,3.8,3.3,1,4,0.021064
"2710",1750,1750,"[603, 641, 819, 1219]",0,4,4.7,1,23,0.000271804
"2959",400,400,"[31, 714, 977, 1173]",0,3.75,5.75,1,54,2.17464e-06
"3144",180,180,"[180, 635, 959, 1107]",0,3.75,5.35,1,5,0.0192019
"3422",400,400,"[27, 710, 973, 1172]",0,3.6,5.7,1,93,5.41529e-08
"3448",400,400,"[30, 713, 976, 1172]",0,3.75,5.55,1,72,2.69045e-07
"3467",400,400,"[30, 713, 977, 1172]",0,3.75,5.6,1,48,4.21002e-06
"4045",400,400,"[28, 711, 979, 1173]",0,3.65,5.95,1,37,1.77075e-05
"4056",540,540,"[247, 598, 997, 1127]",0,3.9,5.85,1,95,4.20227e-08
"4064",540,540,"[247, 598, 998, 1127]",0,3.9,5.9,1,85,8.3778e-08
"4103",540,540,"[248, 598, 997, 1123]",0,3.85,5.9,1,9,0.0124071
"4174",1224,1224,"[397, 794, 866, 1032]",0,4.15,4.1,1,4,0.021064
"4217",1224,1224,"[397, 795, 870, 1036]",0,4.25,4.1,1,38,1.24821e-05
"4223",1224,1224,"[397, 794, 872, 1036]",0,4.3,4,1,33,2.40458e-05
"4250",1224,1224,"[397, 794, 869, 1037]",0,4.25,4.05,1,62,7.88558e-07
"4259",1224,1224,"[397, 794, 870, 1037]",0,4.25,4.1,1,64,6.11921e-07
"4296",1152,1152,"[104, 492, 747, 821]",0,4.3,4.3,1,41,7.89052e-06
"4316",1152,1152,"[104, 492, 747, 822]",0,4.35,4.3,1,69,3.5743e-07
"4317",1152,1152,"[108, 492, 747, 822]",0,4.4,4.3,1,2,0.034377
"4341",1152,1152,"[104, 492, 747, 820]",0,4.3,4.25,1,36,1.97717e-05
"4656",180,180,"[187, 645, 963, 1114]",0,4.15,5.45,1,69,3.5743e-07
"4667",180,180,"[184, 645, 964, 1114]",0,4.1,5.5,1,43,5.89362e-06
"4730",180,180,"[186, 645, 963, 1115]",0,4.1,5.6,1,79,1.47864e-07
"4731",180,180,"[187, 645, 963, 1115]",0,4.15,5.5,1,78,1.52437e-07
"4759",180,180,"[186, 646, 965, 1115]",0,4.1,5.75,1,76,1.62012e-07
"4797",180,180,"[188, 647, 968, 1115]",0,4.25,5.65,1,91,5.75544e-08
"4877",180,180,"[184, 645, 963, 1110]",0,4.05,5.45,1,41,7.89052e-06
"4921",180,180,"[184, 645, 963, 1111]",0,4.05,5.5,1,44,4.85371e-06
"4946",180,180,"[185, 646, 965, 1111]",0,4.05,5.7,1,87,7.88267e-08
"4947",180,180,"[186, 646, 965, 1111]",0,4.05,5.75,1,95,4.20227e-08
"5006",180,180,"[189, 648, 969, 1116]",0,4.25,5.85,1,21,0.000437932
"5092",1782,1782,"[105, 389, 502, 690]",0,4.4,6.5,1,97,3.95391e-08
"5096",1782,1782,"[105, 391, 502, 690]",0,4.45,6.45,1,35,2.07285e-05
"5115",1782,1782,"[117, 389, 503, 690]",0,4.5,6.55,1,87,7.88267e-08
"5124",1782,1782,"[117, 393, 503, 690]",0,4.55,6.6,1,77,1.57152e-07
"5192",1782,1782,"[117, 389, 502, 685]",0,4.45,6.45,1,13,0.00861128
"5293",129,129,"[324, 877, 1100, 1225]",0,4.6,5.2,1,59,1.04761e-06
"5296",129,129,"[324, 879, 1100, 1225]",0,4.65,5.2,1,3,0.0282515
"5320",1948,1948,"[47, 192, 376, 561]",0,4.95,5.3,1,90,5.93344e-08
"5322",1948,1948,"[47, 192, 377, 561]",0,4.95,5.35,1,91,5.75544e-08
"5384",1520,1520,"[126, 562, 880, 1106]",0,4.9,5.4,1,38,1.24821e-05
"5447",129,129,"[324, 878, 1100, 1225]",0,4.6,5.25,1,52,2.31123e-06
"5485",129,129,"[324, 877, 1100, 1226]",0,4.6,5.25,1,85,8.3778e-08
"5486",129,129,"[324, 878, 1100, 1226]",0,4.6,5.3,1,90,5.93344e-08
"5496",129,129,"[324, 878, 1103, 1226]",0,4.65,5.3,1,26,8.54366e-05
"5598",1782,1782,"[123, 387, 502, 688]",0,4.55,6.25,1,40,9.82388e-06
"5599",1782,1782,"[123, 390, 502, 688]",0,4.6,6.25,1,69,3.5743e-07
"5603",1782,1782,"[123, 394, 502, 688]",0,4.65,6.25,1,71,2.77366e-07
"5658",1782,1782,"[123, 390, 502, 692]",0,4.65,6.3,1,46,4.42568e-06
"5698",1782,1782,"[123, 390, 505, 692]",0,4.7,6.3,1,59,1.04761e-06
"5727",205,205,"[163, 542, 751, 910]",0,4.9,6.3,1,62,7.88558e-07
"5827",1948,1948,"[45, 199, 379, 567]",0,5.15,5.05,1,52,2.31123e-06
