"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"3",2095,2095,"[595, 666, 853, 969]",0,2,2.85,1,44,5.04128e-06
"10",2095,2095,"[595, 667, 854, 968]",0,1.95,3.05,1,64,5.86843e-07
"17",2095,2095,"[597, 668, 853, 970]",0,2.1,2.95,1,46,3.91203e-06
"47",2095,2095,"[598, 668, 854, 971]",0,2.1,3.1,1,94,7.40599e-08
"104",2095,2095,"[598, 667, 855, 971]",0,2.05,3.15,1,16,0.0129136
"116",781,781,"[76, 249, 365, 1041]",0,2.2,5.4,1,13,0.014786
"132",781,781,"[77, 247, 366, 1042]",0,2.15,5.65,1,52,2.21651e-06
"170",781,781,"[81, 251, 370, 1042]",0,2.3,5.75,1,39,1.17354e-05
"375",783,783,"[154, 263, 421, 1058]",0,3,2.75,1,33,3.27081e-05
"505",1974,1974,"[518, 678, 1091, 1184]",0,2.8,3.7,1,60,8.03742e-07
"525",1974,1974,"[518, 678, 1091, 1186]",0,2.85,3.65,1,26,0.000116569
"593",1974,1974,"[519, 687, 1096, 1189]",0,2.95,4.1,1,63,6.04992e-07
"880",1974,1974,"[519, 675, 1094, 1187]",0,2.85,3.85,1,6,0.0213883
"1015",781,781,"[80, 253, 369, 1042]",0,2.35,5.6,1,91,9.83897e-08
"1072",545,545,"[112, 764, 979, 1176]",0,2.55,6.15,1,31,5.47388e-05
"1076",545,545,"[110, 769, 979, 1176]",0,2.55,6.15,1,94,7.40599e-08
"1090",545,545,"[108, 764, 979, 1175]",0,2.45,6.05,1,80,2.45192e-07
"1231",545,545,"[108, 764, 979, 1179]",0,2.5,6.05,1,82,2.30701e-07
"1269",545,545,"[107, 767, 981, 1179]",0,2.65,5.85,1,18,0.0109854
"1738",783,783,"[154, 263, 425, 1058]",0,3.05,2.75,1,32,4.45227e-05
"1798",783,783,"[155, 267, 422, 1058]",0,3.05,2.9,1,10,0.0159413
"2031",1974,1974,"[522, 687, 1098, 1193]",0,3.1,4.05,1,57,1.29469e-06
"2044",1974,1974,"[524, 687, 1097, 1195]",0,3.2,3.9,1,39,1.17354e-05
"2343",1623,1623,"[191, 318, 772, 1038]",0,3.2,4.5,1,60,8.03742e-07
"2703",1623,1623,"[196, 325, 776, 1036]",0,3.35,4.65,1,12,0.0155047
"2709",1623,1623,"[188, 318, 772, 1033]",0,3.05,4.55,1,60,8.03742e-07
"2765",1623,1623,"[191, 320, 772, 1035]",0,3.2,4.45,1,98,6.55647e-08
"3150",1079,1079,"[61, 444, 743, 989]",0,3.1,6.1,1,10,0.0159413
"3172",1079,1079,"[61, 443, 744, 989]",0,3.1,6.1,1,46,3.91203e-06
"3280",1079,1079,"[65, 443, 746, 993]",0,3.25,6.05,1,34,2.49778e-05
"3476",1610,1610,"[226, 535, 960, 1201]",0,3.65,2.85,1,14,0.0140879
"3543",1610,1610,"[230, 529, 963, 1204]",0,3.75,2.85,1,86,1.68444e-07
"3563",1610,1610,"[227, 525, 956, 1202]",0,3.5,3,1,56,1.33473e-06
"3611",1610,1610,"[227, 525, 961, 1202]",0,3.55,3.05,1,56,1.33473e-06
"3716",1610,1610,"[231, 535, 960, 1205]",0,3.75,2.95,1,85,1.73653e-07
"3906",1623,1623,"[191, 325, 779, 1036]",0,3.35,4.55,1,81,2.37836e-07
"3934",1623,1623,"[191, 325, 779, 1038]",0,3.4,4.5,1,82,2.30701e-07
"4105",1010,1010,"[35, 384, 632, 810]",0,3.8,5.05,1,71,3.91059e-07
"4115",1010,1010,"[35, 387, 632, 810]",0,3.85,5.05,1,60,8.03742e-07
"4372",377,377,"[97, 186, 211, 1139]",0,3.6,5.2,1,86,1.68444e-07
"4377",377,377,"[99, 182, 214, 1139]",0,3.65,5.1,1,8,0.0182236
"4421",377,377,"[100, 186, 218, 1148]",0,3.8,5.2,1,97,6.75925e-08
"4441",1079,1079,"[63, 451, 748, 992]",0,3.45,5.8,1,83,2.2378e-07
"4497",1010,1010,"[36, 382, 633, 811]",0,3.75,5.25,1,23,0.000325926
"4513",1010,1010,"[41, 388, 633, 811]",0,3.9,5.3,1,49,2.94467e-06
"4515",1010,1010,"[44, 388, 633, 811]",0,3.95,5.3,1,46,3.91203e-06
"4624",349,349,"[383, 453, 811, 998]",0,3.75,5.5,1,42,7.18262e-06
"4720",377,377,"[95, 184, 211, 1137]",0,3.45,5.35,1,71,3.91059e-07
"4726",377,377,"[97, 186, 211, 1137]",0,3.55,5.25,1,73,3.67947e-07
"4753",377,377,"[95, 184, 213, 1137]",0,3.45,5.45,1,60,8.03742e-07
"4912",377,377,"[101, 187, 221, 1137]",0,3.75,5.4,1,35,2.33456e-05
"5472",377,377,"[104, 186, 221, 1148]",0,3.9,5.25,1,77,3.25741e-07
"5475",377,377,"[105, 187, 221, 1148]",0,3.9,5.35,1,31,5.47388e-05
"5510",1079,1079,"[67, 451, 749, 997]",0,3.55,5.95,1,29,5.91831e-05
"5687",954,954,"[85, 127, 237, 1110]",0,3.75,6.7,1,5,0.0287965
"6021",954,954,"[86, 131, 238, 1110]",0,3.85,6.9,1,42,7.18262e-06
"6035",954,954,"[90, 129, 242, 1110]",0,3.9,6.85,1,91,9.83897e-08
"6041",954,954,"[86, 131, 242, 1110]",0,3.9,6.9,1,39,1.17354e-05
"6045",1032,1032,"[300, 435, 711, 928]",0,4.4,3.1,1,68,5.19528e-07
"6046",1032,1032,"[300, 435, 711, 924]",0,4.35,3.05,1,30,5.74076e-05
"6047",1032,1032,"[304, 439, 713, 927]",0,4.6,3.1,1,13,0.014786
"6115",1010,1010,"[43, 387, 633, 821]",0,4.05,5.1,1,7,0.020784
"6138",74,74,"[3, 484, 936, 1161]",0,4.45,4.9,1,61,7.79629e-07
"6180",1032,1032,"[306, 441, 716, 933]",0,4.9,2.85,1,74,3.56909e-07
"6290",74,74,"[1, 488, 937, 1166]",0,4.6,4.65,1,2,0.0347857
"6306",74,74,"[8, 484, 938, 1166]",0,4.65,4.75,1,69,5.03942e-07
"6315",74,74,"[7, 488, 938, 1166]",0,4.7,4.7,1,46,3.91203e-06
"6364",74,74,"[7, 492, 941, 1168]",0,4.85,4.5,1,49,2.94467e-06
"6940",1466,1466,"[52, 150, 849, 920]",0,5.45,2.8,1,56,1.33473e-06
"7023",1466,1466,"[49, 145, 849, 916]",0,5.3,2.8,1,15,0.0135301
"7041",1466,1466,"[52, 150, 849, 916]",0,5.4,2.8,1,74,3.56909e-07
"7235",1477,1477,"[288, 718, 918, 1226]",0,5.1,3.4,1,20,0.000983986
"7245",851,851,"[136, 378, 903, 1231]",0,5.5,3.8,1,11,0.0156719
"7262",851,851,"[134, 378, 903, 1228]",0,5.4,3.9,1,61,7.79629e-07
"7284",74,74,"[10, 496, 946, 1170]",0,5.05,4.6,1,26,0.000116569
