"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"18",2002,2002,"[733, 780, 987, 1197]",0,2.75,2.6,1,67,7.85755e-07
"42",2002,2002,"[733, 776, 987, 1193]",0,2.65,2.6,1,68,7.62182e-07
"79",1566,1566,"[497, 592, 1028, 1096]",0,2.8,2.8,1,5,0.0273623
"99",1566,1566,"[497, 590, 1021, 1088]",0,2.55,2.65,1,29,6.16921e-05
"107",1566,1566,"[497, 592, 1028, 1088]",0,2.75,2.75,1,51,2.76482e-06
"126",2002,2002,"[727, 772, 986, 1189]",0,2.35,2.7,1,50,2.85033e-06
"148",2002,2002,"[727, 772, 987, 1189]",0,2.4,2.7,1,50,2.85033e-06
"464",2002,2002,"[734, 777, 987, 1194]",0,2.65,2.75,1,66,8.10057e-07
"497",2002,2002,"[730, 777, 989, 1194]",0,2.6,2.85,1,10,0.016282
"658",1,1,"[133, 296, 654, 1031]",0,3.05,3.3,1,16,0.0103649
"782",1785,1785,"[165, 473, 1056, 1112]",0,3.15,4.45,1,16,0.0103649
"897",1785,1785,"[162, 467, 1054, 1108]",0,2.85,4.65,1,97,8.17837e-08
"958",1785,1785,"[161, 468, 1052, 1109]",0,2.75,4.75,1,34,1.60618e-05
"1023",1785,1785,"[161, 470, 1055, 1109]",0,2.85,4.75,1,86,2.03809e-07
"1079",1727,1727,"[4, 484, 662, 965]",0,2.85,5.4,1,86,2.03809e-07
"1162",1727,1727,"[6, 481, 668, 967]",0,2.85,5.75,1,92,1.40014e-07
"1171",2030,2030,"[796, 868, 1047, 1200]",0,2.7,6,1,11,0.0160379
"1182",1727,1727,"[4, 481, 662, 965]",0,2.8,5.45,1,98,7.93302e-08
"1440",1727,1727,"[5, 481, 667, 968]",0,2.9,5.55,1,96,8.43131e-08
"1528",788,788,"[76, 335, 672, 902]",0,3.15,5.65,1,48,3.6731e-06
"1890",1727,1727,"[4, 481, 667, 969]",0,2.9,5.55,1,12,0.0148399
"2040",2030,2030,"[799, 867, 1043, 1202]",0,2.75,5.95,1,37,1.16794e-05
"2217",1641,1641,"[144, 839, 904, 1141]",0,3.05,6.3,1,51,2.76482e-06
"2218",1641,1641,"[144, 841, 904, 1141]",0,3.1,6.25,1,78,3.15305e-07
"2222",1641,1641,"[144, 841, 905, 1141]",0,3.1,6.3,1,57,1.89939e-06
"2228",2030,2030,"[797, 868, 1047, 1202]",0,2.75,6.05,1,39,1.07278e-05
"2313",1,1,"[131, 297, 656, 1032]",0,3.2,2.95,1,56,1.95814e-06
"2317",1,1,"[131, 297, 659, 1032]",0,3.25,2.95,1,50,2.85033e-06
"2488",1,1,"[157, 297, 660, 1034]",0,3.35,3.15,1,54,2.52337e-06
"2496",1,1,"[157, 297, 661, 1034]",0,3.35,3.2,1,80,2.96671e-07
"2511",1,1,"[157, 295, 658, 1030]",0,3.2,3.2,1,25,0.000333431
"2693",208,208,"[17, 120, 293, 924]",0,3.55,4.45,1,48,3.6731e-06
"2694",208,208,"[17, 124, 293, 924]",0,3.6,4.5,1,75,4.18888e-07
"2695",1785,1785,"[168, 475, 1055, 1114]",0,3.15,4.85,1,73,5.39804e-07
"2699",208,208,"[15, 121, 290, 923]",0,3.4,4.5,1,14,0.0133122
"2720",1727,1727,"[11, 484, 666, 971]",0,3.1,5.4,1,63,1.07617e-06
"2736",1115,1115,"[266, 404, 1018, 1243]",0,3.6,5.1,1,51,2.76482e-06
"2916",788,788,"[81, 336, 679, 917]",0,3.5,5.5,1,42,7.25545e-06
"2917",788,788,"[82, 336, 679, 917]",0,3.5,5.55,1,60,1.42971e-06
"3200",1727,1727,"[12, 485, 667, 972]",0,3.1,5.6,1,63,1.07617e-06
"3266",788,788,"[82, 335, 676, 909]",0,3.35,5.7,1,85,2.10112e-07
"3319",788,788,"[79, 334, 680, 909]",0,3.35,5.65,1,15,0.0111176
