"","lambda","gamma","suppSize"
"1",0.0506892,0,1
"2",0.0455067,0,2
"3",0.0320448,0,3
"4",0.0255024,0,4
"5",0.0238972,0,6
"6",0.0217395,0,7
"7",0.0187724,0,8
"8",0.0172172,0,9
"9",0.0167336,0,10
"10",0.0138904,0,12
"11",0.0135608,0,13
"12",0.0125413,0,15
"13",0.0120366,0,16
"14",0.0108119,0,17
"15",0.00957583,0,18
"16",0.00888042,0,21
"17",0.00753904,0,23
"18",0.00737884,0,24
"19",0.00689379,0,25
"20",0.00426675,0,25
"21",0.00336522,0,25
"22",0.000522262,0,26
"23",0.000498591,0,27
"24",0.000261305,0,28
"25",0.000227627,0,29
"26",0.00017776,0,30
"27",0.000149937,0,31
"28",0.00014607,0,32
"29",7.62898e-05,0,32
"30",4.98988e-05,0,36
"31",4.08e-05,0,38
"32",3.53038e-05,0,39
"33",3.201e-05,0,40
"34",2.85445e-05,0,41
"35",2.49887e-05,0,42
"36",1.74515e-05,0,42
"37",1.39612e-05,0,46
"38",1.20487e-05,0,49
"39",1.09179e-05,0,49
"40",8.73436e-06,0,50
"41",8.36932e-06,0,51
"42",7.34196e-06,0,54
"43",6.47158e-06,0,57
"44",6.27744e-06,0,57
"45",5.02195e-06,0,58
"46",4.87129e-06,0,58
"47",3.89703e-06,0,58
"48",3.11763e-06,0,59
"49",3.11621e-06,0,60
"50",3.02273e-06,0,60
"51",2.41818e-06,0,61
"52",2.34564e-06,0,62
"53",2.11633e-06,0,62
"54",1.69307e-06,0,62
"55",1.35445e-06,0,64
"56",1.31382e-06,0,65
"57",1.27441e-06,0,66
"58",1.23617e-06,0,67
"59",1.19909e-06,0,67
"60",9.59271e-07,0,69
"61",9.30493e-07,0,69
"62",7.44394e-07,0,70
"63",7.22062e-07,0,70
"64",7.004e-07,0,70
"65",5.6032e-07,0,72
"66",5.43511e-07,0,73
"67",5.27205e-07,0,76
"68",5.11389e-07,0,79
"69",4.96047e-07,0,80
"70",4.81166e-07,0,79
"71",4.66731e-07,0,79
"72",3.73385e-07,0,81
"73",3.62183e-07,0,82
"74",3.51318e-07,0,83
"75",3.40778e-07,0,85
"76",3.30555e-07,0,87
"77",3.20638e-07,0,88
"78",3.11019e-07,0,88
"79",2.48815e-07,0,89
"80",2.41351e-07,0,90
"81",2.3411e-07,0,91
"82",2.27087e-07,0,91
"83",1.8167e-07,0,96
"84",1.7622e-07,0,96
"85",1.40976e-07,0,98
"86",1.36746e-07,0,99
"87",1.32644e-07,0,101
"88",1.28665e-07,0,101
"89",1.24805e-07,0,101
"90",9.98438e-08,0,101
"91",9.68485e-08,0,101
"92",7.74788e-08,0,104
"93",7.51544e-08,0,106
"94",7.28998e-08,0,109
"95",7.07128e-08,0,113
"96",6.85914e-08,0,112
"97",6.65336e-08,0,114
"98",6.45376e-08,0,115
"99",6.26015e-08,0,115
"100",6.07235e-08,0,115
