"","lambda","gamma","suppSize"
"1",0.0790012,0,1
"2",0.0411226,0,2
"3",0.0298427,0,3
"4",0.0288051,0,4
"5",0.0281084,0,5
"6",0.023936,0,6
"7",0.0226195,0,7
"8",0.0184861,0,8
"9",0.014686,0,10
"10",0.0140035,0,12
"11",0.0135832,0,13
"12",0.0134147,0,14
"13",0.0130794,0,15
"14",0.0118734,0,18
"15",0.0108376,0,19
"16",0.0101726,0,20
"17",0.00917872,0,21
"18",0.00879823,0,22
"19",0.00783556,0,23
"20",0.00634706,0,24
"21",0.00194182,0,26
"22",0.000951423,0,26
"23",0.000744918,0,27
"24",0.000351608,0,27
"25",0.000212195,0,28
"26",0.00012743,0,29
"27",9.85159e-05,0,29
"28",7.88127e-05,0,30
"29",7.54604e-05,0,30
"30",5.48227e-05,0,30
"31",4.38582e-05,0,31
"32",4.30332e-05,0,32
"33",3.38291e-05,0,34
"34",2.58818e-05,0,35
"35",2.55285e-05,0,36
"36",2.20685e-05,0,37
"37",2.00629e-05,0,38
"38",1.66984e-05,0,39
"39",1.53122e-05,0,40
"40",1.4548e-05,0,41
"41",1.27093e-05,0,44
"42",1.18606e-05,0,45
"43",1.15083e-05,0,47
"44",1.13323e-05,0,48
"45",1.07797e-05,0,48
"46",7.83292e-06,0,51
"47",7.20935e-06,0,51
"48",5.76748e-06,0,52
"49",5.59446e-06,0,53
"50",5.42662e-06,0,53
"51",4.3413e-06,0,54
"52",4.21106e-06,0,54
"53",3.36885e-06,0,56
"54",3.26778e-06,0,56
"55",2.61423e-06,0,57
"56",2.5358e-06,0,59
"57",2.45973e-06,0,59
"58",1.96778e-06,0,64
"59",1.90875e-06,0,64
"60",1.527e-06,0,66
"61",1.48119e-06,0,67
"62",1.43675e-06,0,68
"63",1.39365e-06,0,69
"64",1.35184e-06,0,74
"65",1.31128e-06,0,74
"66",1.04903e-06,0,76
"67",1.01756e-06,0,75
"68",9.8703e-07,0,77
"69",9.57419e-07,0,78
"70",9.28697e-07,0,78
"71",9.00836e-07,0,79
"72",8.73811e-07,0,80
"73",8.47597e-07,0,81
"74",8.22169e-07,0,81
"75",7.97504e-07,0,81
"76",7.73578e-07,0,81
"77",6.18863e-07,0,82
"78",6.00297e-07,0,82
"79",4.80238e-07,0,84
"80",4.6583e-07,0,89
"81",4.51855e-07,0,90
"82",4.383e-07,0,91
"83",4.25151e-07,0,91
"84",3.40121e-07,0,96
"85",3.29917e-07,0,96
"86",2.63934e-07,0,99
"87",2.56016e-07,0,101
"88",2.48335e-07,0,103
"89",2.40885e-07,0,104
"90",2.33659e-07,0,105
"91",2.26649e-07,0,106
"92",2.19849e-07,0,106
"93",1.75879e-07,0,108
"94",1.70603e-07,0,112
"95",1.65485e-07,0,115
"96",1.6052e-07,0,116
"97",1.55705e-07,0,117
"98",1.51034e-07,0,117
"99",1.46503e-07,0,118
"100",1.42108e-07,0,119
