"","lambda","gamma","suppSize"
"1",0.040324,0,0
"2",0.0399207,0,1
"3",0.0287598,0,2
"4",0.0266049,0,4
"5",0.0214193,0,5
"6",0.018753,0,8
"7",0.0180224,0,9
"8",0.0177279,0,10
"9",0.0174453,0,11
"10",0.0171206,0,12
"11",0.0166809,0,14
"12",0.0162163,0,16
"13",0.0156883,0,18
"14",0.0151489,0,19
"15",0.0148803,0,20
"16",0.0135497,0,21
"17",0.0130008,0,22
"18",0.0127808,0,23
"19",0.0123246,0,24
"20",0.010989,0,25
"21",0.00378026,0,26
"22",0.00061936,0,26
"23",0.000380308,0,27
"24",0.00030271,0,28
"25",0.000247523,0,29
"26",0.000160826,0,29
"27",0.000128661,0,30
"28",0.000100379,0,30
"29",7.71536e-05,0,31
"30",6.35721e-05,0,33
"31",5.99995e-05,0,34
"32",4.48463e-05,0,34
"33",3.31983e-05,0,34
"34",2.55179e-05,0,36
"35",2.19476e-05,0,37
"36",1.91945e-05,0,38
"37",1.5919e-05,0,40
"38",1.24924e-05,0,41
"39",1.19091e-05,0,43
"40",1.00939e-05,0,45
"41",1.00222e-05,0,45
"42",8.01775e-06,0,48
"43",7.52117e-06,0,48
"44",6.01693e-06,0,51
"45",5.21272e-06,0,53
"46",4.53434e-06,0,54
"47",3.95837e-06,0,54
"48",3.1667e-06,0,56
"49",3.0717e-06,0,60
"50",2.97955e-06,0,60
"51",2.38364e-06,0,63
"52",2.31213e-06,0,63
"53",1.8497e-06,0,66
"54",1.79421e-06,0,69
"55",1.74039e-06,0,69
"56",1.39231e-06,0,71
"57",1.35054e-06,0,72
"58",1.31002e-06,0,73
"59",1.27072e-06,0,73
"60",1.01658e-06,0,74
"61",9.86081e-07,0,74
"62",7.88865e-07,0,78
"63",7.65199e-07,0,79
"64",7.42243e-07,0,79
"65",5.93794e-07,0,82
"66",5.7598e-07,0,83
"67",5.58701e-07,0,87
"68",5.4194e-07,0,88
"69",5.25682e-07,0,88
"70",4.20545e-07,0,91
"71",4.07929e-07,0,93
"72",3.95691e-07,0,94
"73",3.8382e-07,0,95
"74",3.72306e-07,0,95
"75",2.97845e-07,0,97
"76",2.88909e-07,0,97
"77",2.31127e-07,0,99
"78",2.24194e-07,0,100
"79",2.17468e-07,0,100
"80",2.10944e-07,0,101
"81",2.04615e-07,0,102
"82",1.98477e-07,0,102
"83",1.92523e-07,0,103
"84",1.86747e-07,0,104
"85",1.81145e-07,0,102
"86",1.7571e-07,0,102
"87",1.40568e-07,0,105
"88",1.36351e-07,0,107
"89",1.32261e-07,0,107
"90",1.05808e-07,0,112
"91",1.02634e-07,0,113
"92",9.95552e-08,0,112
"93",9.65685e-08,0,114
"94",9.36715e-08,0,115
"95",9.08613e-08,0,116
"96",8.81355e-08,0,116
"97",7.05084e-08,0,119
"98",6.83932e-08,0,120
"99",6.63414e-08,0,120
"100",6.43511e-08,0,121
