"","lambda","gamma","suppSize"
"1",0.0579469,0,0
"2",0.0573674,0,1
"3",0.042774,0,2
"4",0.0295979,0,3
"5",0.0249424,0,4
"6",0.0246656,0,5
"7",0.022546,0,6
"8",0.0208528,0,7
"9",0.0205938,0,8
"10",0.0167528,0,9
"11",0.0152549,0,11
"12",0.014582,0,17
"13",0.0141887,0,18
"14",0.013599,0,19
"15",0.0128517,0,20
"16",0.0106408,0,21
"17",0.009999,0,23
"18",0.00738509,0,24
"19",0.00217691,0,25
"20",0.000757732,0,26
"21",0.000351564,0,26
"22",0.000238857,0,27
"23",0.000212823,0,27
"24",0.000129294,0,28
"25",8.41377e-05,0,29
"26",6.52037e-05,0,29
"27",5.21629e-05,0,30
"28",4.29064e-05,0,31
"29",3.34301e-05,0,32
"30",3.07137e-05,0,33
"31",2.91266e-05,0,34
"32",2.18408e-05,0,35
"33",1.73259e-05,0,36
"34",1.65292e-05,0,37
"35",1.3671e-05,0,38
"36",1.25755e-05,0,39
"37",1.21078e-05,0,40
"38",8.92569e-06,0,41
"39",8.66353e-06,0,41
"40",7.6809e-06,0,44
"41",7.40843e-06,0,44
"42",5.92675e-06,0,46
"43",5.74894e-06,0,47
"44",5.20272e-06,0,48
"45",4.54198e-06,0,50
"46",4.40573e-06,0,49
"47",3.81718e-06,0,51
"48",3.70266e-06,0,51
"49",2.96213e-06,0,54
"50",2.87326e-06,0,55
"51",2.82105e-06,0,57
"52",2.73642e-06,0,58
"53",2.23236e-06,0,59
"54",2.02744e-06,0,59
"55",1.62195e-06,0,63
"56",1.5733e-06,0,64
"57",1.5261e-06,0,65
"58",1.48031e-06,0,65
"59",1.18425e-06,0,68
"60",1.14872e-06,0,69
"61",1.11426e-06,0,69
"62",8.91409e-07,0,72
"63",8.64667e-07,0,73
"64",8.38727e-07,0,73
"65",6.70981e-07,0,77
"66",6.50852e-07,0,79
"67",6.31326e-07,0,80
"68",6.12387e-07,0,82
"69",5.94015e-07,0,84
"70",5.76195e-07,0,84
"71",4.60956e-07,0,84
"72",3.68765e-07,0,85
"73",3.57702e-07,0,86
"74",3.46971e-07,0,88
"75",3.36561e-07,0,89
"76",3.26465e-07,0,89
"77",3.16671e-07,0,90
"78",3.07171e-07,0,93
"79",2.97955e-07,0,94
"80",2.89017e-07,0,95
"81",2.80346e-07,0,96
"82",2.71936e-07,0,95
"83",2.63778e-07,0,97
"84",2.55864e-07,0,98
"85",2.48189e-07,0,97
"86",2.40743e-07,0,97
"87",1.92594e-07,0,100
"88",1.86816e-07,0,101
"89",1.81212e-07,0,101
"90",1.4497e-07,0,102
"91",1.4062e-07,0,105
"92",1.36402e-07,0,105
"93",1.09122e-07,0,107
"94",1.05848e-07,0,107
"95",8.46783e-08,0,112
"96",8.21379e-08,0,113
"97",7.96738e-08,0,115
"98",7.72836e-08,0,116
"99",7.49651e-08,0,117
"100",7.27161e-08,0,120
