"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"744",458,458,"[196, 541, 713, 847]",0,2.45,2.25,1,40,4.87466e-06
"745",458,458,"[184, 543, 713, 847]",0,2.4,2.1,1,31,1.68038e-05
"1070",458,458,"[194, 542, 719, 850]",0,2.65,1.9,1,7,0.0157211
"1587",458,458,"[195, 545, 713, 851]",0,2.55,2.2,1,44,3.55918e-06
"1660",458,458,"[195, 545, 717, 851]",0,2.6,2.2,1,45,3.4524e-06
"1683",458,458,"[191, 545, 718, 851]",0,2.55,2.3,1,86,9.80802e-08
"1685",458,458,"[196, 545, 718, 851]",0,2.6,2.3,1,99,5.44417e-08
"2087",1213,1213,"[381, 453, 807, 993]",0,2.45,2.1,1,49,2.07895e-06
"2209",1213,1213,"[379, 454, 804, 990]",0,2.3,2.3,1,7,0.0157211
"2662",1213,1213,"[382, 453, 808, 994]",0,2.45,2.25,1,62,6.47366e-07
"3484",531,531,"[73, 349, 465, 592]",0,2.35,5.75,1,87,9.51378e-08
"3793",531,531,"[73, 353, 465, 589]",0,2.35,5.75,1,11,0.01348
"3848",1198,1198,"[39, 259, 396, 635]",0,2.7,5.6,1,21,9.56975e-05
"4038",531,531,"[71, 350, 466, 587]",0,2.2,5.9,1,23,4.9183e-05
"4039",531,531,"[73, 350, 466, 587]",0,2.25,5.9,1,62,6.47366e-07
"4174",454,454,"[177, 606, 910, 1040]",0,1.85,6.3,1,18,0.000251598
"4234",454,454,"[177, 606, 910, 1042]",0,1.9,6.35,1,81,1.14215e-07
"4237",454,454,"[181, 606, 910, 1042]",0,1.95,6.35,1,70,2.84629e-07
"4547",15,15,"[282, 387, 495, 932]",0,2.45,6.15,1,65,4.87286e-07
"5052",15,15,"[287, 387, 495, 935]",0,2.55,6.25,1,8,0.0155428
"5083",15,15,"[287, 390, 497, 935]",0,2.6,6.4,1,53,1.2519e-06
"5085",15,15,"[291, 390, 497, 935]",0,2.65,6.45,1,53,1.2519e-06
"5102",15,15,"[291, 390, 500, 935]",0,2.7,6.4,1,48,2.14325e-06
"5336",454,454,"[186, 617, 916, 1049]",0,2.35,6.35,1,4,0.0192532
"5340",454,454,"[186, 617, 917, 1049]",0,2.35,6.4,1,82,1.10788e-07
"5341",454,454,"[192, 617, 917, 1049]",0,2.4,6.4,1,40,4.87466e-06
"5342",454,454,"[186, 619, 917, 1049]",0,2.4,6.35,1,71,2.7609e-07
"5343",454,454,"[192, 619, 917, 1049]",0,2.45,6.35,1,89,8.95151e-08
"5349",454,454,"[186, 617, 920, 1049]",0,2.4,6.4,1,74,2.07818e-07
"5352",454,454,"[192, 619, 920, 1049]",0,2.5,6.35,1,18,0.000251598
"5359",15,15,"[288, 388, 501, 938]",0,2.6,6.6,1,31,1.68038e-05
"5700",1198,1198,"[37, 259, 397, 635]",0,2.75,5.45,1,53,1.2519e-06
"5704",1198,1198,"[37, 262, 397, 635]",0,2.8,5.4,1,58,8.86635e-07
"5779",1198,1198,"[37, 259, 397, 637]",0,2.8,5.4,1,71,2.7609e-07
"5859",1198,1198,"[38, 263, 396, 638]",0,2.8,5.55,1,8,0.0155428
"5997",1175,1175,"[226, 740, 939, 999]",0,2.85,5.25,1,10,0.0145765
"6009",1175,1175,"[226, 743, 940, 999]",0,2.9,5.3,1,74,2.07818e-07
"6060",1175,1175,"[226, 740, 940, 1000]",0,2.85,5.35,1,82,1.10788e-07
"6069",1175,1175,"[226, 743, 940, 1000]",0,2.9,5.35,1,40,4.87466e-06
"6221",272,272,"[295, 435, 598, 826]",0,3.15,6.7,1,74,2.07818e-07
"6277",272,272,"[296, 431, 599, 830]",0,3.15,6.85,1,8,0.0155428
"6529",272,272,"[292, 428, 596, 825]",0,2.9,6.95,1,99,5.44417e-08
"6540",272,272,"[294, 432, 596, 825]",0,2.95,7.05,1,70,2.84629e-07
"6600",272,272,"[297, 432, 600, 828]",0,3.1,7.05,1,36,8.09507e-06
"6605",272,272,"[298, 433, 600, 828]",0,3.1,7.15,1,40,4.87466e-06
"7196",1521,1521,"[18, 249, 632, 1115]",0,3.35,3.4,1,6,0.0165755
"7224",1521,1521,"[15, 249, 633, 1115]",0,3.3,3.5,1,59,8.60036e-07
"7226",1521,1521,"[18, 249, 633, 1115]",0,3.35,3.45,1,98,5.61255e-08
"7338",1521,1521,"[15, 249, 633, 1116]",0,3.35,3.5,1,70,2.84629e-07
"7584",1269,1269,"[51, 418, 672, 869]",0,3.45,5.95,1,60,8.34235e-07
"7589",1269,1269,"[51, 422, 672, 869]",0,3.5,6,1,85,1.01114e-07
"7600",1269,1269,"[50, 421, 670, 868]",0,3.45,5.85,1,31,1.68038e-05
"7651",1269,1269,"[53, 422, 673, 867]",0,3.5,6.15,1,14,0.0101595
"7654",1269,1269,"[53, 423, 673, 867]",0,3.5,6.2,1,95,7.45636e-08
"7832",1269,1269,"[53, 422, 673, 869]",0,3.55,6.1,1,98,5.61255e-08
"7835",1269,1269,"[53, 423, 673, 869]",0,3.55,6.15,1,48,2.14325e-06
"7888",50,50,"[100, 199, 359, 1059]",0,3.3,6.6,1,51,1.61327e-06
"8132",272,272,"[299, 435, 598, 826]",0,3.2,6.7,1,95,7.45636e-08
"8861",50,50,"[105, 203, 359, 1065]",0,3.45,6.75,1,81,1.14215e-07
"8897",50,50,"[101, 203, 363, 1065]",0,3.45,6.8,1,7,0.0157211
"8970",1819,1819,"[149, 372, 863, 1096]",0,3.95,5.05,1,66,4.72667e-07
"9063",1819,1819,"[149, 373, 861, 1094]",0,3.85,5.2,1,9,0.0152749
"9102",1819,1819,"[149, 371, 861, 1095]",0,3.8,5.3,1,72,2.67807e-07
"9214",1828,1828,"[93, 110, 656, 975]",0,4.1,5.95,1,1,0.0325983
"9215",1828,1828,"[95, 110, 656, 975]",0,4.15,5.95,1,26,3.19965e-05
"9217",1828,1828,"[95, 109, 656, 974]",0,4.1,5.9,1,19,0.000130436
"9219",1828,1828,"[95, 110, 656, 974]",0,4.15,5.9,1,25,3.29861e-05
"9296",665,665,"[65, 814, 881, 1138]",0,4.75,4.25,1,3,0.0228291
"9305",665,665,"[65, 816, 881, 1138]",0,4.75,4.35,1,84,1.04241e-07
"9382",665,665,"[65, 816, 881, 1139]",0,4.75,4.4,1,55,1.17791e-06
"9384",665,665,"[67, 816, 881, 1139]",0,4.75,4.5,1,56,1.14257e-06
"9534",221,221,"[6, 337, 750, 1075]",0,5.15,2.15,1,13,0.010627
"9960",665,665,"[65, 818, 888, 1141]",0,4.9,4.4,1,65,4.87286e-07
"9962",665,665,"[67, 818, 888, 1141]",0,4.9,4.5,1,85,1.01114e-07
"10019",665,665,"[69, 821, 893, 1141]",0,5.05,4.35,1,90,8.68297e-08
"10021",665,665,"[70, 822, 893, 1141]",0,5.05,4.45,1,33,1.30397e-05
"10071",1317,1317,"[267, 531, 755, 952]",0,5.4,1.95,1,17,0.000268173
"10079",221,221,"[6, 342, 748, 1077]",0,5.25,2.15,1,48,2.14325e-06
"10089",221,221,"[6, 342, 750, 1077]",0,5.25,2.25,1,71,2.7609e-07
"10098",221,221,"[6, 342, 753, 1077]",0,5.3,2.2,1,78,1.51736e-07
"10102",1317,1317,"[268, 532, 755, 953]",0,5.4,2.1,1,78,1.51736e-07
"10106",1317,1317,"[270, 535, 755, 953]",0,5.5,2,1,59,8.60036e-07
"10111",1317,1317,"[268, 532, 756, 953]",0,5.4,2.15,1,54,1.21434e-06
"10125",1317,1317,"[270, 535, 769, 953]",0,5.55,2,1,1,0.0325983
"10298",812,812,"[134, 798, 923, 1013]",0,5.65,5,1,29,2.16544e-05
"10311",812,812,"[134, 797, 926, 1013]",0,5.7,4.9,1,84,1.04241e-07
"10467",812,812,"[134, 797, 922, 1012]",0,5.65,4.85,1,53,1.2519e-06
"10488",812,812,"[140, 796, 926, 1012]",0,5.75,4.7,1,92,8.1698e-08
"10489",812,812,"[141, 796, 926, 1012]",0,5.75,4.75,1,64,5.02356e-07
"10514",812,812,"[141, 797, 927, 1012]",0,5.75,4.85,1,82,1.10788e-07
"10861",1698,1698,"[212, 274, 579, 906]",0,6.1,1.85,1,36,8.09507e-06
"10863",1698,1698,"[216, 274, 579, 906]",0,6.15,1.85,1,40,4.87466e-06
"10922",1698,1698,"[217, 277, 580, 907]",0,6.2,2.05,1,10,0.0145765
"10973",1698,1698,"[213, 277, 576, 908]",0,6.1,2.1,1,96,7.23267e-08
"11037",1698,1698,"[213, 277, 580, 908]",0,6.15,2.1,1,93,7.92471e-08
"11750",1698,1698,"[215, 276, 574, 905]",0,5.95,2.45,1,38,6.28178e-06
"11774",1698,1698,"[211, 276, 578, 905]",0,5.95,2.45,1,67,4.58487e-07
"11901",1629,1629,"[56, 392, 565, 705]",0,6.15,3.2,1,79,1.47184e-07
"11915",1629,1629,"[56, 391, 564, 706]",0,6.15,3.15,1,1,0.0325983
"12041",813,813,"[143, 561, 731, 1024]",0,5.9,3.3,1,21,9.56975e-05
"12186",892,892,"[163, 316, 444, 1105]",0,6.15,3.3,1,24,3.51457e-05
"12234",813,813,"[137, 567, 731, 1021]",0,5.85,3.6,1,13,0.010627
"12434",813,813,"[143, 567, 734, 1025]",0,6,3.5,1,40,4.87466e-06
"12516",813,813,"[144, 561, 732, 1024]",0,5.9,3.4,1,74,2.07818e-07
"12523",813,813,"[144, 563, 732, 1024]",0,5.9,3.5,1,85,1.01114e-07
"12586",892,892,"[173, 316, 443, 1102]",0,6.15,3.35,1,85,1.01114e-07
"12608",1509,1509,"[167, 309, 840, 1089]",0,6.1,4.25,1,2,0.0294559
"12620",1509,1509,"[175, 303, 843, 1089]",0,6.15,4.1,1,40,4.87466e-06
"12626",1509,1509,"[168, 305, 843, 1089]",0,6.1,4.3,1,64,5.02356e-07
"12629",1509,1509,"[175, 307, 843, 1089]",0,6.2,4.1,1,95,7.45636e-08
"12635",1509,1509,"[168, 309, 843, 1089]",0,6.15,4.3,1,72,2.67807e-07
"12885",812,812,"[142, 799, 930, 1016]",0,5.85,5.05,1,6,0.0165755
"12897",317,317,"[34, 509, 701, 1035]",0,6.1,5.75,1,64,5.02356e-07
"12979",317,317,"[29, 509, 699, 1031]",0,5.9,5.75,1,5,0.0182426
"12983",317,317,"[31, 505, 700, 1031]",0,5.95,5.6,1,53,1.2519e-06
"13007",317,317,"[29, 509, 701, 1031]",0,5.95,5.75,1,48,2.14325e-06
"13017",317,317,"[32, 508, 700, 1034]",0,6.05,5.6,1,15,0.000799311
"13018",317,317,"[31, 509, 700, 1034]",0,6.05,5.6,1,62,6.47366e-07
"13025",317,317,"[34, 509, 701, 1034]",0,6.1,5.7,1,87,9.51378e-08
"13173",1629,1629,"[56, 393, 568, 705]",0,6.25,3.1,1,42,3.78274e-06
"13246",1629,1629,"[56, 394, 569, 707]",0,6.25,3.3,1,43,3.66925e-06
"13321",1629,1629,"[56, 394, 570, 706]",0,6.25,3.3,1,99,5.44417e-08
"13342",892,892,"[171, 319, 442, 1106]",0,6.3,3.1,1,7,0.0157211
"13412",892,892,"[171, 322, 443, 1107]",0,6.35,3.2,1,86,9.80802e-08
"13575",892,892,"[173, 316, 443, 1108]",0,6.25,3.35,1,48,2.14325e-06
"13690",391,391,"[328, 410, 514, 985]",0,6.9,2.9,1,74,2.07818e-07
"13750",391,391,"[330, 411, 515, 985]",0,6.9,3.1,1,65,4.87286e-07
"13831",391,391,"[330, 410, 521, 985]",0,6.95,3.15,1,12,0.0116131
