"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"42",528,528,"[409, 570, 663, 815]",0,1.8,2.6,1,28,1.78935e-05
"56",528,528,"[411, 572, 667, 815]",0,1.95,2.75,1,97,4.84466e-08
"89",528,528,"[414, 573, 670, 815]",0,2.05,2.75,1,89,6.18144e-08
"97",528,528,"[414, 572, 671, 815]",0,2.05,2.75,1,77,1.30976e-07
"103",528,528,"[414, 576, 671, 815]",0,2.1,2.8,1,72,2.24232e-07
"326",1731,1731,"[37, 221, 419, 1070]",0,2.45,3,1,12,0.0131857
"379",1731,1731,"[40, 221, 418, 1066]",0,2.45,2.9,1,92,5.64163e-08
"388",1731,1731,"[36, 221, 422, 1066]",0,2.45,2.95,1,88,6.37262e-08
"393",528,528,"[418, 575, 670, 816]",0,2.15,2.75,1,3,0.027978
"422",1731,1731,"[36, 221, 422, 1065]",0,2.45,2.9,1,64,4.20617e-07
"423",1731,1731,"[37, 221, 422, 1065]",0,2.45,2.95,1,71,2.31167e-07
"426",528,528,"[414, 578, 669, 815]",0,2.15,2.65,1,76,1.35027e-07
"667",1731,1731,"[39, 221, 423, 1067]",0,2.45,3.2,1,76,1.35027e-07
"865",874,874,"[483, 507, 837, 1007]",0,2.4,4.85,1,26,2.30587e-05
"891",874,874,"[479, 507, 837, 1002]",0,2.25,4.7,1,81,1.15952e-07
"892",874,874,"[480, 507, 837, 1002]",0,2.25,4.75,1,36,5.81584e-06
"953",874,874,"[479, 507, 837, 1005]",0,2.3,4.7,1,68,3.07108e-07
"969",874,874,"[480, 507, 826, 1006]",0,2.25,4.8,1,29,1.49508e-05
"983",874,874,"[479, 505, 837, 1006]",0,2.25,4.7,1,16,0.00935149
"992",874,874,"[479, 507, 837, 1006]",0,2.3,4.75,1,80,1.19538e-07
"1016",277,277,"[60, 390, 711, 1012]",0,2.7,5.95,1,13,0.0128417
"1097",277,277,"[55, 390, 711, 1011]",0,2.65,5.85,1,33,9.53673e-06
"1144",187,187,"[155, 628, 863, 1197]",0,2.95,2.15,1,92,5.64163e-08
"1497",187,187,"[156, 631, 867, 1202]",0,3.1,2.3,1,10,0.0147468
"1835",187,187,"[156, 632, 868, 1203]",0,3.1,2.45,1,93,5.47238e-08
"1836",187,187,"[159, 632, 868, 1203]",0,3.15,2.4,1,90,5.99599e-08
"1837",187,187,"[160, 632, 868, 1203]",0,3.15,2.45,1,99,4.55834e-08
"1956",721,721,"[210, 645, 876, 1076]",0,3.2,2.3,1,57,6.31199e-07
"1957",721,721,"[212, 645, 876, 1076]",0,3.25,2.25,1,57,6.31199e-07
"1989",721,721,"[217, 645, 878, 1076]",0,3.35,2.25,1,96,4.9945e-08
"2006",721,721,"[212, 645, 876, 1077]",0,3.3,2.2,1,58,6.12263e-07
"2008",721,721,"[216, 645, 876, 1077]",0,3.35,2.2,1,97,4.84466e-08
"2073",187,187,"[159, 631, 869, 1201]",0,3.2,2.1,1,51,1.11404e-06
"2181",721,721,"[217, 645, 876, 1078]",0,3.35,2.3,1,8,0.0163467
"2528",187,187,"[160, 632, 875, 1206]",0,3.3,2.4,1,61,5.58796e-07
"3070",981,981,"[125, 346, 677, 924]",0,3.6,4.1,1,10,0.0147468
"3167",981,981,"[125, 346, 677, 926]",0,3.65,4.05,1,57,6.31199e-07
"3228",1689,1689,"[113, 278, 502, 1150]",0,3.65,5.6,1,95,5.14896e-08
"3510",1689,1689,"[114, 278, 504, 1153]",0,3.75,5.65,1,5,0.0243778
"3512",1591,1591,"[23, 176, 582, 973]",0,3.15,6.05,1,40,3.70292e-06
"3515",1591,1591,"[29, 176, 582, 973]",0,3.25,6.05,1,34,7.77945e-06
"3522",1591,1591,"[27, 178, 582, 977]",0,3.3,6.2,1,76,1.35027e-07
"3523",1591,1591,"[29, 178, 582, 977]",0,3.35,6.15,1,81,1.15952e-07
"3527",1591,1591,"[27, 178, 586, 977]",0,3.35,6.25,1,9,0.0152283
"3589",1428,1428,"[79, 517, 754, 898]",0,4.1,4.9,1,26,2.30587e-05
"3699",1689,1689,"[112, 279, 501, 1151]",0,3.75,5.35,1,43,2.63515e-06
"3700",1689,1689,"[116, 279, 501, 1151]",0,3.8,5.4,1,59,5.93895e-07
"3702",1689,1689,"[116, 279, 503, 1151]",0,3.85,5.4,1,62,5.42032e-07
"3703",1689,1689,"[112, 279, 504, 1151]",0,3.8,5.4,1,40,3.70292e-06
"3704",1689,1689,"[116, 279, 504, 1151]",0,3.85,5.45,1,99,4.55834e-08
"3744",176,176,"[377, 526, 763, 783]",0,4.65,3.15,1,1,0.0400144
"3783",1428,1428,"[79, 525, 757, 908]",0,4.3,5,1,28,1.78935e-05
"3802",1491,1491,"[167, 240, 983, 1091]",0,4.45,4.65,1,43,2.63515e-06
"3830",1491,1491,"[167, 233, 984, 1092]",0,4.35,4.8,1,14,0.0125471
"3832",1491,1491,"[171, 233, 984, 1092]",0,4.4,4.8,1,81,1.15952e-07
"3851",1491,1491,"[171, 233, 988, 1092]",0,4.45,4.85,1,62,5.42032e-07
"4010",1428,1428,"[80, 535, 758, 905]",0,4.3,5.2,1,88,6.37262e-08
"4031",1428,1428,"[83, 525, 757, 908]",0,4.35,5.05,1,41,3.47692e-06
"4034",1428,1428,"[83, 535, 757, 908]",0,4.4,5.1,1,76,1.35027e-07
"4138",1428,1428,"[81, 535, 759, 906]",0,4.3,5.35,1,12,0.0131857
"4374",74,74,"[5, 588, 936, 1135]",0,4.5,6.3,1,14,0.0125471
"4392",74,74,"[5, 589, 938, 1135]",0,4.6,6.2,1,58,6.12263e-07
"4393",74,74,"[6, 589, 938, 1135]",0,4.6,6.25,1,49,1.43561e-06
"4706",74,74,"[6, 589, 936, 1139]",0,4.6,6.35,1,88,6.37262e-08
"5168",574,574,"[326, 654, 992, 1158]",0,5.05,2.75,1,33,9.53673e-06
"5179",574,574,"[323, 651, 993, 1158]",0,4.95,2.9,1,67,3.16607e-07
"5186",574,574,"[326, 654, 993, 1158]",0,5.05,2.8,1,35,5.99571e-06
"5202",574,574,"[323, 651, 994, 1158]",0,4.95,2.95,1,64,4.20617e-07
"5527",176,176,"[382, 558, 770, 784]",0,5.1,3.2,1,55,8.13401e-07
"5668",176,176,"[382, 558, 770, 785]",0,5.1,3.25,1,71,2.31167e-07
"5745",176,176,"[380, 558, 770, 786]",0,5.15,3.1,1,51,1.11404e-06
"5748",176,176,"[385, 558, 770, 786]",0,5.2,3.15,1,81,1.15952e-07
"5749",176,176,"[386, 558, 770, 786]",0,5.2,3.2,1,52,1.08062e-06
"5750",176,176,"[381, 559, 770, 786]",0,5.15,3.2,1,17,0.000340739
"5837",176,176,"[380, 551, 770, 787]",0,5.1,3.15,1,52,1.08062e-06
"5838",176,176,"[381, 551, 770, 787]",0,5.1,3.2,1,19,0.000123298
"5853",176,176,"[380, 558, 770, 787]",0,5.15,3.15,1,62,5.42032e-07
"5854",176,176,"[381, 558, 770, 787]",0,5.15,3.2,1,18,0.000140325
