"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",751,751,"[38, 608, 943, 1096]",0,2.5,2.05,1,46,4.95945e-06
"3",751,751,"[42, 608, 943, 1096]",0,2.55,2.05,1,89,1.32568e-07
"4",751,751,"[43, 608, 943, 1096]",0,2.55,2.1,1,91,1.24733e-07
"7",751,751,"[39, 608, 943, 1097]",0,2.5,2.15,1,42,8.23589e-06
"13",751,751,"[43, 609, 943, 1097]",0,2.55,2.2,1,94,1.1384e-07
"22",751,751,"[42, 609, 944, 1097]",0,2.55,2.25,1,5,0.0236594
"38",751,751,"[45, 608, 943, 1098]",0,2.65,2.15,1,87,1.40894e-07
"42",751,751,"[45, 609, 943, 1098]",0,2.65,2.2,1,88,1.36668e-07
"99",717,717,"[188, 471, 1026, 1259]",0,2.6,3.75,1,6,0.022763
"198",717,717,"[189, 467, 1026, 1254]",0,2.5,3.65,1,32,3.34623e-05
"405",717,717,"[189, 466, 1026, 1257]",0,2.55,3.65,1,36,1.43697e-05
"634",1984,1984,"[568, 778, 849, 1139]",0,2.05,4.3,1,34,2.01117e-05
"642",1984,1984,"[568, 778, 850, 1139]",0,2.05,4.35,1,31,4.29272e-05
"645",1984,1984,"[566, 777, 848, 1140]",0,1.9,4.5,1,53,2.72567e-06
"646",1984,1984,"[569, 777, 848, 1140]",0,1.95,4.5,1,57,1.64133e-06
"676",1984,1984,"[571, 779, 851, 1140]",0,2.15,4.45,1,87,1.40894e-07
"718",1984,1984,"[571, 780, 849, 1143]",0,2.2,4.4,1,9,0.0159561
"962",1511,1511,"[6, 243, 591, 1243]",0,2.65,6.1,1,67,6.78997e-07
"1069",1511,1511,"[5, 239, 591, 1233]",0,2.5,6.05,1,10,0.0157517
"1281",1511,1511,"[6, 244, 588, 1230]",0,2.45,6.25,1,75,3.61975e-07
"1361",1511,1511,"[3, 240, 589, 1231]",0,2.35,6.4,1,41,8.46224e-06
"2097",1511,1511,"[11, 244, 593, 1235]",0,2.6,6.4,1,60,1.498e-06
"2341",757,757,"[100, 219, 683, 984]",0,2.35,7,1,13,0.0143548
"2374",757,757,"[101, 215, 682, 983]",0,2.35,6.85,1,89,1.32568e-07
"2536",757,757,"[103, 223, 685, 994]",0,2.7,6.95,1,36,1.43697e-05
"2539",757,757,"[103, 225, 685, 994]",0,2.75,6.9,1,94,1.1384e-07
"2690",757,757,"[102, 220, 682, 989]",0,2.6,6.65,1,48,3.84854e-06
"2789",757,757,"[101, 215, 682, 986]",0,2.4,6.85,1,66,6.99997e-07
"2790",757,757,"[102, 215, 682, 986]",0,2.45,6.8,1,88,1.36668e-07
"2842",757,757,"[103, 223, 685, 986]",0,2.6,6.9,1,49,3.73308e-06
"2845",757,757,"[103, 225, 685, 986]",0,2.65,6.85,1,38,1.25857e-05
"2900",757,757,"[102, 220, 681, 990]",0,2.6,6.65,1,48,3.84854e-06
"3446",1988,1988,"[723, 752, 1043, 1173]",0,3.1,6.7,1,16,0.0124492
"3500",1988,1988,"[724, 751, 1043, 1174]",0,3.1,6.75,1,79,2.64292e-07
"3628",1988,1988,"[723, 751, 1043, 1170]",0,3.05,6.65,1,97,8.56899e-08
"3629",1988,1988,"[724, 751, 1043, 1170]",0,3.05,6.7,1,82,1.98938e-07
"3826",330,330,"[305, 379, 955, 1248]",0,3.3,2.8,1,44,6.39105e-06
"3852",330,330,"[305, 383, 957, 1248]",0,3.4,2.8,1,38,1.25857e-05
"3855",330,330,"[305, 386, 957, 1248]",0,3.45,2.75,1,80,2.56363e-07
"4039",330,330,"[310, 386, 961, 1252]",0,3.6,2.95,1,14,0.0136087
"4051",330,330,"[307, 383, 959, 1250]",0,3.4,3.1,1,96,8.83401e-08
