"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"13",1110,1110,"[139, 437, 900, 1050]",0,1.95,3.2,1,3,0.0266049
"72",1110,1110,"[142, 440, 904, 1051]",0,2.2,3.4,1,53,1.79421e-06
"101",1110,1110,"[142, 440, 910, 1051]",0,2.3,3.4,1,33,2.55179e-05
"115",1110,1110,"[142, 440, 904, 1052]",0,2.25,3.4,1,56,1.35054e-06
"144",1110,1110,"[142, 441, 909, 1052]",0,2.35,3.4,1,20,0.00378026
"161",1110,1110,"[142, 440, 904, 1053]",0,2.25,3.45,1,80,2.04615e-07
"210",1738,1738,"[360, 509, 556, 1023]",0,2.1,5.7,1,94,9.08613e-08
"308",1738,1738,"[358, 511, 555, 1020]",0,1.95,5.9,1,64,5.93794e-07
"358",1738,1738,"[356, 511, 555, 1021]",0,1.9,6,1,44,5.21272e-06
"493",1738,1738,"[363, 515, 556, 1024]",0,2.2,5.9,1,38,1.19091e-05
"505",1738,1738,"[361, 514, 557, 1024]",0,2.15,5.9,1,9,0.0171206
"536",1738,1738,"[363, 515, 556, 1026]",0,2.25,5.85,1,62,7.65199e-07
"608",1110,1110,"[144, 441, 909, 1052]",0,2.4,3.4,1,76,2.31127e-07
"740",962,962,"[200, 525, 791, 872]",0,2.8,4.8,1,12,0.0156883
"794",962,962,"[200, 519, 791, 868]",0,2.65,4.8,1,61,7.88865e-07
"801",962,962,"[203, 525, 791, 868]",0,2.85,4.75,1,87,1.36351e-07
"1144",962,962,"[200, 520, 788, 869]",0,2.6,4.9,1,64,5.93794e-07
"1204",962,962,"[201, 520, 792, 869]",0,2.65,5,1,61,7.88865e-07
"1282",962,962,"[204, 525, 792, 873]",0,2.9,4.9,1,35,1.91945e-05
"1454",1117,1117,"[87, 451, 639, 1214]",0,2.6,6.7,1,61,7.88865e-07
"1458",1117,1117,"[87, 444, 641, 1214]",0,2.6,6.6,1,50,2.38364e-06
"1883",1117,1117,"[89, 452, 641, 1215]",0,2.75,6.6,1,15,0.0135497
"1973",1117,1117,"[87, 444, 639, 1216]",0,2.6,6.6,1,90,1.02634e-07
"2006",1117,1117,"[87, 444, 641, 1216]",0,2.65,6.55,1,99,6.43511e-08
"2134",2055,2055,"[531, 763, 820, 970]",0,3.05,3.15,1,86,1.40568e-07
"2255",2055,2055,"[532, 763, 821, 970]",0,3.05,3.25,1,96,7.05084e-08
"2301",2055,2055,"[531, 764, 820, 972]",0,3.1,3.2,1,18,0.0123246
"2407",774,774,"[159, 373, 845, 962]",0,3.25,4.05,1,87,1.36351e-07
"2409",774,774,"[159, 373, 846, 962]",0,3.25,4.1,1,78,2.17468e-07
"2417",774,774,"[159, 373, 846, 966]",0,3.3,4.1,1,89,1.05808e-07
"2419",774,774,"[159, 373, 849, 966]",0,3.35,4.05,1,19,0.010989
"2428",962,962,"[205, 528, 793, 872]",0,3.05,4.7,1,36,1.5919e-05
"2579",1423,1423,"[79, 598, 729, 1044]",0,3.35,5.85,1,38,1.19091e-05
"2756",1423,1423,"[80, 594, 726, 1042]",0,3.2,6.05,1,66,5.58701e-07
"2889",1423,1423,"[81, 594, 727, 1046]",0,3.25,6.15,1,11,0.0162163
"2994",1423,1423,"[82, 595, 728, 1042]",0,3.2,6.3,1,59,1.01658e-06
"3019",2055,2055,"[540, 768, 828, 975]",0,3.6,3.05,1,28,7.71536e-05
"3031",313,313,"[5, 548, 692, 1147]",0,3.95,3.05,1,77,2.24194e-07
"3032",313,313,"[6, 548, 692, 1147]",0,3.95,3.1,1,66,5.58701e-07
"3082",2055,2055,"[538, 769, 829, 975]",0,3.55,3.25,1,48,3.0717e-06
"3083",2055,2055,"[541, 769, 829, 975]",0,3.6,3.2,1,37,1.24924e-05
"3099",313,313,"[5, 552, 693, 1147]",0,4,3.1,1,16,0.0130008
"3183",774,774,"[159, 374, 849, 965]",0,3.4,3.95,1,53,1.79421e-06
"3390",739,739,"[11, 685, 1074, 1201]",0,3.4,4.85,1,12,0.0156883
"3436",739,739,"[13, 686, 1079, 1206]",0,3.55,5.05,1,34,2.19476e-05
"3533",739,739,"[12, 685, 1078, 1205]",0,3.55,4.85,1,69,4.20545e-07
"3536",739,739,"[13, 686, 1079, 1205]",0,3.55,5,1,97,6.83932e-08
"3590",1914,1914,"[34, 348, 413, 580]",0,3.95,6.05,1,74,2.97845e-07
"3591",1914,1914,"[34, 349, 413, 580]",0,3.95,6.1,1,80,2.04615e-07
"3593",1914,1914,"[34, 346, 414, 580]",0,3.9,6.15,1,23,0.00030271
"3711",190,190,"[183, 588, 778, 1012]",0,4.45,3.2,1,45,4.53434e-06
"4160",802,802,"[244, 473, 629, 949]",0,4.5,3.6,1,5,0.018753
"4241",190,190,"[184, 588, 778, 1012]",0,4.45,3.25,1,48,3.0717e-06
"4290",190,190,"[183, 588, 781, 1013]",0,4.5,3.3,1,2,0.0287598
"4708",1935,1935,"[123, 132, 306, 660]",0,4.3,4.6,1,48,3.0717e-06
"4897",1935,1935,"[123, 132, 306, 664]",0,4.35,4.65,1,47,3.1667e-06
"5008",1935,1935,"[121, 132, 306, 661]",0,4.25,4.65,1,70,4.07929e-07
"5009",1935,1935,"[122, 132, 306, 661]",0,4.25,4.7,1,39,1.00939e-05
"5080",1328,1328,"[71, 745, 1098, 1131]",0,4.1,4.75,1,66,5.58701e-07
"5084",1328,1328,"[70, 745, 1098, 1134]",0,4.15,4.65,1,43,6.01693e-06
"5086",1328,1328,"[74, 745, 1106, 1134]",0,4.25,4.65,1,43,6.01693e-06
"5254",1935,1935,"[119, 129, 308, 661]",0,4.15,4.9,1,6,0.0180224
"5330",1328,1328,"[72, 745, 1099, 1132]",0,4.1,4.9,1,76,2.31127e-07
"5390",1328,1328,"[72, 746, 1099, 1136]",0,4.15,4.95,1,14,0.0148803
"5460",1328,1328,"[75, 750, 1109, 1137]",0,4.3,5.1,1,86,1.40568e-07
"5846",1914,1914,"[42, 353, 423, 587]",0,4.5,6.1,1,82,1.92523e-07
"5850",1914,1914,"[42, 352, 424, 587]",0,4.45,6.2,1,17,0.0127808
"6062",2033,2033,"[753, 936, 1126, 1260]",0,4.5,6.8,1,55,1.39231e-06
"6090",2033,2033,"[754, 937, 1118, 1257]",0,4.4,6.95,1,5,0.018753
"6100",2033,2033,"[758, 936, 1126, 1257]",0,4.5,6.85,1,92,9.65685e-08
"6106",2033,2033,"[754, 933, 1127, 1257]",0,4.4,6.95,1,50,2.38364e-06
"6115",2033,2033,"[754, 937, 1127, 1257]",0,4.45,6.95,1,50,2.38364e-06
"6409",539,539,"[226, 248, 399, 803]",0,4.85,3.6,1,29,6.35721e-05
"6506",802,802,"[244, 473, 634, 951]",0,4.6,3.45,1,71,3.95691e-07
"6507",802,802,"[241, 474, 634, 951]",0,4.6,3.35,1,41,8.01775e-06
"6611",190,190,"[187, 588, 785, 1016]",0,4.7,3.25,1,81,1.98477e-07
"6620",190,190,"[187, 593, 785, 1016]",0,4.75,3.3,1,33,2.55179e-05
"6632",802,802,"[245, 475, 635, 948]",0,4.6,3.6,1,89,1.05808e-07
"6633",802,802,"[241, 473, 634, 952]",0,4.55,3.45,1,83,1.86747e-07
"6634",802,802,"[243, 473, 634, 952]",0,4.6,3.45,1,89,1.05808e-07
"6635",802,802,"[244, 473, 634, 952]",0,4.6,3.5,1,72,3.8382e-07
"6636",802,802,"[241, 474, 634, 952]",0,4.6,3.4,1,41,8.01775e-06
"6881",1007,1007,"[32, 219, 798, 1158]",0,4.65,3.25,1,1,0.0399207
"7089",1007,1007,"[32, 219, 798, 1159]",0,4.65,3.3,1,74,2.97845e-07
"7090",1007,1007,"[32, 220, 798, 1159]",0,4.65,3.35,1,67,5.4194e-07
"7103",1007,1007,"[32, 220, 802, 1159]",0,4.7,3.35,1,22,0.000380308
"7116",1007,1007,"[28, 221, 800, 1160]",0,4.6,3.6,1,53,1.79421e-06
"7367",2033,2033,"[757, 940, 1126, 1259]",0,4.6,6.75,1,61,7.88865e-07
"7395",2033,2033,"[761, 940, 1127, 1263]",0,4.7,6.9,1,24,0.000247523
"7408",2033,2033,"[758, 941, 1126, 1260]",0,4.6,6.9,1,66,5.58701e-07
"7422",1434,1434,"[46, 427, 666, 889]",0,5.35,2.2,1,92,9.65685e-08
"7484",1434,1434,"[44, 432, 669, 889]",0,5.5,2.05,1,52,1.8497e-06
"7654",719,719,"[291, 857, 920, 983]",0,5.4,2.5,1,4,0.0214193
"8033",719,719,"[289, 856, 920, 984]",0,5.45,2.2,1,29,6.35721e-05
"8042",719,719,"[287, 860, 920, 984]",0,5.45,2.25,1,36,1.5919e-05
"8043",719,719,"[289, 860, 920, 984]",0,5.5,2.2,1,96,7.05084e-08
"8121",1608,1608,"[296, 723, 1096, 1223]",0,5.35,6.45,1,47,3.1667e-06
"8123",1608,1608,"[300, 723, 1096, 1223]",0,5.4,6.45,1,55,1.39231e-06
"8129",1608,1608,"[301, 723, 1093, 1225]",0,5.4,6.4,1,5,0.018753
"8580",1434,1434,"[60, 435, 673, 897]",0,5.9,2.1,1,52,1.8497e-06
"8941",1434,1434,"[49, 430, 674, 894]",0,5.65,2.2,1,10,0.0166809
"9092",1265,1265,"[237, 343, 841, 1237]",0,5.95,2.6,1,69,4.20545e-07
"9315",1265,1265,"[239, 341, 839, 1236]",0,6,2.3,1,93,9.36715e-08
"9382",1265,1265,"[236, 341, 837, 1235]",0,5.9,2.35,1,48,3.0717e-06
"9448",1514,1514,"[171, 410, 833, 1191]",0,5.6,2.3,1,3,0.0266049
"9451",1514,1514,"[171, 411, 833, 1191]",0,5.65,2.25,1,57,1.31002e-06
"9522",1514,1514,"[170, 411, 831, 1197]",0,5.75,2.05,1,64,5.93794e-07
"9616",1514,1514,"[174, 411, 835, 1198]",0,5.85,2.1,1,30,5.99995e-05
"9927",1101,1101,"[194, 282, 480, 926]",0,5.7,6.2,1,11,0.0162163
"9931",1101,1101,"[194, 278, 479, 929]",0,5.7,6.1,1,41,8.01775e-06
"9939",1101,1101,"[194, 281, 479, 929]",0,5.75,6.1,1,96,7.05084e-08
"9943",1101,1101,"[194, 282, 479, 929]",0,5.75,6.15,1,98,6.63414e-08
"9972",1072,1072,"[63, 651, 817, 1273]",0,5.9,6.7,1,69,4.20545e-07
"10125",1072,1072,"[51, 646, 812, 1267]",0,5.65,6.35,1,52,1.8497e-06
"10538",1072,1072,"[59, 652, 817, 1268]",0,5.8,6.7,1,10,0.0166809
"10591",1265,1265,"[239, 341, 839, 1239]",0,6.05,2.25,1,82,1.92523e-07
"10628",1265,1265,"[238, 341, 843, 1235]",0,6.05,2.25,1,13,0.0151489
"10666",759,759,"[162, 367, 880, 1031]",0,6.5,2.9,1,70,4.07929e-07
"10677",759,759,"[162, 367, 881, 1031]",0,6.5,2.95,1,65,5.7598e-07
"10700",759,759,"[163, 371, 880, 1030]",0,6.6,2.8,1,44,5.21272e-06
"10706",759,759,"[163, 371, 881, 1030]",0,6.6,2.85,1,79,2.10944e-07
"10869",759,759,"[163, 371, 884, 1030]",0,6.65,2.8,1,43,6.01693e-06
"10879",515,515,"[503, 737, 1003, 1246]",0,6.6,2.95,1,39,1.00939e-05
"10904",759,759,"[163, 371, 880, 1035]",0,6.65,2.85,1,8,0.0174453
"10923",759,759,"[163, 371, 884, 1035]",0,6.7,2.85,1,92,9.65685e-08
"10961",515,515,"[503, 736, 1003, 1245]",0,6.6,2.85,1,26,0.000128661
"10991",515,515,"[503, 736, 1004, 1250]",0,6.7,2.9,1,7,0.0177279
