"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"41",1904,1904,"[76, 186, 417, 440]",0,2.25,4.05,1,43,6.84793e-06
"74",1888,1888,"[14, 185, 490, 676]",0,1.95,5.15,1,57,1.44618e-06
"446",1888,1888,"[18, 203, 497, 684]",0,2.3,5.4,1,46,4.25119e-06
"757",1888,1888,"[19, 204, 494, 681]",0,2.2,5.55,1,68,7.03638e-07
"856",1888,1888,"[19, 195, 494, 680]",0,2.15,5.55,1,7,0.0221591
"1217",1904,1904,"[77, 187, 422, 441]",0,2.35,4.2,1,19,0.0119288
"1229",1904,1904,"[76, 186, 425, 440]",0,2.35,4.05,1,42,7.30298e-06
"1279",1904,1904,"[79, 205, 426, 448]",0,2.65,4.35,1,26,9.5128e-05
"1416",734,734,"[222, 347, 656, 996]",0,2.95,4.45,1,39,1.09626e-05
"1483",356,356,"[159, 275, 361, 1175]",0,2.95,5.15,1,37,1.49376e-05
"1488",356,356,"[158, 273, 362, 1175]",0,2.85,5.25,1,33,2.90481e-05
"1546",356,356,"[157, 274, 361, 1172]",0,2.85,5.05,1,16,0.0142168
"1590",356,356,"[157, 272, 357, 1169]",0,2.7,5.1,1,66,9.0675e-07
"1598",356,356,"[157, 272, 358, 1169]",0,2.7,5.15,1,68,7.03638e-07
"1605",356,356,"[158, 275, 358, 1169]",0,2.75,5.2,1,60,1.08857e-06
"1629",936,936,"[309, 376, 821, 854]",0,2.9,5.6,1,46,4.25119e-06
"1764",345,345,"[366, 550, 891, 1040]",0,2.4,6.4,1,51,2.55245e-06
"1789",345,345,"[371, 556, 898, 1040]",0,2.75,6.4,1,18,0.0132752
"2424",983,983,"[57, 460, 907, 1116]",0,3.15,2.35,1,12,0.0161916
"2475",983,983,"[56, 459, 908, 1118]",0,3.15,2.25,1,62,1.02424e-06
"2502",983,983,"[59, 460, 907, 1119]",0,3.25,2.25,1,57,1.44618e-06
"2508",983,983,"[59, 460, 908, 1119]",0,3.25,2.3,1,62,1.02424e-06
"2899",734,734,"[226, 353, 662, 995]",0,3.2,4.4,1,18,0.0132752
"2951",734,734,"[225, 350, 659, 996]",0,3.05,4.7,1,54,1.92128e-06
"3954",936,936,"[316, 381, 825, 858]",0,3.2,5.7,1,15,0.014599
"4048",936,936,"[312, 380, 826, 857]",0,3.2,5.5,1,37,1.49376e-05
"4541",1326,1326,"[119, 435, 776, 1092]",0,3.8,3.85,1,47,4.12366e-06
"4551",1326,1326,"[119, 435, 776, 1094]",0,3.85,3.8,1,39,1.09626e-05
"4576",1326,1326,"[121, 434, 777, 1095]",0,3.9,3.9,1,10,0.0172231
"4598",1326,1326,"[119, 434, 777, 1097]",0,3.9,3.8,1,65,9.34794e-07
"4601",1326,1326,"[119, 437, 777, 1097]",0,3.95,3.75,1,66,9.0675e-07
"4711",1655,1655,"[97, 510, 673, 852]",0,3.9,5,1,25,9.61124e-05
"5235",1655,1655,"[94, 509, 664, 844]",0,3.4,5.05,1,2,0.0306959
"5278",1655,1655,"[96, 511, 674, 849]",0,3.8,5.1,1,55,1.86364e-06
"5311",936,936,"[317, 380, 830, 859]",0,3.35,5.65,1,68,7.03638e-07
"5386",936,936,"[317, 385, 831, 862]",0,3.5,5.85,1,57,1.44618e-06
"5716",911,911,"[179, 565, 1018, 1125]",0,3.65,6.65,1,4,0.0244692
"5730",911,911,"[182, 571, 1018, 1125]",0,3.8,6.75,1,52,2.47587e-06
"5793",911,911,"[181, 570, 1018, 1129]",0,3.85,6.65,1,60,1.08857e-06
"5876",911,911,"[182, 571, 1020, 1130]",0,3.85,6.9,1,22,0.00022791
"6041",135,135,"[282, 579, 714, 1050]",0,4.3,4,1,1,0.0505637
"6163",135,135,"[282, 577, 711, 1049]",0,4.1,4.05,1,32,3.57491e-05
"6195",135,135,"[282, 579, 717, 1050]",0,4.35,4.05,1,55,1.86364e-06
"6221",1532,1532,"[149, 249, 502, 1063]",0,4.45,6.6,1,30,5.04411e-05
"6594",1532,1532,"[153, 255, 506, 1071]",0,4.65,6.85,1,46,4.25119e-06
"6599",1532,1532,"[150, 254, 507, 1072]",0,4.6,6.9,1,15,0.014599
"6979",1560,1560,"[46, 217, 630, 842]",0,5.35,2.95,1,54,1.92128e-06
"7188",1560,1560,"[39, 212, 627, 838]",0,5.1,2.9,1,16,0.0142168
"7464",508,508,"[41, 243, 915, 1031]",0,5.35,2.6,1,5,0.0240993
"7631",1560,1560,"[38, 212, 627, 834]",0,5.05,2.85,1,37,1.49376e-05
"8130",1033,1033,"[320, 449, 767, 935]",0,5.05,2.65,1,28,8.53467e-05
"8314",1033,1033,"[320, 456, 772, 938]",0,5.25,2.85,1,64,9.63705e-07
"8440",508,508,"[50, 247, 920, 1032]",0,5.55,2.75,1,64,9.63705e-07
"8920",508,508,"[49, 246, 916, 1028]",0,5.45,2.65,1,47,4.12366e-06
"9405",508,508,"[38, 242, 913, 1025]",0,5.15,2.65,1,54,1.92128e-06
"9663",1537,1537,"[305, 387, 637, 1148]",0,5.45,2.45,1,27,8.7338e-05
"9679",1537,1537,"[299, 388, 638, 1148]",0,5.35,2.65,1,49,3.28924e-06
"9810",125,125,"[296, 734, 970, 1136]",0,5.15,2.9,1,24,0.000102427
"9970",125,125,"[299, 743, 977, 1139]",0,5.4,2.85,1,20,0.00926601
"10270",25,25,"[27, 111, 540, 688]",0,5.2,3.2,1,54,1.92128e-06
"10279",25,25,"[27, 114, 540, 688]",0,5.25,3.2,1,51,2.55245e-06
"10522",25,25,"[28, 114, 541, 691]",0,5.3,3.3,1,46,4.25119e-06
"10540",25,25,"[31, 114, 542, 691]",0,5.4,3.25,1,13,0.0154568
"10801",1033,1033,"[328, 454, 772, 938]",0,5.25,3.05,1,6,0.0230893
"11153",1955,1955,"[632, 805, 886, 1101]",0,5.15,5.9,1,8,0.0198578
"11367",1955,1955,"[635, 806, 889, 1104]",0,5.4,5.8,1,39,1.09626e-05
"11377",1955,1955,"[636, 805, 890, 1104]",0,5.35,5.95,1,43,6.84793e-06
"11384",1955,1955,"[636, 807, 890, 1104]",0,5.4,5.95,1,40,1.01704e-05
"11481",578,578,"[267, 616, 1086, 1156]",0,5.85,2.2,1,11,0.0164134
