"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"22",1608,1608,"[280, 645, 1139, 1221]",0,2.55,2.4,1,74,3.1663e-07
"166",1608,1608,"[280, 642, 1140, 1223]",0,2.55,2.45,1,45,5.3503e-06
"169",1608,1608,"[280, 645, 1140, 1223]",0,2.6,2.4,1,59,1.58879e-06
"173",1608,1608,"[280, 642, 1143, 1223]",0,2.6,2.4,1,70,5.2581e-07
"516",1608,1608,"[283, 645, 1143, 1224]",0,2.7,2.45,1,13,0.0146818
"1154",1416,1416,"[126, 777, 967, 1239]",0,2.7,3.4,1,95,7.72737e-08
"1162",1416,1416,"[126, 785, 967, 1239]",0,2.75,3.4,1,7,0.0190899
"1166",1416,1416,"[126, 777, 969, 1239]",0,2.75,3.35,1,48,4.02728e-06
"2360",1416,1416,"[124, 776, 966, 1234]",0,2.55,3.35,1,25,0.000153657
"2388",1416,1416,"[127, 777, 967, 1234]",0,2.6,3.5,1,60,1.54113e-06
"2395",1416,1416,"[127, 778, 967, 1234]",0,2.6,3.55,1,98,7.05257e-08
"2755",1811,1811,"[219, 472, 535, 664]",0,2.85,5.15,1,65,9.00189e-07
"2764",1811,1811,"[222, 472, 532, 668]",0,2.9,5.1,1,95,7.72737e-08
"2861",1811,1811,"[219, 469, 535, 669]",0,2.8,5.2,1,8,0.017377
"2893",1811,1811,"[217, 469, 533, 661]",0,2.6,5.3,1,52,2.89087e-06
"2991",1811,1811,"[224, 472, 533, 671]",0,2.9,5.4,1,31,3.57235e-05
"2997",116,116,"[305, 509, 773, 873]",0,3.05,5.1,1,79,2.24248e-07
"3133",116,116,"[305, 507, 770, 869]",0,2.9,5.15,1,18,0.00677625
"3156",116,116,"[306, 508, 770, 868]",0,2.85,5.35,1,74,3.1663e-07
"3232",201,201,"[89, 399, 804, 1208]",0,2.75,5.55,1,55,2.17601e-06
"3233",201,201,"[90, 399, 804, 1208]",0,2.75,5.6,1,62,1.19592e-06
"3283",345,345,"[445, 595, 839, 1071]",0,2.8,5.45,1,11,0.0152241
"3290",345,345,"[448, 598, 840, 1071]",0,2.9,5.5,1,39,1.18433e-05
"3806",201,201,"[90, 399, 804, 1212]",0,2.8,5.6,1,88,1.40603e-07
"3809",201,201,"[90, 401, 804, 1212]",0,2.85,5.55,1,97,7.27069e-08
"4042",201,201,"[93, 401, 804, 1213]",0,2.9,5.6,1,14,0.013915
