"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"106",960,960,"[5, 249, 584, 787]",0,2.45,2.8,1,17,0.000193867
"119",960,960,"[9, 251, 584, 787]",0,2.5,2.9,1,66,4.17741e-07
"165",960,960,"[5, 250, 580, 784]",0,2.3,2.8,1,96,7.75054e-08
"492",960,960,"[2, 247, 579, 781]",0,2.1,2.85,1,80,1.85502e-07
"504",960,960,"[6, 251, 581, 781]",0,2.25,2.95,1,9,0.0155433
"648",510,510,"[410, 516, 669, 1075]",0,2,2.4,1,46,2.44097e-06
"675",510,510,"[414, 516, 670, 1075]",0,2.05,2.45,1,50,1.78225e-06
"693",510,510,"[414, 520, 670, 1075]",0,2.1,2.5,1,48,1.89419e-06
"934",960,960,"[9, 251, 584, 783]",0,2.45,2.85,1,57,9.79505e-07
"967",510,510,"[411, 516, 670, 1076]",0,2,2.55,1,72,2.86983e-07
"996",510,510,"[415, 517, 671, 1076]",0,2.1,2.6,1,10,0.0153209
"1381",510,510,"[415, 517, 671, 1082]",0,2.15,2.65,1,56,1.0098e-06
"1696",1307,1307,"[237, 825, 918, 1092]",0,2.2,4.3,1,43,3.55493e-06
"1699",1307,1307,"[237, 828, 918, 1092]",0,2.25,4.35,1,43,3.55493e-06
"1718",1307,1307,"[241, 830, 920, 1092]",0,2.4,4.25,1,3,0.0326614
"2336",2030,2030,"[730, 870, 1004, 1169]",0,2.65,5.3,1,14,0.0123043
"2742",1603,1603,"[277, 878, 895, 1035]",0,2.7,3.8,1,95,7.99025e-08
"2780",1603,1603,"[281, 878, 895, 1037]",0,2.8,3.85,1,13,0.0126733
"2969",1603,1603,"[284, 879, 901, 1039]",0,3.05,3.85,1,53,1.34153e-06
"2993",1603,1603,"[284, 879, 903, 1039]",0,3.1,3.8,1,40,3.75945e-06
"3014",2030,2030,"[733, 871, 997, 1172]",0,2.8,4.9,1,96,7.75054e-08
"3042",2030,2030,"[736, 868, 998, 1170]",0,2.75,5,1,42,3.66487e-06
