"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",744,744,"[35, 685, 905, 1149]",0,2.05,4.65,1,13,0.0145861
"2",744,744,"[35, 685, 905, 1148]",0,2.05,4.6,1,56,7.95856e-07
"46",1653,1653,"[169, 446, 664, 834]",0,2.25,2.9,1,75,2.06429e-07
"179",1653,1653,"[172, 449, 667, 834]",0,2.4,2.85,1,44,3.00596e-06
"207",1653,1653,"[172, 449, 669, 834]",0,2.45,2.75,1,66,3.99198e-07
"269",1653,1653,"[172, 449, 671, 834]",0,2.45,2.85,1,37,8.07497e-06
"1048",1595,1595,"[180, 325, 726, 1132]",0,2.15,3.45,1,38,6.98898e-06
"1053",1595,1595,"[181, 326, 726, 1133]",0,2.15,3.6,1,56,7.95856e-07
"1054",1595,1595,"[184, 326, 726, 1133]",0,2.2,3.55,1,82,1.13451e-07
"1071",1595,1595,"[180, 325, 726, 1135]",0,2.2,3.45,1,86,1.00438e-07
"1199",1653,1653,"[169, 454, 668, 837]",0,2.45,3.05,1,8,0.0178529
"1301",2000,2000,"[825, 867, 968, 1095]",0,2.65,3.25,1,52,1.32163e-06
"1302",2000,2000,"[827, 867, 968, 1095]",0,2.7,3.2,1,44,3.00596e-06
"1315",2000,2000,"[828, 867, 969, 1095]",0,2.7,3.3,1,54,1.02559e-06
"1400",2000,2000,"[828, 868, 969, 1098]",0,2.75,3.3,1,8,0.0178529
"1427",1595,1595,"[181, 326, 727, 1133]",0,2.15,3.65,1,81,1.1696e-07
"1433",1595,1595,"[185, 327, 726, 1134]",0,2.2,3.7,1,69,3.00484e-07
"1437",1595,1595,"[185, 327, 727, 1134]",0,2.2,3.75,1,83,1.10048e-07
"1572",1595,1595,"[185, 330, 728, 1138]",0,2.4,3.65,1,10,0.01738
"1685",1621,1621,"[310, 564, 701, 884]",0,2.4,5.5,1,93,5.51994e-08
"1698",1621,1621,"[309, 565, 699, 885]",0,2.4,5.5,1,26,4.65838e-05
"1717",1621,1621,"[307, 565, 700, 885]",0,2.35,5.6,1,66,3.99198e-07
"1718",1621,1621,"[309, 565, 700, 885]",0,2.4,5.55,1,42,4.46405e-06
"1755",1621,1621,"[310, 563, 700, 887]",0,2.35,5.55,1,6,0.0215083
"1778",1621,1621,"[312, 566, 701, 887]",0,2.6,5.4,1,79,1.24307e-07
"1779",1621,1621,"[313, 566, 701, 887]",0,2.6,5.45,1,89,7.56014e-08
"1831",1621,1621,"[309, 565, 700, 888]",0,2.45,5.55,1,34,1.30335e-05
