"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"42",2087,2087,"[558, 763, 892, 1074]",0,2.65,2.95,1,91,4.8076e-08
"46",2087,2087,"[558, 763, 895, 1074]",0,2.7,2.95,1,93,4.52347e-08
"92",2087,2087,"[555, 761, 888, 1068]",0,2.4,2.6,1,13,0.0143958
"125",2087,2087,"[558, 763, 892, 1068]",0,2.6,2.85,1,72,2.72493e-07
"140",2087,2087,"[556, 762, 889, 1069]",0,2.45,2.8,1,69,3.62011e-07
"169",2087,2087,"[558, 763, 895, 1069]",0,2.65,2.9,1,59,8.75085e-07
"203",2087,2087,"[558, 763, 895, 1070]",0,2.65,2.95,1,20,0.000325655
"245",52,52,"[74, 289, 524, 1140]",0,1.9,5.7,1,42,4.75742e-06
"327",52,52,"[74, 289, 524, 1144]",0,1.95,5.75,1,72,2.72493e-07
"329",52,52,"[76, 289, 524, 1144]",0,2,5.75,1,83,1.09345e-07
"365",52,52,"[77, 289, 527, 1144]",0,2.1,5.75,1,6,0.0249924
"606",501,501,"[205, 518, 941, 1002]",0,2.9,5.55,1,15,0.011374
"608",501,501,"[205, 514, 941, 1004]",0,2.9,5.55,1,76,1.98958e-07
"642",286,286,"[130, 184, 347, 1075]",0,3.35,2.5,1,10,0.0163772
"681",286,286,"[135, 186, 348, 1075]",0,3.6,2.35,1,65,4.95812e-07
"1155",988,988,"[124, 782, 847, 1125]",0,3.6,4.1,1,30,3.28741e-05
"1156",988,988,"[126, 782, 847, 1125]",0,3.65,4.05,1,27,5.82155e-05
"1157",988,988,"[124, 784, 847, 1125]",0,3.65,4.05,1,66,4.80938e-07
"1213",988,988,"[124, 785, 848, 1126]",0,3.65,4.2,1,2,0.0352939
"1236",501,501,"[207, 519, 942, 1009]",0,3.2,5.1,1,58,9.02149e-07
"1251",501,501,"[212, 519, 942, 1006]",0,3.2,5.1,1,30,3.28741e-05
"1265",1090,1090,"[260, 433, 751, 1134]",0,3.65,5.8,1,16,0.0101867
"1269",1090,1090,"[260, 436, 751, 1134]",0,3.7,5.8,1,62,6.58694e-07
"1271",1090,1090,"[259, 433, 750, 1133]",0,3.65,5.65,1,72,2.72493e-07
"1272",286,286,"[136, 187, 348, 1076]",0,3.7,2.4,1,43,4.61469e-06
"1276",286,286,"[136, 187, 352, 1076]",0,3.75,2.4,1,49,1.7446e-06
"1281",286,286,"[136, 190, 353, 1076]",0,3.8,2.4,1,22,0.000237098
"1418",1049,1049,"[426, 638, 800, 1029]",0,4.1,3.1,1,11,0.0156155
"1454",1049,1049,"[421, 638, 798, 1027]",0,3.95,3.15,1,70,3.51151e-07
"1462",1049,1049,"[423, 640, 798, 1027]",0,3.95,3.35,1,62,6.58694e-07
"1800",308,308,"[228, 489, 651, 1097]",0,4.1,4.25,1,30,3.28741e-05
"1806",308,308,"[223, 488, 646, 1092]",0,3.95,4.1,1,83,1.09345e-07
"1813",308,308,"[219, 487, 647, 1092]",0,3.85,4.3,1,4,0.0310906
