"","lambda","gamma","suppSize"
"1",0.0512187,0,1
"2",0.0319294,0,3
"3",0.0291554,0,4
"4",0.0251362,0,5
"5",0.0241147,0,6
"6",0.0206571,0,7
"7",0.0182699,0,8
"8",0.0175904,0,9
"9",0.0172345,0,10
"10",0.016636,0,11
"11",0.0161944,0,12
"12",0.0158765,0,13
"13",0.0152952,0,14
"14",0.0148663,0,15
"15",0.0134786,0,16
"16",0.0126499,0,17
"17",0.0119915,0,19
"18",0.0101335,0,24
"19",0.00939851,0,25
"20",0.00123949,0,26
"21",0.000759278,0,26
"22",0.000607422,0,27
"23",0.000513777,0,28
"24",0.000413325,0,29
"25",0.000155149,0,30
"26",0.000122275,0,31
"27",0.000120413,0,31
"28",9.63301e-05,0,32
"29",9.50172e-05,0,33
"30",9.29893e-05,0,34
"31",7.90642e-05,0,35
"32",7.20935e-05,0,36
"33",6.44436e-05,0,38
"34",5.95114e-05,0,39
"35",4.74023e-05,0,40
"36",2.56766e-05,0,42
"37",2.25286e-05,0,42
"38",1.80229e-05,0,46
"39",1.69448e-05,0,46
"40",1.35558e-05,0,48
"41",1.35428e-05,0,48
"42",1.08342e-05,0,49
"43",1.07071e-05,0,49
"44",8.56564e-06,0,50
"45",8.30868e-06,0,50
"46",6.64694e-06,0,51
"47",6.44753e-06,0,51
"48",5.15803e-06,0,53
"49",5.00328e-06,0,53
"50",4.00263e-06,0,56
"51",3.88255e-06,0,57
"52",3.76607e-06,0,57
"53",3.01286e-06,0,58
"54",2.92247e-06,0,58
"55",2.33798e-06,0,60
"56",2.32612e-06,0,61
"57",2.30855e-06,0,62
"58",2.2408e-06,0,64
"59",2.2266e-06,0,64
"60",1.78128e-06,0,66
"61",1.64304e-06,0,68
"62",1.48314e-06,0,70
"63",1.29323e-06,0,72
"64",1.25443e-06,0,73
"65",1.23094e-06,0,73
"66",9.42481e-07,0,77
"67",9.14206e-07,0,77
"68",7.31365e-07,0,83
"69",7.09424e-07,0,86
"70",6.88141e-07,0,87
"71",6.67497e-07,0,89
"72",6.47472e-07,0,89
"73",5.17978e-07,0,89
"74",4.14382e-07,0,93
"75",4.01951e-07,0,93
"76",3.21561e-07,0,98
"77",3.11914e-07,0,99
"78",3.02556e-07,0,102
"79",2.9348e-07,0,102
"80",2.34784e-07,0,106
"81",2.2774e-07,0,107
"82",2.20908e-07,0,108
"83",2.14281e-07,0,110
"84",2.07852e-07,0,110
"85",1.66282e-07,0,112
"86",1.61293e-07,0,113
"87",1.56455e-07,0,113
"88",1.25164e-07,0,115
"89",1.21409e-07,0,115
"90",9.7127e-08,0,118
"91",9.42132e-08,0,120
"92",9.13868e-08,0,121
"93",8.86452e-08,0,120
"94",8.59858e-08,0,122
"95",8.34063e-08,0,122
"96",6.6725e-08,0,123
"97",6.47233e-08,0,125
"98",6.27816e-08,0,124
"99",6.08981e-08,0,125
"100",5.90712e-08,0,128
