"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"169",1921,1921,"[29, 196, 493, 613]",0,2.5,2.8,1,99,6.64083e-08
"716",1921,1921,"[29, 192, 493, 611]",0,2.4,2.85,1,96,8.82244e-08
"719",1921,1921,"[35, 192, 493, 611]",0,2.5,2.85,1,9,0.0143623
"926",1921,1921,"[33, 196, 498, 613]",0,2.6,2.9,1,49,1.72493e-06
"1226",504,504,"[8, 452, 661, 783]",0,2.55,5.1,1,7,0.0191616
"1238",504,504,"[16, 452, 660, 784]",0,2.7,4.9,1,53,1.25944e-06
"1247",504,504,"[16, 452, 664, 784]",0,2.75,4.9,1,63,5.21013e-07
"1275",1882,1882,"[1, 199, 922, 1120]",0,1.95,6.1,1,56,1.14945e-06
"1319",1882,1882,"[1, 199, 924, 1124]",0,2.05,6.05,1,84,1.54173e-07
"1335",1882,1882,"[1, 199, 925, 1124]",0,2.05,6.1,1,92,9.96556e-08
"1352",1882,1882,"[1, 201, 928, 1124]",0,2.15,6.05,1,50,1.67318e-06
"1380",1882,1882,"[7, 201, 924, 1125]",0,2.15,6.1,1,38,6.77903e-06
"1393",1882,1882,"[2, 199, 929, 1125]",0,2.1,6.2,1,16,0.00925384
"1478",1882,1882,"[7, 203, 928, 1127]",0,2.35,6,1,36,9.29318e-06
"1609",504,504,"[16, 455, 667, 786]",0,2.9,4.85,1,26,5.8171e-05
"1613",504,504,"[16, 452, 664, 787]",0,2.8,4.9,1,58,8.91976e-07
"1911",745,745,"[42, 633, 950, 1138]",0,3.75,4.15,1,17,0.00905139
"1946",745,745,"[42, 621, 951, 1134]",0,3.6,4.3,1,51,1.62299e-06
"1954",745,745,"[42, 634, 951, 1134]",0,3.7,4.3,1,34,1.33522e-05
"1980",256,256,"[341, 618, 746, 1082]",0,3.25,4.9,1,8,0.0170144
"2242",256,256,"[348, 619, 747, 1083]",0,3.35,5.25,1,85,1.49548e-07
"2259",256,256,"[348, 619, 747, 1086]",0,3.4,5.3,1,60,6.92174e-07
"2264",256,256,"[348, 619, 749, 1086]",0,3.45,5.35,1,22,0.000101197
"2677",809,809,"[128, 528, 872, 1021]",0,3.25,6.95,1,47,2.94884e-06
"2695",809,809,"[129, 529, 873, 1021]",0,3.25,7.1,1,65,4.90221e-07
"2803",809,809,"[127, 528, 872, 1020]",0,3.25,6.85,1,15,0.00967743
"2804",809,809,"[128, 528, 872, 1020]",0,3.25,6.9,1,75,2.45893e-07
"2914",809,809,"[129, 526, 873, 1023]",0,3.25,7.1,1,44,3.42288e-06
"3108",1566,1566,"[509, 558, 1017, 1075]",0,4.1,2.05,1,75,2.45893e-07
