"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"219",1463,1463,"[72, 194, 838, 1034]",0,2.8,2.25,1,75,2.70011e-07
"314",1463,1463,"[72, 201, 847, 1035]",0,2.9,2.4,1,93,5.95475e-08
"385",1463,1463,"[72, 201, 847, 1037]",0,2.95,2.3,1,51,2.19647e-06
"406",1463,1463,"[73, 201, 839, 1039]",0,2.9,2.5,1,1,0.0368515
"476",1463,1463,"[74, 201, 849, 1039]",0,2.95,2.6,1,39,1.20736e-05
"642",472,472,"[160, 367, 620, 836]",0,2.55,3.25,1,70,4.6226e-07
"837",472,472,"[161, 368, 620, 835]",0,2.55,3.3,1,49,2.8305e-06
"1124",472,472,"[163, 372, 630, 850]",0,2.8,3.1,1,35,3.6551e-05
"1159",472,472,"[165, 373, 621, 835]",0,2.65,3.4,1,16,0.0113975
"1245",472,472,"[162, 369, 622, 836]",0,2.55,3.55,1,99,4.96014e-08
"1615",11,11,"[208, 558, 818, 860]",0,3.05,4.1,1,84,1.69295e-07
"1646",11,11,"[208, 558, 818, 858]",0,3,4.1,1,27,0.000174902
"1762",11,11,"[208, 556, 815, 859]",0,2.9,4.15,1,52,2.13057e-06
"1850",973,973,"[185, 504, 645, 820]",0,3.1,4.7,1,81,1.85494e-07
"1896",11,11,"[192, 554, 811, 853]",0,2.55,4.4,1,95,5.60283e-08
"1908",11,11,"[192, 554, 814, 853]",0,2.6,4.45,1,56,1.55561e-06
"1914",11,11,"[192, 554, 816, 853]",0,2.65,4.4,1,17,0.0102212
"1982",747,747,"[13, 651, 725, 955]",0,2.95,5.9,1,45,3.19724e-06
"2067",1993,1993,"[603, 717, 875, 1131]",0,2.4,5.75,1,86,1.31373e-07
"2068",1993,1993,"[606, 717, 875, 1131]",0,2.45,5.7,1,59,9.50081e-07
"2069",1993,1993,"[607, 717, 875, 1131]",0,2.45,5.75,1,13,0.0142764
"2838",747,747,"[15, 651, 729, 959]",0,3.1,6.1,1,2,0.0325406
"2844",1993,1993,"[608, 722, 876, 1141]",0,2.6,6.05,1,37,2.3422e-05
"2872",1993,1993,"[604, 719, 873, 1133]",0,2.35,6.1,1,44,4.28416e-06
"2873",1993,1993,"[608, 719, 873, 1133]",0,2.4,6.1,1,51,2.19647e-06
"2879",1993,1993,"[611, 722, 873, 1133]",0,2.5,6.1,1,40,1.12111e-05
"2940",309,309,"[170, 535, 762, 1008]",0,2.6,6.9,1,31,8.40392e-05
"2987",309,309,"[179, 538, 764, 1012]",0,3.05,6.65,1,19,0.00953663
"2988",309,309,"[179, 539, 764, 1012]",0,3.05,6.7,1,79,2.39039e-07
"2992",309,309,"[179, 539, 769, 1012]",0,3.1,6.7,1,40,1.12111e-05
"3203",1219,1219,"[478, 768, 913, 1146]",0,3.25,2.75,1,6,0.0211693
"3302",1219,1219,"[478, 768, 933, 1149]",0,3.4,2.6,1,93,5.95475e-08
"3311",1219,1219,"[479, 773, 933, 1149]",0,3.5,2.55,1,25,0.000356993
"3385",301,301,"[97, 186, 504, 937]",0,3.35,4.75,1,17,0.0102212
"3627",301,301,"[97, 186, 504, 938]",0,3.35,4.8,1,73,2.86971e-07
"3712",301,301,"[85, 185, 508, 938]",0,3.25,4.75,1,46,3.10133e-06
"3717",301,301,"[96, 185, 508, 938]",0,3.4,4.7,1,86,1.31373e-07
"3723",301,301,"[93, 186, 508, 938]",0,3.35,4.85,1,37,2.3422e-05
"3990",747,747,"[17, 651, 728, 963]",0,3.2,6,1,73,2.86971e-07
"3993",747,747,"[17, 651, 728, 958]",0,3.15,5.95,1,94,5.77611e-08
"3994",1039,1039,"[440, 653, 912, 1098]",0,3.15,5.45,1,18,0.0100233
"4220",1948,1948,"[23, 254, 390, 545]",0,3.55,6.25,1,8,0.018078
"4378",747,747,"[17, 651, 728, 960]",0,3.15,6.05,1,43,6.29207e-06
"4411",1948,1948,"[23, 251, 391, 547]",0,3.5,6.4,1,95,5.60283e-08
"4516",309,309,"[179, 548, 764, 1012]",0,3.15,6.75,1,34,4.95457e-05
"4558",284,284,"[140, 237, 516, 1075]",0,3.95,3.6,1,29,0.000110757
"4560",284,284,"[139, 239, 520, 1075]",0,4.05,3.35,1,70,4.6226e-07
"4575",284,284,"[144, 243, 521, 1079]",0,4.2,3.55,1,6,0.0211693
"4576",284,284,"[144, 243, 522, 1079]",0,4.2,3.6,1,79,2.39039e-07
"4591",301,301,"[102, 189, 508, 938]",0,3.5,4.8,1,93,5.95475e-08
"4620",1089,1089,"[33, 267, 982, 1206]",0,3.9,4.95,1,17,0.0102212
"4649",1089,1089,"[33, 263, 978, 1199]",0,3.6,5,1,44,4.28416e-06
"4678",1804,1804,"[109, 324, 593, 698]",0,4.1,5.1,1,24,0.000362358
"4748",1804,1804,"[115, 324, 594, 699]",0,4.15,5.25,1,70,4.6226e-07
"4749",1804,1804,"[116, 324, 594, 699]",0,4.15,5.3,1,74,2.78362e-07
"4776",1804,1804,"[115, 325, 593, 700]",0,4.15,5.3,1,96,5.43474e-08
"4835",1089,1089,"[33, 263, 978, 1204]",0,3.65,5.05,1,56,1.55561e-06
"5161",1948,1948,"[26, 255, 390, 549]",0,3.65,6.3,1,90,9.59206e-08
"5162",1948,1948,"[27, 255, 390, 549]",0,3.65,6.35,1,47,3.00829e-06
"5175",1948,1948,"[26, 254, 391, 549]",0,3.65,6.3,1,82,1.79929e-07
"5182",1948,1948,"[26, 258, 391, 549]",0,3.7,6.3,1,77,2.54053e-07
"5210",1948,1948,"[27, 258, 394, 549]",0,3.75,6.3,1,46,3.10133e-06
"5239",1948,1948,"[26, 259, 395, 549]",0,3.75,6.35,1,60,9.21578e-07
"5240",1948,1948,"[27, 259, 395, 549]",0,3.75,6.4,1,45,3.19724e-06
"5587",1948,1948,"[27, 256, 395, 549]",0,3.7,6.45,1,44,4.28416e-06
"5672",767,767,"[30, 285, 452, 796]",0,4.15,6.4,1,30,0.000102514
"5841",1212,1212,"[3, 285, 864, 1024]",0,4.15,6.5,1,21,0.000769038
"5852",990,990,"[44, 664, 792, 1153]",0,3.75,6.85,1,68,5.95696e-07
"5905",990,990,"[43, 666, 793, 1155]",0,3.9,6.6,1,90,9.59206e-08
"5933",990,990,"[43, 666, 795, 1155]",0,3.9,6.7,1,5,0.0248321
"6207",1804,1804,"[118, 324, 600, 702]",0,4.35,5.15,1,43,6.29207e-06
"6310",1804,1804,"[116, 329, 601, 703]",0,4.4,5.4,1,4,0.0268025
"6517",1212,1212,"[4, 300, 869, 1029]",0,4.55,6.15,1,3,0.0279859
"6929",990,990,"[53, 670, 800, 1161]",0,4.3,6.6,1,33,5.69353e-05
"6972",541,541,"[302, 581, 709, 888]",0,4.65,3.35,1,59,9.50081e-07
"6994",541,541,"[302, 583, 708, 891]",0,4.75,3.25,1,22,0.000523789
"6998",541,541,"[302, 581, 709, 891]",0,4.7,3.3,1,94,5.77611e-08
"7029",1658,1658,"[398, 499, 741, 1071]",0,4.85,3.2,1,55,1.60372e-06
"7034",541,541,"[301, 581, 708, 890]",0,4.7,3.15,1,63,8.411e-07
"7042",1658,1658,"[399, 499, 742, 1070]",0,4.9,3.2,1,56,1.55561e-06
"7044",1658,1658,"[399, 501, 742, 1070]",0,4.95,3.25,1,14,0.0121846
"7052",541,541,"[303, 582, 710, 889]",0,4.65,3.55,1,59,9.50081e-07
"7075",541,541,"[303, 583, 709, 892]",0,4.75,3.4,1,87,1.27432e-07
"7077",541,541,"[303, 579, 710, 892]",0,4.65,3.55,1,9,0.0163433
"7090",1212,1212,"[4, 300, 866, 1031]",0,4.55,6.15,1,76,2.61911e-07
"7091",1212,1212,"[7, 300, 866, 1031]",0,4.6,6.15,1,98,5.11355e-08
"7095",1212,1212,"[7, 300, 868, 1031]",0,4.65,6.1,1,30,0.000102514
"7194",1685,1685,"[131, 424, 787, 1046]",0,5.95,6.35,1,17,0.0102212
"7212",233,233,"[63, 357, 753, 1123]",0,6.1,6.15,1,10,0.0155778
"7215",233,233,"[64, 358, 753, 1123]",0,6.1,6.25,1,87,1.27432e-07
"7219",233,233,"[64, 358, 754, 1123]",0,6.1,6.3,1,82,1.79929e-07
"7238",1685,1685,"[130, 415, 782, 1046]",0,5.75,6.45,1,75,2.70011e-07
"7303",1685,1685,"[132, 424, 787, 1050]",0,6,6.45,1,78,2.46432e-07
"7316",1685,1685,"[133, 424, 788, 1050]",0,6.05,6.5,1,73,2.86971e-07
"7340",1685,1685,"[133, 424, 788, 1051]",0,6.05,6.55,1,56,1.55561e-06
