"","lambda","gamma","suppSize"
"1",0.0453255,0,1
"2",0.0400144,0,2
"3",0.0351452,0,3
"4",0.027978,0,4
"5",0.026506,0,5
"6",0.0243778,0,6
"7",0.0201959,0,7
"8",0.017078,0,8
"9",0.0163467,0,9
"10",0.0152283,0,11
"11",0.0147468,0,14
"12",0.0140216,0,15
"13",0.0131857,0,17
"14",0.0128417,0,20
"15",0.0125471,0,22
"16",0.0111613,0,23
"17",0.00935149,0,24
"18",0.000340739,0,26
"19",0.000140325,0,27
"20",0.000123298,0,29
"21",0.000113461,0,29
"22",9.07687e-05,0,30
"23",8.70613e-05,0,31
"24",6.13374e-05,0,32
"25",5.34177e-05,0,32
"26",2.88234e-05,0,32
"27",2.30587e-05,0,37
"28",2.23669e-05,0,37
"29",1.78935e-05,0,39
"30",1.49508e-05,0,41
"31",1.45118e-05,0,43
"32",1.38389e-05,0,45
"33",1.06418e-05,0,46
"34",9.53673e-06,0,49
"35",7.77945e-06,0,50
"36",5.99571e-06,0,51
"37",5.81584e-06,0,53
"38",5.48763e-06,0,53
"39",4.21959e-06,0,54
"40",3.78098e-06,0,55
"41",3.70292e-06,0,57
"42",3.47692e-06,0,58
"43",3.29394e-06,0,58
"44",2.63515e-06,0,61
"45",2.51509e-06,0,63
"46",2.43964e-06,0,63
"47",1.95171e-06,0,64
"48",1.89316e-06,0,66
"49",1.83637e-06,0,66
"50",1.43561e-06,0,68
"51",1.39255e-06,0,68
"52",1.11404e-06,0,70
"53",1.08062e-06,0,73
"54",1.0482e-06,0,73
"55",8.38557e-07,0,74
"56",8.13401e-07,0,76
"57",7.88999e-07,0,76
"58",6.31199e-07,0,80
"59",6.12263e-07,0,84
"60",5.93895e-07,0,85
"61",5.76078e-07,0,84
"62",5.58796e-07,0,86
"63",5.42032e-07,0,90
"64",5.25771e-07,0,90
"65",4.20617e-07,0,94
"66",4.07998e-07,0,95
"67",3.95758e-07,0,95
"68",3.16607e-07,0,97
"69",3.07108e-07,0,98
"70",2.97895e-07,0,98
"71",2.38316e-07,0,99
"72",2.31167e-07,0,101
"73",2.24232e-07,0,101
"74",2.17505e-07,0,101
"75",1.74004e-07,0,103
"76",1.68784e-07,0,103
"77",1.35027e-07,0,108
"78",1.30976e-07,0,109
"79",1.27047e-07,0,110
"80",1.23235e-07,0,111
"81",1.19538e-07,0,113
"82",1.15952e-07,0,117
"83",1.12474e-07,0,116
"84",1.09099e-07,0,116
"85",8.72796e-08,0,118
"86",8.46612e-08,0,118
"87",6.77289e-08,0,120
"88",6.56971e-08,0,120
"89",6.37262e-08,0,124
"90",6.18144e-08,0,127
"91",5.99599e-08,0,128
"92",5.81612e-08,0,129
"93",5.64163e-08,0,130
"94",5.47238e-08,0,130
"95",5.30821e-08,0,130
"96",5.14896e-08,0,132
"97",4.9945e-08,0,137
"98",4.84466e-08,0,142
"99",4.69932e-08,0,142
"100",4.55834e-08,0,145
