"","lambda","gamma","suppSize"
"1",0.0375942,0,1
"2",0.0316197,0,2
"3",0.0306375,0,3
"4",0.0278815,0,5
"5",0.0231688,0,6
"6",0.020451,0,8
"7",0.0183854,0,9
"8",0.0175175,0,11
"9",0.0168428,0,12
"10",0.0152022,0,15
"11",0.0142088,0,17
"12",0.0130553,0,19
"13",0.0125749,0,21
"14",0.00978425,0,22
"15",0.00811282,0,23
"16",0.00778527,0,24
"17",0.000560476,0,25
"18",0.000330225,0,26
"19",0.000272409,0,27
"20",0.000195058,0,28
"21",0.000186988,0,30
"22",0.000124754,0,31
"23",0.000100105,0,31
"24",8.00836e-05,0,34
"25",6.19916e-05,0,34
"26",4.95933e-05,0,36
"27",3.65265e-05,0,40
"28",3.4036e-05,0,41
"29",2.66564e-05,0,42
"30",2.37621e-05,0,42
"31",1.90097e-05,0,42
"32",1.39938e-05,0,43
"33",1.21489e-05,0,43
"34",9.71915e-06,0,45
"35",9.60316e-06,0,46
"36",8.39333e-06,0,46
"37",6.71466e-06,0,47
"38",6.51322e-06,0,48
"39",5.87694e-06,0,50
"40",5.70063e-06,0,52
"41",5.52961e-06,0,52
"42",5.36372e-06,0,53
"43",5.18102e-06,0,54
"44",3.94748e-06,0,56
"45",3.29551e-06,0,57
"46",2.85386e-06,0,58
"47",2.82262e-06,0,58
"48",2.25809e-06,0,61
"49",2.19035e-06,0,62
"50",2.15713e-06,0,63
"51",2.09242e-06,0,63
"52",1.67394e-06,0,63
"53",1.33915e-06,0,66
"54",1.29897e-06,0,68
"55",1.26e-06,0,68
"56",1.008e-06,0,75
"57",1.00449e-06,0,77
"58",9.74352e-07,0,79
"59",9.45121e-07,0,80
"60",9.16768e-07,0,81
"61",8.89265e-07,0,82
"62",8.62587e-07,0,82
"63",6.90069e-07,0,84
"64",6.69367e-07,0,85
"65",6.49286e-07,0,85
"66",5.19429e-07,0,86
"67",5.03846e-07,0,88
"68",4.88731e-07,0,89
"69",4.74069e-07,0,91
"70",4.59847e-07,0,93
"71",4.46051e-07,0,93
"72",3.56841e-07,0,94
"73",3.46136e-07,0,96
"74",3.35752e-07,0,97
"75",3.25679e-07,0,97
"76",2.60543e-07,0,97
"77",2.08435e-07,0,98
"78",2.02182e-07,0,100
"79",1.96116e-07,0,101
"80",1.90233e-07,0,104
"81",1.84526e-07,0,107
"82",1.7899e-07,0,108
"83",1.7362e-07,0,108
"84",1.38896e-07,0,108
"85",1.11117e-07,0,115
"86",1.07783e-07,0,120
"87",1.0455e-07,0,118
"88",1.01413e-07,0,119
"89",9.83711e-08,0,123
"90",9.54199e-08,0,125
"91",9.25573e-08,0,126
"92",8.97806e-08,0,127
"93",8.70872e-08,0,127
"94",6.96698e-08,0,129
"95",6.75797e-08,0,129
"96",6.55523e-08,0,130
"97",6.35857e-08,0,133
"98",6.16781e-08,0,134
"99",5.98278e-08,0,134
"100",5.8033e-08,0,134
