"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"34",1944,1944,"[104, 255, 471, 490]",0,2.45,6.25,1,65,6.96199e-07
"129",675,675,"[13, 709, 841, 885]",0,2.25,6.2,1,51,3.18336e-06
"176",675,675,"[12, 710, 846, 885]",0,2.4,6.05,1,68,6.35402e-07
"292",675,675,"[12, 711, 843, 887]",0,2.4,6.1,1,15,0.0150746
"365",1944,1944,"[96, 251, 464, 489]",0,2,6.55,1,54,2.10364e-06
"377",1944,1944,"[96, 251, 468, 489]",0,2.05,6.6,1,59,1.48987e-06
"388",1944,1944,"[96, 251, 464, 488]",0,2,6.5,1,47,4.30949e-06
"404",1944,1944,"[96, 251, 468, 488]",0,2.05,6.55,1,58,1.53595e-06
"450",1944,1944,"[99, 254, 471, 491]",0,2.3,6.45,1,5,0.0203538
"570",145,145,"[70, 216, 699, 1046]",0,3.1,2.4,1,73,4.50014e-07
"571",145,145,"[70, 217, 699, 1046]",0,3.1,2.45,1,65,6.96199e-07
"599",145,145,"[69, 216, 697, 1048]",0,3.15,2.2,1,31,4.71254e-05
"671",1809,1809,"[128, 360, 602, 776]",0,2.95,4.5,1,52,3.08786e-06
"770",145,145,"[69, 217, 703, 1045]",0,3.15,2.35,1,71,4.7828e-07
"772",145,145,"[74, 217, 703, 1045]",0,3.2,2.4,1,6,0.0198381
"864",145,145,"[69, 217, 703, 1048]",0,3.2,2.35,1,88,1.93838e-07
"871",145,145,"[69, 220, 703, 1048]",0,3.25,2.35,1,96,1.03335e-07
"944",145,145,"[69, 217, 703, 1049]",0,3.2,2.4,1,68,6.35402e-07
"1069",890,890,"[84, 570, 830, 1153]",0,3.65,3.85,1,37,1.45574e-05
"1282",1809,1809,"[130, 362, 610, 778]",0,3.2,4.55,1,18,0.0101232
"1309",768,768,"[233, 341, 521, 918]",0,3.55,4.55,1,32,3.67141e-05
"1329",768,768,"[233, 343, 521, 921]",0,3.7,4.5,1,59,1.48987e-06
"1409",768,768,"[233, 343, 520, 920]",0,3.65,4.45,1,81,2.90883e-07
"1410",768,768,"[235, 343, 520, 920]",0,3.7,4.4,1,9,0.0177557
"1431",890,890,"[91, 573, 833, 1159]",0,3.8,4.35,1,73,4.50014e-07
"1440",768,768,"[233, 343, 517, 917]",0,3.55,4.45,1,99,9.43113e-08
"1447",768,768,"[233, 338, 519, 917]",0,3.45,4.55,1,34,2.09091e-05
"1455",768,768,"[233, 343, 520, 917]",0,3.6,4.4,1,68,6.35402e-07
"1462",768,768,"[233, 343, 521, 917]",0,3.6,4.45,1,33,2.47355e-05
"1493",1553,1553,"[271, 689, 757, 1127]",0,3.65,5.6,1,45,5.55347e-06
"1503",1553,1553,"[271, 689, 758, 1127]",0,3.65,5.65,1,57,1.58345e-06
"1656",1553,1553,"[273, 688, 762, 1129]",0,3.8,5.55,1,14,0.0153
"1797",890,890,"[88, 574, 830, 1156]",0,3.85,3.8,1,84,2.18953e-07
"1935",890,890,"[92, 578, 836, 1163]",0,4.1,4.1,1,43,7.15654e-06
"1936",890,890,"[93, 578, 836, 1163]",0,4.1,4.15,1,98,9.72282e-08
"2274",890,890,"[93, 575, 831, 1157]",0,3.9,4.1,1,16,0.0143224
"2341",890,890,"[91, 576, 833, 1158]",0,3.85,4.3,1,89,1.88023e-07
"2364",1553,1553,"[273, 693, 762, 1128]",0,3.8,5.65,1,66,6.75313e-07
"2398",1553,1553,"[273, 692, 756, 1130]",0,3.8,5.5,1,93,1.37283e-07
"2478",1553,1553,"[273, 694, 761, 1131]",0,3.9,5.65,1,48,4.18021e-06
"2593",1798,1798,"[52, 332, 427, 772]",0,4.6,4,1,61,1.15614e-06
"2596",1798,1798,"[52, 332, 428, 772]",0,4.65,3.95,1,54,2.10364e-06
"2640",1798,1798,"[52, 332, 428, 768]",0,4.6,3.9,1,68,6.35402e-07
"2714",1798,1798,"[51, 333, 431, 770]",0,4.75,3.7,1,10,0.0172654
"2922",22,22,"[240, 522, 877, 1187]",0,4.45,3.55,1,50,3.24384e-06
"2924",22,22,"[245, 522, 877, 1187]",0,4.5,3.6,1,17,0.0106967
"2967",22,22,"[248, 522, 880, 1187]",0,4.6,3.5,1,92,1.41528e-07
"2973",22,22,"[248, 525, 880, 1187]",0,4.65,3.5,1,95,1.06531e-07
"3064",22,22,"[248, 523, 881, 1188]",0,4.6,3.65,1,82,2.82156e-07
"3068",22,22,"[248, 525, 881, 1188]",0,4.65,3.6,1,99,9.43113e-08
"3202",1798,1798,"[53, 335, 429, 772]",0,4.7,4.05,1,32,3.67141e-05
"3273",1674,1674,"[144, 941, 1052, 1138]",0,4.45,5.75,1,62,1.12146e-06
"3299",1674,1674,"[180, 941, 1055, 1138]",0,4.65,5.65,1,1,0.0426449
"3448",1674,1674,"[182, 943, 1057, 1140]",0,4.7,6,1,97,1.00235e-07
"3762",902,902,"[44, 393, 565, 1221]",0,4.55,5.95,1,57,1.58345e-06
"3785",902,902,"[55, 395, 568, 1221]",0,4.75,5.95,1,33,2.47355e-05
"4175",902,902,"[45, 392, 562, 1220]",0,4.4,6.15,1,92,1.41528e-07
"4193",902,902,"[45, 392, 566, 1220]",0,4.45,6.15,1,87,1.99833e-07
"4207",692,692,"[562, 722, 1136, 1220]",0,4.3,6.1,1,29,5.59738e-05
"4295",902,902,"[45, 394, 562, 1222]",0,4.5,6.15,1,4,0.023547
"4567",1204,1204,"[170, 287, 639, 952]",0,4.55,6.45,1,61,1.15614e-06
