"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",1106,1106,"[1, 279, 672, 991]",0,1.9,3.2,1,40,4.3859e-06
"11",1106,1106,"[2, 279, 673, 992]",0,1.95,3.25,1,75,2.19914e-07
"86",1106,1106,"[8, 279, 676, 995]",0,2.15,3.15,1,60,7.50591e-07
"177",1106,1106,"[5, 279, 680, 995]",0,2.15,3.2,1,61,7.28073e-07
"402",1106,1106,"[7, 280, 674, 997]",0,2.05,3.55,1,9,0.015465
"589",1106,1106,"[9, 286, 680, 1011]",0,2.4,3.35,1,79,1.60567e-07
"637",1185,1185,"[184, 459, 605, 989]",0,1.85,5,1,97,6.31226e-08
"638",1185,1185,"[184, 461, 605, 989]",0,1.9,5,1,77,2.06917e-07
"640",1185,1185,"[183, 459, 601, 988]",0,1.8,4.85,1,21,0.00013096
"1089",876,876,"[404, 773, 934, 1048]",0,2.25,5,1,65,4.38428e-07
"1347",1185,1185,"[183, 462, 605, 1010]",0,2.1,4.85,1,45,3.10625e-06
"1415",1185,1185,"[183, 462, 610, 1010]",0,2.2,4.8,1,50,1.81439e-06
"1419",1185,1185,"[183, 463, 610, 1010]",0,2.2,4.85,1,81,1.246e-07
"1787",876,876,"[406, 773, 929, 1043]",0,2.2,4.85,1,11,0.0146093
"2118",876,876,"[408, 773, 934, 1048]",0,2.3,5.05,1,58,7.97737e-07
"2166",1106,1106,"[9, 287, 681, 1017]",0,2.45,3.45,1,28,2.80361e-05
"2214",2039,2039,"[480, 860, 1027, 1172]",0,2.85,4.35,1,35,7.50868e-06
"2215",2039,2039,"[481, 860, 1027, 1172]",0,2.9,4.3,1,35,7.50868e-06
"2216",2039,2039,"[482, 860, 1027, 1172]",0,2.9,4.35,1,18,0.000253554
"2325",1185,1185,"[185, 466, 610, 1016]",0,2.4,4.75,1,2,0.0397266
"2623",1884,1884,"[17, 150, 415, 683]",0,2.75,6.35,1,10,0.0148964
"2624",1884,1884,"[19, 150, 415, 683]",0,2.8,6.3,1,65,4.38428e-07
"2627",1884,1884,"[19, 151, 415, 683]",0,2.8,6.35,1,66,4.25275e-07
"2657",2039,2039,"[484, 863, 1034, 1176]",0,3.2,4.5,1,90,9.4725e-08
"2894",2039,2039,"[486, 861, 1037, 1177]",0,3.3,4.35,1,16,0.0078617
"2968",2039,2039,"[485, 863, 1036, 1178]",0,3.35,4.35,1,36,7.28342e-06
"2969",2039,2039,"[486, 863, 1036, 1178]",0,3.35,4.4,1,36,7.28342e-06
"3070",10,10,"[165, 392, 511, 1060]",0,3.4,4.85,1,27,3.48985e-05
