"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"27",1256,1256,"[34, 212, 304, 990]",0,1.85,2.75,1,59,1.45625e-06
"29",1256,1256,"[38, 212, 304, 990]",0,1.9,2.8,1,60,1.41256e-06
"33",1256,1256,"[37, 215, 304, 990]",0,1.95,2.7,1,13,0.013094
"189",1256,1256,"[39, 221, 307, 993]",0,2.15,3,1,42,6.10199e-06
"198",1256,1256,"[39, 221, 307, 996]",0,2.2,3,1,44,4.85042e-06
"1086",674,674,"[87, 584, 654, 929]",0,2.45,4.05,1,85,2.07592e-07
"1087",674,674,"[88, 584, 654, 929]",0,2.45,4.1,1,81,2.84318e-07
"1088",674,674,"[91, 584, 654, 929]",0,2.5,4.05,1,86,2.01364e-07
"1102",674,674,"[87, 583, 656, 929]",0,2.5,3.95,1,15,0.0121494
"1275",674,674,"[95, 587, 661, 937]",0,2.8,4.35,1,32,2.29377e-05
"1287",674,674,"[92, 586, 658, 931]",0,2.6,4.3,1,77,3.89404e-07
"1817",1089,1089,"[98, 252, 1027, 1162]",0,2.75,3.4,1,64,1.03137e-06
"1818",1089,1089,"[101, 252, 1027, 1162]",0,2.8,3.4,1,87,1.95323e-07
"1821",1089,1089,"[98, 253, 1027, 1162]",0,2.75,3.45,1,68,7.53039e-07
"1857",1063,1063,"[112, 903, 1027, 1085]",0,2.85,3.35,1,24,0.00020977
"1912",1063,1063,"[111, 906, 1027, 1088]",0,2.95,3.25,1,67,7.76329e-07
"2318",1063,1063,"[112, 903, 1027, 1089]",0,2.9,3.4,1,98,9.50341e-08
"2813",1089,1089,"[101, 252, 1027, 1167]",0,2.85,3.45,1,10,0.0154312
"3455",620,620,"[201, 339, 760, 940]",0,2.85,5.7,1,45,4.70491e-06
"3576",620,620,"[199, 337, 758, 939]",0,2.75,5.55,1,42,6.10199e-06
"3904",620,620,"[204, 342, 764, 943]",0,3.1,5.65,1,9,0.0193455
"3957",620,620,"[202, 340, 762, 941]",0,3.05,5.3,1,44,4.85042e-06
"4059",1697,1697,"[223, 262, 536, 1118]",0,2.85,6.05,1,20,0.00262668
"4117",1697,1697,"[224, 263, 533, 1121]",0,2.85,6.2,1,31,4.29473e-05
"4156",1697,1697,"[224, 263, 537, 1121]",0,2.9,6.2,1,86,2.01364e-07
"4337",1697,1697,"[222, 259, 535, 1119]",0,2.85,5.85,1,95,1.04127e-07
"4464",1697,1697,"[231, 268, 538, 1125]",0,3.1,6.3,1,11,0.0146825
"4482",1697,1697,"[224, 263, 534, 1121]",0,2.85,6.25,1,36,9.51623e-06
"4516",941,941,"[134, 188, 429, 865]",0,3.65,2.15,1,48,3.55707e-06
"4620",161,161,"[365, 724, 985, 1145]",0,3.6,2.9,1,63,1.06326e-06
"4689",161,161,"[366, 722, 980, 1141]",0,3.4,2.85,1,46,4.56376e-06
"4708",161,161,"[365, 724, 981, 1141]",0,3.5,2.9,1,66,8.0034e-07
"4712",161,161,"[366, 722, 984, 1141]",0,3.45,2.85,1,45,4.70491e-06
"4730",161,161,"[366, 723, 988, 1141]",0,3.55,2.95,1,71,5.66828e-07
"4920",161,161,"[367, 725, 982, 1142]",0,3.55,3.15,1,15,0.0121494
"5259",486,486,"[124, 144, 606, 748]",0,3.3,3.6,1,90,1.47024e-07
"5282",486,486,"[124, 144, 605, 752]",0,3.35,3.55,1,15,0.0121494
"5623",1063,1063,"[113, 911, 1036, 1090]",0,3.1,3.6,1,14,0.0123205
"5627",1089,1089,"[105, 257, 1036, 1170]",0,3.1,3.6,1,42,6.10199e-06
"5648",1464,1464,"[324, 451, 549, 1153]",0,3.65,3.75,1,96,1.01003e-07
"5711",1063,1063,"[113, 911, 1036, 1094]",0,3.15,3.6,1,66,8.0034e-07
"5712",1063,1063,"[116, 911, 1036, 1094]",0,3.2,3.55,1,75,4.13863e-07
"5830",1464,1464,"[324, 451, 549, 1148]",0,3.6,3.7,1,38,8.77763e-06
"5880",486,486,"[126, 144, 610, 753]",0,3.45,3.75,1,38,8.77763e-06
"5896",1464,1464,"[326, 453, 549, 1154]",0,3.7,3.95,1,29,4.96615e-05
"6165",1464,1464,"[325, 451, 549, 1153]",0,3.65,3.8,1,82,2.75789e-07
"6167",1464,1464,"[326, 452, 549, 1153]",0,3.7,3.85,1,85,2.07592e-07
"6184",1464,1464,"[323, 452, 550, 1153]",0,3.65,3.8,1,6,0.0249509
"6459",76,76,"[3, 499, 718, 915]",0,3.3,5.75,1,92,1.38335e-07
"6669",76,76,"[5, 498, 714, 916]",0,3.35,5.35,1,18,0.00841403
"6671",76,76,"[1, 497, 716, 916]",0,3.35,5.3,1,66,8.0034e-07
"6672",76,76,"[5, 497, 716, 916]",0,3.4,5.25,1,61,1.37018e-06
"6701",2094,2094,"[602, 663, 818, 916]",0,3.35,5.35,1,93,1.34185e-07
"6712",2094,2094,"[600, 663, 820, 916]",0,3.4,5.3,1,22,0.000603224
"6726",76,76,"[3, 499, 718, 923]",0,3.4,5.75,1,35,1.19673e-05
"6730",2094,2094,"[604, 666, 820, 923]",0,3.55,5.65,1,35,1.19673e-05
"6861",2094,2094,"[604, 666, 822, 921]",0,3.6,5.6,1,59,1.45625e-06
"6866",2094,2094,"[602, 675, 822, 921]",0,3.65,5.55,1,1,0.0669543
"6961",76,76,"[2, 497, 711, 917]",0,3.25,5.45,1,46,4.56376e-06
"7081",620,620,"[203, 340, 763, 944]",0,3.1,5.4,1,78,3.77721e-07
"7087",620,620,"[203, 340, 766, 944]",0,3.15,5.4,1,72,5.49823e-07
"7167",2094,2094,"[602, 663, 818, 913]",0,3.3,5.4,1,88,1.89463e-07
"7251",2094,2094,"[602, 663, 818, 918]",0,3.35,5.45,1,51,3.15528e-06
"7435",941,941,"[134, 195, 433, 868]",0,3.85,2.35,1,50,3.21767e-06
"7518",941,941,"[135, 194, 432, 867]",0,3.85,2.25,1,12,0.0137355
"8044",941,941,"[138, 193, 436, 870]",0,4.05,2.15,1,77,3.89404e-07
"8066",941,941,"[138, 194, 437, 870]",0,4.05,2.25,1,93,1.34185e-07
"8352",68,68,"[8, 729, 812, 1176]",0,4.1,3.3,1,5,0.0263609
"8741",121,121,"[354, 689, 829, 1108]",0,4.15,5.6,1,41,6.57378e-06
"8978",941,941,"[142, 198, 440, 873]",0,4.25,2.35,1,41,6.57378e-06
"8983",68,68,"[10, 732, 815, 1178]",0,4.3,3.15,1,28,5.13521e-05
"8988",68,68,"[15, 732, 811, 1179]",0,4.3,3.2,1,45,4.70491e-06
"8991",68,68,"[15, 736, 811, 1179]",0,4.35,3.2,1,52,3.14654e-06
"8994",68,68,"[15, 732, 815, 1179]",0,4.35,3.2,1,53,2.65549e-06
"8997",68,68,"[15, 736, 815, 1179]",0,4.4,3.2,1,78,3.77721e-07
"9015",68,68,"[10, 733, 812, 1178]",0,4.25,3.25,1,75,4.13863e-07
"9107",68,68,"[15, 736, 816, 1179]",0,4.4,3.25,1,92,1.38335e-07
"9241",1214,1214,"[377, 693, 950, 1100]",0,4.4,3.45,1,15,0.0121494
"9253",1214,1214,"[374, 683, 951, 1100]",0,4.3,3.6,1,75,4.13863e-07
"9256",1214,1214,"[374, 692, 951, 1100]",0,4.35,3.5,1,31,4.29473e-05
"9269",1214,1214,"[375, 682, 950, 1101]",0,4.3,3.6,1,32,2.29377e-05
"9710",1710,1710,"[153, 487, 507, 847]",0,4.65,5.85,1,32,2.29377e-05
"9936",121,121,"[360, 697, 830, 1113]",0,4.4,5.9,1,19,0.00697395
"9950",121,121,"[357, 691, 836, 1113]",0,4.3,5.9,1,47,4.45969e-06
"9975",121,121,"[360, 697, 847, 1113]",0,4.55,5.85,1,55,1.99448e-06
"10046",1710,1710,"[147, 492, 505, 839]",0,4.4,6.45,1,61,1.37018e-06
"10097",1710,1710,"[150, 492, 505, 845]",0,4.55,6.45,1,73,5.33328e-07
"10232",1710,1710,"[147, 492, 505, 838]",0,4.4,6.4,1,63,1.06326e-06
"10312",1710,1710,"[147, 491, 504, 844]",0,4.4,6.4,1,14,0.0123205
"10331",1710,1710,"[147, 492, 505, 844]",0,4.45,6.4,1,81,2.84318e-07
"10574",1710,1710,"[155, 492, 508, 837]",0,4.6,6.25,1,25,0.000175208
"10631",1245,1245,"[27, 297, 630, 782]",0,5.4,2.7,1,2,0.0306324
"11081",1245,1245,"[28, 295, 642, 783]",0,5.4,3.1,1,33,2.08753e-05
"11082",1130,1130,"[44, 184, 890, 1049]",0,5.25,3.35,1,3,0.0301613
"11086",1130,1130,"[45, 185, 891, 1049]",0,5.25,3.5,1,70,5.84359e-07
"11087",1130,1130,"[44, 184, 892, 1049]",0,5.3,3.4,1,91,1.42613e-07
"11093",2088,2088,"[524, 703, 1007, 1061]",0,5.65,3.35,1,32,2.29377e-05
"11097",2088,2088,"[524, 702, 1009, 1061]",0,5.7,3.25,1,30,4.41992e-05
"11282",2088,2088,"[530, 705, 1012, 1067]",0,5.9,3.4,1,8,0.020415
"11498",1697,1697,"[233, 277, 580, 1129]",0,6.05,3.9,1,55,1.99448e-06
"11499",1697,1697,"[234, 277, 580, 1129]",0,6.1,3.85,1,55,1.99448e-06
"11500",1697,1697,"[235, 277, 580, 1129]",0,6.1,3.9,1,67,7.76329e-07
"11614",391,391,"[333, 446, 651, 1081]",0,5.95,4.75,1,16,0.011547
"11770",391,391,"[336, 446, 652, 1074]",0,5.95,4.85,1,85,2.07592e-07
"11897",391,391,"[336, 444, 652, 1082]",0,5.95,4.95,1,58,1.50129e-06
"11924",283,283,"[171, 384, 745, 960]",0,6.1,5.3,1,4,0.0294142
"11932",283,283,"[171, 384, 745, 959]",0,6.1,5.25,1,97,9.79733e-08
"11940",283,283,"[171, 384, 745, 956]",0,6.05,5.25,1,93,1.34185e-07
"11941",283,283,"[173, 384, 745, 956]",0,6.1,5.25,1,48,3.55707e-06
"11969",522,522,"[419, 863, 897, 1054]",0,5.95,6.15,1,39,8.5143e-06
"11972",522,522,"[419, 861, 898, 1055]",0,5.9,6.3,1,81,2.84318e-07
"11973",522,522,"[420, 861, 898, 1055]",0,5.9,6.35,1,86,2.01364e-07
"11984",522,522,"[420, 861, 897, 1054]",0,5.9,6.25,1,7,0.0215583
"12435",1697,1697,"[235, 281, 581, 1133]",0,6.25,3.95,1,17,0.00869717
"12490",283,283,"[175, 389, 746, 963]",0,6.35,5.3,1,57,1.54772e-06
"12593",655,655,"[243, 413, 802, 1020]",0,7,2.4,1,76,4.01447e-07
"12659",655,655,"[244, 413, 801, 1018]",0,6.9,2.6,1,76,4.01447e-07
"12677",655,655,"[239, 413, 802, 1018]",0,6.9,2.45,1,15,0.0121494
"12706",655,655,"[243, 413, 803, 1018]",0,6.95,2.5,1,81,2.84318e-07
"12740",655,655,"[244, 413, 801, 1019]",0,6.9,2.65,1,72,5.49823e-07
"13071",655,655,"[241, 415, 801, 1022]",0,6.9,2.8,1,26,0.00013836
"13083",1296,1296,"[82, 284, 775, 974]",0,6.9,6.05,1,79,3.6639e-07
"13100",1296,1296,"[83, 284, 775, 973]",0,6.85,6.1,1,14,0.0123205
"13159",1296,1296,"[83, 285, 776, 975]",0,6.9,6.25,1,86,2.01364e-07
