"","lambda","gamma","suppSize"
"1",0.0400349,0,1
"2",0.0378544,0,2
"3",0.028738,0,4
"4",0.0219545,0,5
"5",0.021374,0,7
"6",0.020736,0,8
"7",0.0187656,0,9
"8",0.0157173,0,12
"9",0.0153006,0,14
"10",0.0150449,0,16
"11",0.0141505,0,17
"12",0.0137117,0,18
"13",0.0113195,0,21
"14",0.0106563,0,23
"15",0.00794484,0,24
"16",0.00483871,0,25
"17",0.00307334,0,26
"18",0.00113337,0,27
"19",0.00109115,0,28
"20",0.000781071,0,29
"21",0.000424706,0,29
"22",0.000255712,0,30
"23",0.00015942,0,30
"24",9.0987e-05,0,31
"25",7.00704e-05,0,32
"26",5.87437e-05,0,33
"27",4.85488e-05,0,34
"28",3.90227e-05,0,36
"29",2.95876e-05,0,37
"30",2.36888e-05,0,38
"31",2.03822e-05,0,40
"32",1.72816e-05,0,44
"33",1.67631e-05,0,44
"34",1.34105e-05,0,45
"35",1.30082e-05,0,46
"36",1.19642e-05,0,46
"37",9.57134e-06,0,50
"38",9.26526e-06,0,53
"39",8.9873e-06,0,53
"40",7.18984e-06,0,55
"41",6.97415e-06,0,56
"42",6.76492e-06,0,56
"43",5.41194e-06,0,56
"44",4.32955e-06,0,57
"45",4.19966e-06,0,60
"46",4.07367e-06,0,60
"47",3.25894e-06,0,62
"48",3.16117e-06,0,63
"49",3.06634e-06,0,63
"50",2.45307e-06,0,64
"51",2.37948e-06,0,65
"52",2.22874e-06,0,66
"53",2.16187e-06,0,66
"54",1.7295e-06,0,67
"55",1.64441e-06,0,68
"56",1.59508e-06,0,69
"57",1.36655e-06,0,69
"58",1.09324e-06,0,74
"59",1.06044e-06,0,74
"60",8.48352e-07,0,76
"61",8.22902e-07,0,77
"62",7.98215e-07,0,77
"63",6.38572e-07,0,82
"64",6.19415e-07,0,82
"65",4.95532e-07,0,87
"66",4.80666e-07,0,87
"67",3.84533e-07,0,88
"68",3.72997e-07,0,90
"69",3.61807e-07,0,90
"70",2.89445e-07,0,93
"71",2.80762e-07,0,95
"72",2.72339e-07,0,96
"73",2.64169e-07,0,96
"74",2.11335e-07,0,98
"75",2.04995e-07,0,102
"76",1.98845e-07,0,102
"77",1.9288e-07,0,102
"78",1.87094e-07,0,103
"79",1.81481e-07,0,104
"80",1.76036e-07,0,104
"81",1.40829e-07,0,105
"82",1.36604e-07,0,107
"83",1.32506e-07,0,108
"84",1.28531e-07,0,110
"85",1.24675e-07,0,111
"86",1.20935e-07,0,112
"87",1.17307e-07,0,111
"88",1.13787e-07,0,112
"89",1.10374e-07,0,113
"90",1.07063e-07,0,113
"91",8.56501e-08,0,117
"92",8.30806e-08,0,117
"93",6.64645e-08,0,120
"94",6.44705e-08,0,122
"95",6.25364e-08,0,125
"96",6.06603e-08,0,128
"97",5.88405e-08,0,129
"98",5.70753e-08,0,131
"99",5.5363e-08,0,131
"100",5.37021e-08,0,134
