"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"93",476,476,"[1, 457, 687, 1006]",0,2.15,2.8,1,18,0.00103161
"115",476,476,"[1, 457, 687, 1013]",0,2.25,2.8,1,56,8.49904e-07
"119",476,476,"[1, 457, 688, 1013]",0,2.3,2.8,1,82,7.05907e-08
"132",476,476,"[1, 457, 687, 1009]",0,2.2,2.8,1,90,3.7632e-08
"138",476,476,"[2, 461, 688, 1009]",0,2.35,2.8,1,7,0.0158864
"155",476,476,"[1, 457, 687, 1010]",0,2.2,2.85,1,80,7.50246e-08
"162",476,476,"[1, 457, 688, 1010]",0,2.25,2.85,1,72,1.70638e-07
"183",476,476,"[2, 461, 688, 1014]",0,2.4,2.85,1,99,2.8609e-08
"198",1986,1986,"[736, 955, 1180, 1232]",0,1.95,3.5,1,97,3.0406e-08
"342",1986,1986,"[736, 954, 1183, 1235]",0,2.05,3.45,1,88,3.99958e-08
"347",1986,1986,"[736, 955, 1183, 1235]",0,2.05,3.5,1,87,4.12328e-08
"355",1986,1986,"[738, 957, 1183, 1235]",0,2.15,3.4,1,98,2.94939e-08
"357",1986,1986,"[741, 957, 1183, 1235]",0,2.2,3.4,1,10,0.014996
"368",1986,1986,"[736, 962, 1183, 1235]",0,2.15,3.45,1,56,8.49904e-07
"431",1986,1986,"[737, 963, 1186, 1235]",0,2.2,3.55,1,57,8.24407e-07
"467",1986,1986,"[736, 952, 1179, 1230]",0,1.9,3.3,1,96,3.13464e-08
"559",1986,1986,"[736, 957, 1181, 1231]",0,2.05,3.25,1,50,1.70414e-06
"571",1986,1986,"[736, 957, 1182, 1231]",0,2.05,3.3,1,61,5.156e-07
"809",1986,1986,"[736, 957, 1182, 1234]",0,2.1,3.3,1,89,3.87959e-08
"972",1986,1986,"[738, 961, 1182, 1236]",0,2.25,3.25,1,92,3.5408e-08
"1242",666,666,"[66, 867, 1084, 1132]",0,2.1,3.85,1,89,3.87959e-08
"1248",666,666,"[66, 871, 1084, 1132]",0,2.15,3.9,1,11,0.014528
"1306",1716,1716,"[287, 600, 966, 1253]",0,2.05,6.35,1,70,2.19894e-07
"1521",1716,1716,"[290, 602, 965, 1259]",0,2.25,6.35,1,9,0.0153648
"1589",476,476,"[2, 461, 687, 1016]",0,2.4,2.8,1,45,3.25737e-06
"1593",476,476,"[3, 464, 688, 1016]",0,2.5,2.85,1,45,3.25737e-06
"1613",476,476,"[3, 464, 688, 1017]",0,2.5,2.9,1,46,3.15964e-06
"1622",476,476,"[3, 464, 688, 1014]",0,2.45,2.9,1,93,3.43457e-08
"1677",1986,1986,"[738, 963, 1186, 1240]",0,2.35,3.45,1,34,1.90235e-05
"1778",666,666,"[81, 872, 1088, 1133]",0,2.35,4.25,1,29,5.04907e-05
"1779",666,666,"[81, 875, 1088, 1133]",0,2.4,4.25,1,87,4.12328e-08
"1850",1716,1716,"[297, 605, 969, 1259]",0,2.5,6.3,1,53,1.28274e-06
"2001",1352,1352,"[109, 521, 699, 1160]",0,3.4,3.8,1,64,3.88103e-07
"2002",1352,1352,"[113, 521, 699, 1160]",0,3.45,3.8,1,17,0.00705389
"2193",1352,1352,"[114, 524, 704, 1161]",0,3.55,4,1,42,4.76858e-06
"2302",410,410,"[55, 803, 993, 1104]",0,3.9,4.7,1,70,2.19894e-07
"2303",410,410,"[48, 804, 993, 1104]",0,3.8,4.75,1,51,1.65301e-06
"2305",410,410,"[51, 804, 993, 1104]",0,3.85,4.75,1,60,5.31547e-07
"2307",410,410,"[55, 804, 993, 1104]",0,3.9,4.75,1,83,6.8473e-08
"2310",410,410,"[55, 808, 993, 1104]",0,3.95,4.65,1,79,7.7345e-08
"2319",410,410,"[55, 810, 993, 1104]",0,3.95,4.75,1,3,0.0274872
"2582",1526,1526,"[155, 324, 515, 1203]",0,3.5,5.2,1,97,3.0406e-08
"2927",1526,1526,"[157, 324, 515, 1202]",0,3.55,5.15,1,10,0.014996
"3110",1526,1526,"[159, 326, 518, 1206]",0,3.75,5,1,56,8.49904e-07
"3388",1526,1526,"[157, 327, 515, 1204]",0,3.6,5.25,1,96,3.13464e-08
"3394",1526,1526,"[156, 321, 516, 1204]",0,3.45,5.35,1,66,3.01168e-07
"3407",1526,1526,"[156, 325, 516, 1204]",0,3.5,5.4,1,57,8.24407e-07
