"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"22",892,892,"[123, 251, 421, 1161]",0,1.95,3.35,1,11,0.0150573
"136",892,892,"[127, 254, 424, 1160]",0,2.1,3.25,1,79,2.24114e-07
"391",892,892,"[125, 253, 423, 1162]",0,1.95,3.7,1,54,1.52499e-06
"510",892,892,"[129, 256, 426, 1162]",0,2.1,3.65,1,77,2.88806e-07
"614",892,892,"[128, 256, 425, 1161]",0,2.1,3.5,1,81,1.73912e-07
"663",892,892,"[124, 251, 422, 1160]",0,1.95,3.4,1,91,1.05771e-07
"794",1690,1690,"[111, 208, 430, 1099]",0,2.3,3,1,92,1.02598e-07
"800",1690,1690,"[114, 211, 433, 1099]",0,2.45,3,1,12,0.0134271
"885",1690,1690,"[111, 208, 429, 1092]",0,2.15,3.05,1,41,6.25895e-06
"920",1690,1690,"[112, 209, 431, 1095]",0,2.25,3.15,1,86,1.49344e-07
"968",1690,1690,"[112, 209, 429, 1097]",0,2.2,3.25,1,40,6.45253e-06
"985",1690,1690,"[112, 209, 429, 1100]",0,2.25,3.2,1,89,1.36303e-07
"1058",136,136,"[257, 599, 700, 781]",0,2.55,5.05,1,60,1.04765e-06
"1107",1977,1977,"[493, 669, 779, 1055]",0,2.6,6.7,1,54,1.52499e-06
"1339",612,612,"[185, 239, 342, 1118]",0,3.2,2.75,1,12,0.0134271
"1736",136,136,"[259, 601, 702, 787]",0,2.75,5.05,1,4,0.0310702
"1897",1977,1977,"[497, 672, 784, 1054]",0,2.8,6.6,1,45,4.38276e-06
"1920",1977,1977,"[498, 675, 779, 1055]",0,2.8,6.7,1,12,0.0134271
"1963",1977,1977,"[498, 673, 796, 1055]",0,2.85,6.75,1,94,9.65342e-08
"2102",382,382,"[35, 231, 443, 1021]",0,3.2,2.9,1,74,3.83684e-07
"2115",382,382,"[39, 229, 440, 1023]",0,3.2,2.95,1,5,0.0227383
