"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"67",1911,1911,"[97, 177, 271, 520]",0,2.05,2.6,1,33,2.97089e-05
"128",1911,1911,"[91, 174, 271, 519]",0,1.9,2.6,1,87,1.18329e-07
"320",1911,1911,"[99, 177, 276, 522]",0,2.15,2.7,1,8,0.0179181
"329",1911,1911,"[98, 174, 271, 523]",0,2.05,2.65,1,84,1.57201e-07
"540",1653,1653,"[118, 497, 745, 969]",0,1.95,3.25,1,21,0.000531387
"546",1653,1653,"[122, 499, 745, 969]",0,2.1,3.2,1,40,1.13141e-05
"957",1911,1911,"[98, 177, 271, 525]",0,2.15,2.6,1,75,3.04e-07
"965",1911,1911,"[98, 181, 271, 525]",0,2.2,2.6,1,82,1.67075e-07
"966",1911,1911,"[101, 181, 271, 525]",0,2.25,2.55,1,36,1.91183e-05
"1070",1653,1653,"[122, 503, 748, 970]",0,2.25,3.2,1,5,0.0231106
"1312",1653,1653,"[123, 504, 745, 971]",0,2.15,3.4,1,35,2.41816e-05
"1677",1653,1653,"[127, 506, 754, 977]",0,2.65,3.25,1,59,1.29698e-06
"1860",1653,1653,"[128, 507, 755, 978]",0,2.65,3.45,1,33,2.97089e-05
"1884",1848,1848,"[112, 297, 553, 710]",0,2.55,4.6,1,43,6.70931e-06
"1885",1848,1848,"[113, 297, 553, 710]",0,2.55,4.65,1,45,5.20642e-06
"1892",1848,1848,"[109, 295, 554, 710]",0,2.45,4.7,1,17,0.00693774
"1942",1848,1848,"[112, 295, 553, 711]",0,2.5,4.65,1,41,1.05878e-05
"1963",1848,1848,"[109, 298, 554, 711]",0,2.5,4.8,1,98,8.46406e-08
"2010",1848,1848,"[109, 298, 554, 712]",0,2.55,4.8,1,79,2.21962e-07
"2074",1443,1443,"[156, 420, 528, 985]",0,2.8,6.4,1,25,0.000209655
"2093",1443,1443,"[156, 420, 532, 985]",0,2.85,6.45,1,77,2.35904e-07
"2127",1443,1443,"[162, 422, 532, 988]",0,3.1,6.35,1,6,0.0207389
"2182",1458,1458,"[13, 398, 785, 939]",0,3.6,6,1,69,5.36546e-07
"2184",1458,1458,"[16, 398, 785, 939]",0,3.65,6.05,1,33,2.97089e-05
"2210",1458,1458,"[14, 395, 786, 940]",0,3.55,6.15,1,17,0.00693774
"2218",1458,1458,"[14, 399, 786, 940]",0,3.6,6.2,1,80,2.15303e-07
"2247",1443,1443,"[162, 422, 538, 988]",0,3.2,6.3,1,60,1.25808e-06
"2274",2080,2080,"[453, 770, 989, 1133]",0,3.85,2.8,1,27,0.000124349
"2277",2080,2080,"[453, 772, 989, 1133]",0,3.9,2.8,1,45,5.20642e-06
"2287",2080,2080,"[455, 771, 991, 1135]",0,3.85,3.15,1,43,6.70931e-06
"2351",2080,2080,"[453, 771, 989, 1133]",0,3.85,2.85,1,39,1.34992e-05
"2372",2080,2080,"[454, 770, 990, 1134]",0,3.85,2.95,1,91,1.04755e-07
"2375",2080,2080,"[454, 771, 990, 1134]",0,3.85,3,1,41,1.05878e-05
"2377",2080,2080,"[463, 771, 990, 1134]",0,3.9,3,1,12,0.0120119
"2389",521,521,"[365, 488, 1001, 1093]",0,3.9,5.75,1,98,8.46406e-08
"2395",521,521,"[367, 487, 1001, 1092]",0,3.95,5.6,1,87,1.18329e-07
"2428",521,521,"[367, 495, 1001, 1095]",0,4.05,5.65,1,29,7.37542e-05
"2492",743,743,"[19, 731, 1001, 1214]",0,3.85,5.75,1,1,0.0369315
"2708",872,872,"[429, 659, 896, 1056]",0,4.15,6.05,1,14,0.0110618
"2833",1856,1856,"[21, 184, 385, 738]",0,4.1,6.4,1,48,3.91898e-06
"2862",1856,1856,"[23, 184, 387, 738]",0,4.1,6.6,1,73,3.91753e-07
"2940",681,681,"[5, 312, 817, 1220]",0,4.7,5.3,1,53,1.88793e-06
"2982",681,681,"[5, 304, 817, 1224]",0,4.7,5.35,1,63,9.46978e-07
"2987",681,681,"[5, 312, 817, 1224]",0,4.75,5.3,1,67,6.91425e-07
"3239",681,681,"[5, 304, 817, 1218]",0,4.6,5.4,1,88,1.14779e-07
"3243",681,681,"[5, 305, 817, 1218]",0,4.6,5.45,1,18,0.00639065
"3305",521,521,"[372, 496, 1004, 1100]",0,4.3,5.8,1,15,0.00938176
"3325",872,872,"[438, 661, 898, 1064]",0,4.55,5.85,1,28,8.31865e-05
"3355",872,872,"[432, 658, 895, 1057]",0,4.25,5.95,1,56,1.42108e-06
"3357",872,872,"[432, 659, 895, 1057]",0,4.25,6,1,57,1.37845e-06
"3360",872,872,"[436, 659, 895, 1057]",0,4.3,6.05,1,58,1.3371e-06
"3379",872,872,"[432, 659, 896, 1057]",0,4.25,6.05,1,63,9.46978e-07
"3382",872,872,"[436, 659, 896, 1057]",0,4.3,6.1,1,59,1.29698e-06
"3398",872,872,"[432, 658, 898, 1057]",0,4.3,5.9,1,75,3.04e-07
"3402",872,872,"[438, 659, 898, 1057]",0,4.4,5.95,1,85,1.52485e-07
"3409",872,872,"[432, 658, 899, 1057]",0,4.3,5.95,1,77,2.35904e-07
"3436",872,872,"[432, 659, 900, 1057]",0,4.3,6.05,1,83,1.62063e-07
"3440",872,872,"[438, 659, 900, 1057]",0,4.4,6.05,1,91,1.04755e-07
"3656",1856,1856,"[29, 189, 389, 741]",0,4.3,6.6,1,18,0.00639065
"3712",1856,1856,"[41, 190, 387, 742]",0,4.3,6.85,1,57,1.37845e-06
"3721",445,445,"[226, 358, 818, 1167]",0,4.9,2.5,1,10,0.0144057
"3792",445,445,"[227, 358, 836, 1168]",0,4.95,2.7,1,43,6.70931e-06
"4047",445,445,"[231, 362, 837, 1184]",0,5.15,2.95,1,77,2.35904e-07
