"","lambda","gamma","suppSize"
"1",0.0588178,0,0
"2",0.0582296,0,1
"3",0.0314708,0,2
"4",0.0277207,0,3
"5",0.0269185,0,4
"6",0.0241228,0,5
"7",0.0238257,0,6
"8",0.0213093,0,7
"9",0.0203658,0,8
"10",0.0184937,0,9
"11",0.016568,0,10
"12",0.0156658,0,12
"13",0.0149538,0,13
"14",0.0138653,0,14
"15",0.0135152,0,15
"16",0.012908,0,16
"17",0.0124233,0,17
"18",0.0118161,0,21
"19",0.0116263,0,22
"20",0.0102893,0,23
"21",0.00826188,0,24
"22",0.00706688,0,25
"23",0.00688725,0,25
"24",0.00218465,0,25
"25",0.000611812,0,25
"26",0.00048945,0,26
"27",0.000337872,0,27
"28",0.000180107,0,28
"29",0.000125326,0,28
"30",0.000100261,0,30
"31",8.83921e-05,0,30
"32",7.07137e-05,0,31
"33",6.28468e-05,0,31
"34",5.02774e-05,0,32
"35",3.95943e-05,0,34
"36",3.84065e-05,0,34
"37",3.07252e-05,0,34
"38",2.45801e-05,0,34
"39",1.96641e-05,0,38
"40",1.85095e-05,0,40
"41",1.79542e-05,0,41
"42",1.74156e-05,0,41
"43",1.39325e-05,0,43
"44",1.35145e-05,0,43
"45",1.08116e-05,0,47
"46",1.02603e-05,0,49
"47",9.95253e-06,0,49
"48",7.96202e-06,0,50
"49",7.72316e-06,0,50
"50",6.17853e-06,0,53
"51",5.99317e-06,0,53
"52",4.79454e-06,0,54
"53",4.6507e-06,0,54
"54",3.72056e-06,0,56
"55",3.60894e-06,0,56
"56",2.88716e-06,0,63
"57",2.80054e-06,0,63
"58",2.24043e-06,0,63
"59",1.79235e-06,0,66
"60",1.73858e-06,0,70
"61",1.68642e-06,0,70
"62",1.34913e-06,0,72
"63",1.30866e-06,0,76
"64",1.2694e-06,0,78
"65",1.23132e-06,0,77
"66",1.19438e-06,0,77
"67",9.55504e-07,0,81
"68",9.26838e-07,0,81
"69",7.41471e-07,0,84
"70",7.19227e-07,0,86
"71",6.9765e-07,0,89
"72",6.7672e-07,0,90
"73",6.56419e-07,0,91
"74",6.36726e-07,0,91
"75",5.09381e-07,0,94
"76",4.941e-07,0,95
"77",4.79277e-07,0,96
"78",4.64898e-07,0,95
"79",4.50951e-07,0,95
"80",3.60761e-07,0,98
"81",3.49938e-07,0,98
"82",2.79951e-07,0,98
"83",2.2396e-07,0,102
"84",2.17242e-07,0,103
"85",2.10724e-07,0,103
"86",1.6858e-07,0,104
"87",1.63522e-07,0,104
"88",1.30818e-07,0,105
"89",1.26893e-07,0,107
"90",1.23086e-07,0,107
"91",9.84691e-08,0,109
"92",9.5515e-08,0,112
"93",9.26496e-08,0,112
"94",8.98701e-08,0,113
"95",8.7174e-08,0,117
"96",8.45588e-08,0,117
"97",6.7647e-08,0,118
"98",6.56176e-08,0,120
"99",6.36491e-08,0,120
"100",6.17396e-08,0,122
