"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"40",1508,1508,"[205, 329, 611, 877]",0,2.25,2.55,1,71,3.15735e-07
"122",1508,1508,"[197, 329, 609, 875]",0,2.2,2.3,1,63,5.9226e-07
"211",1508,1508,"[205, 329, 614, 875]",0,2.3,2.4,1,89,1.50498e-07
"278",1508,1508,"[192, 330, 608, 876]",0,2.1,2.6,1,15,0.0105962
"515",1528,1528,"[40, 123, 343, 1026]",0,2.15,3.45,1,16,0.0104585
"538",1528,1528,"[40, 123, 343, 1029]",0,2.25,3.45,1,72,3.06263e-07
"1068",866,866,"[387, 445, 780, 1124]",0,2.35,3.65,1,17,0.0101357
"1157",866,866,"[384, 440, 781, 1122]",0,2.15,3.85,1,77,2.16906e-07
"1167",866,866,"[384, 443, 781, 1122]",0,2.2,3.85,1,62,6.10577e-07
"1471",1508,1508,"[205, 331, 618, 875]",0,2.4,2.4,1,23,0.000116206
"1833",1619,1619,"[235, 421, 648, 854]",0,2.9,2.7,1,14,0.0110067
"2007",1619,1619,"[230, 418, 651, 855]",0,2.85,2.75,1,62,6.10577e-07
"2008",1619,1619,"[231, 418, 651, 855]",0,2.85,2.8,1,54,1.14533e-06
"2356",866,866,"[390, 445, 782, 1123]",0,2.45,3.5,1,45,3.2562e-06
"2377",1887,1887,"[45, 211, 989, 1123]",0,2.4,3.6,1,60,7.86826e-07
"2435",866,866,"[391, 448, 783, 1132]",0,2.6,3.7,1,96,1.216e-07
"2506",866,866,"[390, 445, 782, 1127]",0,2.5,3.5,1,92,1.37356e-07
"2507",866,866,"[390, 448, 782, 1127]",0,2.55,3.5,1,54,1.14533e-06
"2510",866,866,"[390, 448, 783, 1127]",0,2.55,3.55,1,26,6.65067e-05
"2519",1887,1887,"[44, 208, 988, 1127]",0,2.45,3.35,1,2,0.0415827
"2521",1887,1887,"[44, 210, 988, 1127]",0,2.45,3.45,1,94,1.29238e-07
"2596",1887,1887,"[45, 211, 989, 1128]",0,2.45,3.65,1,88,1.55153e-07
"3000",1466,1466,"[69, 155, 735, 808]",0,2.85,4.15,1,11,0.0160238
"3068",1466,1466,"[67, 151, 732, 804]",0,2.7,3.9,1,95,1.25361e-07
"3349",422,422,"[286, 521, 1015, 1101]",0,2.95,6.15,1,16,0.0104585
"3352",422,422,"[287, 522, 1016, 1103]",0,2.95,6.4,1,45,3.2562e-06
"3373",1619,1619,"[235, 424, 652, 862]",0,3.15,2.75,1,56,1.07764e-06
"3387",1619,1619,"[234, 423, 652, 861]",0,3.15,2.6,1,34,1.75386e-05
"3642",1466,1466,"[70, 158, 736, 812]",0,3.05,4.1,1,51,1.52159e-06
"3646",1466,1466,"[71, 159, 736, 813]",0,3.05,4.25,1,47,2.52681e-06
"3654",1747,1747,"[381, 802, 1059, 1152]",0,3.85,3.45,1,7,0.0216265
"3661",1747,1747,"[382, 802, 1061, 1152]",0,3.95,3.35,1,63,5.9226e-07
"3789",1747,1747,"[377, 798, 1055, 1151]",0,3.6,3.5,1,29,3.57156e-05
"4365",578,578,"[267, 512, 1046, 1185]",0,3.7,4.1,1,9,0.0189677
"4415",578,578,"[267, 512, 1045, 1181]",0,3.55,4.15,1,72,3.06263e-07
"4433",578,578,"[267, 512, 1047, 1181]",0,3.6,4.15,1,79,2.04087e-07
"4441",578,578,"[267, 512, 1048, 1181]",0,3.65,4.15,1,76,2.23614e-07
"4525",764,764,"[1, 306, 453, 716]",0,3.55,4.45,1,58,8.36248e-07
"4527",764,764,"[4, 306, 453, 716]",0,3.6,4.5,1,68,4.19459e-07
"4528",764,764,"[6, 306, 453, 716]",0,3.65,4.45,1,52,1.47594e-06
"4634",764,764,"[2, 301, 452, 718]",0,3.45,4.75,1,4,0.0302821
"4715",764,764,"[4, 306, 453, 725]",0,3.65,4.55,1,37,1.0888e-05
"4797",764,764,"[4, 306, 455, 728]",0,3.75,4.55,1,24,7.67509e-05
"5054",578,578,"[269, 517, 1048, 1185]",0,3.8,4.3,1,79,2.04087e-07
"5080",578,578,"[269, 517, 1049, 1185]",0,3.8,4.35,1,98,1.14414e-07
"5163",578,578,"[266, 513, 1049, 1182]",0,3.65,4.35,1,82,1.86264e-07
"5334",578,578,"[269, 517, 1050, 1183]",0,3.8,4.4,1,34,1.75386e-05
"5719",253,253,"[59, 166, 721, 912]",0,3.5,5.4,1,54,1.14533e-06
"5720",253,253,"[62, 166, 721, 912]",0,3.55,5.35,1,58,8.36248e-07
"5728",253,253,"[62, 165, 720, 914]",0,3.6,5.25,1,13,0.0122889
"6287",1329,1329,"[115, 429, 668, 1089]",0,4.25,2.35,1,72,3.06263e-07
"6289",1329,1329,"[115, 430, 668, 1089]",0,4.25,2.4,1,81,1.92025e-07
"6293",1329,1329,"[115, 434, 668, 1089]",0,4.3,2.4,1,30,3.41196e-05
"6320",1329,1329,"[118, 434, 672, 1089]",0,4.4,2.2,1,77,2.16906e-07
"6454",1329,1329,"[110, 430, 659, 1090]",0,4.15,2.25,1,10,0.0179589
"6525",1329,1329,"[115, 429, 668, 1090]",0,4.25,2.4,1,93,1.33235e-07
"6926",1329,1329,"[115, 434, 668, 1094]",0,4.35,2.45,1,32,2.26013e-05
"7336",1822,1822,"[79, 239, 365, 553]",0,4.45,6.2,1,48,2.45101e-06
"7337",1822,1822,"[79, 241, 365, 553]",0,4.5,6.2,1,3,0.0314477
"7368",1822,1822,"[74, 240, 364, 561]",0,4.5,5.9,1,34,1.75386e-05
"7434",1329,1329,"[121, 432, 672, 1096]",0,4.55,2.05,1,55,1.11097e-06
"7475",1822,1822,"[84, 239, 368, 563]",0,4.6,6.2,1,58,8.36248e-07
"7486",1822,1822,"[82, 240, 364, 561]",0,4.6,5.9,1,20,0.000334242
"7660",311,311,"[31, 704, 928, 1064]",0,5.6,3.6,1,93,1.33235e-07
"7666",488,488,"[97, 177, 311, 698]",0,5.25,6.4,1,74,2.88163e-07
"7724",488,488,"[96, 177, 311, 697]",0,5.25,6.3,1,48,2.45101e-06
"7752",488,488,"[97, 178, 313, 697]",0,5.25,6.5,1,1,0.0573905
"7914",488,488,"[97, 177, 313, 702]",0,5.3,6.5,1,82,1.86264e-07
"8027",1648,1648,"[126, 410, 702, 975]",0,5.4,6.7,1,74,2.88163e-07
"8338",188,188,"[183, 867, 918, 1214]",0,5.55,6.9,1,40,6.75924e-06
"8376",188,188,"[183, 867, 918, 1210]",0,5.5,6.9,1,42,5.24517e-06
"8451",311,311,"[31, 708, 927, 1064]",0,5.65,3.6,1,59,8.11161e-07
"8511",311,311,"[31, 704, 927, 1065]",0,5.65,3.45,1,71,3.15735e-07
"8513",311,311,"[30, 706, 927, 1065]",0,5.7,3.35,1,65,5.57257e-07
"8521",311,311,"[30, 703, 928, 1065]",0,5.65,3.4,1,14,0.0110067
"8557",311,311,"[34, 706, 930, 1065]",0,5.85,3.4,1,96,1.216e-07
"8623",311,311,"[34, 708, 930, 1066]",0,5.85,3.55,1,25,7.46933e-05
"8680",1041,1041,"[322, 400, 628, 1142]",0,5.95,6.6,1,16,0.0104585
"8865",773,773,"[131, 316, 395, 917]",0,5.6,6.65,1,22,0.000146765
"8904",1648,1648,"[131, 410, 705, 978]",0,5.55,6.6,1,6,0.0249442
"8986",1648,1648,"[131, 413, 705, 980]",0,5.65,6.55,1,54,1.14533e-06
"9026",1648,1648,"[131, 416, 710, 980]",0,5.75,6.65,1,51,1.52159e-06
"9125",1041,1041,"[316, 395, 628, 1137]",0,5.6,6.6,1,42,5.24517e-06
"9286",1041,1041,"[319, 398, 629, 1141]",0,5.75,6.75,1,70,3.255e-07
"9290",1041,1041,"[320, 400, 629, 1141]",0,5.85,6.7,1,88,1.55153e-07
"9512",188,188,"[188, 867, 922, 1214]",0,5.7,6.9,1,64,5.74492e-07
"9517",188,188,"[188, 871, 922, 1214]",0,5.75,6.9,1,71,3.15735e-07
"9589",188,188,"[186, 871, 918, 1209]",0,5.6,6.85,1,15,0.0105962
"9692",1988,1988,"[601, 641, 963, 1114]",0,6.4,5.15,1,45,3.2562e-06
"9780",1988,1988,"[599, 641, 965, 1111]",0,6.35,5.15,1,8,0.0200125
"9806",1988,1988,"[602, 643, 966, 1115]",0,6.45,5.35,1,79,2.04087e-07
"9843",1988,1988,"[602, 643, 966, 1112]",0,6.4,5.35,1,58,8.36248e-07
"9892",1957,1957,"[481, 847, 956, 1069]",0,6.1,6.1,1,78,2.10399e-07
"9952",1957,1957,"[481, 847, 956, 1074]",0,6.15,6.15,1,89,1.50498e-07
"9973",1957,1957,"[484, 847, 955, 1078]",0,6.25,6.1,1,5,0.0272582
"10052",1361,1361,"[262, 337, 585, 1082]",0,6.4,6.65,1,70,3.255e-07
"10061",1361,1361,"[263, 339, 585, 1082]",0,6.45,6.75,1,18,0.00993792
"10088",1361,1361,"[262, 339, 589, 1082]",0,6.45,6.75,1,91,1.41604e-07
"10098",1957,1957,"[487, 847, 956, 1084]",0,6.35,6.25,1,70,3.255e-07
"10198",1361,1361,"[262, 338, 589, 1085]",0,6.5,6.6,1,71,3.15735e-07
"10315",1361,1361,"[263, 337, 585, 1081]",0,6.45,6.6,1,90,1.45983e-07
"10397",1957,1957,"[487, 848, 956, 1079]",0,6.3,6.3,1,72,3.06263e-07
"10425",1957,1957,"[487, 848, 959, 1079]",0,6.35,6.3,1,27,5.5363e-05
"10649",1957,1957,"[487, 848, 956, 1074]",0,6.25,6.3,1,93,1.33235e-07
"10711",1023,1023,"[280, 495, 570, 1198]",0,6.45,6.25,1,42,5.24517e-06
"10933",1041,1041,"[323, 403, 635, 1146]",0,6.15,6.65,1,90,1.45983e-07
"10936",2009,2009,"[582, 873, 957, 1146]",0,6.15,6.6,1,24,7.67509e-05
"11002",1023,1023,"[278, 492, 576, 1205]",0,6.55,6.35,1,12,0.0143659
