"","lambda","gamma","suppSize"
"1",0.0382262,0,0
"2",0.0378439,0,1
"3",0.0370477,0,3
"4",0.0270182,0,4
"5",0.0236549,0,5
"6",0.0215019,0,6
"7",0.0190993,0,7
"8",0.0181553,0,9
"9",0.016588,0,11
"10",0.0161997,0,12
"11",0.015984,0,15
"12",0.0158103,0,16
"13",0.0134165,0,17
"14",0.0131681,0,18
"15",0.012506,0,19
"16",0.0123105,0,20
"17",0.0117179,0,22
"18",0.0110583,0,23
"19",0.00955891,0,24
"20",0.00658503,0,25
"21",0.0015237,0,25
"22",0.00121896,0,26
"23",0.000536665,0,26
"24",0.00040915,0,27
"25",0.000202372,0,28
"26",0.000136657,0,28
"27",0.000109325,0,31
"28",8.19427e-05,0,32
"29",6.52523e-05,0,33
"30",4.10169e-05,0,35
"31",3.81069e-05,0,36
"32",2.95509e-05,0,37
"33",2.5278e-05,0,39
"34",1.92022e-05,0,41
"35",1.86524e-05,0,42
"36",1.388e-05,0,45
"37",1.12854e-05,0,47
"38",9.19046e-06,0,49
"39",7.97142e-06,0,50
"40",6.53517e-06,0,54
"41",5.95125e-06,0,55
"42",5.78666e-06,0,55
"43",4.62933e-06,0,59
"44",4.44e-06,0,59
"45",3.552e-06,0,61
"46",3.44544e-06,0,64
"47",3.34208e-06,0,64
"48",3.24182e-06,0,65
"49",3.14456e-06,0,65
"50",2.51565e-06,0,66
"51",2.44018e-06,0,66
"52",1.95214e-06,0,68
"53",1.89358e-06,0,68
"54",1.83677e-06,0,68
"55",1.46942e-06,0,70
"56",1.42534e-06,0,69
"57",1.38258e-06,0,69
"58",1.10606e-06,0,71
"59",1.07288e-06,0,72
"60",1.04069e-06,0,72
"61",8.32553e-07,0,73
"62",8.07577e-07,0,75
"63",7.8335e-07,0,75
"64",6.2668e-07,0,82
"65",6.07879e-07,0,82
"66",4.86303e-07,0,86
"67",4.71714e-07,0,88
"68",4.57563e-07,0,90
"69",4.43836e-07,0,91
"70",4.30521e-07,0,92
"71",4.17605e-07,0,94
"72",4.05077e-07,0,94
"73",3.92925e-07,0,95
"74",3.81137e-07,0,96
"75",3.69703e-07,0,95
"76",3.58612e-07,0,96
"77",3.47854e-07,0,97
"78",3.37418e-07,0,97
"79",3.27295e-07,0,98
"80",3.17477e-07,0,101
"81",3.07952e-07,0,102
"82",2.98714e-07,0,103
"83",2.89752e-07,0,104
"84",2.8106e-07,0,104
"85",2.72628e-07,0,104
"86",2.18102e-07,0,107
"87",2.11559e-07,0,111
"88",2.05212e-07,0,113
"89",1.99056e-07,0,113
"90",1.59245e-07,0,118
"91",1.54468e-07,0,119
"92",1.49833e-07,0,119
"93",1.19867e-07,0,119
"94",1.16271e-07,0,120
"95",1.12783e-07,0,121
"96",1.09399e-07,0,121
"97",8.75194e-08,0,123
"98",8.48938e-08,0,127
"99",8.2347e-08,0,127
"100",7.98766e-08,0,128
