"","lambda","gamma","suppSize"
"1",0.0409437,0,1
"2",0.0384433,0,2
"3",0.0302221,0,3
"4",0.025815,0,4
"5",0.023981,0,5
"6",0.0219206,0,6
"7",0.0214348,0,8
"8",0.0188246,0,9
"9",0.0169405,0,11
"10",0.0159095,0,13
"11",0.0156131,0,14
"12",0.0137044,0,16
"13",0.0134297,0,17
"14",0.0121817,0,20
"15",0.0120143,0,21
"16",0.00841611,0,22
"17",0.00737404,0,23
"18",0.00435757,0,23
"19",0.00348605,0,24
"20",0.00137439,0,25
"21",0.000677357,0,25
"22",0.00044587,0,26
"23",0.000406634,0,27
"24",0.000333678,0,28
"25",0.00024689,0,29
"26",0.000140917,0,29
"27",0.000112733,0,31
"28",8.86049e-05,0,32
"29",8.25467e-05,0,33
"30",4.28786e-05,0,33
"31",3.43029e-05,0,33
"32",2.74423e-05,0,34
"33",2.37279e-05,0,34
"34",1.89823e-05,0,36
"35",1.77376e-05,0,37
"36",1.33208e-05,0,37
"37",1.06566e-05,0,42
"38",1.03369e-05,0,42
"39",8.26953e-06,0,42
"40",6.61562e-06,0,46
"41",6.41715e-06,0,47
"42",5.30932e-06,0,48
"43",5.15004e-06,0,48
"44",4.12003e-06,0,49
"45",3.47587e-06,0,51
"46",3.3716e-06,0,50
"47",2.99099e-06,0,51
"48",2.90126e-06,0,51
"49",2.32101e-06,0,54
"50",2.25138e-06,0,55
"51",2.18384e-06,0,55
"52",1.74707e-06,0,55
"53",1.39765e-06,0,60
"54",1.35573e-06,0,60
"55",1.08458e-06,0,61
"56",1.05204e-06,0,62
"57",1.02048e-06,0,63
"58",9.89867e-07,0,63
"59",7.91894e-07,0,66
"60",7.68137e-07,0,67
"61",7.45093e-07,0,67
"62",5.96074e-07,0,68
"63",5.78192e-07,0,70
"64",5.60846e-07,0,71
"65",5.44021e-07,0,71
"66",4.35217e-07,0,75
"67",4.2216e-07,0,75
"68",3.37728e-07,0,78
"69",3.27596e-07,0,78
"70",2.62077e-07,0,80
"71",2.54215e-07,0,82
"72",2.46588e-07,0,84
"73",2.39191e-07,0,89
"74",2.32015e-07,0,90
"75",2.25054e-07,0,90
"76",1.80044e-07,0,90
"77",1.44035e-07,0,94
"78",1.39714e-07,0,94
"79",1.35522e-07,0,95
"80",1.31457e-07,0,96
"81",1.27513e-07,0,98
"82",1.23688e-07,0,100
"83",1.19977e-07,0,100
"84",9.59816e-08,0,101
"85",9.31021e-08,0,106
"86",9.03091e-08,0,107
"87",8.75998e-08,0,109
"88",8.49718e-08,0,110
"89",8.24227e-08,0,112
"90",7.995e-08,0,112
"91",6.396e-08,0,113
"92",6.20412e-08,0,115
"93",6.01799e-08,0,116
"94",5.83746e-08,0,117
"95",5.66233e-08,0,118
"96",5.49246e-08,0,119
"97",5.32769e-08,0,124
"98",5.16786e-08,0,121
"99",5.01282e-08,0,122
"100",4.86244e-08,0,124
