"","lambda","gamma","suppSize"
"1",0.0539479,0,0
"2",0.0534085,0,1
"3",0.0389898,0,2
"4",0.0376016,0,3
"5",0.032086,0,4
"6",0.0226387,0,5
"7",0.0219613,0,6
"8",0.0216122,0,7
"9",0.0206346,0,8
"10",0.0161692,0,9
"11",0.0159803,0,10
"12",0.0150652,0,11
"13",0.0145702,0,13
"14",0.0129814,0,14
"15",0.0124136,0,15
"16",0.0116415,0,17
"17",0.0111234,0,18
"18",0.0101193,0,19
"19",0.00920924,0,21
"20",0.00895011,0,23
"21",0.00122553,0,24
"22",0.000635529,0,25
"23",0.000361799,0,26
"24",0.000222306,0,26
"25",0.000177845,0,27
"26",0.000171649,0,28
"27",0.000149984,0,29
"28",0.000108432,0,29
"29",8.67456e-05,0,31
"30",7.54398e-05,0,31
"31",6.03519e-05,0,33
"32",5.57214e-05,0,36
"33",4.04573e-05,0,36
"34",2.97034e-05,0,37
"35",2.17886e-05,0,39
"36",2.02505e-05,0,40
"37",1.32514e-05,0,41
"38",1.24583e-05,0,43
"39",8.18656e-06,0,46
"40",7.94097e-06,0,47
"41",7.70274e-06,0,47
"42",6.16219e-06,0,47
"43",4.92975e-06,0,48
"44",4.35214e-06,0,49
"45",4.33796e-06,0,49
"46",3.47037e-06,0,51
"47",3.36625e-06,0,52
"48",3.09614e-06,0,54
"49",3.00326e-06,0,54
"50",2.4026e-06,0,54
"51",1.92208e-06,0,55
"52",1.86442e-06,0,55
"53",1.49154e-06,0,58
"54",1.44679e-06,0,60
"55",1.40339e-06,0,60
"56",1.12271e-06,0,62
"57",1.08903e-06,0,64
"58",1.05636e-06,0,64
"59",8.45086e-07,0,65
"60",8.19734e-07,0,65
"61",6.55787e-07,0,67
"62",6.36113e-07,0,67
"63",5.08891e-07,0,71
"64",4.93624e-07,0,73
"65",4.78815e-07,0,75
"66",4.64451e-07,0,77
"67",4.50517e-07,0,78
"68",4.37002e-07,0,78
"69",3.49601e-07,0,82
"70",3.39113e-07,0,84
"71",3.2894e-07,0,86
"72",3.19072e-07,0,86
"73",2.55257e-07,0,90
"74",2.476e-07,0,91
"75",2.40172e-07,0,92
"76",2.32966e-07,0,92
"77",2.25978e-07,0,92
"78",1.80782e-07,0,93
"79",1.75359e-07,0,94
"80",1.70098e-07,0,96
"81",1.64995e-07,0,97
"82",1.60045e-07,0,97
"83",1.28036e-07,0,99
"84",1.24195e-07,0,99
"85",9.93559e-08,0,101
"86",9.63753e-08,0,103
"87",9.3484e-08,0,103
"88",7.47872e-08,0,103
"89",5.98298e-08,0,106
"90",5.80349e-08,0,108
"91",5.62938e-08,0,111
"92",5.4605e-08,0,115
"93",5.29669e-08,0,116
"94",5.13779e-08,0,117
"95",4.98365e-08,0,118
"96",4.83414e-08,0,120
"97",4.68912e-08,0,120
"98",4.54844e-08,0,122
"99",4.41199e-08,0,125
"100",4.27963e-08,0,126
