"","lambda","gamma","suppSize"
"1",0.0522302,0,1
"2",0.0304777,0,3
"3",0.0257857,0,5
"4",0.022936,0,6
"5",0.0223785,0,7
"6",0.0213838,0,8
"7",0.0207593,0,10
"8",0.0194773,0,11
"9",0.0140674,0,15
"10",0.0136434,0,18
"11",0.012193,0,19
"12",0.0098383,0,21
"13",0.00600563,0,22
"14",0.00284579,0,23
"15",0.00110073,0,24
"16",0.000827723,0,25
"17",0.000800423,0,26
"18",0.000376199,0,27
"19",0.000134534,0,28
"20",8.57601e-05,0,28
"21",6.86081e-05,0,29
"22",5.9089e-05,0,30
"23",4.47239e-05,0,31
"24",3.10024e-05,0,31
"25",2.30974e-05,0,32
"26",2.2671e-05,0,33
"27",2.14749e-05,0,34
"28",2.03898e-05,0,34
"29",1.63119e-05,0,35
"30",1.61473e-05,0,35
"31",1.21836e-05,0,37
"32",1.05908e-05,0,38
"33",1.02731e-05,0,40
"34",9.96491e-06,0,40
"35",7.97193e-06,0,42
"36",7.73277e-06,0,43
"37",7.12252e-06,0,43
"38",5.69801e-06,0,43
"39",4.55841e-06,0,46
"40",4.42166e-06,0,47
"41",4.28901e-06,0,50
"42",4.16034e-06,0,50
"43",3.32827e-06,0,52
"44",3.01689e-06,0,52
"45",2.41352e-06,0,54
"46",2.34111e-06,0,54
"47",1.87289e-06,0,56
"48",1.8167e-06,0,58
"49",1.7622e-06,0,58
"50",1.40976e-06,0,60
"51",1.36747e-06,0,61
"52",1.32644e-06,0,62
"53",1.28665e-06,0,61
"54",1.24805e-06,0,62
"55",1.21061e-06,0,63
"56",1.17429e-06,0,65
"57",1.13906e-06,0,65
"58",9.1125e-07,0,66
"59",8.83912e-07,0,67
"60",8.57395e-07,0,67
"61",6.85916e-07,0,68
"62",6.65338e-07,0,68
"63",5.32271e-07,0,72
"64",5.16303e-07,0,72
"65",4.13042e-07,0,76
"66",4.00651e-07,0,76
"67",3.20521e-07,0,78
"68",3.10905e-07,0,78
"69",3.01578e-07,0,79
"70",2.92531e-07,0,79
"71",2.34024e-07,0,81
"72",2.27004e-07,0,84
"73",2.20194e-07,0,85
"74",2.13588e-07,0,85
"75",2.0718e-07,0,86
"76",2.00965e-07,0,88
"77",1.94936e-07,0,90
"78",1.89088e-07,0,93
"79",1.83415e-07,0,94
"80",1.77913e-07,0,94
"81",1.4233e-07,0,94
"82",1.13864e-07,0,94
"83",1.10448e-07,0,94
"84",8.83585e-08,0,98
"85",8.57078e-08,0,101
"86",8.31366e-08,0,103
"87",8.06425e-08,0,108
"88",7.82232e-08,0,107
"89",7.58765e-08,0,110
"90",7.36002e-08,0,110
"91",5.88802e-08,0,112
"92",5.71137e-08,0,114
"93",5.54003e-08,0,115
"94",5.37383e-08,0,116
"95",5.21262e-08,0,118
"96",5.05624e-08,0,120
"97",4.90455e-08,0,120
"98",3.92364e-08,0,121
"99",3.80593e-08,0,121
"100",3.69175e-08,0,123
