"","lambda","gamma","suppSize"
"1",0.0418625,0,0
"2",0.0414439,0,1
"3",0.0398374,0,2
"4",0.0367782,0,3
"5",0.0305821,0,5
"6",0.0210176,0,6
"7",0.0203034,0,7
"8",0.0192509,0,8
"9",0.0188073,0,9
"10",0.0179833,0,10
"11",0.0168611,0,11
"12",0.0165279,0,12
"13",0.0150237,0,14
"14",0.0129811,0,15
"15",0.0123848,0,16
"16",0.0121949,0,18
"17",0.0119462,0,19
"18",0.0114315,0,20
"19",0.0107466,0,22
"20",0.00927956,0,23
"21",0.00475116,0,24
"22",0.00114387,0,25
"23",0.00049635,0,26
"24",0.000421039,0,27
"25",0.000246131,0,27
"26",0.000150975,0,28
"27",9.8496e-05,0,28
"28",7.87968e-05,0,30
"29",5.80637e-05,0,30
"30",4.64509e-05,0,33
"31",3.30211e-05,0,35
"32",3.14215e-05,0,36
"33",2.4886e-05,0,37
"34",2.04665e-05,0,38
"35",1.75538e-05,0,38
"36",1.73286e-05,0,39
"37",1.62254e-05,0,39
"38",1.18088e-05,0,40
"39",1.16651e-05,0,41
"40",1.07642e-05,0,44
"41",1.04412e-05,0,45
"42",1.02932e-05,0,46
"43",9.98445e-06,0,46
"44",7.98756e-06,0,48
"45",7.74793e-06,0,49
"46",7.5155e-06,0,49
"47",6.0124e-06,0,52
"48",5.83202e-06,0,53
"49",5.65706e-06,0,56
"50",5.50177e-06,0,56
"51",4.40142e-06,0,57
"52",4.26938e-06,0,57
"53",3.4155e-06,0,59
"54",3.31304e-06,0,60
"55",3.21365e-06,0,59
"56",3.14126e-06,0,61
"57",2.50257e-06,0,63
"58",2.42749e-06,0,64
"59",2.35467e-06,0,64
"60",1.88373e-06,0,64
"61",1.50699e-06,0,66
"62",1.46178e-06,0,68
"63",1.41792e-06,0,68
"64",1.13434e-06,0,70
"65",1.10031e-06,0,71
"66",1.0673e-06,0,71
"67",8.5384e-07,0,77
"68",8.28225e-07,0,79
"69",8.03378e-07,0,80
"70",7.79277e-07,0,81
"71",7.55898e-07,0,82
"72",7.33221e-07,0,82
"73",5.86577e-07,0,84
"74",5.6898e-07,0,85
"75",5.5191e-07,0,86
"76",5.35353e-07,0,86
"77",4.28282e-07,0,90
"78",4.15434e-07,0,92
"79",4.02971e-07,0,94
"80",3.90882e-07,0,96
"81",3.79155e-07,0,95
"82",3.67781e-07,0,95
"83",2.94225e-07,0,95
"84",2.3538e-07,0,101
"85",2.28318e-07,0,104
"86",2.21469e-07,0,103
"87",2.14825e-07,0,103
"88",1.7186e-07,0,103
"89",1.37488e-07,0,105
"90",1.33363e-07,0,106
"91",1.29362e-07,0,106
"92",1.25481e-07,0,106
"93",1.00385e-07,0,111
"94",9.73736e-08,0,112
"95",9.44523e-08,0,116
"96",9.16188e-08,0,118
"97",8.88702e-08,0,120
"98",8.62041e-08,0,119
"99",8.3618e-08,0,120
"100",8.11094e-08,0,121
