"","gene","gene_number","cpath","cost","x","y","z","stringency_rank","lambda"
"1",1503,1503,"[83, 368, 575, 934]",0,2.1,2.6,1,36,1.39612e-05
"15",1503,1503,"[83, 368, 575, 940]",0,2.2,2.6,1,82,1.8167e-07
"18",1503,1503,"[83, 368, 578, 940]",0,2.25,2.6,1,29,4.98988e-05
"24",1503,1503,"[83, 368, 579, 940]",0,2.25,2.65,1,74,3.40778e-07
"36",1503,1503,"[81, 369, 576, 935]",0,2.05,2.75,1,82,1.8167e-07
"48",1503,1503,"[83, 368, 575, 937]",0,2.15,2.6,1,91,7.74788e-08
"130",1503,1503,"[81, 369, 580, 935]",0,2.1,2.8,1,85,1.36746e-07
"135",1503,1503,"[84, 369, 576, 937]",0,2.15,2.75,1,8,0.0167336
"228",1176,1176,"[169, 593, 1023, 1193]",0,2.5,4.5,1,76,3.20638e-07
"231",1176,1176,"[169, 594, 1023, 1193]",0,2.5,4.55,1,75,3.30555e-07
"236",1176,1176,"[170, 590, 1024, 1193]",0,2.45,4.7,1,26,0.000149937
"253",1176,1176,"[169, 598, 1024, 1193]",0,2.55,4.6,1,87,1.28665e-07
"254",1176,1176,"[170, 598, 1024, 1193]",0,2.55,4.65,1,30,4.08e-05
"484",1176,1176,"[169, 598, 1024, 1195]",0,2.6,4.65,1,93,7.28998e-08
"766",1176,1176,"[168, 591, 1022, 1196]",0,2.4,4.95,1,72,3.62183e-07
"813",1176,1176,"[170, 591, 1021, 1195]",0,2.45,4.85,1,92,7.51544e-08
"824",1082,1082,"[28, 421, 535, 859]",0,2.6,6.05,1,15,0.00888042
"830",1082,1082,"[28, 424, 535, 859]",0,2.65,6.05,1,84,1.40976e-07
"908",1360,1360,"[41, 200, 414, 984]",0,2.6,6.75,1,4,0.0238972
"947",342,342,"[285, 640, 947, 1237]",0,2.55,6.35,1,11,0.0125413
"1201",1360,1360,"[42, 200, 414, 985]",0,2.6,6.85,1,22,0.000498591
"1202",1360,1360,"[33, 201, 415, 985]",0,2.55,7,1,42,6.47158e-06
"1292",235,235,"[4, 265, 605, 966]",0,3.1,4.1,1,14,0.00957583
"1354",235,235,"[5, 267, 606, 966]",0,3.1,4.3,1,36,1.39612e-05
"1370",235,235,"[9, 267, 607, 966]",0,3.15,4.35,1,86,1.32644e-07
"1515",1176,1176,"[173, 602, 1028, 1200]",0,2.9,4.6,1,1,0.0455067
"1827",1082,1082,"[39, 428, 535, 859]",0,2.75,6.15,1,59,9.59271e-07
"1989",55,55,"[255, 313, 482, 739]",0,3.1,6.3,1,42,6.47158e-06
"1994",342,342,"[287, 642, 948, 1239]",0,2.7,6.4,1,89,9.98438e-08
"1996",342,342,"[287, 642, 951, 1239]",0,2.75,6.35,1,74,3.40778e-07
"2116",1293,1293,"[160, 353, 776, 1254]",0,3.5,3.1,1,16,0.00753904
"2125",1293,1293,"[158, 350, 777, 1254]",0,3.4,3.2,1,67,5.11389e-07
"2127",1293,1293,"[161, 350, 777, 1254]",0,3.45,3.2,1,82,1.8167e-07
"2295",235,235,"[8, 266, 604, 967]",0,3.2,4.1,1,93,7.28998e-08
"2304",235,235,"[8, 266, 605, 967]",0,3.2,4.15,1,94,7.07128e-08
"2326",235,235,"[4, 265, 609, 965]",0,3.15,4,1,95,6.85914e-08
"2327",235,235,"[7, 265, 609, 965]",0,3.2,3.95,1,79,2.41351e-07
"2355",320,320,"[18, 548, 896, 1041]",0,3.4,3.95,1,16,0.00753904
"2370",235,235,"[5, 266, 606, 967]",0,3.15,4.25,1,78,2.48815e-07
"2440",55,55,"[258, 315, 481, 738]",0,3.2,6.05,1,33,2.85445e-05
"2473",55,55,"[254, 315, 483, 742]",0,3.25,6.05,1,13,0.0108119
"2907",55,55,"[259, 319, 482, 739]",0,3.25,6.25,1,44,5.02195e-06
"2928",2044,2044,"[560, 795, 1132, 1268]",0,3.85,5.15,1,1,0.0455067
